Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Rights.servicesContact,Type.typeOfResource,Name.repository,Type.genre,Name.creator,Title
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s3z17,ark:/21198/zz000n8zrp,2,Completed,Work,,112,,,,,sound recording-musical,,,,441 Burke's Law sndtrk r2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s3z2r,ark:/21198/zz000n8zrp,2,Completed,Work,,113,,,,,sound recording-musical,,,,443 Burke's Law sndtrk r1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s3z38,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s3z38-1-master.wav,114,,,,,sound recording-musical,,,,492 Corruptors 4547-4553
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s3z4s,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s3z4s-1-master.wav,115,,,,,sound recording-musical,,,,493 Corruptors 4509-4530
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s3z59,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s3z59-1-master.wav,116,,,,,sound recording-musical,,,,494 Corruptors 4531-4537
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s3z6t,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s3z6t-1-master.wav,117,,,,,sound recording-musical,,,,495 Corruptors 4538-4540
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s3z7b,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s3z7b-1-master.wav,118,,,,,sound recording-musical,,,,496 Corruptors 4545-4546
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s3z8v,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s3z8v-1-master.wav,119,,,,,sound recording-musical,,,,497 Corruptors 4501-4508
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s3z9c,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s3z9c-1-master.wav,120,,,,,sound recording-musical,,,,528 Detectives prd 4921
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s3zbw,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s3zbw-1-master.wav,121,,,,,sound recording-musical,,,,529 Detectives PS 4937
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s3zcd,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s3zcd-1-master.wav,122,,,,,sound recording-musical,,,,530 Rob Taylor 47009xhT3
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s3zdx,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s3zdx-1-master.wav,123,,,,,sound recording-musical,,,,531 Detectives 4912XA
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s61fr,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s61fr-1-master.wav,124,,,,,sound recording-musical,,,,535 4smd source music reel1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s61g8,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s61g8-1-master.wav,125,,,,,sound recording-musical,,,,537 FSMD
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s61hs,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s61hs-1-master.wav,126,,,,,sound recording-musical,,,,623 McKeever march
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s61j9,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s61j9-1-master.wav,127,,,,,sound recording-musical,,,,624 McKeever 10232-10240
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s61kt,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s61kt-1-master.wav,128,,,,,sound recording-musical,,,,625 McKeever 10220-10231
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s61mb,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s61mb-1-master.wav,129,,,,,sound recording-musical,,,,634 Man Who Stole r 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s61nv,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s61nv-1-master.wav,130,,,,,sound recording-musical,,,,635 Man Who Stole
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s61pc,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s61pc-1-master.wav,131,,,,,sound recording-musical,,,,650 Poor Albert reel 3
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s61qw,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s61qw-1-master.wav,132,,,,,sound recording-musical,,,,651 Poor Albert Reel 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s61rd,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s61rd-1-master.wav,133,,,,,sound recording-musical,,,,652 Poor Albert Reel 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s6cvs,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s6cvs-1-master.wav,134,,,,,sound recording-musical,,,,672 Saints & Sinners
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s6cw9,ark:/21198/zz000n8zrp,2,Completed,Work,,135,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6cw9%2Fb797pw10,,sound recording-musical,,,,673 Saints & Sinners
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s6cxt,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s6cxt-1-master.wav,136,,,,,sound recording-musical,,,,705 Album reel 4
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s6czb,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s6czb-1-master.wav,137,,,,,sound recording-musical,,,,709 4 Stars
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s6d0b,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s6d0b-1-master.wav,138,,,,,sound recording-musical,,,,713 Air Force march
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s6d1v,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s6d1v-1-master.wav,139,,,,,sound recording-musical,,,,1030 Savages 21331-21339
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s6d2c,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s6d2c-1-master.wav,140,,,,,sound recording-musical,,,,1031 Savages 21294-21330
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s6d3w,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s6d3w-1-master.wav,141,,,,,sound recording-musical,,,,1033 Savages 21261-21293
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s6d4d,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s6d4d-1-master.wav,142,,,,,sound recording-musical,,,,1034 Savages 21261-21293
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s6d5x,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s6d5x-1-master.wav,143,,,,,sound recording-musical,,,,1035 Savages 21230-21260
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s6qvm,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s6qvm-1-master.wav,144,,,,,sound recording-musical,,,,1036 Savages 21230-21260
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s6qw4,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s6qw4-1-master.wav,145,,,,,sound recording-musical,,,,1037 Savages 21198-21229
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s6qxn,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s6qxn-1-master.wav,146,,,,,sound recording-musical,,,,1038 Savages 21198-21229
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s6qz5,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s6qz5-1-master.wav,147,,,,,sound recording-musical,,,,1039 Untitled
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s6r05,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s6r05-1-master.wav,148,,,,,sound recording-musical,,,,1132 untitled 8027-8059
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s6r1p,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s6r1p-1-master.wav,149,,,,,sound recording-musical,,,,1133 Four Star 3400-4208
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s6r26,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s6r26-1-master.wav,150,,,,,sound recording-musical,,,,1134 The Law & Mr. Jone
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s6r3q,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s6r3q-1-master.wav,151,,,,,sound recording-musical,,,,1136 untitled 8060-8073
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s6r47,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s6r47-1-master.wav,152,,,,,sound recording-musical,,,,1214 Models Inc
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s6r5r,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s6r5r-1-master.wav,153,,,,,sound recording-musical,,,,1395 Fiamma vox demo
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s6vr0,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s6vr0-1-master.wav,154,,,,,sound recording-musical,,,,1403 Saints & Sinners
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s6vsh,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s6vsh-1-master.wav,155,,,,,sound recording-musical,,,,1405 Jake Pardee
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s6vt1,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s6vt1-1-master.wav,156,,,,,sound recording-musical,,,,1437 Gwen's Lullaby
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s6vvj,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s6vvj-1-master.wav,157,,,,,sound recording-musical,,,,1457 Bold and Brave reel 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s6vw2,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s6vw2-1-master.wav,158,,,,,sound recording-musical,,,,1458Crime & Punishment
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s6vxk,ark:/21198/zz000n8zrp,2,Completed,Work,,159,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6vxk%2Ft040dc67,,sound recording-musical,,,,1463 Nightmare score
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s6w3n,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s6w3n-1-master.wav,160,,,,,sound recording-musical,,,,1491 Penelope reel 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s6w45,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s6w45-1-master.wav,161,,,,,sound recording-musical,,,,1492 Penelope reel 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s6w5p,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s6w5p-1-master.wav,162,,,,,sound recording-musical,,,,Copy of 809 Dropout
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s7ch2,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s7ch2-1-master.wav,163,,,,,sound recording-musical,,,,Copy of 1280 Bridges
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s7cjk,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s7cjk-1-master.wav,164,,,,,sound recording-musical,,,,Copy of 1494 Gilbert piano
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s832x,ark:/21198/zz000n8zrp,2,Completed,Work,,165,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s832x%2F4f12p678,,sound recording-nonmusical,,,,224 conversation 31-57
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s833f,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s833f-1-master.wav,166,,,,,sound recording-musical,,,,272 John Paul cue Library
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s834z,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s834z-1-master.wav,167,,,,,sound recording-musical,,,,302 Saints Sinners
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s835g,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s835g-1-master.wav,168,,,,,sound recording-musical,,,,326 The Rogues
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s8360,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s8360-1-master.wav,169,,,,,sound recording-musical,,,,369 Liberty Album
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s837h,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s837h-1-master.wav,170,,,,,sound recording-musical,,,,491 The Corrupters
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s8381,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s8381-1-master.wav,171,,,,,sound recording-musical,,,,500 Death Valley Days
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s839j,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s839j-1-master.wav,172,,,,,sound recording-musical,,,,502 Damon Road Suite
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s83b2,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s83b2-1-master.wav,173,,,,,sound recording-musical,,,,516 Robert Taylor
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s83ck,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s83ck-1-master.wav,174,,,,,sound recording-musical,,,,517 Detectives for assembly
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s83d3,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s83d3-1-master.wav,175,,,,,sound recording-musical,,,,725 Shores
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s83fm,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s83fm-1-master.wav,176,,,,,sound recording-musical,,,,730 Bridges
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s83g4,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s83g4-1-master.wav,177,,,,,sound recording-musical,,,,731 Bridges
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s83hn,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s83hn-1-master.wav,178,,,,,sound recording-musical,,,,732 1183c
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s83j5,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s83j5-1-master.wav,179,,,,,sound recording-musical,,,,738 Gene Barry Album
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s83kp,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s83kp-1-master.wav,180,,,,,sound recording-musical,,,,781 Attorney General Pilot
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s83m6,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s83m6-1-master.wav,181,,,,,sound recording-musical,,,,804 Honey West
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s83nq,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s83nq-1-master.wav,182,,,,,sound recording-musical,,,,825 Wanted D or A
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s83p7,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s83p7-1-master.wav,183,,,,,sound recording-musical,,,,915 64-65 Season 1000 AB
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s83qr,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s83qr-1-master.wav,184,,,,,sound recording-musical,,,,978 Shores 13324-13360
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s95q5,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s95q5-1-master.wav,185,,,,,sound recording-musical,,,,979 Shores 13288-13323
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s95rp,ark:/21198/zz000n8zrp,2,Completed,Work,,186,,,,,sound recording-musical,,,,1206 The Moon Is Blue
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s95s6,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s95s6-1-master.wav,187,,,,,sound recording-musical,,,,1207 Sabre Jet Sndtrk
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s95tq,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s95tq-1-master.wav,188,,,,,sound recording-musical,,,,1208 Sabre Jet Cues
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s95v7,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s95v7-1-master.wav,189,,,,,sound recording-musical,,,,1209 Sabre Jet Cues
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s95wr,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s95wr-1-master.wav,190,,,,,sound recording-musical,,,,1210 While the City Sleeps
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s95x8,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s95x8-1-master.wav,191,,,,,sound recording-musical,,,,1213 Magic Face Sore
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s95zs,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s95zs-1-master.wav,192,,,,,sound recording-musical,,,,1215 Models Inc Score
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s960s,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s960s-1-master.wav,193,,,,,sound recording-musical,,,,1216 No Place To Hide Score
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9619,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s9619-1-master.wav,194,,,,,sound recording-musical,,,,1217 While The City Sleeps
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s988w,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s988w-1-master.wav,195,,,,,sound recording-musical,,,,1218 Reasonable Doubt 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s989d,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s989d-1-master.wav,196,,,,,sound recording-musical,,,,1219 Reasonable Doubt 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s98bx,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s98bx-1-master.wav,197,,,,,sound recording-musical,,,,1220 Reasonable Doubt 3
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s98cf,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s98cf-1-master.wav,198,,,,,sound recording-musical,,,,1221 Reasonable Doubt 4
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s98dz,ark:/21198/zz000n8zrp,2,Completed,Work,,199,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s98dz%2F1s132s57,,sound recording-musical,,,,1222 Comanche Interview
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s98fg,ark:/21198/zz000n8zrp,2,Completed,Work,,200,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s98fg%2F6738rz6p,,sound recording-musical,,,,1223 Every Now and Then
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s98g0,ark:/21198/zz000n8zrp,2,Completed,Work,,201,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s98g0%2Fgc012q8q,,sound recording-musical,,,,1224 Every Now and Then
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s98hh,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s98hh-1-master.wav,202,,,,,sound recording-musical,,,,1225 Great Mouthpiece
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s98j1,ark:/21198/zz000n8zrp,2,Completed,Work,,203,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s98j1%2Ftw307x28,,sound recording-musical,,,,1226 Carmen Vox Tests
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s98kj,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s98kj-1-master.wav,204,,,,,sound recording-musical,,,,1227 Carmen Vox Tests
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9fjf,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s9fjf-1-master.wav,205,,,,,sound recording-musical,,,,1228 Carmen Vox Tests
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9fkz,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s9fkz-1-master.wav,206,,,,,sound recording-musical,,,,1229 John Paul Music
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9fmg,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s9fmg-1-master.wav,207,,,,,sound recording-musical,,,,1230 Vice Squad
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9fn0,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s9fn0-1-master.wav,208,,,,,sound recording-musical,,,,1231 The Girl in My Heart
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9fph,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s9fph-1-master.wav,209,,,,,sound recording-musical,,,,1232 Comanche Coral Album
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9fq1,ark:/21198/zz000n8zrp,2,Completed,Work,,210,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9fq1%2Fj086rb00,,sound recording-musical,,,,1233 Untitled
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9frj,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s9frj-1-master.wav,211,,,,,sound recording-musical,,,,1234 A Man Is As Good
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9fs2,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s9fs2-1-master.wav,212,,,,,sound recording-musical,,,,1237 The Vampire
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9ftk,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s9ftk-1-master.wav,213,,,,,sound recording-musical,,,,1238 Naked Dawn Theme
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9fv3,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s9fv3-1-master.wav,214,,,,,sound recording-musical,,,,1239 Untitled
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9fwm,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s9fwm-1-master.wav,215,,,,,sound recording-musical,,,,1240 Waiter at Tony's
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9fx4,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s9fx4-1-master.wav,216,,,,,sound recording-musical,,,,1261 log 13972-14005
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9fzn,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s9fzn-1-master.wav,217,,,,,sound recording-musical,,,,1269 Honey West
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9g0n,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s9g0n-1-master.wav,218,,,,,sound recording-musical,,,,1283 Logers 10999
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9g15,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s9g15-1-master.wav,219,,,,,sound recording-musical,,,,1390 Poor Albert Lecture
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9pw0,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s9pw0-1-master.wav,220,,,,,sound recording-musical,,,,1391 End Titles
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9pxh,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s9pxh-1-master.wav,221,,,,,sound recording-musical,,,,1394 Mrs G 4668A-4670x3
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9pz1,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s9pz1-1-master.wav,222,,,,,sound recording-musical,,,,1397 John Paul 8001-8026
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9q01,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s9q01-1-master.wav,223,,,,,sound recording-musical,,,,1401 While the City Sleeps
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9q1j,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s9q1j-1-master.wav,224,,,,,sound recording-musical,,,,1406 Jake Pardee Lee
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9q22,ark:/21198/zz000n8zrp,2,Completed,Work,,225,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9q22%2Fhd24sm1p,,sound recording-musical,,,,1411 Peter pottter TV
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9swf,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s9swf-1-master.wav,226,,,,,sound recording-musical,,,,1450 McKeever and the Colonel
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9sxz,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s9sxz-1-master.wav,227,,,,,sound recording-musical,,,,1455 McKeever and the Colonel
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s9szg,ark:/21198/zz000n8zrp,2,Completed,Work,,228,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9szg%2Fmj57d14n,,sound recording-musical,,,,1476 Nightmare Score Songs
