Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Visibility,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,Rights.copyrightStatus,Rights.servicesContact,Subject,Type.genre,Coverage.geographic,Name.photographer,Name.creator,Author,Name.repository,Format.medium,Format.dimensions,Format.extent,Title,Alt ID.local,Description.note,Date.normalized,Date.publication,Alt ID.oclc,Publisher.publisherName,Date.creation,Publisher.placeOfOrigin,Note,Description.abstract,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6kj1,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6kj1-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,201.012,201.012,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6kj1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6kj1/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6kkj,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6kkj-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,201.013,201.013,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6kkj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6kkj/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6km2,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6km2-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,201.015,201.015,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6km2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6km2/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6knk,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6knk-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,201.020,201.020,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6knk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6knk/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6kp3,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6kp3-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,201.016,201.016,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6kp3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6kp3/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6kqm,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6kqm-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,201.011,201.011,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6kqm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6kqm/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6kr4,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6kr4-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,201.014,201.014,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6kr4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6kr4/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6ksn,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6ksn-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,201.018,201.018,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6ksn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6ksn/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6kt5,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6kt5-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,201.019,201.019,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6kt5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6kt5/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6q58,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6q58-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,201.021,201.021,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6q58,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6q58/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6q6s,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6q6s-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,201.024,201.024,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6q6s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6q6s/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6q79,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6q79-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,201.027,201.027,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6q79,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6q79/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6q8t,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6q8t-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,201.023,201.023,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6q8t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6q8t/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6q9b,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6q9b-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,201.025,201.025,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6q9b,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6q9b/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6qbv,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6qbv-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,202.001,202.001,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6qbv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6qbv/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6qcc,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6qcc-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,201.022,201.022,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6qcc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6qcc/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6qdw,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6qdw-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,201.026,201.026,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6qdw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6qdw/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6qhf,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6qhf-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,202.007,202.007,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6qhf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6qhf/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6qjz,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6qjz-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,202.011,202.011,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6qjz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6qjz/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6qkg,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6qkg-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,202.002,202.002,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6qkg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6qkg/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6qm0,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6qm0-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,202.003,202.001,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6qm0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6qm0/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6qnh,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6qnh-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,202.006,202.006,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6qnh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6qnh/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6qp1,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6qp1-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,202.004,202.004,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6qp1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6qp1/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6qqj,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6qqj-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,202.008,202.001,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6qqj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6qqj/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6qr2,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6qr2-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,202.005,202.005,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6qr2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6qr2/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6qsk,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6qsk-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,202.010,202.010,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6qsk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6qsk/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6qt3,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6qt3-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,202.009,202.009,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6qt3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6qt3/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6rgd,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6rgd-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,202.016,202.010,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6rgd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6rgd/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6rhx,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6rhx-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,202.015,202.010,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6rhx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6rhx/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6rjf,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6rjf-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,202.013,202.013,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6rjf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6rjf/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6rkz,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6rkz-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,202.014,202.014,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6rkz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6rkz/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6rmg,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6rmg-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,202.019,202.019,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6rmg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6rmg/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6rn0,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6rn0-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,202.020,202.020,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6rn0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6rn0/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6rph,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6rph-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,202.018,202.018,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6rph,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6rph/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6rq1,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6rq1-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,202.012,202.012,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6rq1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6rq1/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6rrj,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6rrj-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,202.021,202.021,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6rrj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6rrj/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6rs2,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6rs2-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,202.017,202.017,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6rs2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6rs2/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6ts1,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6ts1-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,202.027,202.027,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6ts1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6ts1/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6ttj,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6ttj-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,202.028,202.028,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6ttj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6ttj/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6tv2,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6tv2-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,203.001,203.001,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6tv2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6tv2/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6twk,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6twk-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,202.022,202.022,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6twk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6twk/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6tx3,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6tx3-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,202.023,202.023,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6tx3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6tx3/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6tzm,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6tzm-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,202.024,202.024,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6tzm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6tzm/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6v0m,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6v0m-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,202.025,202.025,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6v0m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6v0m/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6v14,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6v14-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,202.026,202.026,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6v14,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6v14/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6vz3,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6vz3-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,204.001,204.001,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6vz3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6vz3/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6w03,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6w03-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,203.004,203.004,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6w03,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6w03/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6w1m,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6w1m-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,203.003,203.003,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6w1m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6w1m/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz000s6w24,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz000s6w24-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,Indio (Calif.),"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,203.002,203.002,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s6w24,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s6w24/manifest
