"Project Name","Parent ARK","Item ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Language","Title","Relation.rectoVerso","Description.abstract","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngm12","ark:/21198/zz001ngn22","2","Completed","Page","polygraph/masters/21198-zz001ngn22-1-master.tif","30","","","","","","","text","","Polygraph Newsletter_0221","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngn22",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngm12","ark:/21198/zz001ngn3k","2","Completed","Page","polygraph/masters/21198-zz001ngn3k-1-master.tif","31","","","","","","","text","","Polygraph Newsletter_0222","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngn3k",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngm12","ark:/21198/zz001ngn43","2","Completed","Page","polygraph/masters/21198-zz001ngn43-1-master.tif","32","","","","","","","text","","Polygraph Newsletter_0223","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngn43",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngn5m","ark:/21198/zz001ngn64","2","Completed","Page","polygraph/masters/21198-zz001ngn64-1-master.tif","1","","","","","","","text","","Polygraph Newsletter_0224","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngn64",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngn5m","ark:/21198/zz001ngn7n","2","Completed","Page","polygraph/masters/21198-zz001ngn7n-1-master.tif","2","","","","","","","text","","Polygraph Newsletter_0225","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngn7n",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngn5m","ark:/21198/zz001ngn85","2","Completed","Page","polygraph/masters/21198-zz001ngn85-1-master.tif","3","","","","","","","text","","Polygraph Newsletter_0226","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngn85",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngn5m","ark:/21198/zz001ngn9p","2","Completed","Page","polygraph/masters/21198-zz001ngn9p-1-master.tif","4","","","","","","","text","","Polygraph Newsletter_0227","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngn9p",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngn5m","ark:/21198/zz001ngnb6","2","Completed","Page","polygraph/masters/21198-zz001ngnb6-1-master.tif","5","","","","","","","text","","Polygraph Newsletter_0228","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngnb6",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngn5m","ark:/21198/zz001ngncq","2","Completed","Page","polygraph/masters/21198-zz001ngncq-1-master.tif","6","","","","","","","text","","Polygraph Newsletter_0229","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngncq",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngn5m","ark:/21198/zz001ngnd7","2","Completed","Page","polygraph/masters/21198-zz001ngnd7-1-master.tif","7","","","","","","","text","","Polygraph Newsletter_0230","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngnd7",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngn5m","ark:/21198/zz001ngnfr","2","Completed","Page","polygraph/masters/21198-zz001ngnfr-1-master.tif","8","","","","","","","text","","Polygraph Newsletter_0231","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngnfr",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngn5m","ark:/21198/zz001ngng8","2","Completed","Page","polygraph/masters/21198-zz001ngng8-1-master.tif","9","","","","","","","text","","Polygraph Newsletter_0232","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngng8",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngn5m","ark:/21198/zz001ngnhs","2","Completed","Page","polygraph/masters/21198-zz001ngnhs-1-master.tif","10","","","","","","","text","","Polygraph Newsletter_0233","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngnhs",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngn5m","ark:/21198/zz001ngnj9","2","Completed","Page","polygraph/masters/21198-zz001ngnj9-1-master.tif","11","","","","","","","text","","Polygraph Newsletter_0234","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngnj9",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngn5m","ark:/21198/zz001ngnkt","2","Completed","Page","polygraph/masters/21198-zz001ngnkt-1-master.tif","12","","","","","","","text","","Polygraph Newsletter_0235","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngnkt",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngn5m","ark:/21198/zz001ngnmb","2","Completed","Page","polygraph/masters/21198-zz001ngnmb-1-master.tif","13","","","","","","","text","","Polygraph Newsletter_0236","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngnmb",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngn5m","ark:/21198/zz001ngnnv","2","Completed","Page","polygraph/masters/21198-zz001ngnnv-1-master.tif","14","","","","","","","text","","Polygraph Newsletter_0237","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngnnv",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngn5m","ark:/21198/zz001ngnpc","2","Completed","Page","polygraph/masters/21198-zz001ngnpc-1-master.tif","15","","","","","","","text","","Polygraph Newsletter_0238","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngnpc",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngn5m","ark:/21198/zz001ngnqw","2","Completed","Page","polygraph/masters/21198-zz001ngnqw-1-master.tif","16","","","","","","","text","","Polygraph Newsletter_0239","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngnqw",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngn5m","ark:/21198/zz001ngnrd","2","Completed","Page","polygraph/masters/21198-zz001ngnrd-1-master.tif","17","","","","","","","text","","Polygraph Newsletter_0240","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngnrd",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngn5m","ark:/21198/zz001ngnsx","2","Completed","Page","polygraph/masters/21198-zz001ngnsx-1-master.tif","18","","","","","","","text","","Polygraph Newsletter_0241","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngnsx",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngn5m","ark:/21198/zz001ngntf","2","Completed","Page","polygraph/masters/21198-zz001ngntf-1-master.tif","19","","","","","","","text","","Polygraph Newsletter_0242","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngntf",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngn5m","ark:/21198/zz001ngnvz","2","Completed","Page","polygraph/masters/21198-zz001ngnvz-1-master.tif","20","","","","","","","text","","Polygraph Newsletter_0243","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngnvz",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngn5m","ark:/21198/zz001ngnwg","2","Completed","Page","polygraph/masters/21198-zz001ngnwg-1-master.tif","21","","","","","","","text","","Polygraph Newsletter_0244","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngnwg",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngn5m","ark:/21198/zz001ngnx0","2","Completed","Page","polygraph/masters/21198-zz001ngnx0-1-master.tif","22","","","","","","","text","","Polygraph Newsletter_0245","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngnx0",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngn5m","ark:/21198/zz001ngnzh","2","Completed","Page","polygraph/masters/21198-zz001ngnzh-1-master.tif","23","","","","","","","text","","Polygraph Newsletter_0246","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngnzh",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngn5m","ark:/21198/zz001ngp0h","2","Completed","Page","polygraph/masters/21198-zz001ngp0h-1-master.tif","24","","","","","","","text","","Polygraph Newsletter_0247","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngp0h",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngn5m","ark:/21198/zz001ngp11","2","Completed","Page","polygraph/masters/21198-zz001ngp11-1-master.tif","25","","","","","","","text","","Polygraph Newsletter_0248","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngp11",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngn5m","ark:/21198/zz001ngp2j","2","Completed","Page","polygraph/masters/21198-zz001ngp2j-1-master.tif","26","","","","","","","text","","Polygraph Newsletter_0249","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngp2j",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngn5m","ark:/21198/zz001ngp32","2","Completed","Page","polygraph/masters/21198-zz001ngp32-1-master.tif","27","","","","","","","text","","Polygraph Newsletter_0250","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngp32",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngn5m","ark:/21198/zz001ngp4k","2","Completed","Page","polygraph/masters/21198-zz001ngp4k-1-master.tif","28","","","","","","","text","","Polygraph Newsletter_0251","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngp4k",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngn5m","ark:/21198/zz001ngp53","2","Completed","Page","polygraph/masters/21198-zz001ngp53-1-master.tif","29","","","","","","","text","","Polygraph Newsletter_0252","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngp53",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngn5m","ark:/21198/zz001ngp6m","2","Completed","Page","polygraph/masters/21198-zz001ngp6m-1-master.tif","30","","","","","","","text","","Polygraph Newsletter_0253","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngp6m",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngn5m","ark:/21198/zz001ngp74","2","Completed","Page","polygraph/masters/21198-zz001ngp74-1-master.tif","31","","","","","","","text","","Polygraph Newsletter_0254","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngp74",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngp8n","ark:/21198/zz001ngp95","2","Completed","Page","polygraph/masters/21198-zz001ngp95-1-master.tif","1","","","","","","","text","","Polygraph Newsletter_0255","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngp95",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngp8n","ark:/21198/zz001ngpbp","2","Completed","Page","polygraph/masters/21198-zz001ngpbp-1-master.tif","2","","","","","","","text","","Polygraph Newsletter_0256","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngpbp",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngp8n","ark:/21198/zz001ngpc6","2","Completed","Page","polygraph/masters/21198-zz001ngpc6-1-master.tif","3","","","","","","","text","","Polygraph Newsletter_0257","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngpc6",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngp8n","ark:/21198/zz001ngpdq","2","Completed","Page","polygraph/masters/21198-zz001ngpdq-1-master.tif","4","","","","","","","text","","Polygraph Newsletter_0258","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngpdq",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngp8n","ark:/21198/zz001ngpf7","2","Completed","Page","polygraph/masters/21198-zz001ngpf7-1-master.tif","5","","","","","","","text","","Polygraph Newsletter_0259","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngpf7",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngp8n","ark:/21198/zz001ngpgr","2","Completed","Page","polygraph/masters/21198-zz001ngpgr-1-master.tif","6","","","","","","","text","","Polygraph Newsletter_0260","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngpgr",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngp8n","ark:/21198/zz001ngph8","2","Completed","Page","polygraph/masters/21198-zz001ngph8-1-master.tif","7","","","","","","","text","","Polygraph Newsletter_0261","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngph8",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngp8n","ark:/21198/zz001ngpjs","2","Completed","Page","polygraph/masters/21198-zz001ngpjs-1-master.tif","8","","","","","","","text","","Polygraph Newsletter_0262","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngpjs",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngp8n","ark:/21198/zz001ngpk9","2","Completed","Page","polygraph/masters/21198-zz001ngpk9-1-master.tif","9","","","","","","","text","","Polygraph Newsletter_0263","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngpk9",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngp8n","ark:/21198/zz001ngpmt","2","Completed","Page","polygraph/masters/21198-zz001ngpmt-1-master.tif","10","","","","","","","text","","Polygraph Newsletter_0264","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngpmt",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngp8n","ark:/21198/zz001ngpnb","2","Completed","Page","polygraph/masters/21198-zz001ngpnb-1-master.tif","11","","","","","","","text","","Polygraph Newsletter_0265","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngpnb",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngp8n","ark:/21198/zz001ngppv","2","Completed","Page","polygraph/masters/21198-zz001ngppv-1-master.tif","12","","","","","","","text","","Polygraph Newsletter_0266","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngppv",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngp8n","ark:/21198/zz001ngpqc","2","Completed","Page","polygraph/masters/21198-zz001ngpqc-1-master.tif","13","","","","","","","text","","Polygraph Newsletter_0267","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngpqc",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngp8n","ark:/21198/zz001ngprw","2","Completed","Page","polygraph/masters/21198-zz001ngprw-1-master.tif","14","","","","","","","text","","Polygraph Newsletter_0268","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngprw",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngp8n","ark:/21198/zz001ngpsd","2","Completed","Page","polygraph/masters/21198-zz001ngpsd-1-master.tif","15","","","","","","","text","","Polygraph Newsletter_0269","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngpsd",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngp8n","ark:/21198/zz001ngptx","2","Completed","Page","polygraph/masters/21198-zz001ngptx-1-master.tif","16","","","","","","","text","","Polygraph Newsletter_0270","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngptx",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngp8n","ark:/21198/zz001ngpvf","2","Completed","Page","polygraph/masters/21198-zz001ngpvf-1-master.tif","17","","","","","","","text","","Polygraph Newsletter_0271","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngpvf",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngp8n","ark:/21198/zz001ngpwz","2","Completed","Page","polygraph/masters/21198-zz001ngpwz-1-master.tif","18","","","","","","","text","","Polygraph Newsletter_0272","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngpwz",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngp8n","ark:/21198/zz001ngpxg","2","Completed","Page","polygraph/masters/21198-zz001ngpxg-1-master.tif","19","","","","","","","text","","Polygraph Newsletter_0273","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngpxg",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngp8n","ark:/21198/zz001ngpz0","2","Completed","Page","polygraph/masters/21198-zz001ngpz0-1-master.tif","20","","","","","","","text","","Polygraph Newsletter_0274","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngpz0",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngp8n","ark:/21198/zz001ngq00","2","Completed","Page","polygraph/masters/21198-zz001ngq00-1-master.tif","21","","","","","","","text","","Polygraph Newsletter_0275","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngq00",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngp8n","ark:/21198/zz001ngq1h","2","Completed","Page","polygraph/masters/21198-zz001ngq1h-1-master.tif","22","","","","","","","text","","Polygraph Newsletter_0276","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngq1h",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngp8n","ark:/21198/zz001ngq21","2","Completed","Page","polygraph/masters/21198-zz001ngq21-1-master.tif","23","","","","","","","text","","Polygraph Newsletter_0277","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngq21",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngp8n","ark:/21198/zz001ngq3j","2","Completed","Page","polygraph/masters/21198-zz001ngq3j-1-master.tif","24","","","","","","","text","","Polygraph Newsletter_0278","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngq3j",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngp8n","ark:/21198/zz001ngq42","2","Completed","Page","polygraph/masters/21198-zz001ngq42-1-master.tif","25","","","","","","","text","","Polygraph Newsletter_0279","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngq42",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngp8n","ark:/21198/zz001ngq5k","2","Completed","Page","polygraph/masters/21198-zz001ngq5k-1-master.tif","26","","","","","","","text","","Polygraph Newsletter_0280","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngq5k",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngp8n","ark:/21198/zz001ngq63","2","Completed","Page","polygraph/masters/21198-zz001ngq63-1-master.tif","27","","","","","","","text","","Polygraph Newsletter_0281","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngq63",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngp8n","ark:/21198/zz001ngq7m","2","Completed","Page","polygraph/masters/21198-zz001ngq7m-1-master.tif","28","","","","","","","text","","Polygraph Newsletter_0282","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngq7m",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngp8n","ark:/21198/zz001ngq84","2","Completed","Page","polygraph/masters/21198-zz001ngq84-1-master.tif","29","","","","","","","text","","Polygraph Newsletter_0283","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngq84",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngq9n","ark:/21198/zz001ngqb5","2","Completed","Page","polygraph/masters/21198-zz001ngqb5-1-master.tif","1","","","","","","","text","","Polygraph Newsletter_0284","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngqb5",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngq9n","ark:/21198/zz001ngqcp","2","Completed","Page","polygraph/masters/21198-zz001ngqcp-1-master.tif","2","","","","","","","text","","Polygraph Newsletter_0285","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngqcp",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngq9n","ark:/21198/zz001ngqd6","2","Completed","Page","polygraph/masters/21198-zz001ngqd6-1-master.tif","3","","","","","","","text","","Polygraph Newsletter_0286","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngqd6",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngq9n","ark:/21198/zz001ngqfq","2","Completed","Page","polygraph/masters/21198-zz001ngqfq-1-master.tif","4","","","","","","","text","","Polygraph Newsletter_0287","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngqfq",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngq9n","ark:/21198/zz001ngqg7","2","Completed","Page","polygraph/masters/21198-zz001ngqg7-1-master.tif","5","","","","","","","text","","Polygraph Newsletter_0288","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngqg7",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngq9n","ark:/21198/zz001ngqhr","2","Completed","Page","polygraph/masters/21198-zz001ngqhr-1-master.tif","6","","","","","","","text","","Polygraph Newsletter_0289","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngqhr",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngq9n","ark:/21198/zz001ngqj8","2","Completed","Page","polygraph/masters/21198-zz001ngqj8-1-master.tif","7","","","","","","","text","","Polygraph Newsletter_0290","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngqj8",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngq9n","ark:/21198/zz001ngqks","2","Completed","Page","polygraph/masters/21198-zz001ngqks-1-master.tif","8","","","","","","","text","","Polygraph Newsletter_0291","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngqks",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngq9n","ark:/21198/zz001ngqm9","2","Completed","Page","polygraph/masters/21198-zz001ngqm9-1-master.tif","9","","","","","","","text","","Polygraph Newsletter_0292","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngqm9",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngq9n","ark:/21198/zz001ngqnt","2","Completed","Page","polygraph/masters/21198-zz001ngqnt-1-master.tif","10","","","","","","","text","","Polygraph Newsletter_0293","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngqnt",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngq9n","ark:/21198/zz001ngqpb","2","Completed","Page","polygraph/masters/21198-zz001ngqpb-1-master.tif","11","","","","","","","text","","Polygraph Newsletter_0294","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngqpb",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngq9n","ark:/21198/zz001ngqqv","2","Completed","Page","polygraph/masters/21198-zz001ngqqv-1-master.tif","12","","","","","","","text","","Polygraph Newsletter_0295","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngqqv",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngq9n","ark:/21198/zz001ngqrc","2","Completed","Page","polygraph/masters/21198-zz001ngqrc-1-master.tif","13","","","","","","","text","","Polygraph Newsletter_0296","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngqrc",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngq9n","ark:/21198/zz001ngqsw","2","Completed","Page","polygraph/masters/21198-zz001ngqsw-1-master.tif","14","","","","","","","text","","Polygraph Newsletter_0297","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngqsw",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngq9n","ark:/21198/zz001ngqtd","2","Completed","Page","polygraph/masters/21198-zz001ngqtd-1-master.tif","15","","","","","","","text","","Polygraph Newsletter_0298","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngqtd",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngq9n","ark:/21198/zz001ngqvx","2","Completed","Page","polygraph/masters/21198-zz001ngqvx-1-master.tif","16","","","","","","","text","","Polygraph Newsletter_0299","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngqvx",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngq9n","ark:/21198/zz001ngqwf","2","Completed","Page","polygraph/masters/21198-zz001ngqwf-1-master.tif","17","","","","","","","text","","Polygraph Newsletter_0300","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngqwf",""
