File name,Parent ARK,Item ARK,Item Status ID,Item Status,Object Type,local ID,Original language title,English translation of title,Alternative title,Creator,Contributor,Date.created,Date.created (single),Language | code,TypeOfResource,Genre,Extent,Dimensions,Insitution/Repository,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Abstract,Abstract | por,Note.content,Note.content | por,Subject.topic,Subject.temporal,Digital Collection Title,Description.latitude,Description.longitude
ibicaba_0059_contacorrente_trabalhadores_1920_1922.pdf,ark:/21198/z15t5c4z,ark:/21198/z1pp0z85,2,Completed,Work,Livro 0059 |~| Ledger 0059,Contas correntes dos trabalhadores. Livro #59 (1920-1922),Workers' checking accounts. Ledger #59 (1920-1922),Conta Corrente No. 5 do Anno de 1921. Fazenda Ibicaba,"Fazenda Ibicaba (Cordeirópolis, SP)",Administration of Ibicaba farm (1920-1922),From December 1920 to April 1922,1920-12/1922-04,por,text,ledgers (account books),508 pages,36 x 25 cm,"Fazenda Ibicaba (Cordeirópolis, SP)",public domain,unpublished,Proprietors of Ibicaba farm: please refer to Mr. Theodoro Hayden Carvalhaes: Telephones 0055 19 3546 1012 or 0055 19 99825 6466; fazendaibicaba@fazendaibicaba.com.br,Workers' checking accounts. No specification of categories of laborers. Period: from December 1920 to April 1922.,Contas correntes dos trabalhadores. Sem especificação das categorias dos trabalhadores. Período: de dezembro de 1920 a abril de 1922.,(1) No typographical seal. (2) Manuscript notes as index in the first blank page; entries ticked with a blue pencil.,"(1) Sem selo da tipografia de origem. (2) Notas manuscritas como índice na primeira página em branco, marcadas com vistos em lápis azul.",coffee plantation workers |~| checking accounts |~| agricultural laborers |~| farm shops |~| farm management |~| records and correspondence,First Brazilian Republic (1889-1930),Ibicaba Farm Records,-22.502147,-47.472253
ibicaba_0060_contacorrente_trabalhadores_1921_1923.pdf,ark:/21198/z15t5c4z,ark:/21198/z1jx06hc,2,Completed,Work,Livro 0060 |~| Ledger 0060,Contas correntes dos trabalhadores. Livro #60 (1921-1923),Workers' checking accounts. Ledger #60 (1921-1923),,"Fazenda Ibicaba (Cordeirópolis, SP)",,From December 1921 to December 1923,1921-12/1923-12,por,text,ledgers (account books),592 pages,42 x 28 cm,"Fazenda Ibicaba (Cordeirópolis, SP)",public domain,unpublished,Proprietors of Ibicaba farm: please refer to Mr. Theodoro Hayden Carvalhaes: Telephones 0055 19 3546 1012 or 0055 19 99825 6466; fazendaibicaba@fazendaibicaba.com.br,Workers' checking accounts. No specification of categories of laborers. Period: from December 1921 to April 1923.,Contas correntes dos trabalhadores. Sem especificação das categorias dos trabalhadores. Período: de dezembro de 1921 a dezembro de 1923.,"(1) Seal of bookstore ""[C]arvalho"" in the cover sheet. (2) There are missing sheets between pages 138-45; there are two unnumbered pages between these. (3) There are missing sheets between pages 408-15; there are two unnumbered pages between these. (4) Other missing pages: 178-179 and 298-299. (5) Fragment of a ledger book put originally in page 18 with the names ""José"" and ""Santos"" in its verse and reverse. (6) ""Partial report of profits and losses in 1943"" put originally in page 33. (7) Handmade map of Southeast Asia put originally in page 77 (albeit with color marks left on page 317). (8) Fragment of a contract for the selling of eucalyptus, put originally in page 371.","(1) Selo da ""Papelaria [C]arvalho"" na folha de rosto. (2) Faltam folhas entre as páginas 138-45; há neste intervalo 2 páginas sem numeração. (3) Faltam folhas entre as páginas 408-15; há neste intervalo uma página sem numeração. (4) Outras páginas faltantes: 178-179 e 298-299. (5) Fragmento do livro de contabilidade com os nomes ""José"" e ""Santos"" no verso e reverso, originalmente na página 18. (6) ""Relatório parcial de lucros e perdas de 1943"", originalmente na página 33. (7) Mapa desenhado do Sudeste Asiático originalmente na página 77 (marcas de cor na página 317). (8) Fragmento de um contrato de venda de eucalipto originalmente na p. 371.",coffee plantation workers |~| checking accounts |~| agricultural laborers |~| farm shops |~| farm management |~| records and correspondence,First Brazilian Republic (1889-1930),Ibicaba Farm Records,-22.502147,-47.472253
ibicaba_0066_registro_animais_1924_1925.pdf,ark:/21198/z15t5c4z,ark:/21198/z1f7855p,2,Completed,Work,Livro 0066 |~| Ledger 0066,Registro pecuário. Livro #66 (1924-1925),Stockfarming registries. Ledger #66 (1924-1925),Matricola e Registro da Criação,"Fazenda Ibicaba (Cordeirópolis, SP)",Administration of Ibicaba farm (1924-1925),From January 1924 to December 1925,1924-01/1925-12,por,text,ledgers (account books),104 pages,22 x 15.5 cm,"Fazenda Ibicaba (Cordeirópolis, SP)",public domain,unpublished,Proprietors of Ibicaba farm: please refer to Mr. Theodoro Hayden Carvalhaes: Telephones 0055 19 3546 1012 or 0055 19 99825 6466; fazendaibicaba@fazendaibicaba.com.br,"Ledger with livestock registries of Ibicaba farm in 1924-1925. Data on number of animals; revenues and expenditures with cattle; animals in the field (campo) and grazing (pasto); dairy herd; large pigsty (chiqueirão); information on swines, goats, and donkeys.","Livro com registros pecuários da fazenda Ibicaba em 1924-1925. Dados sobre número de cabeças; receita e despesa com gado; animais no campo e pasto; vacas leiteiras; chiqueirão; informações sobre suínos, caprinos e burros.","(1) Seal of ""Casa Espindola [...] São Paulo"" on the back of the cover.","(1) Selo da ""Casa Espindola [...] São Paulo"" no verso da capa.",livestock |~| animal industry--accounting |~| livestock--breeding--Brazil |~| animal feeding |~| livestock productivity |~| wages-livestock workers |~| records and correspondence,First Brazilian Republic (1889-1930),Ibicaba Farm Records,-22.502147,-47.472253
ibicaba_0068_cafe_colheita_1925_1928.pdf,ark:/21198/z15t5c4z,ark:/21198/z19g7dfz,2,Completed,Work,Livro 0068 |~| Ledger 0068,Livro de colheita de café da fazenda Ibicaba. Livro #68 (1925-1928),Ledger with harvesting of coffee production from Ibicaba farm. Ledger #68 (1925-1928),Colheita de Café Maio 1925 [Note in the original: $3.818],"Fazenda Ibicaba (Cordeirópolis, SP)",Administration of Ibicaba farm (1925-1928),From May 1925 to August 1928,1925-05/1928-08,por,text,ledgers (account books),102 pages,37.5 x 27 cm,"Fazenda Ibicaba (Cordeirópolis, SP)",public domain,unpublished,Proprietors of Ibicaba farm: please refer to Mr. Theodoro Hayden Carvalhaes: Telephones 0055 19 3546 1012 or 0055 19 99825 6466; fazendaibicaba@fazendaibicaba.com.br,"Registries of the coffee harvested by the workers of Ibicaba farm. The ledger contains data on the quantity of coffee harvested per day per worker during the harvest season and the corresponding labor remuneration; workers are distributed  in the so-called ""sessions"" (colonies with the coffee trees that they and their households harvested): Colônia Grande, Grama Larga, Lage/Lagem, Pão de Ló (Lot), Saltinho e Pinheiro (together).","Registros do café colhido pelos trabalhadores da fazenda Ibicaba. O livro traz dados sobre a quantidade de café colhido por dia e por trabalhador durante a época da colheita e a remuneração correspondente; os trabalhadores são separados nas assim chamadas ""sessões"" (colônias nas quais estavam os cafezais que eles e suas famílias colhiam): Colônia Grande, Grama Larga, Lage/Lagem, Pão de Ló (Lot), Saltinho e Pinheiro (juntas).","(1) Seal of ""Casa Espindola [...] São Paulo"" on the back of the cover. (2) Checks for harvest data in 1926 made by the farm's administration in blue pencil. (3) Black, blue, and red pencils, as well as ink were used for the various entries according to the type of data and variable.","(1) Selo da ""Casa Espindola [...] São Paulo"" no verso da capa. (2) Conferência dos dados para a colheita de 1926 marcada a lápis azul pela administração da fazenda; (3) As diversas entradas foram escritas a lápis preto, vermelho, azul ou à caneta dependendo do tipo de dado e variável.",coffee plantations |~| coffee growers |~| coffee--harvesting |~|  farm management |~| records and correspondence |~| coffee--industry--Brazil,First Brazilian Republic (1889-1930),Ibicaba Farm Records,-22.502147,-47.472253
ibicaba_0091_contacorrente_trabalhadores_1933_1937.pdf,ark:/21198/z15t5c4z,ark:/21198/z15q6nnb,2,Completed,Work,Livro 0091 |~| Ledger 0091,Contas correntes dos trabalhadores. Livro #91 (1933-1937),Workers' checking accounts. Ledger #91 (1933-1937),,"Fazenda Ibicaba (Cordeirópolis, SP)",Administration of Ibicaba farm (1933-1937),From November 1933 to February 1937,1933-11/1937-02,por,text,ledgers (account books),408 pages,32.5 x 23.5 cm,"Fazenda Ibicaba (Cordeirópolis, SP)",public domain,unpublished,Proprietors of Ibicaba farm: please refer to Mr. Theodoro Hayden Carvalhaes: Telephones 0055 19 3546 1012 or 0055 19 99825 6466; fazendaibicaba@fazendaibicaba.com.br,Workers' checking accounts. No specification of categories of laborers. Period: from November 1933 to February 1937.,Contas correntes dos trabalhadores. Sem especificação das categorias dos trabalhadores. Período: de novembro de 1933 a fevereiro de 1937.,(1) No typographical seal. (2) Penciled note on the back of the cover.,(1) Sem selo da tipografia de origem. (2) Nota manuscrita no verso da capa.,coffee plantation workers |~| checking accounts |~| agricultural laborers |~| farm shops |~| farm management |~| records and correspondence,Brazil--History--1930-1945,Ibicaba Farm Records,-22.502147,-47.472253
ibicaba_0092_contacorrente_trabalhadores_1933_1935.pdf,ark:/21198/z15t5c4z,ark:/21198/z11z5wz2,2,Completed,Work,Livro 0092 |~| Ledger 0092,Contas correntes dos trabalhadores. Livro #92 (1933-1935),Workers' checking accounts. Ledger #92 (1933-1935),12 [/] Conta corrente [unreadable year],"Fazenda Ibicaba (Cordeirópolis, SP)",Administration of Ibicaba farm (1933-1935),From June 1933 to October 1935,1933-06/1935-10,por,text,ledgers (account books),608 pages,40.5 x 26.5 cm,"Fazenda Ibicaba (Cordeirópolis, SP)",public domain,unpublished,Proprietors of Ibicaba farm: please refer to Mr. Theodoro Hayden Carvalhaes: Telephones 0055 19 3546 1012 or 0055 19 99825 6466; fazendaibicaba@fazendaibicaba.com.br,Workers' checking accounts. No specification of categories of laborers. Period: from June 1933 to October 1935.,Contas correntes dos trabalhadores. Sem especificação das categorias dos trabalhadores. Período: de junho de 1933 a outubro de 1935.,"(1) Seal of ""Casa Rosenhain"" in the cover sheet. (2) The alternative title refers to inscriptions in the ledger's spine, which are not contemporaneous to one another.","(1) Selo da ""Casa Rosenhain"" na folha de rosto. (2) O título alternativo refere-se a inscrições na lombada que não são contemporâneas entre si.",coffee plantation workers |~| checking accounts |~| agricultural laborers |~| farm shops |~| farm management |~| records and correspondence,Brazil--History--1930-1945,Ibicaba Farm Records,-22.502147,-47.472253
ibicaba_0094_registro_animais_1934_1939.pdf,ark:/21198/z15t5c4z,ark:/21198/z1x65dhx,2,Completed,Work,Livro 0094 |~| Ledger 0094,Registro pecuário. Livro #94 (1934-1939),Stockfarming registries. Ledger #94 (1934-1939),§ Fazenda Ibicaba / Caderneta exclusivamente para appontamento somente de CRIAÇÕES / Janeiro de 1934,"Fazenda Ibicaba (Cordeirópolis, SP)",Administration of Ibicaba farm (1934-1939),From January 1934 to March 1939,1934-01/1939-03,por,text,ledgers (account books),104 pages,24 x 16 cm,"Fazenda Ibicaba (Cordeirópolis, SP)",public domain,unpublished,Proprietors of Ibicaba farm: please refer to Mr. Theodoro Hayden Carvalhaes: Telephones 0055 19 3546 1012 or 0055 19 99825 6466; fazendaibicaba@fazendaibicaba.com.br,"Ledger with livestock registries of Ibicaba farm in 1934-1939. Data on number of animals; animals in the field (campo) and grazing (pasto); large pigsty (chiqueirão); information on cattle, swines, goats, and equines.","Livro com registros pecuários da fazenda Ibicaba em 1934-1939. Dados sobre número de cabeças; animais no campo e pasto; chiqueirão; informações sobre gado, suínos, caprinos e equinos.","(1) The alternative title refers to the title typewritten in red and blue on the ledger's cover. (2) No typographical seal. (3) There are manuscript notes on the back of the cover. (4) After the cover sheet, pages 1-18 had been put together with a contemporaneous clip. (5) Two loose sheets with arithmetic operations were originally put in the cover page. (6) A note under the letterhead of ""José Levy"" was originally put between pages 4 (Chiqueirão) and 5 (Porcos de ceva).","(1) O título alternativo refere-se à nota datilografada em vermelho e azul na capa do livro. (2) Sem selo da tipografia de origem. (3) Há notas manuscritas no verso da capa. (4) Após a folha de rosto, as páginas 1-18 estavam unidas por um grampo da época. (5) Duas folhas avulsas com operações aritméticas foram originalmente colocadas na página de rosto. (6) Uma nota timbrada de ""José Levy"" com operações aritméticas foi originalmente colocada entre as páginas 4 (Chiqueirão) e 5 (Porcos de ceva).",livestock |~| animal industry--accounting |~| livestock--breeding--Brazil |~| animal feeding |~| livestock productivity |~| wages-livestock workers |~| records and correspondence,Brazil--History--1930-1945,Ibicaba Farm Records,-22.502147,-47.472253
ibicaba_0095_levycia_caixa_1934_1939.pdf,ark:/21198/z15t5c4z,ark:/21198/z1sf4ntn,2,Completed,Work,Livro 0095 |~| Ledger 0095,Livro caixa. Livro #95 (1934-1939),Cash flow. Ledger #95 (1934-1939),,"Fazenda Ibicaba (Cordeirópolis, SP)",Administration of Ibicaba farm (1934-1939),From January 1934 to December 1939,1934-01/1939-12,por,text,ledgers (account books),556 pages,33 x 24 cm,"Fazenda Ibicaba (Cordeirópolis, SP)",public domain,unpublished,Proprietors of Ibicaba farm: please refer to Mr. Theodoro Hayden Carvalhaes: Telephones 0055 19 3546 1012 or 0055 19 99825 6466; fazendaibicaba@fazendaibicaba.com.br,"Cash flow of Ibicaba farm under the name of ""H. Levy & Cia."" specifying month, day, transaction executed and its monetary value (in the farm´s credit or debt) between January 1934 and December 1939.","Livro Caixa da fazenda Ibicaba sob o nome de ""H. Levy & Cia."" com especificação de mês, dia, transação realizada e valor monetário a débito ou crédito da fazenda entre janeiro de 1934 e dezembro de 1939.",(1) No typographical seal. (2) The ledger includes an index with 48 blank pages (accounted for in the number of pages of this metadata).,(1) Sem selo da tipografia de origem. (2) O livro inclui um índice com 48 páginas em branco  (contabilizadas no número de páginas deste metadado).,coffee plantation |~| cash flow |~| farm management |~| records and correspondence,Brazil--History--1930-1945,Ibicaba Farm Records,-22.502147,-47.472253
ibicaba_0096_contacorrente_trabalhadores_1935_1938.pdf,ark:/21198/z15t5c4z,ark:/21198/z1ns2mhn,2,Completed,Work,Livro 0096 |~| Ledger 0096,Contas correntes dos trabalhadores. Livro #96 (1935-1938),Workers' checking accounts. Ledger #96 (1935-1938),13 [/] [removed scrap of paper] 1935-1938,"Fazenda Ibicaba (Cordeirópolis, SP)",Administration of Ibicaba farm (1935-1938),From July 1935 to June 1938,1935-07/1938-06,por,text,ledgers (account books),608 pages,47 x 32 cm,"Fazenda Ibicaba (Cordeirópolis, SP)",public domain,unpublished,Proprietors of Ibicaba farm: please refer to Mr. Theodoro Hayden Carvalhaes: Telephones 0055 19 3546 1012 or 0055 19 99825 6466; fazendaibicaba@fazendaibicaba.com.br,"Workers' checking accounts. Eventual mentioning of specific professions, such as labor supervisors and artisans. Period: from July 1935 to June 1938.","Contas correntes dos trabalhadores. Eventuais menções a profissões específicas, como capatazes e artesãos. Período: de julho de 1935 a junho de 1938.","(1) The alternative title refers to inscriptions in the ledger's spine. (2) Seal of ""Casa Rosenhain"" in the cover sheet.","(1) O título alternativo refere-se a inscrições na lombada. (2) Selo da ""Casa Rosenhain"" na folha de rosto.",coffee plantation workers |~| checking accounts |~| agricultural laborers |~| farm shops |~| farm management |~| records and correspondence,Brazil--History--1930-1945,Ibicaba Farm Records,-22.502147,-47.472253
ibicaba_0097_livroponto_1935_1938.pdf,ark:/21198/z15t5c4z,ark:/21198/z1j11vtp,2,Completed,Work,Livro 0097 |~| Ledger 0097,Livro ponto de trabalhadores. Livro #97 (1935-1938),Daily workers' timesheet. Ledger  #97 (1935-1938),Fazenda Ibicaba / H. Levy & Cia. - Cordeiro / Caderneta N. - / Livro ponto / Junho 1935,"Fazenda Ibicaba (Cordeirópolis, SP)",Administration of Ibicaba farm (1935-1938),From June 1935 to January 1938,1935-06/1938-01,por,text,ledgers (account books),196 pages,33 x 23 cm,"Fazenda Ibicaba (Cordeirópolis, SP)",public domain,unpublished,Proprietors of Ibicaba farm: please refer to Mr. Theodoro Hayden Carvalhaes: Telephones 0055 19 3546 1012 or 0055 19 99825 6466; fazendaibicaba@fazendaibicaba.com.br,"Timesheet of daily workers (i.e. ""camaradas"" [also per piece rate]) and other laborers. Various labor categories: daily & piece rate laborers (camaradas), monthly workers, skilled laborers/artisans (artistas) etc. Period: from June 1935 to January 1938. Detailed information about laborers' names, professions, number of worked days per month (from 1st to 31st), daily remuneration (""ordenado""), total labor income, and observations.","Livro de ponto dos camaradas e outros trabalhadores. Diversas categorias de trabalhadores: camaradas, trabalhadores mensais, artesãos etc. Período: de junho de 1935 a janeiro de 1938. Detalhamento por nome, profissão, dias trabalhados por mês (de 1 a 31), remuneração diária (""ordenado""), renda total do trabalho e observações.","(1) Alternative title based on inscription in the cover; ""Livro ponto / Junho 1935"" was handwritten, while the rest was printed in the seal. (2) No typographical seal. (3) Penciled notes in the cover sheet and on the back of the back cover. (4) Entries and corrections in the timesheets ticked/made by the farm's administration in red and blue pencils. (5) The sheets until January 1937 were stamped with ""H. Levy & Cia. / Fazenda Ibicaba / - Cordeiro -"".","(1) O título alternativo refere-se à inscrição colada na capa; ""Livro ponto / Junho 1935"" foi manuscrito, enquanto que o restante foi impresso no selo. (2) Sem selo da tipografia de origem. (3) Há anotações manuscritas na folha de rosto e no verso da contracapa. (4) Entradas e correções no livro ponto conferidas pela administração da fazenda a lápis vermelho e azul. (5) As folhas até janeiro de 1937 foram carimbadas: ""H. Levy & Cia. / Fazenda Ibicaba / - Cordeiro -"".",coffee plantation workers |~| agricultural laborers |~| farm management |~| records and correspondence,Brazil--History--1930-1945,Ibicaba Farm Records,-22.502147,-47.472253
ibicaba_0102_caixa_registrocultura_1937_1943.pdf,ark:/21198/z15t5c4z,ark:/21198/z1d8141v,2,Completed,Work,Livro 0102 |~| Ledger 0102,Livro caixa e registro de culturas. Livro #102 (1937-1943),Cash flow and registry of crops. Ledger #102 (1937-1943),,"Fazenda Ibicaba (Cordeirópolis, SP)",Administration of Ibicaba farm (1937-1943),From July 1937 to September 1943,1937-07/1943-09,por,text,ledgers (account books),208 pages,32.5 x 22.5 cm,"Fazenda Ibicaba (Cordeirópolis, SP)",public domain,unpublished,Proprietors of Ibicaba farm: please refer to Mr. Theodoro Hayden Carvalhaes: Telephones 0055 19 3546 1012 or 0055 19 99825 6466; fazendaibicaba@fazendaibicaba.com.br,"This ledger is composed by two parts with different content. (1) Cash flow specifying month, day, transaction executed and its monetary value (in the farm´s credit or debt) between July 1937 and September 1943; (2) Registry of crops (pages 45-57), including cotton, corn, rice, castor bean, and suggar cane under various forms of product division (half share, third-part share, fixed payments etc.) for 1943.","Este livro inclui duas partes com conteúdos diferentes. (1) Livro Caixa com especificação de mês, dia, transação realizada e valor monetário a débito ou crédito da fazenda entre julho de 1937 e setembro de 1943; (2) Registro de culturas (páginas 45-57), incluindo algodão, milho, arroz, mamona e cana sob formas diversas de divisão do produto (meia, terça parte, pagamentos fixos etc.) em 1943.",(1) Penciled note in the first blank sheet. (2) Loose sheet with arithmetic operations originally put in the cover sheet.,"(1) Nota manuscrita na primeira folha em branco. (2) Papel avulso com operações aritméticas, originalmente colocado na folha de rosto.",coffee plantation |~| cash flow |~| crop yields |~| agricultural estimating and reporting |~| cropping systems |~| agricultural laborers |~| farm management |~| records and correspondence,Brazil--History--1930-1945,Ibicaba Farm Records,-22.502147,-47.472253
ibicaba_0103_olaria_1937_1968.pdf,ark:/21198/z15t5c4z,ark:/21198/z18h0c8p,2,Completed,Work,Livro 0103 |~| Ledger 0103,Livro de registro da olaria de Ibicaba. Livro #103 (1937-1968),Ibicaba´s pottery registry. Ledger #103 (1937-1968),No. 1 [/] Olaria [/] Para lançamentos tijolos e telhas [/] Fazenda Ibicaba,"Fazenda Ibicaba (Cordeirópolis, SP)",Administration of Ibicaba farm (1937-1968),From July 1937 to April 1968,1937-07/1968-04,por,text,ledgers (account books),94 pages,23.5 x 16 cm,"Fazenda Ibicaba (Cordeirópolis, SP)",public domain,unpublished,Proprietors of Ibicaba farm: please refer to Mr. Theodoro Hayden Carvalhaes: Telephones 0055 19 3546 1012 or 0055 19 99825 6466; fazendaibicaba@fazendaibicaba.com.br,Registry book of Ibicaba´s pottery from 1937 to 1968. Data about bricks and roof tiles sold and bought (including name of buyers).,"Livro de registro da olaria de Ibicaba de 1937 a 1968. Dados sobre tijolos e telhas entrados e saídos, com especificação dos compradores.",,,"coffee plantation |~| pottery industry |~| brick trade |~| selling-bricks |~| tiles, roofing |~| ceramic tiles |~| roofing, tile |~| farm management |~| records and correspondence",Brazil--History--1930-1945 |~| Brazil--History--1945-1954 |~| Brazil--History--1954-1964 |~| Brazil--History--1964-1985,Ibicaba Farm Records,-22.502147,-47.472253
ibicaba_0106_livroponto_1938_1940.pdf,ark:/21198/z15t5c4z,ark:/21198/z14q9mjd,2,Completed,Work,Livro 0106 |~| Ledger 0106,Livro ponto de trabalhadores. Livro #106 (1938-1940),Daily workers' timesheet. Ledger #106 (1938-1940),Livro ponto,"Fazenda Ibicaba (Cordeirópolis, SP)",Administration of Ibicaba farm (1938-1940),From February 1938 to October 1940,1938-02/1940-10,por,text,ledgers (account books),200 pages,33 x 22 cm,"Fazenda Ibicaba (Cordeirópolis, SP)",public domain,unpublished,Proprietors of Ibicaba farm: please refer to Mr. Theodoro Hayden Carvalhaes: Telephones 0055 19 3546 1012 or 0055 19 99825 6466; fazendaibicaba@fazendaibicaba.com.br,"Timesheet of daily workers (i.e. ""camaradas"" [also per piece rate]) and other laborers. Various labor categories: daily & piece rate laborers (camaradas), monthly workers, skilled laborers/artisans (artistas) etc. Period: from February 1938 to October 1940. Detailed information about laborers' names, professions, number of worked days per month (from 1st to 31st), daily remuneration (""ordenado""), total labor income, and observations.","Livro de ponto dos camaradas e outros trabalhadores. Diversas categorias de trabalhadores: camaradas, trabalhadores mensais, artesãos etc. Período: de fevereiro de 1938 a outubro de 1940. Detalhamento por nome, profissão, dias trabalhados por mês (de 1 a 31), remuneração diária (""ordenado""), renda total do trabalho e observações.",(1) Alternative title based on inscription in the cover. (2) No typographical seal. (3) Entries and corrections in the timesheets ticked/made by the farm's administration in red and blue pencils. (4) Loose sheet with ink blots originally put in the back cover.,"(1) O título alternativo refere-se à inscrição na capa. (2) Sem selo da tipografia de origem. (3) Entradas e correções no livro ponto conferidas pela administração da fazenda a lápis vermelho e azul. (3) . (4) Papel avulso com manchas de tinta, originalmente colocado junto à contracapa.",coffee plantation workers |~| agricultural laborers |~| farm management |~| records and correspondence,Brazil--History--1930-1945,Ibicaba Farm Records,-22.502147,-47.472253
ibicaba_0108_contacorrente_trabalhadores_1938_1942.pdf,ark:/21198/z15t5c4z,ark:/21198/z10z8vwk,2,Completed,Work,Livro 0108 |~| Ledger 0108,Contas correntes dos trabalhadores. Livro #108 (1938-1942),Workers' checking accounts. Ledger #108 (1938-1942),Conta Corrente [/] 1938-1941,"Fazenda Ibicaba (Cordeirópolis, SP)",Administration of Ibicaba farm (1938-1942),From February 1938 to January 1942,1938-02/1942-01,por,text,ledgers (account books),608 pages,45.5 x 31 cm,"Fazenda Ibicaba (Cordeirópolis, SP)",public domain,unpublished,Proprietors of Ibicaba farm: please refer to Mr. Theodoro Hayden Carvalhaes: Telephones 0055 19 3546 1012 or 0055 19 99825 6466; fazendaibicaba@fazendaibicaba.com.br,"Workers' checking accounts. Eventual mentioning of specific professions, including specific forms of product sharing (by half [""meeiro""] or third part [""terceiro""]). Period: from February 1938 to January 1942.","Contas correntes dos trabalhadores. Eventuais menções a profissões específicas, incluindo formas específicas de divisão de produção (""meeiro"" ou à terça parte [""terceiro""]). Período: de fevereiro de 1938 a janeiro de 1942.","(1) The alternative title refers to inscriptions in the ledger's spine, which are not contemporaneous to each other. (2) Seal on the back of the cover: ""To obtain this type of book suffices to cite Number 523 cdn"" (free translation). (3) There are manuscript notes in the back of the cover sheet. (4) Pages 50-51, 152-153, 282-283, and 312-313 have been indicated with pieces of paper that acted as bookmarks; two of them are blank (50-51 and 282-283); another contains arithmetic operations (152-153); and the other includes the name ""Alberto Zanetti"" (312-313).","(1) O título alternativo refere-se a inscrições na lombada que não são contemporâneas entre si. (2) Selo no verso da capa: ""Para obter um livro egual é sufficiente citar o No. 523  cdn"". (3) Notas manuscritas no verso da folha de rosto. (4) As páginas 50-51, 152-153, 282-283 e 312-313 foram indicadas com pedaços de papel que serviam de marca-página, sendo dois deles em branco (50-51 e 282-283), um com operações aritméticas (152-153) e outro com o nome ""Alberto Zanetti"" (312-313).",coffee plantation workers |~| checking accounts |~| agricultural laborers |~| farm shops |~| farm management |~| records and correspondence,Brazil--History--1930-1945,Ibicaba Farm Records,-22.502147,-47.472253
ibicaba_0111_razao_1939_1940.pdf,ark:/21198/z15t5c4z,ark:/21198/z1w68cd0,2,Completed,Work,Livro 0111 |~| Ledger 0111,Livro razão. Livro #111 (1939-1940),Nominal ledger. Ledger #111 (1939-1940),,"Fazenda Ibicaba (Cordeirópolis, SP)",Administration of Ibicaba farm (1939-1940),From September 1939 to September 1940,1939-09/1940-09,por,text,ledgers (account books),104 pages,33 x 23 cm,"Fazenda Ibicaba (Cordeirópolis, SP)",public domain,unpublished,Proprietors of Ibicaba farm: please refer to Mr. Theodoro Hayden Carvalhaes: Telephones 0055 19 3546 1012 or 0055 19 99825 6466; fazendaibicaba@fazendaibicaba.com.br,Nominal ledger organized by specific accounts from September 1939 to September 1940.,Livro razão organizado de acordo com contas específicas de setembro de 1939 a setembro de 1940.,"(1) The alternative title refers to the title handwritten on the ledger's cover, which does not reflect its content. (2) No typographical seal. (3) There are handwritten notes in the cover sheet. (4) A trial balance for 1939, typewritten and stamped by ""H. Levy & Cia. Fazenda Ibicaba - Cordeiro -"", was originally put in sheet 23.","(1) O título alternativo refere-se à capa do livro, que não corresponde ao conteúdo. (2) Sem selo da tipografia de origem. (3) Há notas manuscritas na folha de rosto. (4) Um balancete para 1939, datilografado e carimbado por ""H. Levy & Cia. Fazenda Ibicaba - Cordeiro -"", foi originalmente colocado na folha 23.",coffee plantation |~| bookkeeping |~|  commercial documents |~| agricultural estimating and reporting |~| cropping systems |~| agricultural laborers |~| farm management |~| records and correspondence,Brazil--History--1930-1945,Ibicaba Farm Records,-22.502147,-47.472253
ibicaba_0113_livroponto_1939_1942.pdf,ark:/21198/z15t5c4z,ark:/21198/z1rj6b2j,2,Completed,Work,Livro 0113 |~| Ledger 0113,Livro ponto de trabalhadores. Livro #113 (1939-1942),Daily workers' timesheet. Ledger #113 (1939-1942),Livro Ponto Colonia Grande 1939,"Fazenda Ibicaba (Cordeirópolis, SP)",Administration of Ibicaba farm (1939-1942),From August 1939 to January 1942,1939-08/1942-01,por,text,ledgers (account books),96 pages,24 x 16.5 cm,"Fazenda Ibicaba (Cordeirópolis, SP)",public domain,unpublished,Proprietors of Ibicaba farm: please refer to Mr. Theodoro Hayden Carvalhaes: Telephones 0055 19 3546 1012 or 0055 19 99825 6466; fazendaibicaba@fazendaibicaba.com.br,"Timesheet of workers of Colony Grande, Ibicaba farm. No distinction of labor categories. Limited time coverage: August 1939, March and April 1940, and January 1942. Detailed information about laborers' names, number of worked days per month (from 1st to 31st), daily remuneration (""ordenado""), and total labor income.","Livro de ponto dos trabalhadores da Colônia Grande, fazenda Ibicaba. Sem diferenciação de categorias de trabalhadores. Cobertura temporal limitada: agosto de 1939, março e abril de 1940 e janeiro de 1942.  Detalhamento por nome, dias trabalhados por mês (de 1 a 31), remuneração diária (""ordenado"") e renda total do trabalho.",(1) The alternative title refers to the title handwritten on the ledger's cover. (2) No typographical seal. (3) Only the three first sheets of the ledger are filled; the rest is blank. (4) Entries and corrections in the timesheets ticked/made by the farm's administration in red and blue pencils.,(1) O título alternativo refere-se à capa do livro. (2) Sem selo da tipografia de origem. (3) Apenas as três primeiras folhas estão escritas; o restante está em branco. (4) Entradas e correções no livro ponto conferidas pela administração da fazenda a lápis vermelho e azul.,coffee plantation workers |~| agricultural laborers |~| farm management |~| records and correspondence,Brazil--History--1930-1945,Ibicaba Farm Records,-22.502147,-47.472253
