File Name,Title,Object Type,Parent ARK,Item ARK,Item Sequence,AltID.local,Type.typeOfResource,Date.creation,Date.normalized,Creator,Note.summary,Note.description,Language,Copyright Status,Copyright Statement,Copyright Holder 1 Name,Copyright Contact,Type.genre,Provenance,Repository
Masters/othermasters/dl_quinn/ATQ_1_17_EconomyRun_058.jpg,"Spinnin' Our Wheels, Newspaper Article (Le Vert ""Marty"" Payne)",Work,,ark:/21198/z1qg0bdr,,ATQ_1_17_EconomyRun_058,text,1965,1965,,,"Newspaper Clipping from Jet Magazine Le Vert ""Marty"" Payne  Mobil Dodge Economy Run",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5905,clippings (information artifacts),Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_1_17_MartyPOlder_057.jpg,Portrait of Marty Payne,Work,,ark:/21198/z1kp9kqx,,ATQ_1_17_MartyPOlder_057,image,n.d.,1922/2003,,,Marty Payne as a teenager,,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5906,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_1_17_MartyPYounger_056.jpg,Portrait of Marty Payne,Work,,ark:/21198/z1fx8v2h,,ATQ_1_17_MartyPYounger_056,image,n.d.,1922/2003,,,"Le Vert ""Marty"" Payne as a young boy",,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5907,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_1_17_TheDodgeReporter_059.jpg,Now We'll Learn How Younger Set Runs Family Car (Marty Payne),Work,,ark:/21198/z1b583bg,,ATQ_1_17_TheDodgeReporter_059,text,1965,1965,,,"Newspaper clipping from Jet Magazine Le Vert ""Marty"" Payne Mobil Dodge Economy Run",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5908,clippings (information artifacts),Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_01_AADegreeORIGINAL_060.jpg,"Alfred Thomas Quinn Original Associates Degree from Santa Monica Junior College, 1942",Work,,ark:/21198/z16d7bk9,,ATQ_2_01_AADegreeORIGINAL_060,text,1942,1942,Santa Monica Junior College,,Alfred Thomas Quinn's Associate of Arts degree from Santa Monica Junior College ,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5909,certificates,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_01_UCCompletionORIGINAL_062.jpg,"Alfred Thomas Quinn Certificate of Completion of Work from UCLA, 1950",Work,,ark:/21198/z12n6kt4,,ATQ_2_01_UCCompletionORIGINAL_062,text,1950,1950,UCLA Registrar,,Alfred Thomas Quinn Certificate of Completion of Work from UCLA dated 15 June 1950,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5911,certificates,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_01_UCCourseCompletion_061.jpg,"Course Completion, UC Public Speaking",Work,,ark:/21198/z1xw63cp,,ATQ_2_01_UCCourseCompletion_061,text,1942,1942,UCLA Extension Division,,"Alfred Thomas Quinn's Certificate of Course Completion from UCLA Extension Public Speaking, 1942",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5910,certificates,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_02_CompletionDOE_073.jpg,University of California Certificate of Completion of Work,Work,,ark:/21198/z1t741z7,,ATQ_2_02_CompletionDOE_073,text,1964,1964,"University of California, Los Angeles, Office of the Registrar",,Alfred Thomas Quinn Certificate of Completion of Work for Doctor of Education,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5922,certificates,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_02_DOEDegree_074.jpg,"Doctor of Education Degree, UCLA",Work,,ark:/21198/z1pg398c,,ATQ_2_02_DOEDegree_074,text,1964,1964,Regents of the University of California,,Regents of the University of California Doctor of Education Degree,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5923,certificates,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_02_JHTeachCren_071.jpg,Junior High School Teaching Credential,Work,,ark:/21198/z1jq2jk3,,ATQ_2_02_JHTeachCren_071,text,1960,1960,California State Board of Education,,California State Board of Education Junior High School Credential valid until 30 June 1962.,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5920,certificates,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_02_LifeDiplomaCOPY_068.jpg,California State Board of Education Life Diploma (copy),Work,,ark:/21198/z1dz1sx8,,ATQ_2_02_LifeDiplomaCopy_068,text,1964,1964,California State Board of Education,,California State Board of Education Life Diploma (1958),eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5917,certificates,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_01_LifeDiploma_067.jpg,"California State Board of Education Life Diploma, 1964",Work,,ark:/21198/z1961239,,ATQ_2_02_LifeDiplomaORIGINAL_067,text,1958,1958,California State Board of Education,,California State Board of Education Life Diploma (1958),eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5916,certificates,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_02_NtcAdvCandPhD_072.jpg,Notice of Advancement to Candidacy for the Degree of PhD,Work,,ark:/21198/z15f09ck,,ATQ_2_02_NtcAdvCandPhD_072,text,1962,1962,"University of California, Los Angeles, Graduate Division",,Notice of Advancement to Candidacy for the Degree of Doctor of Philosophy (1962). ,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5921,certificates,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_02_StanTeachCren_069.jpg,State of California Standard Teaching Credential,Work,,ark:/21198/z11n9jpr,,ATQ_2_02_StanTeachCren_069,text,1964,1964,,,State of California Standard Teaching Credential (1964) ,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5918,certificates,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_02_StanTeachCrenCopy_070.jpg,State of California Standard Teaching Credential,Work,,ark:/21198/z1x07rkn,,ATQ_2_02_StanTeachCrenCopy_070,text,,1922/2003,,,Standard teaching credential from California (Copy),eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5919,certificates,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_02_UC45thCommenceCover_Cover_075.jpg,Forty-fifth Commencement Program 11 June 1964,Work,,ark:/21198/z1s770wr,,ATQ_2_02_UC45thCommenceCover_Cover_075,text,1964,1964,"University of California, Los Angeles",, UCLA Forty-Fifth Commencement Program,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5924,printed ephemera,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_03_CharterReviewCommittee_076.jpg,Alfred T. Quinn Charter Review Committee Letter from the mayor,Work,,ark:/21198/z1ng687b,,ATQ_2_03_CharterReviewCommittee_076,text,1964,1964,"Rex H. Minter, Mayor, City of Santa Monica",,"Rex H. Minter, Mayor of Santa Monica to Alfred T. Quinn regarding consent to serve as a member of the Charter Review Committee. ",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5925,correspondence,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_04_JuneteenthOustdingContribution_078.jpg,Juneteenth Outstanding Contribution Certificate - NAACP,Work,,ark:/21198/z1hq5hj2,,ATQ_2_04_JuneteenthOustdingContribution_078,text,1994,1994,"Darrell Goode, President, LaVerne Ross, Executive Producer, NAACP Santa Monica-Venice Branch",,Recognition award from NAACP for Outstanding Contributions,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5927,certificates,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_04_SenateLetter_080.jpg,Certificate of Recognition from California State Senate,Work,,ark:/21198/z1cz4rrf,,ATQ_2_04_SenateLetter_080,text,2001,2001,"State Senator Sheila J. Kuehl, 23rd District",,Certificate of Recognition from California State Senate dated 22 April 2001,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5929,certificates,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_04_SilverScholarshipDonor_077.jpg,ATW Certificate of Appreciation - Silver Scholarship Donor 1994,Work,,ark:/21198/z186410c,,ATQ_2_04_SilverScholarshipDonor_077,text,1994,1994,"Deyna Hearn, Black Collegians Program Coordinator, Jeff Shimizu, Administrative Dean, Student Services, SMC",,"Certificate of Appreciation to Alfred Thomas Quinn, Silver Scholarship Donor, for donation to Black Collegians Santa Monica College. 1994.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5926,certificates,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_04_WhosWho_079.jpg,Who's Who Certificate of Recognition,Work,,ark:/21198/z14j1zpk,,ATQ_2_04_WhosWho_079,text,1994,1994,"Shirelle Phelps, Editor; Keith M. Lassner, President",,"Certificate of Recognition for inclusion in Who's Who Among Black Americans, 1994-1995",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5928,certificates,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_06_College1stChoice_084.jpg,Santa Monica College Board of Trustees Campaign,Work,,ark:/21198/z10s16z7,,ATQ_2_06_College1stChoice_084,text,1990,1990,Santa Monica College,,"Newspaper clipping, [Corsair] ""College of First Choice. A Commitment to Community"" 14 Current and Former Trustees Reflect on Santa Monica College.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5933,clippings (information artifacts),Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_06_Election1990_081.jpg,Santa Monica College Board of Trustees Campaign,Work,,ark:/21198/z1w10qhq,,ATQ_2_06_Election1990_081,text,1990,1990,"Tom Jennings, Staff writer for the Outlook",,"Newspaper Clipping  from the Outlook dated 7 November 1990. Election [1990] Quinn, Currey pass voters' examination.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5930,clippings (information artifacts),Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_06_ElectionResults1990_082.jpg,Santa Monica College Board of Trustees Campaign,Work,,ark:/21198/z1r79zvb,,ATQ_2_06_ElectionResults1990_082,text,1990,1990,Staff writer,,"Newspaper Clipping from Los Angeles Times Final California and Santa Monica Election Results, 8 November 1990.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5931,clippings (information artifacts),Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_06_FourTrustees_083.jpg,Santa Monica College Board of Trustees Campaign,Work,,ark:/21198/z1mg974d,,ATQ_2_06_Four Trustees_083,text,1990,1990,"Catherine Mitchell, News Editor",,"Corsair Newspaper Clipping dated 14 November 1990. ""Four SMC Trustees Elected to Board"" Alfred T. Quinn, COlin Petrie, Ralph Villani and Carole Currey.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5932,clippings (information artifacts),Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_06_NewChairstoSMCBoard_090.jpg,Santa Monica College Board of Trustees Campaign,Work,,ark:/21198/z1gq8gbs,,ATQ_2_06_NewChairstoSMCBoard_090,text,1993,1993,"Bruce Smith, Public Information Officer",,"Newspaper Clipping, ""New chairs Elected to SMC Board"" by Bruce Smith",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5939,clippings (information artifacts),Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_06_NoteworthyATQ_091.jpg,Santa Monica College Board of Trustees Campaign,Work,,ark:/21198/z1bz7qm2,,ATQ_2_06_NoteworthyATQ_091,text,1994,1994,"Bruce Smith, Public Information Officer",,"Newspaper Clipping from Westside Digest, Los Angeles Times",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5940,clippings (information artifacts),Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_06_OfficersSMCBoard_087.jpg,Santa Monica College Board of Trustees Campaign,Work,,ark:/21198/z1795p61,,ATQ_2_06_OfficersSMCBoard_087,text,1993,1993,"Bruce Smith, Public Information Officer",,"Newspaper clipping dated 14 January 1993, ""Katz, Quinn Elected Officers of SMC Board.""",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5936,clippings (information artifacts),Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_06_PresBillClintonVisit_089.jpg,Invitation to Luncheon honoring President Bill Clinton,Work,,ark:/21198/z13j4xhr,,ATQ_2_06_PresBillClintonVisit_089,text,1993,1993,Santa Monica College,,Invitation to luncheon on the occasion of President Bill Clinton's visit to Los Angeles,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5938,printed ephemera,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_06_RewardLACouncil_088.jpg,Newspaper Clippings featuring Santa Monica College,Work,,ark:/21198/z1zs4f3r,,ATQ_2_06_RewardLACouncil_088,text,1993,1993,"Bruce Smith, Public Information Officer",,"Newspaper Clippings from January 1993 featuring Santa Monica College. Topics include a grant from the Southern California Chapter of the Arthritis Foundation, a missing student Katrina ""Trina"" Elizabeth Montgomery  and Alfred Thomas Quinn elected vice-chair of the Santa Monica Community College District Board of Trustees.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5937,clippings (information artifacts),Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_06_WestsideDigestATQ_092.jpg,Santa Monica College Board of Trustees Campaign,Work,,ark:/21198/z1v13pds,,ATQ_2_06_WestsideDigest_092,text,1994,1994,"Bruce Smith, Public Information Officer",,"Copy of newspaper clipping,""New chair Elected to SMC Board"" ",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5941,clippings (information artifacts),Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_09_ACT-PAC_114.jpg,ACT-PAC Action News Special Election Edition,Work,,ark:/21198/z1q82xqh,,ATQ_2_09_ACT-PAC_114,text,1990,1990,,,ACT-PAC Voter Guide,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5963,printed ephemera,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_09_AQCampInvite_107.jpg,Santa Monica College Board of Trustees Campaign,Work,,ark:/21198/z1kh25wt,,ATQ_2_09_AQCampInvite_107,text,1990,1990,Al Quinn Election Committee,,Invitation to a campaign meet and greet hosted by Susan and Pete Barrett 28 October 1990.,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5956,printed ephemera,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_09_ATQCandStmt_117.jpg,SMC Board of Trustees Statement,Work,,ark:/21198/z1fr1f5h,,ATQ_2_09_ATQCandStmt_117,text,1990,1990,Registrar-Recorder,,"Statement of: Alfred T. Quinn Candidate, SMC Board of Trustees clipped from Official Sample Ballot",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5966,printed ephemera,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_09_ATQElectATQsign_095.jpg,Alfred Thomas Quinn posing with an Elect Al Quinn sign ,Work,,ark:/21198/z1b29cvv,,ATQ_2_09_ATQElectATQsign_095,image,1990,1990,,,Alfred Thomas Quinn posing with an Elect Alfred Thomas Quinn sign.,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5944,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_09_ATQElectATQsignmaking_096.jpg,Alfred Thomas Quinn making elect Al Quinn signs,Work,,ark:/21198/z1698n4j,,ATQ_2_09_ATQElectATQsignmaking_096,image,1990,1990,,,Alfred Thomas Quinn putting together Elect Al Quinn signs ,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5945,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_09_ATQonFirstDayofRegst_097.jpg,Alfred Thomas Quinn registers to run for Santa Monica College Board of Trustees ,Work,,ark:/21198/z12j7wdt,,ATQ_2_09_ATQonFirstDayofReg_097,image,1990,1990,,,Alfred Thomas Quinn registers to run for Santa Monica College Board of Trustees,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5946,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_09_BobGVotingLetter_109.jpg,Santa Monica College Board of Trustees Campaign,Work,,ark:/21198/z1xs7d0t,,ATQ_2_09_BobGVotingLetter_109,text,1990,1990,Bob Gabriel Co. Insurance,,Campaign letter from Bob Gabriel Insurance encouraging receivers to vote.,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5958,printed ephemera,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_09_CampaignContributions_101.jpg,Santa Monica College Board of Trustees Campaign,Work,,ark:/21198/z1t16n7z,,ATQ_2_09_CampaignContributions_101,text,1990,1990,,,Newspaper Clipping of campaign contributions to Santa Monica College board. ,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5950,clippings (information artifacts),Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_09_CandidatePro_100.jpg,Santa Monica College Board of Trustees Campaign,Work,,ark:/21198/z1p85wfb,,ATQ_2_09_CandidatePro_100,text,1990,1990,,,Newspaper clipping of Candidates who are running for Santa Monica College Board of Trustees.,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5949,clippings (information artifacts),Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_09_CandPullNoLBinLKRace_102.jpg,Santa Monica College Board of Trustees Campaign,Work,,ark:/21198/z1jh54q0,,ATQ_2_09_CandPullNoLBinLKRace_102 (Side A) ,text,1990,1990,"Barbara Koh, Times Staff Writer",,Newspaper clipping of Alfred Thomas Quinn with other Santa Monica College Board of Trustees candidates. ,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5951,,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
Masters/othermasters/dl_quinn/ATQ_2_09_CandPullNoLBinLKRace_103.jpg,Santa Monica College Board of Trustees Campaign,Work,,ark:/21198/z1dv33ff,,ATQ_2_09_CandPullNoLBinLKRace_103 (Side B) ,text,1990,1990,"Barbara Koh, Times Staff Writer",,Newspaper clipping regarding Santa Monica College Board of Trustees candidates forum.,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5952,clippings (information artifacts),Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies
