File Name,Title,Object Type,Parent ARK,Item ARK,Item Sequence,AltIdentifier.local,Type.typeOfResource,Date.creation,Date.normalized,Name.creator,Summary,Description.note,Language,Rights.copyrightStatus,Rights.statementLocal,Rights.,Rights.rightsHolderContact,Type.genre,Provenance,Name.repository,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Masters/othermasters/dl_quinn/ATQ_1_13_ATQLadyInRed_047.tif,Dr. Alfred Thomas Quinn Retirement Dinner Photo,Work,ark:/21198/z1c83tvb,ark:/21198/z17d4csk,,ATQ_1_13_ATQLadyInRed_047,still image,1988,1988,,,Alfred Thomas Quinn and Unknown woman at Retirement Party at Filmland Corporate Center in Culver City.,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5893,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17d4csk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17d4csk/manifest
Masters/othermasters/dl_quinn/ATQ_1_13_ATQRetireDinner_041.tif,Dr. Alfred Thomas Quinn Retirement Dinner Letter - Karen Shaw,Work,ark:/21198/z1c83tvb,ark:/21198/z13n3n0c,,ATQ_1_13_ATQRetireDinner_041,text,1988,1988,Karen S. Shaw,,"Retirement Dinner Invitation Letter at Filmland Center in Culver City on SMC Foundation Letterhead, March 15, 1988",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5894,correspondence,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13n3n0c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13n3n0c/manifest
Masters/othermasters/dl_quinn/ATQ_1_15_Cranston_050.tif,"Letter from Alan Cranston, US Senate 1988",Work,ark:/21198/z1c83tvb,ark:/21198/z1zw34f5,,ATQ_1_15_Cranston_050,text,1998,1998,,,"Letter from Alan Cranston, US Senator from California (Democratic Party) 26 June 1988 to Dr. Alfred T. Quinn Dean of Services, Santa Monica College on the occasion of his retirement.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5901,correspondence,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zw34f5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zw34f5/manifest
Masters/othermasters/dl_quinn/ATQ_1_15_SMCRetJune251988_053.tif,SMC Commendation to Alfred Thomas Quinn,Work,ark:/21198/z1c83tvb,ark:/21198/z1v42cr6,,ATQ_1_15_SMCRetJune251988_053,text,1988,1988,,,Commendation letter to Alfred Thomas Quinn on the occasion of his retirement 25 June 1988,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5902,certificates,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v42cr6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1v42cr6/manifest
Masters/othermasters/dl_quinn/ATQ_1_17_MartyPOlder_057.tif,Portrait of Marty Payne,Work,ark:/21198/z1c83tvb,ark:/21198/z1kp9kqx,,ATQ_1_17_MartyPOlder_057,still image,n.d.,1922/2003,,,Marty Payne as a teenager,,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5906,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kp9kqx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1kp9kqx/manifest
Masters/othermasters/dl_quinn/ATQ_1_17_MartyPYounger_056.tif,Portrait of Marty Payne,Work,ark:/21198/z1c83tvb,ark:/21198/z1fx8v2h,,ATQ_1_17_MartyPYounger_056,still image,n.d.,1922/2003,,,"Le Vert ""Marty"" Payne as a young boy",,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5907,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fx8v2h,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fx8v2h/manifest
Masters/othermasters/dl_quinn/ATQ_2_01_AADegreeORIGINAL_060.tif,"Alfred Thomas Quinn Original Associates Degree from Santa Monica Junior College, 1942",Work,ark:/21198/z1c83tvb,ark:/21198/z16d7bk9,,ATQ_2_01_AADegreeORIGINAL_060,text,1942,1942,Santa Monica Junior College,,Alfred Thomas Quinn's Associate of Arts degree from Santa Monica Junior College ,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5909,certificates,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16d7bk9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16d7bk9/manifest
Masters/othermasters/dl_quinn/ATQ_2_01_UCCompletionORIGINAL_062.tif,"Alfred Thomas Quinn Certificate of Completion of Work from UCLA, 1950",Work,ark:/21198/z1c83tvb,ark:/21198/z12n6kt4,,ATQ_2_01_UCCompletionORIGINAL_062,text,1950,1950,UCLA Registrar,,Alfred Thomas Quinn Certificate of Completion of Work from UCLA dated 15 June 1950,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5911,certificates,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12n6kt4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12n6kt4/manifest
Masters/othermasters/dl_quinn/ATQ_2_01_UCCourseCompletion_061.tif,"Course Completion, UC Public Speaking",Work,ark:/21198/z1c83tvb,ark:/21198/z1xw63cp,,ATQ_2_01_UCCourseCompletion_061,text,1942,1942,UCLA Extension Division,,"Alfred Thomas Quinn's Certificate of Course Completion from UCLA Extension Public Speaking, 1942",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5910,certificates,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xw63cp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xw63cp/manifest
Masters/othermasters/dl_quinn/ATQ_2_02_CompletionDOE_073.tif,University of California Certificate of Completion of Work,Work,ark:/21198/z1c83tvb,ark:/21198/z1t741z7,,ATQ_2_02_CompletionDOE_073,text,1964,1964,"University of California, Los Angeles, Office of the Registrar",,Alfred Thomas Quinn Certificate of Completion of Work for Doctor of Education,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5922,certificates,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t741z7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1t741z7/manifest
Masters/othermasters/dl_quinn/ATQ_2_02_DOEDegree_074.tif,"Doctor of Education Degree, UCLA",Work,ark:/21198/z1c83tvb,ark:/21198/z1pg398c,,ATQ_2_02_DOEDegree_074,text,1964,1964,Regents of the University of California,,Regents of the University of California Doctor of Education Degree,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5923,certificates,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pg398c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pg398c/manifest
Masters/othermasters/dl_quinn/ATQ_2_02_JHTeachCren_071.tif,Junior High School Teaching Credential,Work,ark:/21198/z1c83tvb,ark:/21198/z1jq2jk3,,ATQ_2_02_JHTeachCren_071,text,1960,1960,California State Board of Education,,California State Board of Education Junior High School Credential valid until 30 June 1962.,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5920,certificates,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jq2jk3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jq2jk3/manifest
Masters/othermasters/dl_quinn/ATQ_2_02_LifeDiplomaCOPY_068.tif,California State Board of Education Life Diploma (copy),Work,ark:/21198/z1c83tvb,ark:/21198/z1dz1sx8,,ATQ_2_02_LifeDiplomaCopy_068,text,1964,1964,California State Board of Education,,California State Board of Education Life Diploma (1958),eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5917,certificates,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dz1sx8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dz1sx8/manifest
Masters/othermasters/dl_quinn/ATQ_2_01_LifeDiploma_067.tif,"California State Board of Education Life Diploma, 1964",Work,ark:/21198/z1c83tvb,ark:/21198/z1961239,,ATQ_2_02_LifeDiplomaORIGINAL_067,text,1958,1958,California State Board of Education,,California State Board of Education Life Diploma (1958),eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5916,certificates,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1961239,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1961239/manifest
Masters/othermasters/dl_quinn/ATQ_2_02_NtcAdvCandPhD_072.tif,Notice of Advancement to Candidacy for the Degree of PhD,Work,ark:/21198/z1c83tvb,ark:/21198/z15f09ck,,ATQ_2_02_NtcAdvCandPhD_072,text,1962,1962,"University of California, Los Angeles, Graduate Division",,Notice of Advancement to Candidacy for the Degree of Doctor of Philosophy (1962). ,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5921,certificates,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15f09ck,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15f09ck/manifest
Masters/othermasters/dl_quinn/ATQ_2_02_StanTeachCren_069.tif,State of California Standard Teaching Credential,Work,ark:/21198/z1c83tvb,ark:/21198/z11n9jpr,,ATQ_2_02_StanTeachCren_069,text,1964,1964,,,State of California Standard Teaching Credential (1964) ,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5918,certificates,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11n9jpr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11n9jpr/manifest
Masters/othermasters/dl_quinn/ATQ_2_02_StanTeachCrenCopy_070.tif,State of California Standard Teaching Credential,Work,ark:/21198/z1c83tvb,ark:/21198/z1x07rkn,,ATQ_2_02_StanTeachCrenCopy_070,text,,1922/2003,,,Standard teaching credential from California (Copy),eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5919,certificates,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x07rkn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1x07rkn/manifest
Masters/othermasters/dl_quinn/ATQ_2_02_UC45thCommenceCover_Cover_075.tif,Forty-fifth Commencement Program 11 June 1964,Work,ark:/21198/z1c83tvb,ark:/21198/z1s770wr,,ATQ_2_02_UC45thCommenceCover_Cover_075,text,1964,1964,"University of California, Los Angeles",, UCLA Forty-Fifth Commencement Program,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5924,printed ephemera,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s770wr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1s770wr/manifest
Masters/othermasters/dl_quinn/ATQ_2_03_CharterReviewCommittee_076.tif,Alfred T. Quinn Charter Review Committee Letter from the mayor,Work,ark:/21198/z1c83tvb,ark:/21198/z1ng687b,,ATQ_2_03_CharterReviewCommittee_076,text,1964,1964,"Rex H. Minter, Mayor, City of Santa Monica",,"Rex H. Minter, Mayor of Santa Monica to Alfred T. Quinn regarding consent to serve as a member of the Charter Review Committee. ",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5925,correspondence,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ng687b,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ng687b/manifest
Masters/othermasters/dl_quinn/ATQ_2_04_JuneteenthOustdingContribution_078.tif,Juneteenth Outstanding Contribution Certificate - NAACP,Work,ark:/21198/z1c83tvb,ark:/21198/z1hq5hj2,,ATQ_2_04_JuneteenthOustdingContribution_078,text,1994,1994,"Darrell Goode, President, LaVerne Ross, Executive Producer, NAACP Santa Monica-Venice Branch",,Recognition award from NAACP for Outstanding Contributions,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5927,certificates,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hq5hj2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hq5hj2/manifest
Masters/othermasters/dl_quinn/ATQ_2_04_SenateLetter_080.tif,Certificate of Recognition from California State Senate,Work,ark:/21198/z1c83tvb,ark:/21198/z1cz4rrf,,ATQ_2_04_SenateLetter_080,text,2001,2001,"State Senator Sheila J. Kuehl, 23rd District",,Certificate of Recognition from California State Senate dated 22 April 2001,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5929,certificates,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cz4rrf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cz4rrf/manifest
Masters/othermasters/dl_quinn/ATQ_2_04_SilverScholarshipDonor_077.tif,ATW Certificate of Appreciation - Silver Scholarship Donor 1994,Work,ark:/21198/z1c83tvb,ark:/21198/z186410c,,ATQ_2_04_SilverScholarshipDonor_077,text,1994,1994,"Deyna Hearn, Black Collegians Program Coordinator, Jeff Shimizu, Administrative Dean, Student Services, SMC",,"Certificate of Appreciation to Alfred Thomas Quinn, Silver Scholarship Donor, for donation to Black Collegians Santa Monica College. 1994.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5926,certificates,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz186410c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz186410c/manifest
Masters/othermasters/dl_quinn/ATQ_2_04_WhosWho_079.tif,Who's Who Certificate of Recognition,Work,ark:/21198/z1c83tvb,ark:/21198/z14j1zpk,,ATQ_2_04_WhosWho_079,text,1994,1994,"Shirelle Phelps, Editor; Keith M. Lassner, President",,"Certificate of Recognition for inclusion in Who's Who Among Black Americans, 1994-1995",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5928,certificates,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14j1zpk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14j1zpk/manifest
Masters/othermasters/dl_quinn/ATQ_2_06_College1stChoice_084.tif,Santa Monica College Board of Trustees Campaign,Work,ark:/21198/z1c83tvb,ark:/21198/z10s16z7,,ATQ_2_06_College1stChoice_084,text,1990,1990,Santa Monica College,,"Newspaper clipping, [Corsair] ""College of First Choice. A Commitment to Community"" 14 Current and Former Trustees Reflect on Santa Monica College.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5933,clippings (information artifacts),Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10s16z7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10s16z7/manifest
Masters/othermasters/dl_quinn/ATQ_2_06_Election1990_081.tif,Santa Monica College Board of Trustees Campaign,Work,ark:/21198/z1c83tvb,ark:/21198/z1w10qhq,,ATQ_2_06_Election1990_081,text,1990,1990,"Tom Jennings, Staff writer for the Outlook",,"Newspaper Clipping  from the Outlook dated 7 November 1990. Election [1990] Quinn, Currey pass voters' examination.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5930,clippings (information artifacts),Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w10qhq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1w10qhq/manifest
Masters/othermasters/dl_quinn/ATQ_2_06_ElectionResults1990_082.tif,Santa Monica College Board of Trustees Campaign,Work,ark:/21198/z1c83tvb,ark:/21198/z1r79zvb,,ATQ_2_06_ElectionResults1990_082,text,1990,1990,Staff writer,,"Newspaper Clipping from Los Angeles Times Final California and Santa Monica Election Results, 8 November 1990.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5931,clippings (information artifacts),Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r79zvb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1r79zvb/manifest
Masters/othermasters/dl_quinn/ATQ_2_06_FourTrustees_083.tif,Santa Monica College Board of Trustees Campaign,Work,ark:/21198/z1c83tvb,ark:/21198/z1mg974d,,ATQ_2_06_Four Trustees_083,text,1990,1990,"Catherine Mitchell, News Editor",,"Corsair Newspaper Clipping dated 14 November 1990. ""Four SMC Trustees Elected to Board"" Alfred T. Quinn, COlin Petrie, Ralph Villani and Carole Currey.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5932,clippings (information artifacts),Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mg974d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1mg974d/manifest
Masters/othermasters/dl_quinn/ATQ_2_06_NewChairstoSMCBoard_090.tif,Santa Monica College Board of Trustees Campaign,Work,ark:/21198/z1c83tvb,ark:/21198/z1gq8gbs,,ATQ_2_06_NewChairstoSMCBoard_090,text,1993,1993,"Bruce Smith, Public Information Officer",,"Newspaper Clipping, ""New chairs Elected to SMC Board"" by Bruce Smith",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5939,clippings (information artifacts),Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gq8gbs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gq8gbs/manifest
Masters/othermasters/dl_quinn/ATQ_2_06_NoteworthyATQ_091.tif,Santa Monica College Board of Trustees Campaign,Work,ark:/21198/z1c83tvb,ark:/21198/z1bz7qm2,,ATQ_2_06_NoteworthyATQ_091,text,1994,1994,"Bruce Smith, Public Information Officer",,"Newspaper Clipping from Westside Digest, Los Angeles Times",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5940,clippings (information artifacts),Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bz7qm2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bz7qm2/manifest
Masters/othermasters/dl_quinn/ATQ_2_06_OfficersSMCBoard_087.tif,Santa Monica College Board of Trustees Campaign,Work,ark:/21198/z1c83tvb,ark:/21198/z1795p61,,ATQ_2_06_OfficersSMCBoard_087,text,1993,1993,"Bruce Smith, Public Information Officer",,"Newspaper clipping dated 14 January 1993, ""Katz, Quinn Elected Officers of SMC Board.""",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5936,clippings (information artifacts),Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1795p61,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1795p61/manifest
Masters/othermasters/dl_quinn/ATQ_2_06_PresBillClintonVisit_089.tif,Invitation to Luncheon honoring President Bill Clinton,Work,ark:/21198/z1c83tvb,ark:/21198/z13j4xhr,,ATQ_2_06_PresBillClintonVisit_089,text,1993,1993,Santa Monica College,,Invitation to luncheon on the occasion of President Bill Clinton's visit to Los Angeles,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5938,printed ephemera,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13j4xhr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13j4xhr/manifest
Masters/othermasters/dl_quinn/ATQ_2_06_RewardLACouncil_088.tif,Newspaper Clippings featuring Santa Monica College,Work,ark:/21198/z1c83tvb,ark:/21198/z1zs4f3r,,ATQ_2_06_RewardLACouncil_088,text,1993,1993,"Bruce Smith, Public Information Officer",,"Newspaper Clippings from January 1993 featuring Santa Monica College. Topics include a grant from the Southern California Chapter of the Arthritis Foundation, a missing student Katrina ""Trina"" Elizabeth Montgomery  and Alfred Thomas Quinn elected vice-chair of the Santa Monica Community College District Board of Trustees.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5937,clippings (information artifacts),Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zs4f3r,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zs4f3r/manifest
