"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.publicationStatus","Subject","Rights.servicesContact","Language","Name.artist","Name.repository","Relation.isPartOf","Name.creator","Coverage.geographic","Author","Relation.rectoVerso","Relation.pageNumber","Title","Alt ID.local","Description.adminnote","Description.note","Format.dimensions","AltTitle.firstLine","Description.caption","AltTitle.descriptive","Format.medium","Format.extent","Place of origin","Date.normalized","Date.creation","Description.abstract","Description.tableOfContents","AltTitle.uniform","AltTitle.other","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001c0p61","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001c0p61_750299_master.tif","102","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 171","","","","","The celerity with which heat commu:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001c0p61",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001c17nx","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001c17nx_750331_master.tif","103","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 173","","","","","yeild (sic) its heat to its fellow","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001c17nx",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001c1jps","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001c1jps_750343_master.tif","104","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 175","","","","","of 35 or 45 below 0 as it is sometimes...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001c1jps",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001c1wn3","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001c1wn3_750365_master.tif","105","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 177","","","","","Of the Ventilation of Mines","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001c1wn3",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001c25mw","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001c25mw_750376_master.tif","106","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 179","","","","","inguished and the miner would short:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001c25mw",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001c2hxc","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001c2hxc_750394_master.tif","107","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 181","","","","","time sufficient to be heated or cooled...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001c2hxc",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001c2tm2","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001c2tm2_750408_master.tif","108","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 183","","","","","on the fire the lowest part of the water...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001c2tm2",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001c3700","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001c3700_750424_master.tif","109","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 185","","","","","mer Sun is not sufficient to melt it...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001c3700",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001c3jdj","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001c3jdj_750432_master.tif","110","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 187","","","","","dies or those which observed its rays...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001c3jdj",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001c3v16","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001c3v16_750441_master.tif","111","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 189","","","","","vegetable productions.","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001c3v16",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001c47mr","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001c47mr_750448_master.tif","112","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 191","","","","","the rarified air look up with it from the","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001c47mr",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001c4jcg","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001c4jcg_750460_master.tif","113","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 193","","","","","till of late considered one of the few","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001c4jcg",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001c5074","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001c5074_750472_master.tif","114","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 195","","","","","and if he had applied the thermome:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001c5074",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001c57m6","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001c57m6_750487_master.tif","115","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 197","","","","","Then says Muschenbrooke (sic) the fire drives","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001c57m6",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001c5mtm","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001c5mtm_750501_master.tif","116","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 199","","","","","increases with the heat but the change from...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001c5mtm",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001c5z5m","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001c5z5m_750517_master.tif","117","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 201","","","","","Chapter the Second","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001c5z5m",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001c67c1","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001c67c1_750533_master.tif","118","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 202","","","","","","","circular diagram","pencil on paper","1 page","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001c67c1",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001cb19w","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001cb19w_751216_master.tif","119","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 203","","","","","off the water it is covered at top and","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cb19w",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001cb1cx","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001cb1cx_751229_master.tif","120","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 205","","","","","I suspended this also from the ceiling about...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cb1cx",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001cb348","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001cb348_751243_master.tif","121","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 206","","","","","The academician of Florence filled a...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cb348",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001cb369","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001cb369_751254_master.tif","122","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 207","","","","","the time slower, as the water did, and...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cb369",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001cb37t","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001cb37t_751273_master.tif","123","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 209","","","","","first experiment it entered into the...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cb37t",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001cb38b","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001cb38b_751285_master.tif","124","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 211","","","","","the fluidity of the water it is one of it...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cb38b",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001cb39v","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001cb39v_751303_master.tif","125","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 213","","","Page contains a large ""X"" through the first paragraph.","",":quires an increase of heat on that [aler]:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cb39v",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001cb3cw","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001cb3cw_751320_master.tif","126","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 215","","","","","some metals when a bar of Iron is heat:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cb3cw",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001cb3dd","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001cb3dd_751333_master.tif","127","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 217","","","","","on the absence of this attraction to cer:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cb3dd",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001cb3gf","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001cb3gf_751345_master.tif","128","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 219","","","","",":ter and putting it into a glass globe...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cb3gf",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001cb3hz","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001cb3hz_751359_master.tif","129","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 221","","","","","When we consider the expelling of its...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cb3hz",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001cb3jg","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001cb3jg_751371_master.tif","130","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 223","","","","","the only change they have made is by...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cb3jg",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001cb3k0","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001cb3k0_751387_master.tif","131","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 225","","","","","heat for which they have also a very...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cb3k0",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001cb3n1","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001cb3n1_751399_master.tif","132","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 227","","","","","become and invisible fluid extreme:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cb3n1",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001cb3pj","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001cb3pj_751420_master.tif","133","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 229","","","","","The force of the steam drive it into a...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cb3pj",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001cb3rk","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001cb3rk_751432_master.tif","134","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 231","","","","","Vapor could become water again...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cb3rk",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001cb3s3","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001cb3s3_751441_master.tif","135","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 233","","","","",":tom of the cylinder by a pipe with a...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cb3s3",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001cb3tm","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001cb3tm_751458_master.tif","136","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 235","","","","","Piston drives it down with violence...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cb3tm",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001cb3x5","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001cb3x5_751472_master.tif","137","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 237","","","","","The pressure of the air is so great that...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cb3x5",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001cb40p","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001cb40p_751486_master.tif","138","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 239","","","","","air varies so little that the boiling water...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cb40p",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001cb42q","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001cb42q_751515_master.tif","139","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 241","","","","",":tom of the vessel being heated first...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cb42q",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001cb437","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001cb437_751524_master.tif","140","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 243","","","","","as also the time when it began to boil...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cb437",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001cb458","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001cb458_751536_master.tif","141","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 245","","","","","That time yet we do not find this...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cb458",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001cb46s","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001cb46s_751547_master.tif","142","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 247","","","","","the evaporation of bodies upon suspen:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cb46s",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001cb479","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001cb479_751556_master.tif","143","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 249","","","","","it and found the same result as be:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cb479",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001cbrwt","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001cbrwt_754920_master.tif","144","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 251","","","","","under an exhausted Receiver...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cbrwt",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001cbrzv","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001cbrzv_754924_master.tif","145","","","","","","","","Illustrations","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 252","","","Diagram of steam engine","","","","","Pencil on paper","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cbrzv",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001cbs0v","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001cbs0v_754929_master.tif","146","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 253","","","","","also employed in looking as it…","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cbs0v",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001cbs2w","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001cbs2w_754932_master.tif","147","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 255","","","","","which arose from the entrance of…","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cbs2w",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001cbs4x","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001cbs4x_754935_master.tif","148","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 257","","","","",":cates both with the top and bottom…","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cbs4x",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d03pg","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d03pg_754938_master.tif","149","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 259","","","","","and when he thought that double the…","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d03pg",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0r3v","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0r3v_754941_master.tif","150","","","","","","","","Illustrations","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 260","","","Diagram of steam engine","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0r3v",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0r4c","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0r4c_754944_master.tif","151","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 261","","","","","Fuel – When he communicated this…","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0r4c",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0r6d","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0r6d_754947_master.tif","152","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 263","","","","","the Atmosphere –","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0r6d",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0r7x","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0r7x_754950_master.tif","153","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 265","","","","","the different processes of Evaporation…","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0r7x",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0r8f","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0r8f_754953_master.tif","154","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 267","","","","",":led which catch the vapors as they rise…","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0r8f",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0rjk","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0rjk_754956_master.tif","155","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 269","","","","","[Amontone] was the first who formed the…","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0rjk",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0rmm","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0rmm_754959_master.tif","156","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 271","","","","","on Windows, the air being cold without…","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0rmm",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0rn4","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0rn4_754962_master.tif","157","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 273","","","","","Derham says that this natural Evapora:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0rn4",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0s19","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0s19_754965_master.tif","158","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 275","","","","","not dissolve so soon as it was agi:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0s19",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0s9f","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0s9f_754968_master.tif","159","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 277","","","","","of what evaporates and the remain:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0s9f",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0sqn","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0sqn_754971_master.tif","160","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 279","","","","","is a bad condition of heat the pans","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0sqn",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0sr5","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0sr5_754974_master.tif","161","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","page 281","","","","","heat longer and was not frozen till…","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0sr5",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0ssp","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0ssp_754977_master.tif","162","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 283","","","","","frame – There is a constant evapora:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0ssp",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0st6","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0st6_754980_master.tif","163","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 285","","","","","bottom of the vessel when it is first…","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0st6",""
