Project Name,Item ARK,Parent ARK,Visibility,Object Type,File Name,Item Sequence,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Language,Subject,Name.repository,Name.subject,Name.photographer,Name.creator,Title,Representative image,Masthead,Description.abstract,Description.note,Coverage.geographic,Description.latitude,Description.fundingNote,Alt ID.local,Format.extent,Format.medium,Relation.isPartOf,Date.creation,Date.normalized,Description.caption,Description.longitude,Subject.temporal,Opac url,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfhwt,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0098.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Mosques -- Iran -- Tabriz,"University of California, Los Angeles. $b Library Special Collections","Sachtleben, William Lewis|~|Ark-i ʻAlīshāh-i Tabrīz",,,"Ark-i ʻAlīshāh-i Tabrīz, seen from the SW, Tabrīz, Iran, 1891",,,,"Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.|~|Ark-i ʻAlīshāh-i Tabrīz, also known as Arg-e AliShāh, Arg-e Tabriz and Masjid AliShāh, is a remnant of a mosque in the center of Tabriz, Iran, built in the Ilkhanate period.|~|View of William Sachtleben and another man (Thomas Allen?) standing in front of the Ark-i ʻAlīshāh-i Tabrīz",Iran--Tabriz,38.071339,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0098,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","July 17, 1891",1891-07-17,"Text from negative sleeve: No. 11. July 17, 1891. View of the ark from the south-west. The large cracks are caused by earthquakes.|~|Handwritten on negative: 4498 / 12",46.290379,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfhwt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfhwt/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfhxb,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0099.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Castles & palaces -- Iran -- Tabriz,"University of California, Los Angeles. $b Library Special Collections","Sachtleben, William Lewis|~|Allen, Thomas Gaskell","Sachtleben, William Lewis",,"Thomas Allen and William Sachtleben in front of the Palace of Bahman Mirza, Tabrīz, Iran, 1891",,,,Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.|~|Photograph of Thomas Allen and William Sachtleben in front of the Palace of Bahman Mirza,Iran--Tabriz,38.068366,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0099,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","July 17, 1891",1891-07-17,"Text from negative sleeve: No. 12. July 17, 1891. The palace of the Prince Imperial (Crown Prince of Persia) in Tabriz. Taken on the sly.|~|Handwritten on negative: 4498 / 13",46.295013,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfhxb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfhxb/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfhzv,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0100.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Zoos -- Iran -- Tabriz|~|Badgers -- Iran,"University of California, Los Angeles. $b Library Special Collections","Sachtleben, William Lewis|~|Allen, Thomas Gaskell","Sachtleben, William Lewis",,"Thomas Allen and William Sachtleben viewing a badger at the zoo of the Prince of Persia, Tabrīz, Iran, 1891",,,,Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.|~|Thomas Allen and William Sachtleben at the small zoo of the Prince of Persia viewing a badger with the Prince's zookeeper,Iran--Tabriz,38.068366,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0100,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","July 17, 1891",1891-07-17,"Text from negative sleeve: No. 13. July 17, 1891. The Crown Prince of Persia's Zookeeper showing us the Prince's badgers in the Prince's garden.|~|Handwritten on negative: 4498 / 14",46.295013,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfhzv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfhzv/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfj0v,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0101.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Zoos -- Iran -- Tabriz,"University of California, Los Angeles. $b Library Special Collections","Sachtleben, William Lewis|~|Allen, Thomas Gaskell","Sachtleben, William Lewis",,"Thomas Allen and William Sachtleben looking at a leopard in his cage in the Zoo of the Prince of Persia, Tabrīz, 1891",,,,Photograph of Thomas Allen (L) and William Sachtleben looking at the leopard in his cage in the Zoo of the Prince of Persia.,Iran--Tabriz,38.068366,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0101,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","July 17, 1891",1891-07-17,"Text from negative sleeve: No. 14. July 17, 1891. Looking at the leopard in his cage in the small Zoo of the Prince Imperial at Tabriz.|~|Handwritten on negative: 4498 / 15",46.295013,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfj0v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfj0v/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfj1c,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0102.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia,"University of California, Los Angeles. $b Library Special Collections","Platt, E. T.","Sachtleben, William Lewis",,"Home of E. T. Platt, Tabrīz, Iran, 1891",,,,Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.|~|Damaged negative,Iran--Tabriz,,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0102,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","July 17, 1891",1891-07-17,"Handwritten on negative: 4498 / 59|~|Text from negative sleeve: No. 15. July 17, 1891: At the home of our English friend, E. T. Platt, in Tabriz. His samovar and household.",,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfj1c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfj1c/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfj2w,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0103.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Churches -- Iran -- Tabriz,"University of California, Los Angeles. $b Library Special Collections",,"Sachtleben, William Lewis",,"Covington Memorial Evangelical church under construction, Tabrīz, Iran, 1891",,,,The Presbyterian church was a gift of Mr. J. I. Covington of Brooklyn in memory of his daughter Ruth Covington.|~|Photograph of the interior of the Covington Memorial Evangelical church under construction with workmen engaged in building a brick wall and huge log beams in the foreground.|~|Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.,Iran--Tabriz,,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0103,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","July 18, 1891",1891-07-18,"Text from negative sleeve: No. 16. July 18, 1891. Building the Covington Memorial Evangelical church in Tabriz. The singing Mussalmans working on a Christian Missionary|~|Handwritten on negative: 4498 / [?]",,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfj2w,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfj2w/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfj3d,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0104.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Mosques -- Iran -- Tabriz,"University of California, Los Angeles. $b Library Special Collections",Ark-i ʻAlīshāh-i Tabrīz,"Sachtleben, William Lewis",,"Ark-i ʻAlīshāh-i Tabrīz, view of the top, Tabrīz, Iran, 1891",,,,"Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.|~|Ark-i ʻAlīshāh-i Tabrīz, also known as Arg-e AliShāh, Arg-e Tabriz and Masjid AliShāh, is a remnant of a mosque in the center of Tabriz, Iran, built in the Ilkhanate period.",Iran--Tabriz,38.072487,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0104,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","July 18, 1891",1891-07-18,"Text from negative sleeve: No. 17. July 18, 1891. On the top of the ark. Entrance to the chamber from whence the Shaw threw down his disobedient or immoral wives to the ground below, 100 feet.|~|Handwritten on negative: 4498 / 18",46.288791,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfj3d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfj3d/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfj4x,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0105.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia,"University of California, Los Angeles. $b Library Special Collections",,"Sachtleben, William Lewis",,"Ark-i ʻAlīshāh-i Tabrīz, general view, Tabrīz, Iran, 1891",,,,"Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.|~|Ark-i ʻAlīshāh-i Tabrīz, also known as Arg-e AliShāh, Arg-e Tabriz and Masjid AliShāh, is a remnant of a mosque in the center of Tabriz, Iran, built in the Ilkhanate period.",Iran--Tabriz,38.071339,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0105,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","July 18, 1891",1891-07-18,"Handwritten on negative: 4498 / 19|~|Text from negative sleeve: No. 18. July 18, 1891. General view from the ark of Tabriz looking north. Houses low and flat, esconced [sic] in trees and gardens.",46.290379,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfj4x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfj4x/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfj5f,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0106.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Mosques -- Iran -- Tabriz,"University of California, Los Angeles. $b Library Special Collections","Sachtleben, William Lewis|~|Ark-i ʻAlīshāh-i Tabrīz|~|Allen, Thomas Gaskell",,,"Ark-i ʻAlīshāh-i Tabrīz, William Sachtleben descending the stairs leading to the top, Tabrīz, Iran, 1891",,,,"Photograph of William Sachtleben and others descending the stairs of the Ark-i ʻAlīshāh-i Tabrīz|~|Ark-i ʻAlīshāh-i Tabrīz, also known as Arg-e AliShāh, Arg-e Tabriz and Masjid AliShāh, is a remnant of a mosque in the center of Tabriz, Iran, built in the Ilkhanate period.|~|Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.",Iran--Tabriz,38.072487,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0106,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","July 18, 1891",1891-07-18,"Text from negative sleeve: No. 19. July 18, 1891: Descending the stairs leading up to the top of the ark. Our party of missionaries mainly.|~|Handwritten on negative: 4409 / 20",46.288791,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfj5f,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfj5f/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfj6z,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0107.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Mosques -- Iran -- Tabriz,"University of California, Los Angeles. $b Library Special Collections","Sachtleben, William Lewis|~|Ark-i ʻAlīshāh-i Tabrīz|~|Allen, Thomas Gaskell","Sachtleben, William Lewis",,"Ark-i ʻAlīshāh-i Tabrīz, view of the courtyard with William Sachtleben, Thomas Allen, missionaries and others, Tabrīz, Iran, 1891",,,,"Photograph of a group of people in the courtyard of the Ark-i ʻAlīshāh-i Tabrīz, including William Sachtleben, Thomas Allen, missionaries and others.|~|Ark-i ʻAlīshāh-i Tabrīz, also known as Arg-e AliShāh, Arg-e Tabriz and Masjid AliShāh, is a remnant of a mosque in the center of Tabriz, Iran, built in the Ilkhanate period.",Iran--Tabriz,38.072487,Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.|~|Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0107,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","July 18, 1891",1891-07-18,"Text from negative sleeve: No. 20. July 18, 1891: View of the court-yard of the ark. The ruins in the background, our party in the foreground.|~|Handwritten on negative: 4498 / 21",46.288791,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfj6z,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfj6z/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfj7g,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0108.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Castles & palaces -- Iran -- Tabriz|~|Tea parties -- Turkey -- Tabriz,"University of California, Los Angeles. $b Library Special Collections",Emir Nizam,"Sachtleben, William Lewis",,"William Sachtleben and Thomas Allen taking tea with the Emir Nizam at the Palace of Bahman Mirza, Tabrīz, Iran, 1891",,,,Photograph of William Sachtleben (L) and Thomas Allen (center) taking tea with the Emir Nizam in front of the Palace of Bahman Mirza. Three men are in the background near the palace.|~|Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.,Iran--Tabriz,38.068366,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0108,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","July 19, 1891",1891-07-19,"Text from negative sleeve: No. 21. July 19, 1891. Our audience with the Emir Nizam. Taking Persian tea with his highness. Mr. Stevens our interpreter. [See book, An Iranian|~|Handwritten on negative: 4498 / 22",46.295013,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfj7g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfj7g/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfj80,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0109.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Gardens -- Iran -- Tabriz,"University of California, Los Angeles. $b Library Special Collections","Sachtleben, William Lewis|~|Emir Nizam","Allen, Thomas Gaskell",,"Emir Nizam showing William Sachtleben his garden, Tabrīz, Iran, 1891",,,,Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.|~|Photograph of the Emir Nizam showing his garden to William Sachtleben.,Iran--Tabriz,38.068366,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0109,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","July 19, 1891",1891-07-19,"Text from negative sleeve: No. 24. July 19, 1891. Another view in the gardens of the Emir Nizam of Tabriz. The Emir with pride showing us the various features of his garden.|~|Handwritten on negative: 4498 / 25",46.295013,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfj80,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfj80/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfj9h,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0110.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Gardens -- Iran -- Tabriz,"University of California, Los Angeles. $b Library Special Collections","Sachtleben, William Lewis|~|Emir Nizam","Allen, Thomas Gaskell",,"Emir Nizam showing William Sachtleben his garden, Tabrīz, Iran, 1891",,,,Emir Nizam (L) showing William Sachtleben his garden from the avenue leading to the palace.|~|Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.,Iran--Tabriz,38.068366,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0110,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","July 19, 1891",1891-07-19,"Text from negative sleeve: No. 25. July 19, 1891. Another scene in the Emir gardens. The avenue leading up to the main entrance of his house or palace.|~|Handwritten on negative: 4498 / 26",46.295013,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfj9h,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfj9h/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfjb1,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0111.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Castles & palaces -- Iran -- Tabriz,"University of California, Los Angeles. $b Library Special Collections","Sachtleben, William Lewis|~|Allen, Thomas Gaskell","Sachtleben, William Lewis",,"William Sachtleben and Thomas Allen leaving the palace of Emir Nizam, Tabrīz, Iran, 1891",,,,"Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.|~|Photograph of William Sachtleben, on his Humber bicycle, and Thomas Allen (in white jacket) leaving the palace of Emir Nizam, with others.",Iran--Tabriz,38.068366,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0111,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","July 19, 1891",1891-07-19,"Handwritten on negative: 4498 / 27|~|Text from negative sleeve: No. 26. July 19, 1891. Leaving the Emir's palace. The entrance gate looking toward the palace.",46.295013,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfjb1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfjb1/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfjcj,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0112.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Castles & palaces -- Iran -- Tabriz,"University of California, Los Angeles. $b Library Special Collections","Sachtleben, William Lewis|~|Allen, Thomas Gaskell","Sachtleben, William Lewis",,"William Sachtleben and Thomas Allen leaving the palace of Emir Nizam, Tabrīz, Iran, 1891",,,,"Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.|~|Photograph of William Sachtleben, on his Humber bicycle, and Thomas Allen (in white jacket) with his hand on the back of a horse, leaving the palace of Emir Nizam at the main gate with others.",Iran--Tabriz,38.068366,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0112,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","July 19, 1891",1891-07-19,"Handwritten on negative: 4498 / 28|~|Text from negative sleeve: No. 27. July 19, 1891. The outside gate-way to the Emir's palace and gardens. Just as we were leaving the grounds.",46.295013,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfjcj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfjcj/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfjd2,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0113.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Beggars -- Iran -- Tabriz|~|Missionaries $x American -- Iran -- Tabriz|~|Bazaars -- Iran -- Tabriz,"University of California, Los Angeles. $b Library Special Collections","Whipple, William Levi, 1844-1901","Sachtleben, William Lewis",,"Three girls soliciting alms from the American missionary, William Whipple, Tabrīz, Iran, 1891",,,,Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.,Iran--Tabriz,,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0113,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","July 23, 1891",1891-07-23,"Handwritten on negative: 4498 / 30|~|Text from negative sleeve: No. 29. July 23, 1891. Persian beggar-girls soliciting alms from the American missionary, Mr. Whipple, in Tabriz. Taken in the bazaars of Tabriz.",,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfjd2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfjd2/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfjfk,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0114.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Caravansaries -- Iran -- Tabriz|~|Courtyards -- Iran -- Tabriz|~|Beggars -- Iran -- Tabriz|~|Missionaries $x American -- Iran -- Tabriz,"University of California, Los Angeles. $b Library Special Collections","Whipple, William Levi, 1844-1901|~|Allen, Thomas Gaskell","Sachtleben, William Lewis",,"American missionary William Whipple, Thomas Allen, and beggars in the courtyard of ""Amir Caravanserai,"" Tabrīz, Iran, 1891",,,,"Photograph of William Whipple, an American missionary (light hat, L), Thomas Allen (light hat R), and 3 women begging in the courtyard of ""Amir Caravanserai."" The courtyard is paved in stone and has large, circular tree beds.|~|This photograph appears with the caption ""Yard of Caravansary at Tabreez"" in the book by Thomas Allen and William Sachtleben, Across Asia on a Bicycle (1897), p. 88.|~|Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.",Iran--Tabriz,38.068771,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0114,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","July 23, 1891",1891-07-23,"Text from negative sleeve: No. 30. July 23, 1891. A general view of the Amir Caravanserai, the best one in Tabriz. Whipple, Allen and Persian beggars in the foreground.|~|Handwritten on negative: 4498 / 31",46.302567,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfjfk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfjfk/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfjg3,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0115.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Missionaries $x American -- Iran -- Tabriz|~|Bazaars -- Iran -- Tabriz,"University of California, Los Angeles. $b Library Special Collections","Whipple, William Levi, 1844-1901|~|Allen, Thomas Gaskell","Sachtleben, William Lewis",,"American missionary William Whipple and Thomas Allen at the outdoor wood bazaar, Tabrīz, Iran, 1891",,,,"Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.|~|Photograph of William Whipple, American missionary (L) and Thomas Allen at the outdoor wood bazaar in Tabriz. They are in an open space bordered by stacks of wooden poles; donkeys and men are in the background.|~|This photograph appears with the caption ""Lumber-Yard at Tabreez"" in the book by Thomas Allen and William Sachtleben, Across Asia on a Bicycle (1897), p. 88.",Iran--Tabriz,38.081153,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0115,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","July 23, 1891",1891-07-23,"Text from negative sleeve: No. 32. July 23, 1891. The wood-bazaar in Tabriz. Allen and Whipple discussing futures in wood. Serious question?|~|Handwritten on negative: 4498 / 33",46.292288,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfjg3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfjg3/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfjhm,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0116.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Missionaries $x American -- Iran -- Tabriz|~|Dwellings -- Iran -- Tabriz,"University of California, Los Angeles. $b Library Special Collections","Whipple, William Levi, 1844-1901","Sachtleben, William Lewis",,"American missionary William Whipple photographing his family at their home, Tabrīz, Iran, 1891",,,,"Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.|~|Photograph William Whipple (standing in hat), American missionary, photographing his family including a woman two boys and a little girl, at their home during a visit from William Sachtleben and Thomas Allen. One boy is seated on tricycle (?).",Iran--Tabriz,38.081153,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0116,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","July 24, 1891",1891-07-24,"Text from negative sleeve: No. 33. July 24, 1891. Mr. Whipple, American missionary in Tabriz, kodaking his family before his home in the city. The house was formerly the property of a Persian noble.|~|Handwritten on negative: 4498 / 35",46.292288,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfjhm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfjhm/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfjj4,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0117.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Children -- Iran -- Tabriz|~|Donkeys -- Iran -- Tabriz,"University of California, Los Angeles. $b Library Special Collections",,"Sachtleben, William Lewis",,"Four missionary children on a white donkey with its keeper, Tabrīz, Iran, 1891",,,,"Photograph of 4 missionary children on a white donkey with its keeper, on a pathway in front of a house.",Iran--Tabriz,,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0117,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","July 24, 1891",1891-07-24,"Text from negative sleeve: No. 34. July 24, 1891. The white donkey (but no red-headed girl) peculiar to Persia. A heavy load of 4 kids — missionary juniors.|~|Handwritten on negative: 4498 / 36",,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfjj4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfjj4/manifest
