"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Subject","Name.subject","Author","Name.creator","Name.recipient","Name.correspondent","Name.repository","AltIdentifier.local","Title","Date.creation","Date.normalized","Format.extent","Description.note","Language.text","Description.abstract","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjk5f","ark:/21198/zz0009cfjj","2","Completed","Page","marshall/masters/21198-zz000bjk5f-1-master.tif","54","","","","","","","","Accounts|~|Account books|~|Building receipts |~|Personal accounts|~|Flax","Robinson, Thomas|~|Watson, John|~|Alderson, Christopher |~|Farrar, Hannah |~|Philosophical Society |~|Bath Company |~|Smithson, Mr. |~|Wade, Benjamin","","Marshall & Company, Leeds, Eng.","","","","MS 200/1/1/52","Page 51","1803-1819","1803/1819","1 Double Page","Personal accounts for Mr. Smithson, Christopher Alderson, Hannah Farrar, Thomas Robinson and John Watson. Accounts for Irish Flax, Philosophical Society, Bath Company, building ground in Water Lane and the trustees of late Benjamin Wade.","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjk5f",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjk6z","ark:/21198/zz0009cfjj","2","Completed","Page","marshall/masters/21198-zz000bjk6z-1-master.tif","55","","","","","","","","Accounts|~|Account books|~|Personal accounts","Smith, Joseph|~|Beckett Calonley Company|~|Vickers, Sarah |~|Haymore, Richard |~|Marshall, G.S.L.S.","","Marshall & Company, Leeds, Eng.","","","","MS 200/1/1/53","Page 52","1804-1818","1804/1818","1 Double Page","Personal accounts for G.S.L.S. Marshall, Sarah Vickers, Richard Haymore, Joseph Smith and Beckett Calonley and Co. Accounts for the Farm.","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjk6z",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjk7g","ark:/21198/zz0009cfjj","2","Completed","Page","marshall/masters/21198-zz000bjk7g-1-master.tif","56","","","","","","","","Accounts|~|Account books|~|Personal accounts","Garforth, Peter |~|Stansfield, George |~|Ingle, Mary","","Marshall & Company, Leeds, Eng.","","","","MS 200/1/1/54","Page 53","1803-1822","1803/1822","1 Double Page","Personal accounts for Peter Garforth, George Stansfield and Mary Ingle.","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjk7g",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjk80","ark:/21198/zz0009cfjj","2","Completed","Page","marshall/masters/21198-zz000bjk80-1-master.tif","57","","","","","","","","Accounts|~|Account books|~|Personal accounts|~|Manchester Bolton and Bury Canal and Railway","Marshall, Anne|~|Barwick, Richard|~|Fenton, Samuel","","Marshall & Company, Leeds, Eng.","","","","MS 200/1/1/55","Page 54","1803-1840","1803/1840","1 Double Page","Personal accounts for Samuel Fenton, Anne Marshall, Richard Barwick and the Manchester Bolton and Bury Canal and Railway.","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjk80",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjk9h","ark:/21198/zz0009cfjj","2","Completed","Page","marshall/masters/21198-zz000bjk9h-1-master.tif","58","","","","","","","","Accounts|~|Account books|~|Personal accounts","Lucas, Alice|~|Wright, Bowden & Wright |~|Marshall, Josiah |~|Edward Baines and Bruce and Dovington","","Leeds Assurance Company","","","","MS 200/1/1/56","Page 55","1803-1840","1803/1840","1 Double Page","Personal accounts for Wright Bowden and Wright, Alice Lucas, Josiah Marshall and Edward Baines and Bruce and Dovington.","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjk9h",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjkb1","ark:/21198/zz0009cfjj","2","Completed","Page","marshall/masters/21198-zz000bjkb1-1-master.tif","59","","","","","","","","Accounts|~|Account books|~|Personal accounts","Jones, William","","Marshall & Company, Leeds, Eng.","","","","MS 200/1/1/57","Page 56","1804-1835","1804/1835","1 Double Page","Personal accounts for William Jones.","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjkb1",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjkcj","ark:/21198/zz0009cfjj","2","Completed","Page","marshall/masters/21198-zz000bjkcj-1-master.tif","60","","","","","","","","Accounts|~|Leeds Library|~|Account books|~|Personal accounts","","","Marshall & Company, Leeds, Eng.","","","","MS 200/1/1/58","Page 57","1806-1835","1806/1835","1 Double Page","Personal accounts for Leeds Library.","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjkcj",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjkd2","ark:/21198/zz0009cfjj","2","Completed","Page","marshall/masters/21198-zz000bjkd2-1-master.tif","61","","","","","","","","Accounts|~|Account books","Marshall, Hives and Company","","Marshall & Company, Leeds, Eng.","","","","MS 200/1/1/59","Page 58","1807-1818","1807/1818","1 Double Page","Accounts for Marshall Hives and Co.","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjkd2",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjkfk","ark:/21198/zz0009cfjj","2","Completed","Page","marshall/masters/21198-zz000bjkfk-1-master.tif","62","","","","","","","","Accounts|~|Account books","Marshall, Hutton and Company","","Marshall & Company, Leeds, Eng.","","","","MS 200/1/1/60","Page 59","1808-1812","1808/1812","1 Double Page","Accounts for Marshall Hutton and Co.","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjkfk",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjkg3","ark:/21198/zz0009cfjj","2","Completed","Page","marshall/masters/21198-zz000bjkg3-1-master.tif","63","","","","","","","","Accounts|~|Account books|~|Personal accounts|~|Stock |~|America","Pollard, Catherine |~|Pollard, Ellen |~|Pollard, Harriet |~|Pollard, Anne","","Marshall & Company, Leeds, Eng.","","","","MS 200/1/1/61","Page 60","1808-1820","1808/1820","1 Double Page","Personal accounts for Anne, Catherine, Ellen and Harriet Pollard and accounts for American Stock.","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjkg3",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjkhm","ark:/21198/zz0009cfjj","2","Completed","Page","marshall/masters/21198-zz000bjkhm-1-master.tif","64","","","","","","","","Accounts|~|Account books|~|Personal accounts","Whitaker, Reverend |~|Leeds and Selby Railway","","Marshall & Company, Leeds, Eng.","","","","MS 200/1/1/62","Page 61","1808-1838","1808/1838","1 Double Page","Personal accounts for Reverend Whitaker and accounts for the Leeds and Selby Railway.","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjkhm",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjkj4","ark:/21198/zz0009cfjj","2","Completed","Page","marshall/masters/21198-zz000bjkj4-1-master.tif","65","","","","","","","","Accounts|~|Account books|~|Personal accounts","Chambers, Elizabeth","","Marshall & Company, Leeds, Eng.","","","","MS 200/1/1/63","Page 62","1809-1840","1809/1840","1 Double Page","Personal accounts for Elizabeth Chambers.","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjkj4",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjkkn","ark:/21198/zz0009cfjj","2","Completed","Page","marshall/masters/21198-zz000bjkkn-1-master.tif","66","","","","","","","","Accounts|~|Account books|~|Building receipts |~|Personal accounts|~|Leeds and Otley Road |~|Leeds and Whitehall Road |~|London. University","Stansfield, George |~|Stansfield, Henry","","Marshall & Company, Leeds, Eng.","","","","MS 200/1/1/64","Page 63","1814-1840","1814/1840","1 Double Page","Personal accounts for George and Henry Stansfield. Accounts for French funds, Leeds and Whitehall Road, Leeds and Otley Road, Commercial buildings and London University.","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjkkn",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjkm5","ark:/21198/zz0009cfjj","2","Completed","Page","marshall/masters/21198-zz000bjkm5-1-master.tif","67","","","","","","","","Spinning|~|Accounts|~|Leeds Library|~|Account books|~|Personal accounts|~|Patents","Chadwick, Thomas |~|Kirby, Thomas|~|Simpson, Hannah|~|Thompson, Mrs. |~|Northern and Eastern Railway","","Marshall & Company, Leeds, Eng.","","","","MS 200/1/1/65","Page 64","1806-1840","1806/1840","1 Double Page","Personal accounts for Hannah Simpson, Mrs. Shillits, Thomas Chadwick, Thomas Kirby and Mrs. Thompson.  Accounts for Leeds Library, Northern and Eastern Railway and a Spinning Patent.","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjkm5",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjknp","ark:/21198/zz0009cfjj","2","Completed","Page","marshall/masters/21198-zz000bjknp-1-master.tif","68","","","","","","","","Accounts|~|Account books|~|Personal accounts|~|Wellington Road |~|Social change |~|Birstall Road","Bennett, Mary|~|Blackburn, Phoebe |~|Wilson, Henry|~|Fenton, Murray and Wood|~|Kirby, John|~|Bentley, Stephen","","Marshall & Company, Leeds, Eng.","","","","MS 200/1/1/66","Page 65","1806-1840","1806/1840","1 Double Page","Personal accounts for Mary Bennett, John Kirby, Stephen Bentley, Phoebe Blackburn, Fenton Murray and Wood and Henry Wilson.  Accounts for the Commission of Leeds Improvement Act, Wellington Road and Birstall Road.","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjknp",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjkp6","ark:/21198/zz0009cfjj","2","Completed","Page","marshall/masters/21198-zz000bjkp6-1-master.tif","69","","","","","","","","Accounts|~|Account books|~|Personal accounts|~|Insurance","Marshall, Francis|~|Hemingway, Elizabeth |~|Tennant, James","","Marshall & Company, Leeds, Eng.","","","","MS 200/1/1/67","Page 66","1805-1838","1805/1838","1 Double Page","Personal accounts for Francis Marshall, Elizabeth Hemingway and James Tennant. Accounts for Exchequer bills and Insurance.","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjkp6",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjkqq","ark:/21198/zz0009cfjj","2","Completed","Page","marshall/masters/21198-zz000bjkqq-1-master.tif","70","","","","","","","","Accounts|~|Account books|~|Personal accounts|~|Social change","Pollard, Mrs.","","Marshall & Company, Leeds, Eng.","","","","MS 200/1/1/68","Page 67","1807-1832","1807/1832","1 Double Page","Personal accounts for Mrs. Pollard and accounts for Leeds Street Improvement.","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjkqq",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjkr7","ark:/21198/zz0009cfjj","2","Completed","Page","marshall/masters/21198-zz000bjkr7-1-master.tif","71","","","","","","","","Accounts|~|Account books|~|Personal accounts","Stansfield, Thomas |~|Stansfield, David|~|Wade, Hannah |~|Wood, James","","Marshall & Company, Leeds, Eng.","","","","MS 200/1/1/69","Page 68","1810-1840","1810/1840","1 Double Page","Personal accounts for Hannah Wade, David and Thomas Stansfield and James Wood.","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjkr7",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjksr","ark:/21198/zz0009cfjj","2","Completed","Page","marshall/masters/21198-zz000bjksr-1-master.tif","72","","","","","","","","Accounts|~|Account books|~|Personal accounts","Chadwick, Thomas |~|Bamforth, John |~|Foster, Richard|~|Parker, Dinah","","Marshall & Company, Leeds, Eng.","","","","MS 200/1/1/70","Page 69","1810-1840","1810/1840","1 Double Page","Personal accounts for Richard Forster, Dinah Parker, Thomas Chadwick, John Bamforth and sundry accounts.","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjksr",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjkt8","ark:/21198/zz0009cfjj","2","Completed","Page","marshall/masters/21198-zz000bjkt8-1-master.tif","73","","","","","","","","Accounts|~|Account books|~|Personal accounts","Brown, S. |~|Sugden, Robert|~|Bland, John|~|Lister, Thomas |~|Bingham, P.","","Marshall & Company, Leeds, Eng.","","","","MS 200/1/1/71","Page 70","1811-1828","1811/1828","1 Double Page","Personal accounts for S. Brown, Thomas Lister, Robert Sugden, John Bland and P. Bingham.","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjkt8",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjkvs","ark:/21198/zz0009cfjj","2","Completed","Page","marshall/masters/21198-zz000bjkvs-1-master.tif","74","","","","","","","","Accounts|~|Account books","Marshall, Hutton and Company","","Marshall & Company, Leeds, Eng.","","","","MS 200/1/1/72","Page 71","1812-1820","1812/1820","1 Double Page","Accounts for Marshall Hutton and Co.","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjkvs",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjkw9","ark:/21198/zz0009cfjj","2","Completed","Page","marshall/masters/21198-zz000bjkw9-1-master.tif","75","","","","","","","","Accounts|~|Leeds and Birstall Road |~|Account books|~|Personal accounts","DeBerof Drummand and Bell Stockbrokers|~|Trustees of Rawdon Meeting House","","Marshall & Company, Leeds, Eng.","","","","MS 200/1/1/73","Pages 72 and 73","1810-1839","1810/1839","1 Double Page","Accounts for the Trustees of Rawdon Meeting House, Leeds and Birstall road, DeBerof Drummand and Bell Stockbrokers.","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjkw9",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjkxt","ark:/21198/zz0009cfjj","2","Completed","Page","marshall/masters/21198-zz000bjkxt-1-master.tif","76","","","","","","","","Accounts|~|Ullswater, Cumbria, England, United Kingdom|~|Account books","","","Marshall & Company, Leeds, Eng.","","","","MS 200/1/1/74","Page 74","1815-1825","1815/1825","1 Double Page","Accounts for Hallsteads.","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjkxt",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjkzb","ark:/21198/zz0009cfjj","2","Completed","Page","marshall/masters/21198-zz000bjkzb-1-master.tif","77","","","","","","","","Accounts|~|Account books","Marshall, Hives and Company","","Marshall & Company, Leeds, Eng.","","","","MS 200/1/1/75","Page 75","1818-1830","1818/1830","1 Double Page","Accounts for Marshall Hives and Co.","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjkzb",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjm0b","ark:/21198/zz0009cfjj","2","Completed","Page","marshall/masters/21198-zz000bjm0b-1-master.tif","78","","","","","","","","Accounts|~|Account books|~|Personal accounts","Cardigan, Earl of |~|Marshall, Mrs John|~|Darman, Bill and Hanfor|~|James, Susan","","Marshall & Company, Leeds, Eng.","","","","MS 200/1/1/76","Pages 76 and 77","1819-1840","1819/1840","1 Double Page","Personal accounts for the Earl of Cardigan, Mrs. John Marshall, Susan James and accounts for Darman, Bill and Hanfor, Stockbrokers and Leeds Cemetery.","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjm0b",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjm1v","ark:/21198/zz0009cfjj","2","Completed","Page","marshall/masters/21198-zz000bjm1v-1-master.tif","79","","","","","","","","Leeds and Selby Railway |~|Accounts|~|Account books|~|Personal accounts","Wigham, Isaac","","Marshall & Company, Leeds, Eng.","","","","MS 200/1/1/77","Page 78 and 79","1823-1840","1823/1840","1 Double Page","Personal accounts for Isaac Wigham and accounts for the Leeds and Selby Railway.","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjm1v",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjm2c","ark:/21198/zz0009cfjj","2","Completed","Page","marshall/masters/21198-zz000bjm2c-1-master.tif","80","","","","","","","","Trade|~|Accounts|~|Account books|~|America","","","Marshall & Company, Leeds, Eng.","","","","MS 200/1/1/78","Page 80","1821-1833","1821/1833","1 Double Page","Accounts for American traders.","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjm2c",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjm3w","ark:/21198/zz0009cfjj","2","Completed","Page","marshall/masters/21198-zz000bjm3w-1-master.tif","81","","","","","","","","Accounts|~|Account books|~|Wellington Road","Marshall, Atkinson and Company|~|Marshall, William","","Marshall & Company, Leeds, Eng.","","","","MS 200/1/1/79","Page 81","1821-1840","1821/1840","1 Double Page","Personal accounts for William Marshall and accounts for Marshall Atkinson and Co., Wellington Road and the Bank of Louisiana.","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjm3w",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjmgk","ark:/21198/zz0009cfjj","2","Completed","Page","marshall/masters/21198-zz000bjmgk_771428_master.tif","82","","","","","","","","Ullswater, Cumbria, England, United Kingdom|~|Account books|~|Personal accounts","Marshall, John, 1765 - 1845","","Marshall & Company, Leeds, Eng.","","","","MS 200/1/1/80","Page 82","1821-1833","1825/1828|~|1821/1833","1 Double Page","Accounts for Hallsteads.|~|Loose leaf page.  Personal accounts for John Marshall.  The pages appear to have been taken out of the Ledger from page 82.","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjmgk",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjmgk/tm59qb30","ark:/21198/zz0009cfjj","2","Completed","Page","marshall/masters/21198-zz000bjmgk-1-master.tif","83","","","","","","","","Ullswater, Cumbria, England, United Kingdom|~|Account books|~|Personal accounts","Marshall, John, 1765 - 1845","","Marshall & Company, Leeds, Eng.","","","","MS 200/1/1/80","Page 83","1825-1828","1825/1828|~|1821/1833","1 Double Page","Accounts for Hallsteads.|~|Loose leaf page.  Personal accounts for John Marshall.  The pages appear to have been taken out of the Ledger from page 83.","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjmgk%2Ftm59qb30",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjm5x","ark:/21198/zz0009cfjj","2","Completed","Page","marshall/masters/21198-zz000bjm5x-1-master.tif","84","","","","","","","","Accounts|~|Account books","Marshall & Company, Leeds, Eng.","","Marshall & Company, Leeds, Eng.","","","","MS 200/1/1/81","Page 84","1830-1840","1830/1840","1 Double Page","Accounts for Marshall and Co.","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjm5x",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjm6f","ark:/21198/zz0009cfjj","2","Completed","Page","marshall/masters/21198-zz000bjm6f-1-master.tif","85","","","","","","","","","","","Marshall & Company, Leeds, Eng.","","","","MS 200/1/1/82","Page 85","","","1 Page","Rough notes.","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjm6f",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjm7z","ark:/21198/zz0009cfjj","2","Completed","Page","marshall/masters/21198-zz000bjm7z-1-master.tif","86","","","","","","","","Account books|~|Personal accounts","Marshall, John, 1765 - 1845","","Marshall & Company, Leeds, Eng.","","","","MS 200/1/1/83","Page 86","1808","1808","1 Page","Loose leaf page. Personal accounts for John Marshall.","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjm7z",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjm8g","ark:/21198/zz0009cfjj","2","Completed","Page","marshall/masters/21198-zz000bjm8g-1-master.tif","87","","","","","","","","Account books|~|Personal accounts|~|Debts","Marshall, John, 1765 - 1845","","Marshall & Company, Leeds, Eng.","","","","MS 200/1/1/84","Page 87","1809-1810","1809/1810","1 Double Page","Loose leaf page. Personal accounts for John Marshall.","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjm8g",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjm90","ark:/21198/zz0009cfjj","2","Completed","Page","marshall/masters/21198-zz000bjm90-1-master.tif","88","","","","","","","","Account books|~|Personal accounts","Marshall, John, 1765 - 1845","","Marshall & Company, Leeds, Eng.","","","","MS 200/1/1/85","Page 88","1811-1813","1811/1813","1 Double Page","Loose leaf page.  Personal accounts for John Marshall.","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjm90",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjmbh","ark:/21198/zz0009cfjj","2","Completed","Page","marshall/masters/21198-zz000bjmbh-1-master.tif","89","","","","","","","","Account books|~|Personal accounts","Marshall, John, 1765 - 1845","","Marshall & Company, Leeds, Eng.","","","","MS 200/1/1/86","Page 89","1814-1816","1814/1816","1 Double Page","Loose leaf page.  Personal accounts for John Marshall.","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjmbh",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjmc1","ark:/21198/zz0009cfjj","2","Completed","Page","marshall/masters/21198-zz000bjmc1-1-master.tif","90","","","","","","","","Account books|~|Personal accounts","Marshall, John, 1765 - 1845","","Marshall & Company, Leeds, Eng.","","","","MS 200/1/1/87","Page 90","1817-1819","1817/1819","1 Double Page","Loose leaf page.  Personal accounts for John Marshall.","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjmc1",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjmdj","ark:/21198/zz0009cfjj","2","Completed","Page","marshall/masters/21198-zz000bjmdj-1-master.tif","91","","","","","","","","Account books|~|Personal accounts","Marshall, John, 1765 - 1845","","Marshall & Company, Leeds, Eng.","","","","MS 200/1/1/88","Page 91","1834-1840","1834/1840","1 Page","Loose leaf page.  Personal accounts for John Marshall.","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjmdj",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjmf2","ark:/21198/zz0009cfjj","2","Completed","Page","marshall/masters/21198-zz000bjmf2-1-master.tif","92","","","","","","","","Account books|~|Personal accounts","Marshall, John, 1765 - 1845","","Marshall & Company, Leeds, Eng.","","","","MS 200/1/1/89","Page 92","1821-1833","1821/1833","1 Double Page","Loose leaf page.  Personal accounts for John Marshall.  The first page appears to have been taken out of the Ledger from page 81.","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjmf2",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bjmh3","ark:/21198/zz0009cfjj","2","Completed","Page","marshall/masters/21198-zz000bjmh3-1-master.tif","94","","","","","","","","Account books|~|Personal accounts|~|Debts","Marshall, John, 1765 - 1845","","Marshall & Company, Leeds, Eng.","","","","MS 200/1/1/91","Page 93","1807","1807","1 Page","Loose leaf page.  Personal accounts for John Marshall.","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjmh3",""
