Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,viewingHint,Visibility,Delete in Title,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Name.subject,Name.creator,Language,Subject,Rights.permission,Subject geographic,Author,Name.cartographer,Name.repository,Name.other,Title,Publisher.publisherName,Description.note,Publisher.placeOfOrigin,Format.extent,Coverage.geographic,Alt ID.oclc,AltIdentifier.callNo,Alt ID.catalogRecordNumber,Opac url,Coverage.geoscale,AltTitle.uniform,Alt ID.local,Description.caption,Date.creation,Date.publication,Date.normalized,Alt ID.lccn,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bc4rg,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002bc4rg_2003516_master.tif,,,,,,,cartographic,map,pd_usfed,,United States. Forest Service.,United States. Bureau of Agricultural Economics.,eng,California--Population--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Population 1935,The Division,"Includes 2 insets, county outline map, index with population figures, and notes.|~|U.S. Dept. of Agriculture, Bureau of Agricultural Economics, Div. of Land Economics ; with the valuable assistance of the U.S. Forest Service.|~|""Population research and analysis and preparation--conducted under the direction of Philip J. Webster, State Land Use Planning Specialist for California, Bureau of Agricultural Economics--by George A. Gendron; assisted by Edmond O. Burger; Cartography by Walter R. Pilcher.""|~|Shows population by the dot method.",xx|~|[S.l.],1 map ; 123 x 93 cm.,California|~|westernmost:W1242200|~|northernmost:N0420000|~|easternmost:W1140700|~|southernmost:N0323700,23763537,G4361.E22 1M USDA 1935,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3469209,990000,,,,1935|~|[1935],,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bc4rg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bc4rg/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bc4s0,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002bc4s0_2003523_master.tif,,,,,,,cartographic,map,unknown,,"University of California, Berkeley. Museum of Vertebrate Zoology.",,eng,Zoology--California--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Faunal districts of California.,s.n.,"Indexed.|~|""Plate III.""|~|Other title: Distribution map, Museum of Vertebrate Zoology, University of California.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1301221"">UCLA Catalog Record</a>","[Berkeley, Calif.?|~|cau",1 map ; 13 x 11 cm.,California|~|easternmost:W1140700|~|westernmost:W1242500|~|southernmost:N0323200|~|northernmost:N0420000,27002856,G4361.D4 1 UC N.D.,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1301221,8400000,"Distribution map, Museum of Vertebrate Zoology, University of California",,,1900|~|1980|~|19--],,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bc4s0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bc4s0/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bcvk1,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002bcvk1_2003526_master.tif,,,,,,,cartographic,map,pd_usfed,,California. Land-use Adjustment Survey.|~|United States. National Resources Board.,,eng,Land use--California--Planning--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,State of California areas suitable for closer settlement.,s.n.],"""Submitted by Land Planning Consultant for California.""|~|""Prepared for National Resources Board and the California State Planning Board, Land-use Adjustment Survey.""|~|Brown line print.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3242201"">UCLA Catalog Record</a>",cau|~|[California?,1 map : photocopy ; 40 x 38 cm.,California|~|easternmost:W1140700|~|westernmost:W1242500|~|southernmost:NO323200|~|northernmost:NO420000,24175722,G4361.E2 C.S.P.B. 1934,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3242201,,,,,1934,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bcvk1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bcvk1/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bcvn2,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002bcvn2_2007700_master.tif,,,,,,,cartographic,map,pd_usfed,,California. Land-use Adjustment Survey.|~|United States. National Resources Board.,,eng,Watersheds--California--Maps|~|Reservoirs--California--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"State of California, watersheds of existing and proposed reservoirs",s.n.],"prepared for National Resources Board and the California State Planning Board, Land-Use Adjustment Survey ; submitted by Land Planning Consultant for California.|~|Brown line print.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3242238"">UCLA Catalog Record</a>",[California?|~|cau,1 map : photocopy ; 42 x 38 cm.,California|~|easternmost:W1140700|~|southernmost:N0323200|~|northernmost:N0420000|~|westernmost:W1242500,26228304,G4361.C3 CSPB 1934,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3242238,,Watersheds of existing and proposed reservoirs,,,1934,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bcvn2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bcvn2/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bcvpk,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002bcvpk_2007871_master.tif,,,,,,,cartographic,map,unknown,,,,eng,California--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,California : [outline map].,s.n.,"""Form 2601--10M--10-33.""|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6565654"">UCLA Catalog Record</a>",xxu|~|[United States?,1 map ; on sheet 28 x 22 cm.,California,679750101,G4361.C3 NS NP [1933],,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6565654,,,,,1933?],,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bcvpk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bcvpk/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfjt6,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002bfjt6_2007880_master.tif,,,,,,,cartographic,map,unknown,,,,eng,Railroads--California--Maps,,California--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Map of California / compiled from official and authentic sources by the Southern Pacific.,,"<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3230105"">UCLA Catalog Record</a>",bbb,,California,23705734,G4361 C82 1.7m SP N.D.,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3230105,,,,,,,,sh 99001269,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfjt6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bfjt6/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfjvq,ark:/21198/zz0028tr8x,3,Pending,Work,Masters/Maps/Bruman-Maps/image/21198-zz002bfjvq_2007883_master.tif,,,,private,,,cartographic,fre|~|map,,,,Québec (Province). Dept. of Industry and Commerce. Regional Studies.,eng,Drummondville (Québec)—Economic conditions,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Shaded relief map of California / chief artist, Hal Shelton.",,"English or French.|~|Added t.p.: AgglomeÌ�ration de Drummondville.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=797353"">UCLA Catalog Record</a>",QueÌ�bec|~|quc,"42, 42 p. illus. 28 cm.",Drummondville (QueÌ�bec),21631218,G4361.C2 2Mil. D.N.R. 1938,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=797353,,AgglomeÌ�ration de Drummondville,,,1973|~|[1973],,,73178696,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfjvq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bfjvq/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfjw7,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002bfjw7_2007886_master.tif,,,,,,,cartographic,map,copyrighted,,,,eng,Rain and rainfall--California--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,The average seasonal precipitation in California between July 1 and June 30.,s.n.,"Relief represented by shading.|~|""The topographic base is reproduced from a photograph of the 'Stanford model.'""|~|""isohyets are drawn for each 5-inch difference in rainfall, and on the basis of records adjusted to a uniform period of 25 seasons ending 1919-20.""|~|Map reprinted from: Seasonal precipitation in California and its variability / by Burton M. Varney (Monthly weather review. v. 53, no. 4, Apr. 1925).|~|""60771--25.""|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6564665"">UCLA Catalog Record</a>",[United States|~|xxu,1 map ; 51 x 26 cm.,California,678675050,G4361.C883 NS USDA 1925,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6564665,,,,,1925?],,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfjw7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bfjw7/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfjxr,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002bfjxr_2007889_master.tif,,,,,,,cartographic,map,pd_usfed,,,California. Division of Engineering and Irrigation.,eng,Precipitation (Meteorology)--California--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Isohyetal map of California / State Department of Public Works, Division of Engineering and Irrigation.",The Division?],"""Plate IV.""|~|Relief represented by shading.|~|State Department of Public Works, Division of Engineering and Irrigation.|~|Oriented with north toward the upper right.|~|Also shows agricultural areas.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=796906"">UCLA Catalog Record</a>","[Sacramento, Calif.?|~|cau","1 map : col., mounted on cotton ; 57 x 22 cm.",California|~|easternmost:W1140700|~|westernmost:W1242500|~|southernmost:N0323200|~|northernmost:N0420000,26276805,G4361.C8 2 3M DPW 1922,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=796906,2300000,,,,1922,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfjxr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bfjxr/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfjz8,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002bfjz8_2007894_master.tif,,,,,,,cartographic,map,pd_usfed,,California. Land-use Adjustment Survey.|~|United States. National Resources Board.,Land Planning Consultant for California.,eng,Rain and rainfall--California--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"State of California, rainfall distribution",s.n.],"prepared for National Resources Board and the California State Planning Board, Land-use Adjustment Survey ; submitted by Land Planning Consultant For California.|~|Brown line print.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2049190"">UCLA Catalog Record</a>",[United States|~|xxu,1 map : photocopy ; 40 x 38 cm.,California|~|easternmost:W1140700|~|southernmost:N0323200|~|northernmost:N0420000|~|westernmost:W1242500,24905026,G4361.C8 2 CSPB 1934,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2049190,2750000,Rainfall distribution,,,1934,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfjz8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bfjz8/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfk08,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002bfk08_2007897_master.tif,,,,,,,cartographic,map,copyrighted,,,"Gorczynski, WÅ‚adyslaw. b. 1879.",eng,California--Climate--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Types of climate in California / W. Gorczynski.,s.n.,"Includes 2 insets.|~|Brown line print.|~|W. Gorczynski.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1529953"">UCLA Catalog Record</a>",cau|~|[California?,1 map : photocopy ; 92 x 50 cm.,California,26276812,G4361.C8 1941,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1529953,2850000,,,,1941?],,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfk08,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bfk08/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfk1s,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002bfk1s_2007900_master.tif,,,,,,,cartographic,map,unknown,,,,eng,California--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,[Relief map of California].,s.n.,"Sepia-toned photographic image of the ""Stanford model.""|~|Title supplied by cataloger.|~|Relief represented by shading.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6564648"">UCLA Catalog Record</a>",[California?|~|cau,1 map ; on sheet 48 x 28 cm.,California,678653267,G4361.C2,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6564648,,,,,192u|~|192-?],,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfk1s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bfk1s/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfktp,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002bfktp_2007932_master.tif,,,,,,,cartographic,map,pd_usfed,,,United States. Bureau of Reclamation. Region 2. Branch of Project Planning.,eng,Streamflow--California--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Stream flow diagram : past conditions of development.,"U.S. Dept. of the Interior, Bureau of Reclamation Region 2, Branch of Project Planning","""Pacific Lithoprint Co, Sacramento 500-1-45"" -- lower right corner.|~|Oriented with north to upper left.|~|Shows average seasonal run-off for periods 1928-34 or 1904-42 (Kings, Kaweah, Tule, and Kern Rivers).|~|""GI. 314 D.""|~|""Aug. 2, 1944.""|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6564616"">UCLA Catalog Record</a>","Sacramento, Cal|~|cau",1 map ; 25 x 45 cm.,California,678612750,G4361.C3 NS USDI 1944,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6564616,,,,,1944,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfktp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bfktp/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfkwq,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002bfkwq_2007938_master.tif,,,,,,,cartographic,map,pd_usfed,,,California. Division of Mines and Geology.,eng,Natural gas--California--Maps|~|Oil fields--California--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Outline geologic map of California showing oil,"State of California, Dept. of Natural Resources, Division of Mines","prepared under the direction of Olaf P. Jenkins, Geologic Branch.|~|Includes ""Map of California showing major rock units and their significance for oil and gas,"" ""Enlarged map of the Los Angeles basin area,"" index to oil and gas fields, 1 chart and 2 graphs.",cau|~|[Sacramento],1 map : col. ; 107 x 92 cm.,California|~|westernmost:W1242200|~|southernmost:N0323700|~|northernmost:N0420000|~|easternmost:W1140700,21647034,G4361 H8 1m CDM 1941,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=797349,1000000,,,,1941,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfkwq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bfkwq/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfkx7,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002bfkx7_2007941_master.tif,,,,,,,cartographic,map,pd_usfed,,California. Division of Mines.,"Jenkins, Olaf Pitt. 1889-.",eng,Chromite--California--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Outline geologic map of California showing locations of chromite properties,"State of California, Dept. of Natural Resources, Division of Mines","prepared under the direction of Olaf P. Jenkins, chief geologist, Geologic Branch.|~|Includes text, index, inset of ""Map of California, showing major rock units and their significance to exploration for chromite deposits,"" diagram, and 4 graphs.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=685196"">UCLA Catalog Record</a>",cau|~|[Sacramento],1 map : col. ; 107 x 94 cm.,California|~|westernmost:W1243000|~|southernmost:N0323000|~|northernmost:N0420000|~|easternmost:W1140000,06117650,G4361 H2 Chromite 1mil DNR 1942,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=685196,1000000,"California, showing locations of chromite properties",,,1942,,,79695699,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfkx7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bfkx7/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfm18,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002bfm18_2007956_master.tif,,,,,,,cartographic,map,pd_usfed,,,California. Division of Mines and Geology.,eng,Natural gas--California--Maps|~|Oil fields--California--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Outline geologic map of California showing oil and gas fields and drilled areas,"State of California, Dept. of Natural Resources, Division of Mines","Includes ""Map of California showing major rock units and their significance for oil and gas,"" ""Enlarged map of the Los Angeles basin area,"" index to oil and gas fields, 1 chart and 2 graphs.|~|prepared under the direction of Olaf P. Jenkins, Geologic Branch.",cau|~|[Sacramento],1 map : col. ; 107 x 92 cm.,California|~|westernmost:W1242200|~|northernmost:N0420000|~|easternmost:W1140700|~|southernmost:N0323700,21647034,G4361 H8 1m CDM 1941,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=797349,1000000,,,,1941,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfm18,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bfm18/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfm2s,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002bfm2s_2007969_master.tif,,,,,,,cartographic,map,pd_usfed,,"Pusey, Lewis B.|~|Geological Survey (U.S.).","Richardson, G. B. (George Burr). 1872-1949.",eng,Oil fields--California--Pipe lines--Maps|~|Natural gas--California--Maps|~|Oil fields--California--Maps|~|Natural gas pipelines--California--Maps|~|Oil industries--California--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Oil and gas fields of California,The Survey,"prepared by G.B. Richardson [and] L.B. Pusey ; Department of the Interior, United States Geological Survey.|~|Shows oil and gas fields, refineries, oil pipe lines and natural gas pipe lines.",dcu|~|[Washington],1 map : col. ; 154 x 105 cm.,California|~|westernmost:W1242200|~|southernmost:N0323700|~|northernmost:N0420000|~|easternmost:W1140700,21647201,G4361.H8 500 USDI 1932,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2821143,500000,,,,1932,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfm2s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bfm2s/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfm39,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002bfm39_2008066_master.tif,,,,,,,cartographic,map,pd_usfed,,Geological Survey (U.S.).,California. Division of Mines and Geology.,eng,Manganese mines and mining--California--Maps|~|Manganese ores--California--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Outline geologic map of California showing locations of manganese properties,"State of California, Dept. of Natural Resources, Division of Mines","Includes text, indexes, ""Map of California, showing major rock units and their significance to exploration for manganese deposits,"" 2 diagrams and 4 graphs.|~|prepared under the direction of Olaf P. Jenkins, chief geologist, Geologic Branch in cooperation with United States Department of the Interior, Geological Survey, 1943.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=797347"">UCLA Catalog Record</a>",cau|~|[Sacramento],1 map : col. ; 107 x 92 cm.,California|~|westernmost:W1242200|~|northernmost:N0420000|~|easternmost:W1140700|~|southernmost:N0323700,21637939,G4361 H2 Manganese 1m DNR 1943,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=797347,1000000,,,,1943,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfm39,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bfm39/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfm4t,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002bfm4t_2008234_master.tif,,,,,,,cartographic,map,pd_usfed,,"Ransome, Alfred L.",California. Division of Mines and Geology.,eng,Maps—California|~|Geology--California--Maps|~|Mercury,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Outline geologic map of California,n.p.],"""Marginal charts and descriptions in part taken from a thesis prepared by Alfred L. Ransome and John L. Kellogg, in fulfillment of the requirements for the degree of engineering, Stanford university, 1938.""|~|Economic mineral map of California. no. 1 - Quicksilver.|~|Scale: 1:1,013,760; 16 miles = 1 inch.|~|prepared under the direction of Olaf P. Jenkins ...|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=797348"">UCLA Catalog Record</a>",cau|~|[n.p,"map 114 x 100 cm. (folded, 29 1/2 x 26 cm.)",California,02551078,G4361 H2 Quicksilver 1m DNR 1939,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=797348,,,,,1939,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfm4t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bfm4t/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfqbc,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002bfqbc_2008240_master.tif,,,,,,,cartographic,map,pd_usfed,,California. Division of Mines.,"Jenkins, Olaf Pitt. 1889-.",eng,Tungsten ores--California--Maps|~|Tungsten mines and mining--California--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Outline geologic map of California,"State of California, Dept. of Natural Resources, Division of Mines","Includes text, indexes, inset of ""Map of California, showing major rock units and their significance to exploration for tungsten deposits,"" 2 diagrams, and 5 graphs.|~|prepared by Olaf P. Jenkins, chief geologist, Geologic Branch.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1718505"">UCLA Catalog Record</a>",[Sacramento]|~|cau,1 map : col. ; 107 x 92 cm.,California|~|northernmost:N0420000|~|easternmost:W1140000|~|southernmost:N0323000|~|westernmost:W1243000,06117652,G4361 Tungsten H2 1mil DNR 1942,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1718505,1000000,"California, showing locations of tungsten properties",,,1942,,,79695700,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfqbc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bfqbc/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfqcw,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002bfqcw_2008243_master.tif,,,,,,,cartographic,map,pd_usfed,,,United States. Bureau of Agricultural Economics.,eng,California--Administrative and political divisions--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"California, 1931 : counties, townships.","U.S. Dept. of Agriculture, Bureau of Agricultural Economics","Brown line print.|~|Includes ""Key to counties.""|~|""Neg.23950-A.""|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3469151"">UCLA Catalog Record</a>","[Washington, D.C.]|~|dcu",1 map : photocopy ; 78 x 62 cm.,California|~|westernmost:W1242500|~|northernmost:N0420000|~|easternmost:W1140700|~|southernmost:N0323200,24160614,G4361.F7 1.4m USDA 1931,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3469151,,,,,1931|~|[1931],,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfqcw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bfqcw/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfqdd,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002bfqdd_2008246_master.tif,,,,,,,cartographic,map,pd_usfed,,,United States. Bureau of the Census.,eng,California--Administrative and political divisions--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,California : minor civil divisions.,U.S. G.P.O.|~|For sale by the Supt. of Docs.,"""O-304017.""|~|""Bureau of the Census, 1930. ... U.S. Government Printing Office: 1934.""|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6640718"">UCLA Catalog Record</a>","Washington, D.C|~|dcu",1 map ; 74 x 57 cm.,California|~|easternmost:W1140700|~|southernmost:N0323200|~|westernmost:W1242500|~|northernmost:N0420000,43245014,G4361 .F7 1.5m USBC 1930,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6640718,1500000,,,,1934,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfqdd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bfqdd/manifest
