Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,viewingHint,Visibility,Delete in Title,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Name.other,Name.creator,Language,Subject,Rights.permission,Subject.geographicPlace,Name.author,Name.cartographer,Name.repository,Name.subject,Title,Date.publication,Coverage.geographiccoordinates,Publisher.publisherName,Description.note,Publisher.placeOfOrigin,Format.extent,Coverage.geographic,Alt ID.oclc,Alt ID.callNo,Alt ID.catalogRecordNumber,Alt ID.OPAC,Coverage.geoscale,AltTitle,Alt ID.local,Publisher.edition,Date.creation,Date.normalized,Alt ID.lccn,Description.abstract
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1tcc,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer23_folder1/G4364_Huntington_Beach_1925.tif,,,,,,,cartographic,map|~|Cadastral maps.,unknown,unknown,,,eng,"Real property--California, Southern--Maps",,Huntington Beach (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"City of Huntington Beach, Orange County, California",[1925],,[City of Huntington Beach?],"E.M. Billings, city engineer.|~|Shows streets, tract names and numbers, block numbers and lot numbers.|~|""March 1925.""","[Huntington Beach, Calif.?]",1 map ; 82 x 44 cm.,Huntington Beach (Calif.),752650665,G4364 Huntington Beach .G46 2.4 EMB 1925,,6784884,,,G4364_Huntington_Beach_1925,,,[1925],,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1tgx,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer23_folder2/G4364_2_400_P2_1931.tif,,,,,,,cartographic,map,unknown,,,,eng,San Joaquin County (Calif.)--Maps,,San Joaquin County (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Map of Manteca San Joaquin County, California Manteca District Chamber of Commerce",January 1931,,,,,,San Joaquin County (Calif.),,G4364 .2400 P2 1931,,,,,G4364_2_400_P2_1931,,,1931-01,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1tjz,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer23_folder2/G4364_F7_5_LADC_1923.tif,,,,,,,cartographic,map,unknown,unknown,,Sonderegger and Mincks,eng,Land grants--California--Los Angeles County--Maps,,Los Angeles County (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Los Angeles Dock and Terminal Co. map showing tracts 1 to 9 : being portions of Rancho Los Cerritos, city of Long Beach, California, to accompany option to D.M. Reynolds, Esq.",1923,,,"""Nov. 1923.""|~|""1-5-44.""|~|Shows land adjoining Long Beach Harbor; docks, tracts, channels, turning basin.|~|UCLA copy is gift of Geo Taip 10/27/39 (pencilled note).|~|Blueprint mounted on linen.",[California?],map : photocopy ; 39 x 31 cm.,Los Angeles County (Calif.)|~|Rancho Los Cerritos (Calif.),123200667,G4364 Long Beach .G46 4.8 LADTC [1923],,6769961,,,G4364_F7_5_LADC_1923,,,1923,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1tkg,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer23_folder2/G4364_G46.tif,,,,,,,cartographic,cartographic|~|map|~|Cadastral maps.,unknown,unknown,,"Rossmoyne Properties, Inc.",eng,Real property--California--Los Angeles County--Maps,,Glendale (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Rossmoyne / W.S. Althouse, civil engineer.",[ca. 1926],,"Rossmoyne Properties, Inc.","Shows tract and lot numbers in the vicinity of Royal Boulevard, north of W.F. Markham estate.|~|North shown toward the upper left.","Glendale, Calif.",1 map ; 21 x 27 cm.,Glendale (Calif.),747850886,G4364 Glendale .G46 RPI ND,,6775069,,,G4364_G46,,,[ca. 1926],,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1tnh,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer23_folder2/G4364_Garden_a.tif,,,,,,,cartographic,map|~|Road maps.,unknown,unknown,,Gardena Valley Chamber of Commerce,eng,Roads--California--Maps,,Gardena (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Map of Gardena and vicinity, California",,,Gardena Valley Chamber of Commerce,"""Â© Thomas Bros. Maps L.A.""|~|Dated from text.|~|Includes text and street index.|~|Panel title.","[Gardena, Calif.?]","1 map : col. ; 33 x 33 cm, folded to 19 x 10 cm.",Gardena (Calif.),747864514,G4364 Gardena .P2 GVCC [1944],,6775136,,,G4364_Garden_a,,,[1944?],,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1tp1,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer23_folder2/G4364_Garden_Grove.tif,,,,,,,cartographic,map,unknown,unknown,,Garden Grove Chamber of Commerce,eng,,,Garden Grove (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Map of Garden Grove, Orange County, California",[1930?],,Garden Grove Chamber of Commerce,"""Courtesy Garden Grove Chamber of Commerce.""","[Garden Grove, Calif.?]",1 map ; 16 x 22 cm.,Garden Grove (Calif.),747845766,G4364 Garden Grove GGCC [1930],,6775051,,,G4364_Garden_Grove,,,[1930?],,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1tqj,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer23_folder2/G4364_Gilroy_P2_12_WJHS_1940s.tif,,,,,,,cartographic,map,unknown,,,,eng,,,Gilroy (Calif.)--Maps.,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,City of Gilroy,[194-?],,W.J. Hanna & Sons,Blue line print.,Gilroy [Calif.],1 map : photocopy ; on sheet 33 x 22 cm.,Gilroy (Calif.),25620851,G4364 Gilroy P2 12 WJHS [1940’s],,3658246,,,G4364_Gilroy_P2_12_WJHS_1940s,,,[194-?],,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1tr2,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer23_folder2/G4364_Glendale.tif,,,,,,,cartographic,map|~|Road maps.,unknown,unknown,,,eng,,,Glendale (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Street Map of Glendale,,,,,,,Glendale (Calif.),,,,,,,G4364_Glendale,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1tt3,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer23_folder2/G4364_Glendale_G44_18_CE_1940.tif,,,,,,,cartographic,map,unknown,unknown,,Glendale (Calif.). Engineering Dept.,eng,Zoning--California--Los Angeles County--Maps,,Glendale (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Zoning map of the city of Glendale / J.C. Albers, City Engineer.",[1940?],,,"Includes inset.|~|""Base map revisions ... 3-20-40. Symbol revisions ... 7-10-40. H.R. Bennett.""","[Glendale, Calif.?]",1 map ; 73 x 53 cm.,Glendale (Calif.),25673809,G4364 Glendale G44 18 CE 1940,,1520046,,,G4364_Glendale_G44_18_CE_1940,,,[1940?],,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1tvm,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer23_folder2/G4364_Glendale_P21_FandK_1931.tif,,,,,,,cartographic,map|~|Road maps.,unknown|~|public domain,unknown,,Foster and Kleiser Company.,eng,Roads--California--Glendale--Maps|~|Traffic flow--California--Glendale--Maps,,Glendale (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Traffic flow map of Glendale, California : showing the daily circulation on the primary streets : 18 hour period, 6:00 A.M. to 12:00 P.M",1931|~|[1931],,Foster and Kleiser Company,"""Jan. 1931.""|~|""Width of shaded sections indicate number of persons daily. This includes persons traveling in automobiles, buses, street cars and on foot.""","cau|~|San Francisco, Cal",1 map ; 41 x 40 cm.,California|~|Glendale|~|Glendale (Calif.),752641086,G4364 Glendale .P21 ca.30 F&K 1931,,6784880,30000,,G4364_Glendale_P21_FandK_1931,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1tw4,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer23_folder2/G4364_Glendora_11_AED_1926.tif,,,,,,,cartographic,map|~|Cadastral maps.,unknown,,,"DeMott, Arthur E.",eng,Real property--California--Maps,,Glendora (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,City of Glendora,1926,,[City Engineer?],"Shows buildings, section and tract numbers, and names of landowners.|~|""July 1926.""|~|Relief shown by hachures.","[Glendora, Calif.]",1 map ; 43 x 65 cm.,Glendora (Calif.),62586301,G4364 Glendora 10 AED 1926,,6769929,,,G4364_Glendora_11_AED_1926,,,1926,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1tz5,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer23_folder2/G4364_Grass_Valley_NS_NP_1935.tif,,,,,,,cartographic,map,unknown,unknown,,,eng,,,Grass Valley (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"City street map : [Grass Valley, Calif.]",[193-?],,,"Shows Wolf Creek|~|Brown line print of manuscript map.|~|Includes area from Eureka Heights on the north to Empire Street on the south; Irish Flat and Watt Park on the west to Hills Flat, city cemeteries, Pike Flat and Deacons Folly on the east.|~|UCLA copy stamped received Mar 29, 1935.",[Calif.?],1 map : photocopy ; 22 x 30 cm.,Grass Valley (Calif.),747880273,G4364 Grass Valley NS NP [1935],,6775148,,,G4364_Grass_Valley_NS_NP_1935,,,[193-?],,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1v1p,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer23_folder2/G4364_Hawthorne_5.3_CE_1939.tif,,,,,,,cartographic,map,pd_usfed,unknown,"Barclay, W. R.",Hawthorne (Calif.). City Engineer.,eng,Real property--California--Hawthorne--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Official map of the City of Hawthorne, Los Angeles County, California",[1939?],,s.n.,"Cadastral map.|~|""Compiled from the records of Los Angeles County, W.R. Barclay, City Engineer.""|~|""MB 10-122.""","[Hawthorne, Calif.?]|~|cau",1 map ; 73 x 40 cm.,California|~|Hawthorne,25421038,G4364 Hawthorne 5.3 CE 1939,,1728078,5300,,G4364_Hawthorne_5.3_CE_1939,"Rev. to July 1, 1939.",,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1v26,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer23_folder2/G4364_Hemet_G46_38_HVCC_1938.tif,,,,,,,cartographic,map,unknown|~|public domain,unknown,Hemet Valley Chamber of Commerce.,Riverside County (Calif.). County Surveyor's Office.,eng,,,Hemet (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Map of Hemet, California, and vicinity",1938,,County Surveyor?,"prepared in the Office of A.C. Fulmor, County Surveyor ; compliments of the Hemet Valley Chamber of Commerce.","[Riverside, Calif.?]|~|cau",1 map ; on sheet 28 x 44 cm.,Hemet (Calif.),25673745,G4364 Hemet G46 38 HVCC 1938,,2827152,38000,,G4364_Hemet_G46_38_HVCC_1938,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1v3q,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer23_folder2/G4364_Hemet_G46_NS_JM_1918.tif,,,,,,,cartographic,map,public domain,unknown,,,eng,,,Hemet (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Hemet, Cal., and vicinity",[1918],,[J. Main?],"Relief shown by hachures.|~|Map Library copy annotated in pencil and black ink.|~|""Aug. 1918.""","[Hemet, Calif.?]",1 map ; 23 x 39 cm.,Hemet (Calif.),25673739,G4364 Hemet G46 NS JM 1918,,2264740,,,G4364_Hemet_G46_NS_JM_1918,,,[1918],,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1v5r,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer23_folder2/G4364_Huntington_Park_NS_KIS_1942.tif,,,,,,,cartographic,map,unknown,unknown,,,eng,,,Huntington Park (Calif.) --Maps.,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"City of Huntington Park, Walnut Park",c1942,,K.I. Strand,"Includes advertisements.|~|Other title: Map of Huntington Park, including Walnut Park, California.","[Huntington Park, Calif.?]",1 map ; on sheet 54 x 49 cm.,Walnut Park (Calif.)|~|Huntington Park (Calif.),25673800,G4364 Huntington Park NS KIS 1942,,3253666,,,G4364_Huntington_Park_NS_KIS_1942,,,c1942,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1v7s,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer23_folder2/G4364_Inglewood_12_WE_Co_c1940.tif,,,,,,,cartographic,map,unknown|~|public domain,unknown,,Wright Engineering Company.,eng,,,Los Angeles (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Property of Los Angeles Extension Company, Inglewood Extension Company and adjacent property",1940|~|[1940?],,Wright Engineering Co.,Relief represented by contours.,"[Los Angeles, Calif.?]|~|cau",1 map ; on sheet 61 x 77 cm.,Los Angeles (Calif.),25624450,G4364 Inglewood 12 W.E.Co c1940,,3666545,12000,,G4364_Inglewood_12_WE_Co_c1940,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1vbb,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer23_folder2/G4364_Lodi_1940.tif,,,,,,,cartographic,map,copyrighted,unknown,,,eng,,,Lodi (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Map of the city of Lodi, San Joaquin Co., California",1940,,Lodi District Chamber of Commerce [distributor],,"[Lodi, Calif.]|~|cau",1 map ; 36 x 38 cm.,Lodi (Calif.),23841204,G4364 Lodi 1940,,2274093,11000,,G4364_Lodi_1940,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1vdc,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer23_folder2/G4364_Long_Beach_6_1927.tif,,,,,,,cartographic,map|~|Aerial views.,unknown,unknown,,,eng,,,Long Beach (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Aerial View of Long Beach Black and White Photograph,[1927],,,,,,Long Beach (Calif.),,,,,,,G4364_Long_Beach_6_1927,,,[1927],,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1vmg,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer23_folder2/G4364_Merced_G46_ca_9.5_TB_1930.tif,,,,,,,cartographic,map,unknown,unknown,,Thomas Bros. Maps,,,,San Joaquin Valley (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Map of Merced,,,,,,,,,G4364 Merced .G46 ca 9.5 TB [1930],,,,,G4364_Merced_G46_ca_9.5_TB_1930,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1vn0,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer23_folder2/G4364_Monrovia_G46_MCc.tif,,,,,,,cartographic,map|~|Cadastral maps.,public domain,unknown,,,eng,Real property--California--Maps,,Monrovia (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"City of Monrovia, Los Angeles Co., California",[ca. 1913?],,Monrovia Chamber of Commerce,"Shows ranges, sections, streets, tracts, lot numbers (some with acreage).","[Monrovia, Calif.]",1 map ; 57 x 48 cm.,Monrovia (Calif.),752650762,G4364 Monrovia .G46 MCC ca.1913,,6784888,,,G4364_Monrovia_G46_MCc,,,[ca. 1913?],,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1vq1,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer23_folder2/G4364_P2.tif,,,,,,,cartographic,map|~|Cadastral maps.,unknown,,,,eng,,,Maywood (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,City of Maywood,[1930?],,[City of Maywood?],"Shows tract and lot numbers, business zones, residential zones.","[Maywood, Calif.?]",1 map ; 18 x 33 cm.,Maywood (Calif.),747862222,G4364 Maywood .G44 ca. 1930s,,6775131,,,G4364_P2,,[1930?],,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1vrj,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer23_folder2/G4364_P2_1923.tif,,,,,,,cartographic,map,unknown,unknown,,,eng,Real property--California--Maps,,Monrovia (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Map of the city of Monrovia, Los Angeles Co., California : compiled from records and surveys",1930,,[Monrovia Engineering Dept.],"""Compliments of Citizens Bank of Monrovia and Citizens Securities Corportation of Monrovia.""|~|""Compiled by O.A. Gierlich, consulting engineer.""|~|Text, ill., and pictorial map of ""Monrovia’s geographical location"" on verso.|~|Includes indexes and inset map of ""Marginal map showing Monrovia and surrounding territory.""|~|Cadastral map.","[Monrovia, Calif.]","1 map ; 69 x 55 cm., on sheet 91 x 61 cm.",Monrovia (Calif.),80948625,G4364 Monrovia .G46 OAG 1930,,6769930,,,G4364_P2_1923,,,1930,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1vtk,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer23_folder2/G4364_P2_1939.tif,,,,,,,cartographic,map|~|Cadastral maps.,unknown,unknown,,Los Angeles County (Calif.). Office of Superintendent of Schools. Division of Administrative Research.,eng,Real property--California--Maps|~|Maps--Facsimiles,,Lynwood (Calif.)--Maps.,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Block data map, Lynwood : real property inventory--1939",[1939],,The Authority,"UCLA copy has pencilled notes on verso: ""R.&S. 1079-4"" and ""map no. 5200 Index.""|~|""Work Projects Administration project-no. 665-07-3-269.""","[Los Angeles, Calif.]",1 map : photocopy ; 13 x 12 cm.,Lynwood (Calif.),753704752,G4364 Lynwood .G46 WPA [1939],,6786483,,,G4364_P2_1939,,,[1939],,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1vv3,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer23_folder2/G4364_P2_1939_Montebello.tif,,,,,,,cartographic,map|~|Cadastral maps.,unknown,,,Los Angeles County (Calif.). Housing Authority.,eng,Real property--California--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Block data map, Montebello : real property inventory--1939",[1939],,The Authority,"""Work Projects Administration project-no. 665-07-3-269.""|~|UCLA copy has pencilled notes on verso: ""R.&S. 1079-2"" and ""map no. 5202.""","[Los Angeles, Calif.]",1 map : photocopy ; 13 x 12 cm.,Montebello (Calif.),753704750,G4364 Montebello .G46 WPA [1939],,6786482,,,G4364_P2_1939_Montebello,,,[1939],,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1vx4,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer23_folder2/G4364_P2_Lynwood.tif,,,,,,,cartographic,map|~|Road maps.,unknown,unknown,,,eng,,,Lynwood (Calif.)--Maps.,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,City of Lynwood California,1939,,,,,,Lynwood (Calif.),,,,,,,G4364_P2_Lynwood,,,1939,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1vzn,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer23_folder2/G4364_P2_Maywood_1939.tif,,,,,,,cartographic,map|~|Cadastral maps.,unknown,,,Los Angeles County (Calif.). Housing Authority.,eng,Real property--California--Maps,,Maywood (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Block data map, Maywood : real property inventory--1939",,,The Authority,"""Work Projects Administration project-no. 665-07-3-269.""","[Los Angeles, Calif.]",1 map : photocopy ; 11 x 17 cm.,Maywood (Calif.),753704612,G4364 Maywood .G46 WPA [1939],,6786484,,,G4364_P2_Maywood_1939,,[1939],[1939],,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1w36,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer24_folder1/G4364s_Richmond_A4_11_USA_1933.tif,,,,,,,cartographic,map,unknown|~|public domain,unknown,,United States. Army. Air Service. 15th Photo Section.,eng,Harbors--California--Richmond--Maps,,Richmond (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Mosaic composed of aerial photographs, Richmond, Cal",1933|~|1933?,,"Air Service, U.S. Army?","Photomap of port area.|~|made by Air Service, U.S. Army, 15th Photo Section, Crissy Field, Cal., 5-29-33.","cau|~|[San Francisco, Calif.?]",1 map ; 39 x 49 cm.,Richmond (Calif.)|~|California,771125923,G4364 Richmond .A4 14.5 ASUSA 1933,,6845048,14500,,G4364s_Richmond_A4_11_USA_1933,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1w4q,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer24_folder1/G4364_12_Barthel_1910_Pomon_a.tif,,,,,,,cartographic,map,unknown|~|public domain,unknown,,Automobile Club of Southern California. Engineering Department.,eng,,,Los Angeles Metropolitan Area (Calif.)--Population--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Map showing distribution of population, Los Angeles Metropolitan Area, as of 1924",1937,,"Engineering Dept., Automobile Club of Southern California","""Compiled from official records furnished by Mr. Wm. H. Kerr, Registrar of Voters, Los Angeles County.""|~|Map is a copy of plate no. 2 from Automobile Club of Southern California. Engineering Dept. Traffic Survey, Los Angeles metropolitan area, nineteen hundred thirty-seven.|~|Relief represented by hachures.","[Los Angeles, Calif.]|~|cau",1 map : photocopy ; 26 x 33 cm,Los Angeles Metropolitan Area (Calif.),52770923,G4364 Pomona Area .G46 12 JCB 1910,,6813945,275000,,G4364_12_Barthel_1910_Pomon_a,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1w6r,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer24_folder1/G4364_A86A35_1857_K8_1978.tif,,,,,,,cartographic,map,unknown,,Historic Urban Plans (Firm).,Kuchel & Dresel.,eng,,,Auburn (Calif.)--Aerial views--Facsimiles,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Auburn, Placer County, Cal., 1857",1978,,Historic Urban Plans,"Kuchel & Dresel, lith.|~|""This is number 5 of an edition limited to 500 copies.""|~|""Reproduced in 1978 by Historic Urban Plans, Ithaca, New York from a lithograph in the Amon Carter Museum, Fort Worth, Texas.""|~|Facsimile.|~|Title in lower right corner: Auburn, California in 1857.|~|""Kuchel and Dresel's California views.""","Ithaca, N.Y|~|nyu",1 view ; 30 x 51 cm.,Auburn (Calif.),06117657,G4364.A86A35 1857 .K8 1978,,4156703,,,G4364_A86A35_1857_K8_1978,,1857,,79695708,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1w78,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer24_folder1/G4364_C595A35_1857_K7_1975.tif,,,,,,,cartographic,map,unknown,,Historic Urban Plans (Firm).,Kuchel & Dresel.,eng,,,Coloma (Calif.)--Aerial views--Facsimiles,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Coloma, 1857, El Dorado County, California",1857|~|1975,,Historic Urban Plans,"Title in lower margin: Coloma, California in 1857.|~|Title in upper margin: Kuchel & Dresel's California views.|~|""Reproduced ... from a lithograph in the Amon Carter Museum of Western Art, Fort Worth, Texas.""|~|""This is number 20 of an edition limited to 500 copies.""|~|Facsimile.|~|Includes note.","[N.p]|~|nyu|~|Ithaca, N.Y",col. view on sheet 49 x 64 cm.,Coloma (Calif.),05478457,G4364.C595A35 1857 .K7 1975,,1915682,,,G4364_C595A35_1857_K7_1975,,,,77692843,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1w8s,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer24_folder1/G4364_C63A35_1852_G6_1970.tif,,,,,,,cartographic,map,unknown,,Pollard & Britton's Lith.|~|Historic Urban Plans (Firm).,"Goddard, G. H.",eng,,,Columbia (Calif.)--Aerial views--Facsimiles,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Columbia, January, 1852",1852|~|1970,,Historic Urban Plans|~|Pollard & Britton's Lith.,"""Reproduced ... from an original lithograph in the Amon Carter Museum of Western Art, Fort Worth, Texas.""|~|Facsimile.|~|G.H. Goddard de'l.","cau|~|Ithaca, N.Y|~|S[an] F[rancisco]",col. view 29 x 46 cm.,Columbia (Calif.),05564749,G4364.C63A35 1852 .G6 1970,,4148023,,,G4364_C63A35_1852_G6_1970,,,,gm 71000737,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1w99,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer24_folder1/G4364_M77A35_1842_L3_1971.tif,,,,,,,cartographic,map|~|Aerial views.,unknown,unknown,,,eng,--Aerial views,,Monterey County (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Harbour and city of Monterey, California 1842 / para Sr. Larkin ; on stone by Gildemeister.",1971,,Historic Urban Plans,"Facsim. of: [New York] : Lith. of D’Avignon, [1842]|~|Panorama.|~|""Edition limited to 500 copies.""|~|""Reproduced ... from a lithograph in the Oakland Museum, Oakland, California, acquired through a gift of Mrs. Emil Hagstrom and the Collection Fund.""","Ithaca, N.Y.",1 map ; 38 x 75 cm.,Monterey (Calif.),32916013,G4364.M77A35 1842 .L3 1971,,2053236,,,G4364_M77A35_1842_L3_1971,,,1971,,
