Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,viewingHint,Visibility,Thumbnail,Subject.conceptTopic,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Type.genre,Name.subject,Subject,Subject.descriptiveTopic,Name.repository,Rights.servicesContact,Language,Name.photographer,Name.donor,Name.correspondent,Subject geographic,Name.recipient,Rights.rightsHolderContact,Name.creator,Local identifier,Title,Description.abstract,Description.note,Alt ID.local,Summary,Date.normalized,Date.creation,Format.extent,Coverage.geographic,Description.caption,Description.latitude,Description.longitude,Alt ID.url,AltTitle.other,Note,Relation.isPartOf,Opac url,Finding Aid URL,IIIF Manifest URL
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p49q,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p49q%2Fr586gp7w,African American lawyers--California--Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Branton, Leo, $c Jr., $d 1922-",People|~|Legal,,"University of California, Los Angeles. $b Library Special Collections",,zxx,Douglas Photo (Firm),,,,,,,Collection 1867 Box 1 Folder 3,"Attorney Leo Branton, Jr. and an unidentified man, Los Angeles, 1950s",,All information concerning the content and description of the image was provided by Walter Gordon.,099|~|YRLSC_gordonphotos_0099,"Leo Branton was an attorney who worked on civil rights issues, and also represented entertainment figures such as Nat King Cole and Dorothy Dandridge.",1950/1959,[1950s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p49q/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p4cr,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p4cr%2Fbm12rd3m,Nightclubs $z New York (State) $z New York|~|Showgirls $z New York (State) $z New York,still image,copyrighted,unknown,Black-and-white photographs,Cotton Club,Entertainment|~|Lifestyle,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 3,"Showgirls at the Cotton Club, New York, 1930s",,All information concerning the content and description of the image was provided by Walter Gordon.,101|~|YRLSC_gordonphotos_0101,,1930/1939,[1930s?],1 photograph : b&w,California--Los Angeles,,40.8190364,-73.936972,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p4cr/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p4fs,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p4fs%2Fcw72f98f,African American singers|~|African American insurance executives $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Houston, Norman O., $d 1893-1981|~|Hickman, Verna, $d 1908-1990|~|Simpson, Arthur Lee",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,Douglas Photo (Firm),,,,,,,Collection 1867 Box 1 Folder 3,"Arthur Simpson, Verna Hickman, and Norman O. Houston, Los Angeles, 1950s",,Group gathered around a grand piano. Arthur Simpson is at the far left. Verna Hickman (3rd from left) and Norman O. Houston (2nd from right) are also present. The others are unidentified.|~|All information concerning the content and description of the image was provided by Walter Gordon.,YRLSC_gordonphotos_0103,"Arthur Lee Simpson was an African American tenor.|~|Verna Hickman worked for the Golden State Mutual Life Insurance Company. She was the wife of Paul Hickman, a Los Angeles businessman.|~|Norman Houston was an executive with the Golden State Mutual Life Insurance Company.",1950/1959,[1950s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p4fs/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p4ht,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p4ht%2F4v85mp3v,African American women $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,,Lifestyle,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 4,"Central Avenue ""urchin,"" Los Angeles, 1940s",,"This young woman was raised on Central Avenue, and alternately used and protected by the guys there. She is unidentified. The back of the picture says ""Mrs. Wilson"" but it is unclear if that was her name.|~|All information concerning the content and description of the image was provided by Walter Gordon.",105|~|YRLSC_gordonphotos_0105,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p4ht/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p4nw,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p4nw%2Fdk81b13q,Secretaries $z California $z Los Angeles|~|African American lawyers--California--Los Angeles|~|African American bail bond agents $z California $z Los Angeles|~|African American journalists $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Foppe, Melba|~|Gordon, Walter L., $c Jr., $d 1908-2012|~|McClain, Leonard, $d 1915-1958|~|Ware, Florita|~|Gipson, J. T.",Entertainment|~|Lifestyle,Bars (Drinking establishments)--California--Los Angeles,"University of California, Los Angeles. $b Library Special Collections",,eng,,,,,,,,Collection 1867 Box 1 Folder 4,"Informal gathering at the bar in Walter Gordon's office, Los Angeles, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|A group of people holding drinks around a bar. The bar was located at the back of Walter Gordon's office. From left to right: Melba Foppe, Florita Ware, Leonard McClain, Walter Gordon, and J. T. Gipson.",YRLSC_gordonphotos_0109,"J. T. Gipson was a reporter for the Los Angeles Sentinel.|~|Melba Foppe was Walter Gordon's secretary for at least 15 years.|~|Leonard McClain was an ex-football player, later owner of the Leonard McClain Bail Bond Company.|~|Flo (Florita) Ware was Walter Gordon Jr.'s secretary for many years.|~|Walter L. Gordon, Jr. was an African American attorney in Los Angeles.",1940/1949,1940s,1 photograph : b&w,California--Los Angeles,Text on reverse: Back office bar.,,,109,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p4nw/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p52k,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p52k%2Fcc561n8k,African American businesspeople $z California $z Los Angeles|~|African American Greek letter societies $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Clark, Horace, $d 1899-1967|~|Phi Beta Sigma Fraternity|~|Bratton, B. B. $q (Bertrand Ballard), $d 1899-1969|~|Hill, C. W. $q (Charles Wesley), $c Dr., $d 1900-1977|~|Gordon, Walter L. $q (Walter Lear), $c Sr., $d 1883-1949|~|Zetar, Frank G. $q (Frank Gary), $c Dr., $d 1904-1977|~|McDowell, Afue, $d 1887-1966|~|Johnson, S. P. $q (Simon Peter), $d 1875-1951|~|Stokes, Doc",Culture,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Smith, Jesse, $c photographer",,,,,,,Collection 1867 Box 1 Folder 4,"Phi Beta Sigma men, Los Angeles, 1940s",,"Walter L. Gordon, Sr. is standing in the second row, 3rd from the right. B. B. Bratton is also in the 2nd row, 6th from the right. C. W. Hill is seated in the center of the front row. Also seated in the front row are S. P. Johnson (1st from the right), Dr. Frank G. Zetar (1st from the left) and Horace P. Clark Sr. (2nd from the left). Afue McDowell is standing in the second row (1st from the left). The gentleman standing in the second row (1st from the right) is Stokes (first name unknown). The other individuals in the photograph are unidentified.|~|All information concerning the content and description of the image was provided by Walter Gordon.",121|~|YRLSC_gordonphotos_0121,"Horace P. Clark, Sr. was originally from Mississsippi and graduated from Alcorn College. He relocated to Chicago for better job opportunities and became a railroad man. He later moved to Los Angeles where he and his first wife, Vera, built the Clark Hotel.|~|Dr. Frank Gary Zetar was a chiropractor.|~|S.P. Johnson was a director at the Conner-Johnson Mortuary.|~|Afue McDowell was a well-known attorney.|~|Stokes was indentified as a pharmacist assistant.|~|Dr. Charles Wesley Hill moved to Los Angeles from Arkansas. Initially working as a dentist, he became a uccessful businessman and real estate broker. Hill was active in the NAACP,  the International Film and Radio Guild (IFRG) where he was co-vice president along with Lena Horne, and other civil rights organizations. He was a member of the Phi Beta Sigma fraternity. Hill was also a fund raiser and party host at his Hollywood home. According to Walter L. Gordon, Jr., at some point Mr. Hill simply disappeared from the Los Angeles scene, and no one knew what had become of him. Census records indicate that he died in Evansville, Indiana in 1977.|~|B.B. Bratton earned his B.A. from the University of Chicago and worked in Lousiana as a certified public accountant. He passed the bar in Los Angeles in 1924 and practiced law.|~|Mr. Gordon Sr. was Walter L. Gordon, Jr.'s father.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p52k/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p533,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p533%2F3193n40p,African American models $z California $z Los Angeles|~|African American actors $z California $z Los Angeles|~|African American businesspeople $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Anderson, Eddie, $d 1905-1977|~|Crouch, Stuff, $d 1900-1966|~|Schwentner, Angelle DeLavallade, $d 1920-2008 ",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Merriman, Ted",,,,,,,Collection 1867 Box 1 Folder 4,"Stuff Crouch, Eddie Anderson, and Angelle DeLavallade, Los Angeles, 1940s",,"L to R: Stuff Crouch, an unidentified woman, Eddie Anderson, Angelle DeLavallade.|~|All information concerning the content and description of the image was provided by Walter Gordon.",122|~|YRLSC_gordonphotos_0122,"Julius Howard ""Stuff"" Crouch was a nightclub host in Los Angeles for many years, and friend of musicians such as Count Basie.|~|Eddie Anderson was best known for playing Rochester on the Jack Benny Program.|~|Angelle DeLavallade, the niece of Angelique DeLavallade, was a model. She had a brief career in the entertainment business. She had a two-year marriage with Dr. Edward W. Stratton.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p533/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p554,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p554%2Ff609xv0c,"Poets, American $y 20th century|~|Tap dancers $z United States",still image,copyrighted,unknown,Black-and-white photographs,"Johnson, Mae, $d 1916-1999|~|Key, Alyce, $d 1911-2010|~|Nugent, Pete, $d 1909-1973|~|Atkins, Cholly|~|Coles, Honi, $d 1911-1992",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Merriman, Ted",,,,,,,Collection 1867 Box 1 Folder 4,"Dancers Charles ""Cholly"" Atkins, Charles ""Honi"" Coles, Mae Johnson, Alyce Key, and Gary Lambert ""Pete"" Nugent, Los Angeles, 1940s",,"At table, left to right: Charles ""Cholly"" Atkins, Charles ""Honi"" Coles, Mae Johnson, Alyce Key, and Pete Nugent. Atkins and Coles, preeminent tap dancers, performed together for nineteen years, starting in 1940. Atkins was an expert wing dancer, while Coles's specialty was precision.|~|All information concerning the content and description of the image was provided by Walter Gordon.",124|~|YRLSC_gordonphotos_0124,"Gary Lambert “Pete” Nugent was a preeminent tap dancer in the class act tradition. In the 1930s he was a member of the act of “Pete, Peaches and Duke,” performing in venues such as the Cotton Club. After that he had a solo act “Public Tapper, Number One”.  During World War II he spent his military service touring in Irving Berlin’s show This is the Army. Although Nugent considered himself a tap dancer first and foremost, he preferred “all body motion and no tap”, rather than “all tap and no body motion”. Later, Pete teamed up with Charles “Honi” Coles and opened a dance studio in NYC with called “Dance Craft.” He also performed with Coles in “A History of Tap Dance and its Relationship to Jazz” at the  Newport Jazz Festival, which brought tap back into the public eye.|~|Charles ""Honi"" Coles was an American actor and tap dancer known for his   extraordinary elegance and technical precision. He learned to dance on the streets of Philadelphia and went on to a  career on stage in vaudeville and the concert world, in film, and on television. He served as president of the Negro Actors Guild and was at the forefront of the tap revival starting in the early 1970s. He brought tap to the world of concert dance with his performance in the Joffrey Ballet production of Agnes De Mille's ""Conversations on the Dance"", in 1978. In 1983 he received the Tony Award, Fred Astaire Award, and Drama Desk Award for best featured actor and dancer in a musical for the Broadway hit, My One and Only.|~|Alice (Alyce) Key was a Los Angeles dancer who later became a journalist, community activist, and political leader.|~|Mae Johnson was a showgirl, dancer, singer and actress who was well known in the black entertainment world in the 1930s and 1940s. Her career began with nightclub performances in New York. She had the staring role in the film ""Keep Punching."" On the west coast she appeared in a few Hollywood films that had black musical numbers, giving a memorable performance in Lena Horne's ""Stormy Weather."" She recorded some songs with Austin McCoy and co-starred in the hit play ""Two in a bed"" with Louise Beavers.|~|Charles “Cholly” Atkins (1913–2003) was an American dancer and vaudeville performer, who later became noted as the house choreographer for the various artists on the Motown label. (Wikipedia)",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p554/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p58p,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p58p%2Fhz02hz9w,Jazz musicians $z United States|~|African American jazz musicians,still image,copyrighted,unknown,Black-and-white photographs,"Jackson, Vivian, $d b. 1916 or 17|~|Tatum, Art, $d 1909-1956|~|Bailey, Pearl|~|Jackson, Eddie, $d b. 1914 or 15-1950",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Merriman, Ted",,,,,,,Collection 1867 Box 1 Folder 4,"Pearl Bailey and Art Tatum, Los Angeles, 1940s",,"Pearl Bailey and Art Tatum are pictured next to each other, most likely at a piano, facing the camera. Next to Pearl Bailey (to the left) is Eddie Jackson. To the right of Art Tatum is Eddie Jackson's wife, Vivian.|~|All information concerning the content and description of the image was provided by Walter Gordon.",127|~|YRLSC_gordonphotos_0127,"Pearl Bailey (1918-1990) was an American actress and singer.|~|Eddie Jackson was second tenor for The Charioteers, an African American gospel group.|~|Vivian Jackson was a model and actress.|~|Art tatum was an American jazz pianist.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p58p/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p596,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p596%2F9q93x58j,African American newspaper editors $z California $z Los Angeles|~|African American journalists $z California $z Los Angeles|~|African American women political activists $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Bass, Charlotta A., $d 1880-1969|~|Goodrich, Jim, $d 1918-1988",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 4,"Charlotta Bass with two associates, Los Angeles, 1940s",,"L to R: unidentified man, Charlotta Bass, Jim Goodrich (?).|~|All information concerning the content and description of the image was provided by Walter Gordon.",128|~|YRLSC_gordonphotos_0128,"Jim (James Russell) Goodrich had a rich and varied journalism career. He obtained a journalism degree from the University of Illinois, and earned two masters degrees from UCLA: in journalism and political science. He was an urban affairs reporter for the Press-Telegram (in Long Beach), and an assistant director of information and reseatch for the Joint Center of Political Studies in Washington D.C.. He was with John son Publications for more than 10 years where he was, at various times, Hollywood editor and associate editor of Ebony magazine and West Coast Bureau chief for Jet magazine. He was the public relationist for Sammy Davis Jr. and, afterwards, as an editor at the Los Angeles Sentinel (1966-67).  He went on to teach at Harbor College, UCLA, and UC  Irvine, then became the director of the Mass Media Program at Central Washington University in Washington state.|~|Charlotta A. Bass was the editor of the California Eagle from 1912 to 1951. The newspaper, which began publishing in 1879, was one of the longest-running African American newspapers in the West. Bass was also a pioneering political activist and erstwhile political candidate.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,On back of photograph: Mrs. Bass and some of her later associates. They were not present as yet when I worked for her in 1920-21-22. WLG Jr. May 2004,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p596/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p5c7,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p5c7%2F0w18r28j,African American businesspeople $z California $z Los Angeles|~|African American women journalists $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Harris, Cassie, $d b. 1907 or 08|~|Creswell, Maudine Simmons, $d b. 1912 or 13|~|Crouch, Dottsie Bloodworth, $d 1921-1969|~|Key, Alyce, $d 1911-2010|~|Maddox, Sonny, $d d. 1984|~|Crouch, Stuff, $d 1900-1966",Entertainment|~|Lifestyle|~|Culture,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Merriman, Ted",,,,,,,Collection 1867 Box 1 Folder 5,"Crowd at the bar, Los Angeles, 1940s",,"Stuff Crouch is facing the camera on the far left, in the crowd near the bar with his wife, Dottsie, to the right, her face partially hidden. Alyce Key is at the bar, with blond hair. Maudine Simmons Creswell is just to the right of Key (white hat). Visible between and behind them is Sonny Maddox (eyes closed).|~|All information concerning the content and description of the image was provided by Walter Gordon.",130|~|YRLSC_gordonphotos_0130,"Thomas ""Sonny"" Maddox was a popular businessman who arrived in Los Angeles from Benton, Louisiana in the 1920s or 1930s. He found success with ventures such as the Flamingo Motel and a partnership in Woodlawn Cemetery. He was an avid fisherman, and known to be generous to those who were less fortunate. He died in 1984.|~|Julius Howard ""Stuff"" Crouch was a nightclub host in Los Angeles for many years, and friend of musicians such as Count Basie.|~|Alice (Alyce) Key was a Los Angeles dancer who later became a journalist, community activist, and political leader.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p5c7/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p5dr,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p5dr%2F4416033m,African American jazz musicians,still image,copyrighted,unknown,Black-and-white photographs,"Edison, Harry, $d 1915-1999",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Taylor, Sam, $d 1892-1976 ",,,,,,,Collection 1867 Box 1 Folder 5,"Harry ""Sweets"" Edison and an unidentified woman, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,131|~|YRLSC_gordonphotos_0131,"Cornet player Harry ""Sweets"" Edison was known best for accompanying vocalist Ethel Waters (not pictured).",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p5dr/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p5gs,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p5gs%2Fr534pt93,,still image,copyrighted,unknown,Black-and-white photographs,"Club Alabam (Los Angeles, Calif.)|~|Hefflin, Bill",Entertainment|~|Events|~|Lifestyle|~|Culture,Drag shows--California--Los Angeles|~|Nightclubs $z California $z Los Angeles,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Woods, Clyde, $e photographer",,,,,,,Collection 1867 Box 1 Folder 5,"Drag contest hosted by Bill Hefflin at the Club Alabam, Los Angeles, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|Drag ball hosted by Bill Hefflin at the Club Alabam, most likely on Halloween. The winner is in a grey striped two-piece suit, near the center of the lineup.|~|The Club Alabam was located at 4015 S. Central Ave.",133|~|YRLSC_gordonphotos_0133,Bill Hefflin was a promoter who would throw dances and other social events.,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,34.010371,-118.256883,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p5gs/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p5sf,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p5sf%2F1241124j,African American lawyers--California--Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Taylor, Curtis C., $c Mrs.|~|Tyler, Willis O. $q (Willis Oliver), $d 1880-1949|~|Taylor, Curtis C. $q (Cavielle), $d 1896-1967|~|Towles, H. H. $q (Henry Howard), $d 1888-1964|~|Mack, John Wesley, $d 1937-",,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 5,"African American attorneys and others, Los Angeles, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|Standing, L to R: unidentified man, Curtis C. Taylor, three unidentified women, Willis O. Tyler, and H. H. Towles. Seated, L to R: unidentified man, John Mack (?)",YRLSC_gordonphotos_0142,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p5sf/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p601,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p601%2Fkb10jx07,African American universities and colleges $z Louisiana $z New Orleans,still image,copyrighted,unknown,postcards,"Southern University (New Orleans, La.)",Education,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,"Gordon, Vertner Lewis, $d 1886-1949",,,,"Postcard of Southern University, New Orleans, dated 1907",,"Southern University was an African American college chartered by the Louisiana General Assembly in 1880, which opened its doors in 1881. This building was most likely located on the lot bounded by Magazine, Constance, Soniat and Dufossat Streets in New Orleans.|~|New Orleans postmark dated Feb. 15 [1907]. Ocean Park, Cal. postmark dated Feb. 19, 1907.|~|All information concerning the content and description of the image was provided by Walter Gordon.",149|~|YRLSC_gordonphotos_0149,"Vertner Lewis Gordon, Walter L. Gordon Jr.'s mother, attended Southern University.",1907-02-15,"[February 15, 1907]",1 postcard : b&w,Louisiana--New Orleans,"On front of postcard, under picture: ""Our dear Alma Mater.""|~|Post card is addressed to Mrs. Walter Gordan [i.e. Gordon], 104 Bicknell Ave, Ocean Park, Cal.",29.919865134651705,-90.11061429977417,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p601/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p6mb,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p6mb%2Fg766tb3v,African American musicians|~|Lyricists $z United States,still image,copyrighted,unknown,Black-and-white photographs,"Razaf, Andy, $d 1895-1973",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,Douglas Photo (Firm),,,,,,,Collection 1867 Box 1 Folder 6,"Andy Razaf and his caretaker, Los Angeles, 1950s",,All information concerning the content and description of the image was provided by Walter Gordon.,167|~|YRLSC_gordonphotos_0167,"Andy Razaf (born Andr Andreamenentania Paul Razafinkeriefo) was born in Washington D.C. to the nephew of Queen Ranavalona III of Imerina (now Madagascar) and the daughter of the first African American consul to that country. He was raised in Harlem, and when he was 17 he wrote his first song. He became a celebrated lyricist, collaborating with composers such as Eubie Blake and Fats Waller. (Perhaps his best-known collaboration with Waller was Ain't Misbehavin'.) He was sometimes called Mr. Tin Pan Alley, as a tribute to the nearly 1500 songs he composed during his career. In the early 1950s, he suffered a spinal injury caused by a fall on ice, and was partially paralyzed. Razaf died in Los Angeles, California, in 1972.",1950/1959,[1950s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p6mb/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p6sx,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p6sx%2F79631g57,African American soldiers $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,,Lifestyle,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Cutler, George M. (George Miles), $d 1901-1949",,,,,,,Collection 1867 Box 1 Folder 6,"Unidentified African American aviator, Los Angeles, 1940s",,"Most likely a recent enlistee (rank unknown) in the Army Air Force, judging by the shoulder patch and lack of collar and shoulder insignia.|~|All information concerning the content and description of the image was provided by Walter Gordon.",172|~|YRLSC_gordonphotos_0172,,1942/1947,[between 1942 and 1947?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p6sx/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p6tf,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p6tf%2F8f56wh81,African American lawyers--California--Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Gordon, Walter L., $c Jr., $d 1908-2012|~|Schaeffer, Ted|~|Deason, Eadward B., $d 1921-1976 |~|Hines, Cadence L., $d 1912-1971|~|Gordon, Clara|~|Lewis, Robert",Events|~|Lifestyle|~|People,Parties $z California $z Los Angeles,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 6,"Birthday party for Walter L. Gordon, Jr., Los Angeles, 1950s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|Seated on floor: Eddie Deason is in the center), next to Cadence Hines, in the dark dress with lace sleeves. Seated on couch:  Walter Gordon (wearing glasses, 3rd from L), René (second blond from R, dating Gordon at the time). Standing: Clara Gordon (2nd from L), Harold Young (3rd from L), Ted Schaeffer (5th from L), Robert Lewis (2nd from R).",173|~|YRLSC_gordonphotos_0173,"Clara Gordon was one of Walter L Gordon, Jr.'s ex-wives. She was married to Harold Young before marrying Walter Gordon.|~|René, a dancer at the Macombo Club on Sunset Strip, dated Walter L. Gordon, Jr.|~|Cadence Hines was a close friend of Clara Gordon (one of Walter L. Gordon, Jr.'s ex-wives).|~|Theodore (Ted) Schaeffer was an attorney who graduated from USC's law school. He later got involved in horserace gambling which, according to Walter Gordon, ruined Mr. Schaeffer financially.|~|Eddie (known professionally as Eadward) Deason was a popular hair stylist who operated ""houses of charm"" in Los Angeles, San Francisco and Pasadena. He was also an openly gay man.|~|Walter L. Gordon, Jr. was an African American attorney in Los Angeles.",1950/1959,[1950s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p6tf/manifest
