Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Visibility,Delete in Title,Type.genre,Type.typeOfResource,Subject.descriptiveTopic,Rights.copyrightStatus,Rights.statementLocal,Rights.publicationStatus,Name.subject,Name.landscapeArchitect,Name.illustrator,Rights.countryCreation,Rights.rightsHolderContact,Rights.servicesContact,Name.architect,Language,Subject.conceptTopic,Name.repository,Name.photographer,Name.artist,Name.creator,Name.designer,Rights.permission,Subject topic,Name.engineer,Relation.isPartOf,Description.caption,Description.note,AltTitle.other,Relation.relatedTo,Coverage.geographic,Date.normalized,Format.dimensions,Date.creation,Description.fundingNote,Format.extent,Title,Alt ID.local,Description.latitude,Description.longitude,AltTitle.uniform,Format.medium,Description.contents,Description.adminnote,Opac url,Description.abstract,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6ggx,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0528.tif,609,,,,black-and-white photographs|~|cellulose nitrate film,still image,deserts|~|draft horses|~|Joshua tree|~|cliffs|~|Red Rock Canyon State Park (Calif.),copyrighted,Rights owned by the Regents of the University of California,,,,,,,,,eng,,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,Government|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from nitrate negative sleeve: Red Rock Canyon, 4/24/27.","Red Rock Canyon State Park is located along State Highway 14 in Kern County. The park features desert cliffs, buttes, and rock formations. The Kawaiisu Indians once resided in the area.",Red Rock Canyon State Park,,California--Red Rock Canyon State Park,1927-04-24,4 x 5 inches,"April 24, 1927",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,"Horses resting under a tent and near Joshua trees, Red Rock Canyon State Park, 1927",528|~|uclamss_1411_0528,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6ggx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6ggx/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6ghf,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0529.tif,610,,,,black-and-white photographs|~|cellulose nitrate film,still image,deserts|~|Death Valley (Calif. and Nev.)|~|shrubs|~|Mountains,copyrighted,Rights owned by the Regents of the University of California,,,,,,,,,eng,,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",Text from nitrate negative sleeve: Death Valley 1927.,Death Valley is a desert valley located in Eastern California. It is located near the border of California and Nevada and is part of Death Valley National Park.,Death Valley National Park,,California--Death Valley,1927,4 x 5 inches,1927,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,"Desert shrubs and mountains, Death Valley, 1927",529|~|uclamss_1411_0529,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6ghf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6ghf/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6gjz,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0530.tif,611,,,,black-and-white photographs|~|cellulose nitrate film,still image,deserts|~|Death Valley (Calif. and Nev.)|~|Mountains,copyrighted,Rights owned by the Regents of the University of California,,,,,,,,,eng,,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",Text from nitrate negative sleeve: Death Valley 1927.,Death Valley is a desert valley located in Eastern California. It is located near the border of California and Nevada and is part of Death Valley National Park.,Death Valley National Park,,California--Death Valley,1927,4 x 5 inches,1927,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,"Panoramic views of mountains, Death Valley, 1927",530|~|uclamss_1411_0530,,,,b&w nitrate negative,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6gjz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6gjz/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6gkg,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0531.tif,612,,,,black-and-white photographs|~|cellulose nitrate film,still image,boulder|~|deserts|~|Death Valley (Calif. and Nev.),copyrighted,Rights owned by the Regents of the University of California,,,,,,,,,eng,,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",Text from nitrate negative sleeve: Death Valley 1927.,Death Valley is a desert valley located in Eastern California. It is located near the border of California and Nevada and is part of Death Valley National Park.,Death Valley National Park,,California--Death Valley,1927,4 x 5 inches,1927,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,"Scenic desert view across completely barren flatland, Death Valley, 1927",531|~|uclamss_1411_0531,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6gkg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6gkg/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6gm0,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0532.tif,613,,,,black-and-white photographs|~|cellulose nitrate film,still image,deserts|~|Death Valley (Calif. and Nev.)|~|shrubs|~|Mountains,copyrighted,Rights owned by the Regents of the University of California,,,,,,,,,eng,,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",Text from nitrate negative sleeve: Death Valley 1927.,Death Valley is a desert valley located in Eastern California. It is located near the border of California and Nevada and is part of Death Valley National Park.,Death Valley National Park,,California--Death Valley,1927,4 x 5 inches,1927,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,"Desert shrubs and mountains, Death Valley, 1927",532|~|uclamss_1411_0532,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6gm0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6gm0/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6gnh,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0533.tif,614,,,,black-and-white photographs|~|cellulose nitrate film,still image,deserts|~|Death Valley (Calif. and Nev.)|~|Mountains,copyrighted,Rights owned by the Regents of the University of California,,,,,,,,,eng,,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",Text from nitrate negative sleeve: Death Valley 1927.,Death Valley is a desert valley located in Eastern California. It is located near the border of California and Nevada and is part of Death Valley National Park.,Death Valley National Park,,California--Death Valley,1927,4 x 5 inches,1927,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,"Scenic desert view, Death Valley, 1927",533|~|uclamss_1411_0533,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6gnh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6gnh/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6gp1,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0534.tif,615,,,,black-and-white photographs|~|cellulose nitrate film,still image,deserts|~|Death Valley (Calif. and Nev.)|~|Mountains,copyrighted,Rights owned by the Regents of the University of California,,,,,,,,,eng,,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",Text from nitrate negative sleeve: Death Valley 1927.,Death Valley is a desert valley located in Eastern California. It is located near the border of California and Nevada and is part of Death Valley National Park.,Death Valley,,California--Death Valley,1927,4 x 5 inches,1927,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,"View across flatland towards mountains, Death Valley, 1927",534|~|uclamss_1411_0534,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6gp1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6gp1/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6gqj,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0535.tif,616,,,,black-and-white photographs|~|cellulose nitrate film,still image,deserts|~|Death Valley (Calif. and Nev.)|~|Mountains,copyrighted,Rights owned by the Regents of the University of California,,,,,,,,,eng,,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",Text from nitrate negative sleeve: Death Valley 1927.,Death Valley is a desert valley located in Eastern California. It is located near the border of California and Nevada and is part of Death Valley National Park.,Death Valley,,California--Death Valley,1927,4 x 5 inches,1927,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,"View of mountains, Death Valley, 1927",uclamss_1411_0535,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6gqj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6gqj/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6gr2,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0536.tif,617,,,,black-and-white photographs|~|cellulose nitrate film,still image,deserts|~|Death Valley (Calif. and Nev.)|~|shrubs|~|Mountains,copyrighted,Rights owned by the Regents of the University of California,,,,,,,,,eng,,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,Transportation|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",Text from nitrate negative sleeve: Death Valley 1927.,Death Valley is a desert valley located in Eastern California. It is located near the border of California and Nevada and is part of Death Valley National Park.,Death Valley,,California--Death Valley,1927,4 x 5 inches,1927,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,"Unpaved desert road and mountains, Death Valley, 1927",536|~|uclamss_1411_0536,,,,b&w nitrate negative,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6gr2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6gr2/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6gsk,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0537.tif,618,,,,black-and-white photographs|~|cellulose nitrate film,still image,deserts|~|Death Valley (Calif. and Nev.)|~|shrubs|~|Mountains,copyrighted,Rights owned by the Regents of the University of California,,,,,,,,,eng,,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",Text from nitrate negative sleeve: Death Valley 1927.,Death Valley is a desert valley located in Eastern California. It is located near the border of California and Nevada and is part of Death Valley National Park.,Death Valley,,California--Death Valley,1927,4 x 5 inches,1927,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,"Desert shrubs and mountains, Death Valley, 1927",537|~|uclamss_1411_0537,,,,b&w nitrate negative,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6gsk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6gsk/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6gt3,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0538.tif,619,,,,black-and-white photographs|~|cellulose nitrate film,still image,deserts|~|Death Valley (Calif. and Nev.)|~|Mountains,copyrighted,Rights owned by the Regents of the University of California,,,,,,,,,eng,,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",Text from nitrate negative sleeve: Death Valley 1927.,Death Valley is a desert valley located in Eastern California. It is located near the border of California and Nevada and is part of Death Valley National Park.,Death Valley,,California--Death Valley,1927,4 x 5 inches,1927,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,"Unpaved desert road and mountains, Death Valley, 1927",538|~|uclamss_1411_0538,,,,b&w nitrate negative,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6gt3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6gt3/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6gvm,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0539.tif,620,,,,black-and-white photographs|~|cellulose nitrate film,still image,"deserts|~|San Andreas Canyon (Riverside County, Calif.)",copyrighted,Rights owned by the Regents of the University of California,,,,,,,,,eng,,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",Text from nitrate negative sleeve: San Andreas Canyon. 2/22/31.,Desert plants growing in a San Andreas Canyon with a rock formation in the background.,,,California--Agua Caliente Indian Reservation,1931-02-22,4 x 5 inches,"February 22, 1931",Access to this collection is generously supported by Arcadia funds.,1 photographic print,"Desert plants growing in San Andreas Canyon, Agua Caliente Indian Reservation, 1931",uclamss_1411_0539,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6gvm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6gvm/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6gw4,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0540.tif,621,,,,black-and-white photographs|~|cellulose nitrate film,still image,deserts|~|Coachella Valley (Calif.)|~|Larrea divaricata|~|Mountains,copyrighted,Rights owned by the Regents of the University of California,,,,,,,,,eng,,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from nitrate negative sleeve: Coachella Valley, larrea divaricata, April 1935",Specimen photograph of larrea divaricata growing in Coachella Valley. Larrea divaricata is also known as chaparral. Coachella Valley is located in Riverside County and extends for approximately 45 miles.,Coachella Valley,,California--Coachella Valley,1935-04,4 x 5 inches,April 1935,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,"Chaparral growing in the desert nest to a sand dune, Coachella Valley, 1935",540|~|uclamss_1411_0540,,,,b&w nitrate negative,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6gw4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6gw4/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6gxn,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0541.tif,622,,,,black-and-white photographs|~|cellulose nitrate film,still image,deserts|~|Coachella Valley (Calif.)|~|Larrea divaricata|~|Mountains,copyrighted,Rights owned by the Regents of the University of California,,,,,,,,,eng,,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from nitrate negative sleeve: Coachella Valley, larrea divaricata, April 1935",Specimen photograph of larrea divaricata growing in Coachella Valley. Larrea divaricata is also known as chaparral. Coachella Valley is located in Riverside County and extends for approximately 45 miles.,Coachella Valley,,California--Coachella Valley,1935-04,4 x 5 inches,April 1935,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,"Chaparral growing on a desert hillside, Coachella Valley, 1935",541|~|uclamss_1411_0541,,,,b&w nitrate negative,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6gxn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6gxn/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6gz5,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0542.tif,623,,,,black-and-white photographs|~|cellulose nitrate film,still image,deserts|~|Coachella Valley (Calif.)|~|Larrea divaricata|~|Mountains,copyrighted,Rights owned by the Regents of the University of California,,,,,,,,,eng,,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from nitrate negative sleeve: Coachella Valley, larrea divaricata, April 1935",Specimen photograph of larrea divaricata growing in Coachella Valley. Larrea divaricata is also known as chaparral. Coachella Valley is located in Riverside County and extends for approximately 45 miles.,Coachella Valley,,California--Coachella Valley,1935-04,4 x 5 inches,April 1935,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,"Chaparral growing near mountains in the desert, Coachella Valley, 1935",542|~|uclamss_1411_0542,,,,b&w nitrate negative,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6gz5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6gz5/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6h05,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0543.tif,624,,,,black-and-white photographs|~|cellulose nitrate film,still image,deserts|~|oases (landscapes)|~|shrubs|~|Thousand Palms (Calif.)|~|Coachella Valley Preserve (Calif.),copyrighted,Rights owned by the Regents of the University of California,,,,,,,,,eng,,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from nitrate negative sleeve: 1,000 Palms, 11-12-28.","Thousand Palms Oasis is fed by water seeping out of the San Andreas Fault and is located in the Coachella Valley Preserve in Thousand Palms, CA. The Coachella Valley Preserve is a 17,000 acre site that is home to the Coachella Valley fringe-toed lizard.",Thousand Palms Oasis,,California--Thousand Palms,1928-11-12,4 x 5 inches,"November 12, 1928",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,"Palm oasis located in the Coachella Valley Preserve, Thousand Palms, 1928",543|~|uclamss_1411_0543,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6h05,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6h05/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6h1p,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0544.tif,625,,,,black-and-white photographs|~|cellulose nitrate film,still image,deserts|~|oases (landscapes)|~|shrubs|~|Thousand Palms (Calif.)|~|Coachella Valley Preserve (Calif.),copyrighted,Rights owned by the Regents of the University of California,,,,,,,,,eng,,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from nitrate negative sleeve: 1,000 Palms, 11-12-28.","Thousand Palms Oasis is fed by water seeping out of the San Andreas Fault and is located in the Coachella Valley Preserve in Thousand Palms, CA. The Coachella Valley Preserve is a 17,000 acre site that is home to the Coachella Valley fringe-toed lizard.",Thousand Palms Oasis,,California--Thousand Palms,1928-11-12,4 x 5 inches,"November 12, 1928",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,"Palm oasis located in the Coachella Valley Preserve, Thousand Palms, 1928",544|~|uclamss_1411_0544,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6h1p,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6h1p/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6h26,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0545.tif,626,,,,black-and-white photographs|~|cellulose nitrate film,still image,deserts|~|Coachella Valley (Calif.)|~|oases (landscapes)|~|shrubs|~|Mountains|~|Thousand Palms (Calif.),copyrighted,Rights owned by the Regents of the University of California,,,,,,,,,eng,,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from nitrate negative sleeve: 1,000 Palms, 11-12-28.","Thousand Palms Oasis is fed by water seeping out of the San Andreas Fault and is located in the Coachella Valley Preserve in Thousand Palms, CA. The Coachella Valley Preserve is a 17,000 acre site that is home to the Coachella Valley fringe-toed lizard.",Thousand Palms Oasis,,California--Thousand Palms,1928-11-12,4 x 5 inches,"November 12, 1928",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,"Desert landscape with palm oasis and mountain located in the Coachella Valley Preserve, Thousand Palms, 1928",uclamss_1411_0545,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6h26,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6h26/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6h3q,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0546.tif,627,,,,black-and-white photographs|~|cellulose nitrate film,still image,gardens|~|pergolas|~|rose gardens |~|garden walks,copyrighted,Rights owned by the Regents of the University of California,,Huntington Botanical Gardens,"Hertrich, William, b. 1880.|~|Hunt, Myron, $d 1868-1952",,,,,,eng,landscape architecture,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,Culture|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from nitrate negative sleeve: Huntington Gardens & N. Grand Ave., Pergolas, 5/2/32",View of the pergola in the Rose Garden. The three and a half acre rose garden was designed by Myron Hunt and first planted by William Hertrich as a display garden in 1908,Huntington Botanical Gardens,,California--San Marino,1923-05-02,4 x 5 inches,"May 2, 1932",Access to this collection is generously supported by Arcadia funds.,1 photographic print,"Huntington Botanical Gardens, pergola in the Rose Garden, San Marino, 1932",uclamss_1411_0546,34.126543307053986,-118.1147351861,,b&w nitrate negative,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6h3q,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6h3q/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6h47,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0547.tif,628,,,,black-and-white photographs|~|cellulose nitrate film,still image,gardens|~|pergolas|~|rose gardens |~|garden walks,copyrighted,Rights owned by the Regents of the University of California,,Huntington Botanical Gardens,"Hertrich, William, b. 1880.|~|Hunt, Myron, $d 1868-1952",,,,,,eng,landscape architecture,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,Culture|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from nitrate negative sleeve: Huntington Gardens & N. Grand Ave., Pergolas, 5/2/32",View of the pergola in the Rose Garden. The three and a half acre rose garden was designed by Myron Hunt and first planted by William Hertrich as a display garden in 1908,Huntington Botanical Gardens,,California--San Marino,1923-05-02,4 x 5 inches,"May 2, 1932",Access to this collection is generously supported by Arcadia funds.,1 photographic print,"Huntington Botanical Gardens, pergola in the Rose Garden, San Marino, 1932",uclamss_1411_0547,,,,b&w nitrate negative,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6h47,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6h47/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6h5r,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0548.tif,629,,,,black-and-white photographs|~|cellulose nitrate film,still image,trees|~|lawns (landscaped grass)|~|gardens|~|pergolas,copyrighted,Rights owned by the Regents of the University of California,,,,,,,,,eng,landscape architecture,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from nitrate negative sleeve: Huntington Gardens & N. Grand Ave., Pergolas, 5/2/32",View towards lawn and flower beds with cypress trees and vine-covered pergola beyond,North Grand Avenue residence,,California--Pasadena,1932-05-02,4 x 5 inches,"May 2, 1932",Access to this collection is generously supported by Arcadia funds.,1 photographic print,"North Grand Avenue residence, garden with pergola, Pasadena, 1932",uclamss_1411_0548,,,,b&w nitrate negative,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6h5r,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6h5r/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6h68,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0549.tif,630,,,,black-and-white photographs|~|cellulose nitrate film,still image,gardens|~|pergolas|~|rose gardens ,copyrighted,Rights owned by the Regents of the University of California,,Huntington Botanical Gardens,"Hertrich, William, b. 1880.|~|Hunt, Myron, $d 1868-1952",,,,,,eng,landscape architecture,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,Culture|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from nitrate negative sleeve: Huntington Gardens & N. Grand Ave., Pergolas, 5/2/32",View of the pergola in the Rose Garden. The three and a half acre rose garden was designed by Myron Hunt and first planted by William Hertrich as a display garden in 1908,Huntington Botanical Gardens,,California--San Marino,1923-05-02,4 x 5 inches,"May 2, 1932",Access to this collection is generously supported by Arcadia funds.,1 photographic print,"Huntington Botanical Gardens, pergola in the Rose Garden, San Marino, 1932",uclamss_1411_0549,34.12655440872334,-118.1144468486309,,b&w nitrate negative,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6h68,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6h68/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b6h7s,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0550.tif,631,,,,black-and-white photographs|~|cellulose nitrate film,still image,gardens|~|rose gardens |~|garden walks|~|arbors,copyrighted,Rights owned by the Regents of the University of California,,Huntington Botanical Gardens,,,,,,,eng,landscape architecture,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,Lifestyle|~|Culture|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from nitrate negative sleeve: Huntington Gardens & N. Grand Ave., Pergolas, 5/2/32","Rose arbor with roses trimmed to within one to two feet of the arches, with the arches  spaced at intervals, and with each arch formed by double poles. The walkway beneath the arches is lined by low, box-cut hedges",Huntington Botanical Gardens,,California--San Marino,1932-05-02,4 x 5 inches,"May 2, 1932",Access to this collection is generously supported by Arcadia funds.,1 photographic print,"Huntington Botanical Gardens, rose arbor, San Marino, 1932",uclamss_1411_0550,,,,b&w nitrate negative,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b6h7s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b6h7s/manifest
