Project Name,Item ARK,Parent ARK,Item Status ID,Visibility,Object Type,File Name,Item Sequence,Subject,Type.genre,Type.typeOfResource,Rights.copyrightStatus,Name.repository,Name.photographer,Relation.isPartOf,Finding Aid URL,Description.note,Date.creation,Description.longitude,Description.latitude,Title,Date.normalized,Format.dimensions,AltIdentifier.local,Description.abstract,Coverage.geographic,Bucketeer State,IIIF Access URL
Thelner and Louise Photographic Collection,ark:/21198/zz000002jk,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000158_10a.tif,,"Souza, John Phillip|~|Student activities|~|Celebrities|~|Events|~|Education|~|Arts",photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"Sousa, renown American band leader and composer, visited Los Angeles for a series of concerts marking his 50th year as a band leader. The University of California at Los Angeles Bruin Band welcomed Sousa upon arrival and escorted him through the city. [Note: A Los Angeles Times article contemporary to the event suggests that the actual date of Sousa's arrival was October 29, 1928]","October 19, 1928",,,"Bruin Band escorting John Phillip Sousa, 1928",1928-10-19,4 x 5 in. ,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000002jk
Thelner and Louise Photographic Collection,ark:/21198/zz000002k3,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000092_10a.tif,,"Ceremonies|~|Souza, John Phillip|~|Celebrities|~|Events|~|Education|~|Arts",photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"Sousa, renown American band leader and composer, visited Los Angeles for a series of concerts marking his 50th year as a band leader. The University of California at Los Angeles Bruin Band welcomed Sousa upon arrival and escorted him through the city. Sousa is seen here conducting the band on a train platform. [Note: A Los Angeles Times article contemporary to the event suggests that the actual date of Sousa's arrival was October 29, 1928]","October 19, 1928",,,"Bruin Band with John Phillip Sousa, 1928",1928-10-19,4 x 5 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000002k3
Thelner and Louise Photographic Collection,ark:/21198/zz000002mm,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000173_10a.tif,,Vermont Campus|~|Education|~|Environment,photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"Students walk towards the Women's Gymnasium on the Vermont Avenue campus. The Los Angeles State Normal School moved to this twenty-five acre site on North Vermont Avenue near downtown Los Angeles in September 1914, where it became the Southern Branch of the University of California in July 1919. After a name change to the University of California at Los Angeles (UCLA) in 1927, the university moved to its present location in Westwood in the May 1929.",c.1928,-118.292242,34.087491,"Vermont Avenue campus - Students walking toward the Women's Gymnasium, c.1928",1928,2.5 x 4 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000002mm
Thelner and Louise Photographic Collection,ark:/21198/zz000002n4,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000172_10a.tif,,Vermont Campus|~|Education|~|Environment,photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"The Fine Arts Building on the Vermont Avenue campus. The Los Angeles State Normal School moved to this twenty-five acre site on North Vermont Avenue near downtown Los Angeles in September 1914, where it became the Southern Branch of the University of California in July 1919. After a name change to the University of California at Los Angeles (UCLA) in 1927, the university moved to its present location in Westwood in the May 1929.",c.1928,-118.292242,34.087491,"Vermont Avenue campus - Fine Arts Building, c.1928",1928,2.5 x 4 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000002n4
Thelner and Louise Photographic Collection,ark:/21198/zz000002pn,ark:/21198/zz00000bv3,1,Private,Work,hoover/masters/ua00000171_10a.tif,,Vermont Campus|~|Ceremonies|~|Events|~|Education,photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,[Check yearbooks again; is this really Vermont Ave? cut-outs and gable a clue? source of date? Same man appears in early sports team photo (search Vermont YBs for him)-KM],,-118.292242,34.087491,Vermont Avenue campus ceremony,1930,5 x 4 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000002pn
Thelner and Louise Photographic Collection,ark:/21198/zz000002q5,ark:/21198/zz00000bv3,1,Private,Work,hoover/masters/ua00000170_10a.tif,,Vermont Campus|~|Ceremonies|~|Events|~|Education,photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,[Checked yearbooks; is this really Vermont Ave? cut-outs and gable a clue? Seated man also appears with early sports team-KM],,-118.292242,34.087491,Vermont Avenue campus ceremony,n.d.,4 x 5 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000002q5
Thelner and Louise Photographic Collection,ark:/21198/zz000002rp,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000057_10a.tif,,Vermont Campus|~|Events|~|Education|~|Culture,photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"Male students engage in a push ball contest on the Vermont Avenue campus. The occasion is likely the Frosh-Soph Brawl, a Fall tradition that pits freshmen against sophomores. The Los Angeles State Normal School moved to this twenty-five acre site on North Vermont Avenue near downtown Los Angeles in September 1914, where it became the Southern Branch of the University of California in July 1919. After a name change to the University of California at Los Angeles (UCLA) in 1927, the university moved to its present location in Westwood in the May 1929.",c. 1928,-118.29408645629883,34.08458302043865,"Vermont Avenue campus - Push ball contest, c.1928",1928,4 x 5 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000002rp
Thelner and Louise Photographic Collection,ark:/21198/zz000002s6,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000058_10a.tif,,Vermont Campus|~|Events|~|Education|~|Culture,photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"Male students engage in a push ball contest on the Vermont Avenue campus. The occasion is likely the Frosh-Soph Brawl, a Fall tradition that pits freshmen against sophomores. The Los Angeles State Normal School moved to this twenty-five acre site on North Vermont Avenue near downtown Los Angeles in September 1914, where it became the Southern Branch of the University of California in July 1919. After a name change to the University of California at Los Angeles (UCLA) in 1927, the university moved to its present location in Westwood in the May 1929.",c. 1928,-118.29408645629883,34.08458302043865,"Vermont Avenue campus - Push ball contest, c.1928",1928,4 x 5 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000002s6
Thelner and Louise Photographic Collection,ark:/21198/zz000002tq,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000169_10a.tif,,Vermont Campus|~|Student activities|~|Events|~|Education|~|Culture,photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"Female students engage in a push ball contest on the Vermont Avenue campus. The Los Angeles State Normal School moved to this twenty-five acre site on North Vermont Avenue near downtown Los Angeles in September 1914, where it became the Southern Branch of the University of California in July 1919. After a name change to the University of California at Los Angeles (UCLA) in 1927, the university moved to its present location in Westwood in the May 1929.",c.1928,-118.292242,34.087491,"Vermont Avenue campus - Push ball contest, c.1928",1928,4 x 5 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000002tq
Thelner and Louise Photographic Collection,ark:/21198/zz000002v7,ark:/21198/zz00000bv3,3,Private,Work,hoover/masters/ua00000168_10a.tif,,Vermont Campus|~|Disaster|~|Events,photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"Rescue workers and official examine the aftermath of a stand collapse during the Tournament of Roses Festival parade on New Year's Day 1926 in Pasadena, California. The fatal collapse sent hundreds of parade watchers to the hospital and left at least four people dead. Hoover, who at the time was attending Pasadena Junior College, took this photograph of the recovery effort as curious onlookers were kept back by rows of men with outstretched arms. Hoover would go on to attend UCLA, where he became the official photographer for several publications and an  unofficial chronicler of UCLA events.","January 1, 1926",-118.292242,34.087491,"Stand collapse aftermath at Tournament of Roses parade, 1926",1926-01-01,4 x 5 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000002v7
Thelner and Louise Photographic Collection,ark:/21198/zz000002wr,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000167_10a.tif,,Vermont Campus|~|Activism|~|Education|~|Environment,photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"A student union rally on the Main Quad before Millspaugh Hall during the final semester on the Vermont Avenue campus. The Los Angeles State Normal School moved to this twenty-five acre site on North Vermont Avenue near downtown Los Angeles in September 1914, where it became the Southern Branch of the University of California in July 1919. After a name change to the University of California at Los Angeles (UCLA) in 1927, the university moved to its present location in Westwood in the May 1929.","May 3, 1929",-118.292242,34.087491,"Vermont Avenue campus - Student union rally on Main Quad, 1929",1929-05-03,4 x 5 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000002wr
Thelner and Louise Photographic Collection,ark:/21198/zz000002x8,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000166_10a.tif,,Vermont Campus|~|Activism|~|Education|~|Environment,photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"A student union rally on the Main Quad before Millspaugh Hall during the final semester on the Vermont Avenue campus. The Los Angeles State Normal School moved to this twenty-five acre site on North Vermont Avenue near downtown Los Angeles in September 1914, where it became the Southern Branch of the University of California in July 1919. After a name change to the University of California at Los Angeles (UCLA) in 1927, the university moved to its present location in Westwood in the May 1929.","May 3, 1929",-118.292242,34.087491,"Vermont Avenue campus - Student union rally on Main Quad, 1929",1929-05-03,4 x 5 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000002x8
Thelner and Louise Photographic Collection,ark:/21198/zz000002zs,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000165_10a.tif,,Vermont Campus|~|Student activities|~|Activism|~|Education|~|Environment,photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"A student union rally on the Main Quad before Millspaugh Hall during the final semester on the Vermont Avenue campus. The Los Angeles State Normal School moved to this twenty-five acre site on North Vermont Avenue near downtown Los Angeles in September 1914, where it became the Southern Branch of the University of California in July 1919. After a name change to the University of California at Los Angeles (UCLA) in 1927, the university moved to its present location in Westwood in the May 1929.","May 3, 1929",-118.292242,34.087491,"Vermont Avenue campus - Student union rally on Main Quad, 1929",1929-05-03,4 x 5 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000002zs
Thelner and Louise Photographic Collection,ark:/21198/zz0000030s,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000164_10a.tif,,Vermont Campus|~|Activism|~|Education|~|Environment,photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"A student union rally on the Main Quad before Millspaugh Hall during the final semester on the Vermont Avenue campus. The Los Angeles State Normal School moved to this twenty-five acre site on North Vermont Avenue near downtown Los Angeles in September 1914, where it became the Southern Branch of the University of California in July 1919. After a name change to the University of California at Los Angeles (UCLA) in 1927, the university moved to its present location in Westwood in the May 1929.","May 3, 1929",-118.292242,34.087491,"Vermont Avenue campus - Student union rally on Main Quad, 1929",1929-05-03,4 x 5 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000030s
Thelner and Louise Photographic Collection,ark:/21198/zz00000319,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000163_10a.tif,,Vermont Campus|~|Ceremonies|~|Events|~|Lifestyle|~|Education|~|Environment,photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"Photograph used in ""California of the Southland"", page 80 [with the date identified as 1929].|~|An exterior, nighttime photograph of the Alumni Spring Banquet, an annual tradition seen here before Millspaugh Hall on the Main Quad of the Vermont Avenue campus. The Los Angeles State Normal School moved to this twenty-five acre site on North Vermont Avenue near downtown Los Angeles in September 1914, where it became the Southern Branch of the University of California in July 1919. After a name change to the University of California at Los Angeles (UCLA) in 1927, the university moved to its present location in Westwood in the May 1929.","April 10, 1928",-118.292242,34.087491,"Vermont Avenue campus - Alumni Spring Banquet, 1928",1928-04-10,4 x 5 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00000319
Thelner and Louise Photographic Collection,ark:/21198/zz0000032t,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000162_10a.tif,,Vermont Campus|~|Education|~|Environment,photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"Millspaugh Hall as viewed from the North Hall arch on the Vermont Avenue campus. The Los Angeles State Normal School moved to this twenty-five acre site on North Vermont Avenue near downtown Los Angeles in September 1914, where it became the Southern Branch of the University of California in July 1919. After a name change to the University of California at Los Angeles (UCLA) in 1927, the university moved to its present location in Westwood in the May 1929.|~|Photograph used in ""UCLA on the Move,"" page 12. Also used in ""California of the Southland,"" page 16.","April 10, 1928",-118.292242,34.087491,"Vermont Avenue campus - Millspaugh Hall framed by North Hall arch, 1928",1928-04-10,4 x 5 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000032t
Thelner and Louise Photographic Collection,ark:/21198/zz0000033b,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000161_10a.tif,,Vermont Campus|~|Education|~|Environment,photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"Photograph used in ""California of the Southland,"" page 19.|~|Viewed here through a line of eucalyptus trees, Millspaugh Hall was the administration building of the Vermont Avenue campus. The Los Angeles State Normal School moved to this twenty-five acre site on North Vermont Avenue near downtown Los Angeles in September 1914, where it became the Southern Branch of the University of California in July 1919. After a name change to the University of California at Los Angeles (UCLA) in 1927, the university moved to its present location in Westwood in the May 1929.","April 10, 1928",-118.292242,34.087491,"Vermont Avenue campus - Millspaugh Hall with eucalyptus trees, 1928",1928-04-10,4 x 5 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000033b
Thelner and Louise Photographic Collection,ark:/21198/zz0000034v,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000160_10a.tif,,Vermont Campus|~|Activism|~|Education|~|Environment,photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"A student union rally on the Main Quad before Millspaugh Hall during the final semester on the Vermont Avenue campus. The Los Angeles State Normal School moved to this twenty-five acre site on North Vermont Avenue near downtown Los Angeles in September 1914, where it became the Southern Branch of the University of California in July 1919. After a name change to the University of California at Los Angeles (UCLA) in 1927, the university moved to its present location in Westwood in the May 1929.","May 3, 1929",-118.292242,34.087491,"Vermont Avenue campus - Student union rally on Main Quad, 1929",1929-05-03,4 x 5 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000034v
Thelner and Louise Photographic Collection,ark:/21198/zz0000035c,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000174_10a.tif,,Vermont Campus|~|People|~|Education|~|Environment,photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"Ernest C. Moore (Director of UCLA) walks toward the entrance to the Vermont Avenue campus with Millspaugh Hall (the administrative building) in the background. The Los Angeles State Normal School moved to this twenty-five acre site on North Vermont Avenue near downtown Los Angeles in September 1914, where it became the Southern Branch of the University of California in July 1919. After a name change to the University of California at Los Angeles (UCLA) in 1927, the university moved to its present location in Westwood in the May 1929.|~|Photographed used in ""UCLA on the Move"", page 14.",c.1928,-118.292242,34.087491,"Vermont Avenue campus - Ernest C. Moore before Millspaugh Hall, c.1928",1928,4 x 5 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000035c
Thelner and Louise Photographic Collection,ark:/21198/zz0000036w,ark:/21198/zz00000bv3,3,Private,Work,hoover/masters/ua00000159_10a.tif,,Vermont Campus|~|Disaster|~|Events,photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"Rescue workers and volunteers lift an injured person on a stretcher into an automobile following a stand collapse during the Tournament of Roses Festival parade on New Year's Day 1926 in Pasadena, California. The fatal collapse sent hundreds of parade watchers to the hospital and left at least four people dead. Hoover, who at the time was attending Pasadena Junior College, would go on to attend UCLA, where he became the official photographer for several publications and an unofficial chronicler of UCLA events.","January 1, 1926",-118.292242,34.087491,"Stand collapse victim on stretcher at Tournament of Roses parade, 1926",1926-01-01,4 x 5 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000036w
Thelner and Louise Photographic Collection,ark:/21198/zz0000037d,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000062_10a.tif,,Portraits|~|Lifestyle|~|Environment,photographs,still image,copyrighted,UCLA University Archives,Unidentified,Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"Exterior photograph of Thelner B. Hoover (UCLA 1930), official photographer for several UCLA publications and unofficial chronicler of numerous campus events. Holding a camera, he stands in front of North Hall on UCLA's Vermont Avenue campus.",c.1929,,,"Thelner Hoover with camera, c.1929",1929,5 x 4 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000037d
Thelner and Louise Photographic Collection,ark:/21198/zz0000038x,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000175_10a.tif,,Portraits|~|People|~|Culture,photographs,still image,copyrighted,UCLA University Archives,Unidentified,Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"Exterior portrait of Thelner B. Hoover (UCLA 1930), official photographer for several UCLA publications and unofficial chronicler of numerous campus events.",c.1929,,,"Thelner Hoover - Portrait, c.1929",1929,5 x 4 in. ,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000038x
Thelner and Louise Photographic Collection,ark:/21198/zz0000039f,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000176_10a.tif,,Portraits|~|People|~|Culture,photographs,still image,copyrighted,UCLA University Archives,,Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"Exterior photograph of Thelner B. Hoover (UCLA 1930), official photographer for several UCLA publications and unofficial chronicler of numerous campus events.",,,,"Thelner Hoover standing, 1928",1928,5 x 4 in. ,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000039f
Thelner and Louise Photographic Collection,ark:/21198/zz000003bz,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000061_10a.tif,,Portraits|~|People|~|Culture,photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,Thelner Hoover's portrait of Louise E. Brown (UCLA 1930). The two would be married after graduation in 1930.,c.1929,,,"Louise Brown (Hoover), c.1929",1929,5 x 4 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000003bz
Thelner and Louise Photographic Collection,ark:/21198/zz000003cg,ark:/21198/zz00000bv3,1,Private,Work,hoover/masters/ua00000177_10a.tif,,Portraits|~|People,photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,A man identified by Hoover as Delbert Brown; may be his brother-in-law.,c.1930,,,"Delbert Brown, c.1930",1930,5 x 4 in. ,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000003cg
Thelner and Louise Photographic Collection,ark:/21198/zz000003d0,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000178_10a.tif,,Portraits|~|Environment,photographs,still image,copyrighted,UCLA University Archives,"Hoover, Thelner Barton (UCLA 1930)",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,An unidentified man stands near the Janss Gate entrance to campus in Westwood at the intersection of Le Conte Avenue and Westwood Boulevard.,c.1935,,,"Unidentified man standing in Westwood Village, c.1935",1935,5 x 4 in. ,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000003d0
Thelner and Louise Photographic Collection,ark:/21198/zz000003fh,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000179_10a.tif,,Portraits|~|People|~|Culture,photographs,still image,copyrighted,UCLA University Archives,Gibbon Allan Studios,Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"Studio portrait of Thelner B. Hoover (UCLA 1930), official photographer for several UCLA publications and unofficial chronicler of numerous campus events.",,,,"Thelner Hoover - Portrait, 1930",1930,10 x 8 in. ,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000003fh
Thelner and Louise Photographic Collection,ark:/21198/zz000003g1,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000181_10a.tif,,Portraits|~|Transportation|~|People,photographs,still image,copyrighted,UCLA University Archives,Unidentified,Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"Exterior photograph of Thelner B. Hoover (UCLA 1930), official photographer for several UCLA publications and unofficial chronicler of numerous campus events. He stands with his photography equipment next to a 1928 Ford Model A Business Coupe.",c.1930,,,"Thelner Hoover with automobile, c.1930",1930,8 x 10 in. ,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000003g1
Thelner and Louise Photographic Collection,ark:/21198/zz000003hj,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000053_10a.tif,,Portraits|~|People|~|Culture,photographs,still image,copyrighted,UCLA University Archives,Unidentified,Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"Studio portrait of Thelner B. Hoover (UCLA 1930), professional photographer in Los Angeles, Califronia. While at UCLA, Hoover was the official photographer for several UCLA publications and an unofficial chronicler of numerous campus events. He became the manager of the Westwood Village Studio--a photography studio--in 1938.",c.1935,,,"Thelner Hoover - Portrait taking photograph, c.1935",1935,10 x 8 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000003hj
Thelner and Louise Photographic Collection,ark:/21198/zz000003j2,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000013_10a.tif,,Portraits|~|Lifestyle|~|Culture,photographs,still image,copyrighted,UCLA University Archives,Unidentified,Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"Studio portrait of Thelner B. Hoover (UCLA 1930), professional photographer in Los Angeles, Califronia. While at UCLA, Hoover was the official photographer for several UCLA publications and an unofficial chronicler of numerous campus events. He became the manager of the Westwood Village Studio--a photography studio--in 1938.",c.1935,,,"Thelner Hoover - Portrait holding camera, c.1935",1935,10 x 8 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000003j2
Thelner and Louise Photographic Collection,ark:/21198/zz000003kk,ark:/21198/zz00000bv3,2,,Work,hoover/masters/ua00000054_10a.tif,,Portraits|~|Lifestyle|~|Culture,photographs,still image,copyrighted,UCLA University Archives,"Carter, Fred William",Thelner and Louise Hoover Photographic Collection (Univ. Archives Rec. Ser. 647),http://www.oac.cdlib.org/findaid/ark:/13030/tf438nb2mz,"Studio portrait of Thelner B. Hoover (UCLA 1930), professional photographer in Los Angeles, Califronia. While at UCLA, Hoover was the official photographer for several UCLA publications and an unofficial chronicler of numerous campus events. He became the manager of the Westwood Village Studio--a photography studio--in 1938.",c.1935,,,"Thelner Hoover - Portrait holding large camera, c.1935",1935,10 x 8 in.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000003kk
