"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","IIIF Access URL","Rights.copyrightStatus","Rights.notice","Rights.countryCreation","Rights.creatorCorporate","Name.creator","Subject.descriptiveTopic","Type.typeOfResource","Type.genre","Name.repository","Name.performer","Name.composer","Rights.generalNote","Rights.servicesContact","Description.note","Title","AltIdentifier.local","Date.creation","Format.dimensions","Format.medium","Relation.isPartOf","Date.digitized","Format.extent","Description.tableOfContents","Description.abstract","Waveform"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094kcr","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094kcr-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4k/cr/21198=zz00094kcr/ark%2B=21198=zz00094kcr.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Performer : Dori Shaeffer|~|Recorded by: Marina Bokelman|~|Title from tape: D. - Bokelman - Lady Lore|~|Conversation about: Jewish Customs Menstruation -Other Names For -Cures For -Precautions During Virginity -Terms For -How You Can Tell a Virgin What Indicates a Sensual Nature Negro men -Have Greater Sexual Prowess -Like Hair on the Body -Like Long Hair So. American Men Are More Passionate Jewish Men Are More Faithful Sexual Sensitivity of the Male Younger Women Are Hotter Inside The Lesbian Term For Intercourse is “Man in a Boat.”|~|Publisher: Venice, California","D. - Bokelman - Lady Lore","clym200203acwf018-64_side1-09","1964-08-04","7 in.","sound tape reels : 3 3/4 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094kcr%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094kd8","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094kd8-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4k/d8/21198=zz00094kd8/ark%2B=21198=zz00094kd8.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Title from tape: D. - Bokelman - Lady Lore|~|Recorded by: Marina Bokelman|~|Content: Conversation about: Life of Sperm Menstruation During Pregnancy Limerick - “In Days of Old...” Oysters and Raw Eggs Increase Virility Aphrodisiacs -Spanish Fly -Tomatoes Inhibitors of Sexual Desire -Cold Showers -Opium -Saltpeter Alcohol Decreases Sexual Desire Women Are Less Likely To Conceive While Nursing How To Induce Abortion|~|Publisher: Venice, California|~|Performer : Dori Schaeffer","D. - Bokelman - Lady Lore","clym200203acwf019-64_side1-01","1964-08-05","7 in.","sound tape reels : 3 3/4 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094kd8%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094kfs","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094kfs-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4k/fs/21198=zz00094kfs/ark%2B=21198=zz00094kfs.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Title from tape: D. - Bokelman - Lady Lore|~|Recorded by: Marina Bokelman|~|Content: Conversation about: Life of Sperm Menstruation During Pregnancy Limerick - “In Days of Old...” Oysters and Raw Eggs Increase Virility Aphrodisiacs -Spanish Fly -Tomatoes Inhibitors of Sexual Desire -Cold Showers -Opium -Saltpeter Alcohol Decreases Sexual Desire Women Are Less Likely To Conceive While Nursing How To Induce Abortion|~|Publisher: Venice, California|~|Performer : Dori Schaeffer","D. - Bokelman - Lady Lore","clym200203acwf019-64_side1-02","1964-08-05","7 in.","","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094kfs%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094kg9","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094kg9-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4k/g9/21198=zz00094kg9/ark%2B=21198=zz00094kg9.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Performer : Dori Schaeffer|~|Title from tape: D. - Bokelman - Lady Lore|~|Recorded by: Marina Bokelman|~|Content: Conversation about: Life of Sperm Menstruation During Pregnancy Limerick - “In Days of Old...” Oysters and Raw Eggs Increase Virility Aphrodisiacs -Spanish Fly -Tomatoes Inhibitors of Sexual Desire -Cold Showers -Opium -Saltpeter Alcohol Decreases Sexual Desire Women Are Less Likely To Conceive While Nursing How To Induce Abortion|~|Publisher: Venice, California","D. - Bokelman - Lady Lore","clym200203acwf019-64_side1-03","1964-08-05","7 in.","sound tape reels : 3 3/4 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094kg9%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094kht","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094kht-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4k/ht/21198=zz00094kht/ark%2B=21198=zz00094kht.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Content: Conversation about: Life of Sperm Menstruation During Pregnancy Limerick - “In Days of Old...” Oysters and Raw Eggs Increase Virility Aphrodisiacs -Spanish Fly -Tomatoes Inhibitors of Sexual Desire -Cold Showers -Opium -Saltpeter Alcohol Decreases Sexual Desire Women Are Less Likely To Conceive While Nursing How To Induce Abortion|~|Publisher: Venice, California|~|Title from tape: D. - Bokelman - Lady Lore|~|Recorded by: Marina Bokelman|~|Performer : Dori Schaeffer","D. - Bokelman - Lady Lore","clym200203acwf019-64_side1-04","1964-08-05","7 in.","sound tape reels : 3 3/4 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094kht%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094kjb","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094kjb-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4k/jb/21198=zz00094kjb/ark%2B=21198=zz00094kjb.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Title from tape: D. - Bokelman - Lady Lore|~|Recorded by: Marina Bokelman|~|Publisher: Venice, California|~|Performer : Dori Schaeffer|~|Content: Conversation about: Life of Sperm Menstruation During Pregnancy Limerick - “In Days of Old...” Oysters and Raw Eggs Increase Virility Aphrodisiacs -Spanish Fly -Tomatoes Inhibitors of Sexual Desire -Cold Showers -Opium -Saltpeter Alcohol Decreases Sexual Desire Women Are Less Likely To Conceive While Nursing How To Induce Abortion","D. - Bokelman - Lady Lore","clym200203acwf019-64_side1-05","1964-08-05","7 in.","sound tape reels : 3 3/4 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094kjb%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094kkv","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094kkv-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4k/kv/21198=zz00094kkv/ark%2B=21198=zz00094kkv.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Content: Conversation about: Life of Sperm Menstruation During Pregnancy Limerick - “In Days of Old...” Oysters and Raw Eggs Increase Virility Aphrodisiacs -Spanish Fly -Tomatoes Inhibitors of Sexual Desire -Cold Showers -Opium -Saltpeter Alcohol Decreases Sexual Desire Women Are Less Likely To Conceive While Nursing How To Induce Abortion|~|Recorded by: Marina Bokelman|~|Title from tape: D. - Bokelman - Lady Lore|~|Publisher: Venice, California|~|Performer : Dori Schaeffer","D. - Bokelman - Lady Lore","clym200203acwf019-64_side1-06","1964-08-05","7 in.","sound tape reels : 3 3/4 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094kkv%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094kmc","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094kmc-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4k/mc/21198=zz00094kmc/ark%2B=21198=zz00094kmc.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Performer : Dori Schaeffer|~|Content: Conversation about: Life of Sperm Menstruation During Pregnancy Limerick - “In Days of Old...” Oysters and Raw Eggs Increase Virility Aphrodisiacs -Spanish Fly -Tomatoes Inhibitors of Sexual Desire -Cold Showers -Opium -Saltpeter Alcohol Decreases Sexual Desire Women Are Less Likely To Conceive While Nursing How To Induce Abortion|~|Recorded by: Marina Bokelman|~|Title from tape: D. - Bokelman - Lady Lore|~|Publisher: Venice, California","D. - Bokelman - Lady Lore","clym200203acwf019-64_side1-07","1964-08-05","7 in.","sound tape reels : 3 3/4 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094kmc%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094knw","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094knw-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4k/nw/21198=zz00094knw/ark%2B=21198=zz00094knw.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Publisher: Venice, California|~|Title from tape: D. - Bokelman - Lady Lore|~|Recorded by: Marina Bokelman|~|Content: Conversation about: Life of Sperm Menstruation During Pregnancy Limerick - “In Days of Old...” Oysters and Raw Eggs Increase Virility Aphrodisiacs -Spanish Fly -Tomatoes Inhibitors of Sexual Desire -Cold Showers -Opium -Saltpeter Alcohol Decreases Sexual Desire Women Are Less Likely To Conceive While Nursing How To Induce Abortion|~|Performer : Dori Schaeffer","D. - Bokelman - Lady Lore","clym200203acwf019-64_side1-08","1964-08-05","7 in.","sound tape reels : 3 3/4 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094knw%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094kpd","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094kpd-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4k/pd/21198=zz00094kpd/ark%2B=21198=zz00094kpd.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Content: Conversation about: Life of Sperm Menstruation During Pregnancy Limerick - “In Days of Old...” Oysters and Raw Eggs Increase Virility Aphrodisiacs -Spanish Fly -Tomatoes Inhibitors of Sexual Desire -Cold Showers -Opium -Saltpeter Alcohol Decreases Sexual Desire Women Are Less Likely To Conceive While Nursing How To Induce Abortion|~|Recorded by: Marina Bokelman|~|Title from tape: D. - Bokelman - Lady Lore|~|Publisher: Venice, California|~|Performer : Dori Schaeffer","D. - Bokelman - Lady Lore","clym200203acwf019-64_side1-09","1964-08-05","7 in.","sound tape reels : 3 3/4 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094kpd%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094kqx","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094kqx-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4k/qx/21198=zz00094kqx/ark%2B=21198=zz00094kqx.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Performer : Dori Schaeffer|~|Content: Conversation about: Pregnancy -Signs of -Precautions During You Shouldn’t Eat Watermelon and Drink Water at the Same Time When You Travel, a Laxative Taken on Arrival Helps You Adjust to a New Environment How You Can Tell the Sex of an Unborn Child If a Woman is Frightened During Pregnancy the Child May Be Marked The First Born Into the Family is Superior Mentally and Physically Cold Water Removes Blood Stains Jewish Customs|~|Title from tape: D. - Bokelman - Lady Lore|~|Recorded by: Marina Bokelman|~|Publisher: Venice, California","D. - Bokelman - Lady Lore","clym200203acwf020-64_side1-01","1964-08-05","7 in.","sound tape reels : 3 3/4 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094kqx%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094krf","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094krf-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4k/rf/21198=zz00094krf/ark%2B=21198=zz00094krf.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Performer : Dori Schaeffer|~|Content: Conversation about: Pregnancy -Signs of -Precautions During You Shouldn’t Eat Watermelon and Drink Water at the Same Time When You Travel, a Laxative Taken on Arrival Helps You Adjust to a New Environment How You Can Tell the Sex of an Unborn Child If a Woman is Frightened During Pregnancy the Child May Be Marked The First Born Into the Family is Superior Mentally and Physically Cold Water Removes Blood Stains Jewish Customs|~|Title from tape: D. - Bokelman - Lady Lore|~|Recorded by: Marina Bokelman|~|Publisher: Venice, California","D. - Bokelman - Lady Lore","clym200203acwf020-64_side1-02","1964-08-05","7 in.","sound tape reels : 3 3/4 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094krf%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094ksz","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094ksz-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4k/sz/21198=zz00094ksz/ark%2B=21198=zz00094ksz.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Performer : Dori Schaeffer|~|Content: Conversation about: Pregnancy -Signs of -Precautions During You Shouldn’t Eat Watermelon and Drink Water at the Same Time When You Travel, a Laxative Taken on Arrival Helps You Adjust to a New Environment How You Can Tell the Sex of an Unborn Child If a Woman is Frightened During Pregnancy the Child May Be Marked The First Born Into the Family is Superior Mentally and Physically Cold Water Removes Blood Stains Jewish Customs|~|Title from tape: D. - Bokelman - Lady Lore|~|Recorded by: Marina Bokelman|~|Publisher: Venice, California","D. - Bokelman - Lady Lore","clym200203acwf020-64_side1-03","1964-08-05","7 in.","sound tape reels : 3 3/4 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094ksz%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094ktg","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094ktg-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4k/tg/21198=zz00094ktg/ark%2B=21198=zz00094ktg.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Publisher: Venice, California|~|Content: Conversation about: Pregnancy -Signs of -Precautions During You Shouldn’t Eat Watermelon and Drink Water at the Same Time When You Travel, a Laxative Taken on Arrival Helps You Adjust to a New Environment How You Can Tell the Sex of an Unborn Child If a Woman is Frightened During Pregnancy the Child May Be Marked The First Born Into the Family is Superior Mentally and Physically Cold Water Removes Blood Stains Jewish Customs|~|Title from tape: D. - Bokelman - Lady Lore|~|Recorded by: Marina Bokelman|~|Performer : Dori Schaeffer","D. - Bokelman - Lady Lore","clym200203acwf020-64_side1-04","1964-08-05","7 in.","sound tape reels : 3 3/4 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094ktg%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094kv0","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094kv0-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4k/v0/21198=zz00094kv0/ark%2B=21198=zz00094kv0.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Performer : Dori Schaeffer|~|Publisher: Venice, California|~|Recorded by: Marina Bokelman|~|Title from tape: D. - Bokelman - Lady Lore|~|Content: Conversation about: Pregnancy -Signs of -Precautions During You Shouldn’t Eat Watermelon and Drink Water at the Same Time When You Travel, a Laxative Taken on Arrival Helps You Adjust to a New Environment How You Can Tell the Sex of an Unborn Child If a Woman is Frightened During Pregnancy the Child May Be Marked The First Born Into the Family is Superior Mentally and Physically Cold Water Removes Blood Stains Jewish Customs","D. - Bokelman - Lady Lore","clym200203acwf020-64_side1-05","1964-08-05","7 in.","sound tape reels : 3 3/4 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094kv0%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094kwh","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094kwh-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4k/wh/21198=zz00094kwh/ark%2B=21198=zz00094kwh.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Performer : Dori Schaeffer|~|Publisher: Venice, California|~|Title from tape: D. - Bokelman - Lady Lore|~|Recorded by: Marina Bokelman|~|Content: Conversation about: Pregnancy -Signs of -Precautions During You Shouldn’t Eat Watermelon and Drink Water at the Same Time When You Travel, a Laxative Taken on Arrival Helps You Adjust to a New Environment How You Can Tell the Sex of an Unborn Child If a Woman is Frightened During Pregnancy the Child May Be Marked The First Born Into the Family is Superior Mentally and Physically Cold Water Removes Blood Stains Jewish Customs","D. - Bokelman - Lady Lore","clym200203acwf020-64_side1-06","1964-08-05","7 in.","sound tape reels : 3 3/4 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094kwh%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094kx1","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094kx1-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4k/x1/21198=zz00094kx1/ark%2B=21198=zz00094kx1.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Performer : Dori Schaeffer|~|Publisher: Venice, California|~|Title from tape: D. - Bokelman - Lady Lore|~|Recorded by: Marina Bokelman|~|Content: Conversation about: Pregnancy -Signs of -Precautions During You Shouldn’t Eat Watermelon and Drink Water at the Same Time When You Travel, a Laxative Taken on Arrival Helps You Adjust to a New Environment How You Can Tell the Sex of an Unborn Child If a Woman is Frightened During Pregnancy the Child May Be Marked The First Born Into the Family is Superior Mentally and Physically Cold Water Removes Blood Stains Jewish Customs","D. - Bokelman - Lady Lore","clym200203acwf020-64_side1-07","1964-08-05","7 in.","sound tape reels : 3 3/4 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094kx1%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094kzj","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094kzj-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4k/zj/21198=zz00094kzj/ark%2B=21198=zz00094kzj.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Publisher: Venice, California|~|Performer : Dori Schaeffer|~|Title from tape: D. - Bokelman - Lady Lore|~|Recorded by: Marina Bokelman|~|Content: Conversation about: Pregnancy -Signs of -Precautions During You Shouldn’t Eat Watermelon and Drink Water at the Same Time When You Travel, a Laxative Taken on Arrival Helps You Adjust to a New Environment How You Can Tell the Sex of an Unborn Child If a Woman is Frightened During Pregnancy the Child May Be Marked The First Born Into the Family is Superior Mentally and Physically Cold Water Removes Blood Stains Jewish Customs","D. - Bokelman - Lady Lore","clym200203acwf020-64_side1-08","1964-08-05","7 in.","sound tape reels : 3 3/4 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094kzj%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094m0j","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094m0j-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4m/0j/21198=zz00094m0j/ark%2B=21198=zz00094m0j.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Performer: Effie Carmack|~|Title from tape: Effie Carmack|~|Place Collected: Atascadero, California.|~|Recorded by: Austin E. Fife","Billy Grimes","clym200203acwf021-64_side1-01","1948-12-26","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094m0j%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094m12","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094m12-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4m/12/21198=zz00094m12/ark%2B=21198=zz00094m12.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Place Collected: Atascadero, California.|~|Title from tape: Effie Carmack|~|Performer: Effie Carmack|~|Recorded by: Austin E. Fife","No One Like Mother","clym200203acwf021-64_side1-02","1948-12-26","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094m12%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094m2k","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094m2k-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4m/2k/21198=zz00094m2k/ark%2B=21198=zz00094m2k.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Performer: Effie Carmack|~|Place Collected: Atascadero, California.|~|Recorded by: Austin E. Fife|~|Title from tape: Effie Carmack","Where is My Darling Tonight?","clym200203acwf021-64_side1-03","1948-12-26","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094m2k%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094m33","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094m33-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4m/33/21198=zz00094m33/ark%2B=21198=zz00094m33.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Performer: Effie Carmack|~|Recorded by: Austin E. Fife|~|Place Collected: Atascadero, California.|~|Title from tape: Effie Carmack","Ellen Taylor and Molly, Shove the Grog Around (fragments)","clym200203acwf021-64_side1-04","1948-12-26","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094m33%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094m4m","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094m4m-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4m/4m/21198=zz00094m4m/ark%2B=21198=zz00094m4m.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Place Collected: Atascadero, California.|~|Recorded by: Austin E. Fife|~|Title from tape: Effie Carmack|~|Performer: Effie Carmack","The Two Sisters (The Cruel Sister)","clym200203acwf021-64_side1-05","1948-12-26","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094m4m%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094m54","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094m54-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4m/54/21198=zz00094m54/ark%2B=21198=zz00094m54.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Performer: Effie Carmack|~|Place Collected: Atascadero, California.|~|Recorded by: Austin E. Fife|~|Title from tape: Effie Carmack","Red River Shore","clym200203acwf021-64_side1-06","1948-12-26","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094m54%2Faudiowaveform.dat"
