"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Name.subject","Name.photographer","Name.creator","Relation.isPartOf","Name.repository","Type.genre","Rights.copyrightStatus","Type.typeOfResource","Rights.publicationStatus","Rights.countryCreation","Rights.rightsHolderContact","Subject","Alt ID.local","Title","Date.creation","Format.dimensions","Format.extent","Description.caption","Format.medium","Alt ID.issueNo","Alt ID.url","Date.normalized","Description.note","AltTitle.other","Bucketeer State","IIIF Access URL"
"Watkins (Carleton) Collection of Photographs.  Collection 599","ark:/21198/zz0008c5hr","ark:/21198/zz0008c1zj","2","Completed","Work","Masters/dlmasters/watkins/masters/21198-zz0008c5hr-1-master.tif","22","","","Santa Barbara Mission","Watkins, Carleton E., 1829-1916","","Carleton Watkins Collection of Photographs. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections","Mammoth plates|~|Albumen prints","unknown","still image","unknown","US","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","Catholic church--missions--photographs","SCW39|~|clus_0599_MissionSantaBarbara_SCW39","Mission, Santa Barbara. No. 1223.  WATKINS' New Series. [negative copy]","circa 1882","Plate Dimensions: 38 × 54 cm.|~|Matted Dimensions: 50 x 65 cm.","1 negative","Mission, Santa Barbara.  Santa Barbara County, California, Established December 4, 1786.  View looking West.|~|No. 1223. WATKINS' New Series. 26 New Montgomery Street, San Francisco.","b&w negative","Watkins' New Series No. 1223","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008c5hr"
"Watkins (Carleton) Collection of Photographs.  Collection 599","ark:/21198/zz0008c5j8","ark:/21198/zz0008c1zj","2","Completed","Work","Masters/dlmasters/watkins/masters/21198-zz0008c5j8-1-master.tif","23","","","Santa Inés Mission (Solvang, Calif.)","Watkins, Carleton E., 1829-1916","","Carleton Watkins Collection of Photographs. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections","Mammoth plates|~|Albumen prints","unknown","still image","unknown","US","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","Catholic church--missions--photographs","clus_0599_MissionSantaYnez_SCW40|~|SCW40","Mission, Santa Ynez. No. 1224. WATKINS' New Series. [negative copy]","circa 1882","Plate Dimensions: 38 × 54 cm.|~|Matted Dimensions: 50 x 65 cm.","1 negative","No. 1224. WATKINS' New Series. 26 New Montgomery Street, San Francisco.|~|Mission, Santa Ynez.  Santa Barbara County, California, Established September 17th, 1804.","b&w negative","Watkins' New Series No. 1224","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008c5j8"
"Watkins (Carleton) Collection of Photographs.  Collection 599","ark:/21198/zz0008c5ks","ark:/21198/zz0008c1zj","2","Completed","Work","Masters/dlmasters/watkins/masters/21198-zz0008c5ks-1-master.tif","24","","","Santa Inés Mission (Solvang, Calif.)","Watkins, Carleton E., 1829-1916","","Carleton Watkins Collection of Photographs. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections","Mammoth plates|~|Albumen prints","unknown","still image","unknown","US","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","Catholic church--missions--photographs","clus_0599_MissionSantaYnez_SCW41|~|SCW41","Mission, Santa Ynez. No. 1225. WATKINS' New Series. [negative copy]","circa 1882","Plate Dimensions: 38 × 54 cm.|~|Matted Dimensions: 50 x 65 cm.","1 negative","Mission, Santa Ynez.  Santa Barbara County, California, Established September 17th, 1804.|~|No. 1225. WATKINS' New Series. 26 New Montgomery Street, San Francisco.","b&w negative","Watkins' New Series No. 1225","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008c5ks"
"Watkins (Carleton) Collection of Photographs.  Collection 599","ark:/21198/zz0008c5m9","ark:/21198/zz0008c1zj","2","Completed","Work","Masters/dlmasters/watkins/masters/21198-zz0008c5m9-1-master.tif","25","","","Mission San Luis Obispo de Tolosa (San Luis Obispo, Calif.)","Watkins, Carleton E., 1829-1916","","Carleton Watkins Collection of Photographs. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections","Mammoth plates|~|Albumen prints","unknown","still image","unknown","US","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","Catholic church--missions--photographs","clus_0599_MissionSanLuisObispo_SCW42|~|SCW42","Mission, San Luis Obispo. No.1226. WAKTINS' New Series. [negative copy]","circa 1882","Plate Dimensions: 38 × 54 cm.|~|Matted Dimensions: 50 x 65 cm.","1 negative","Mission, San Luis Obispo. San Luis Obispo County, California, Established Sept. 1st, 1772.|~|No. 1226. WATKINS' New Series. 26 New Montgomery Street, San Francisco.","b&w negative","Watkins' New Series No. 1226","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008c5m9"
"Watkins (Carleton) Collection of Photographs.  Collection 599","ark:/21198/zz0008c5nt","ark:/21198/zz0008c1zj","2","Completed","Work","Masters/dlmasters/watkins/masters/21198-zz0008c5nt-1-master.tif","26","","","Mission San Luis Obispo de Tolosa (San Luis Obispo, Calif.)","Watkins, Carleton E., 1829-1916","","Carleton Watkins Collection of Photographs. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections","Mammoth plates|~|Albumen prints","unknown","still image","unknown","US","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","Catholic church--missions--photographs","SCW43|~|clus_0599_MissionSanLuisObispo_SCW43","Mission, San Luis Obispo. No.1227. WAKTINS' New Series. [negative copy]","circa 1882","Plate Dimensions: 38 × 54 cm.|~|Matted Dimensions: 50 x 65 cm.","1 negative","No. 1227. WATKINS' New Series. 26 New Montgomery Street, San Francisco.|~|Mission, San Luis Obispo. San Luis Obispo County, California, Established Sept. 1st, 1772. General view, looking North.","b&w negative","Watkins' New Series No. 1227","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008c5nt"
"Watkins (Carleton) Collection of Photographs.  Collection 599","ark:/21198/zz0008c5pb","ark:/21198/zz0008c1zj","2","Completed","Work","Masters/dlmasters/watkins/masters/21198-zz0008c5pb-1-master.tif","27","","","Mission San Miguel Arcangel (San Miguel, Calif.)","Watkins, Carleton E., 1829-1916","","Carleton Watkins Collection of Photographs. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections","Mammoth plates|~|Albumen prints","unknown","still image","unknown","US","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","Catholic church--missions--photographs","SCW44|~|clus_0599_MissionSanMiguel_SCW44","Mission, San Miguel. No. 1228. WATKINS New Series. [negative copy]","circa 1882","Plate Dimensions: 38 × 54 cm.|~|Matted Dimensions: 50 x 65 cm.","1 negative","No. 1228. WATKINS' New Series. 26 New Montgomery Street, San Francisco.|~|Mission, San Miguel. San Luis Obispo County, California, Established July 25th, 1797.  General view, looking North.","b&w negative","Watkins' New Series No. 1228","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008c5pb"
"Watkins (Carleton) Collection of Photographs.  Collection 599","ark:/21198/zz0008c5qv","ark:/21198/zz0008c1zj","2","Completed","Work","Masters/dlmasters/watkins/masters/21198-zz0008c5qv-1-master.tif","28","","","Mission San Miguel Arcangel (San Miguel, Calif.)","Watkins, Carleton E., 1829-1916","","Carleton Watkins Collection of Photographs. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections","Mammoth plates|~|Albumen prints","unknown","still image","unknown","US","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","Catholic church--missions--photographs","SCW45|~|clus_0599_MissionSanMiguel_SCW45","Mission, San Miguel. No. 1229. WATKINS New Series. [negative copy]","circa 1882","Plate Dimensions: 38 × 54 cm.|~|Matted Dimensions: 50 x 65 cm.","1 negative","Mission, San Miguel. San Luis Obispo County, California, Established July 25th, 1797.|~|No. 1229. WATKINS' New Series. 26 New Montgomery Street, San Francisco.","b&w negative","Watkins' New Series No. 1229","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008c5qv"
"Watkins (Carleton) Collection of Photographs.  Collection 599","ark:/21198/zz0008c5rc","ark:/21198/zz0008c1zj","2","Completed","Work","Masters/dlmasters/watkins/masters/21198-zz0008c5rc-1-master.tif","29","","","San Antonio de Pádua (Mission)","Watkins, Carleton E., 1829-1916","","Carleton Watkins Collection of Photographs. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections","Mammoth plates|~|Albumen prints","unknown","still image","unknown","US","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","Catholic church--missions--photographs","SCW46|~|clus_0599_MissionSanAntoniodePadua_SCW46","Mission, San Antonio de Padua. No. 1230. WATKINS' New Series. [negative copy]","circa 1882","Plate Dimensions: 38 × 54 cm.|~|Matted Dimensions: 61 × 76 cm.","1 negative","No. 1230. WATKINS' New Series. 26 New Montgomery Street, San Francisco.|~|Mission, San Antonio De Padua. Monterey County, California, Established July 14, 1771.","b&w negative","Watkins' New Series No. 1230","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008c5rc"
"Watkins (Carleton) Collection of Photographs.  Collection 599","ark:/21198/zz0008c5sw","ark:/21198/zz0008c1zj","2","Completed","Work","Masters/dlmasters/watkins/masters/21198-zz0008c5sw-1-master.tif","30","","","San Antonio de Pádua (Mission)","Watkins, Carleton E., 1829-1916","","Carleton Watkins Collection of Photographs. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections","Mammoth plates|~|Albumen prints","unknown","still image","unknown","US","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","Catholic church--missions--photographs","clus_0599_MissionSanAntoniodePadua_SCW47|~|SCW47","Mission, San Antonio de Padua. No. 1231. WATKINS' New Series. [negative copy]","circa 1882","Plate Dimensions: 38 × 54 cm.|~|Matted Dimensions: 50 x 65 cm.","1 negative","Mission, San Antonio De Padua. Monterey County, California, Established July 14, 1771.|~|No. 1231. WATKINS' New Series. 26 New Montgomery Street, San Francisco.","b&w negative","Watkins' New Series No. 1231","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008c5sw"
"Watkins (Carleton) Collection of Photographs.  Collection 599","ark:/21198/zz0008c5td","ark:/21198/zz0008c1zj","2","Completed","Work","Masters/dlmasters/watkins/masters/21198-zz0008c5td-1-master.tif","31","","","Mission San Carlos Borromeo (Carmel, Calif.)","Watkins, Carleton E., 1829-1916","","Carleton Watkins Collection of Photographs. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections","Mammoth plates|~|Albumen prints","unknown","still image","unknown","US","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","Catholic church--missions--photographs","SCW48|~|clus_0599_MissionSanCarlosdelCarmelo_SCW48","Mission, San Carlos Del Carmelo.  No. 1232. WATKINS' New Series. [negative copy]","circa 1882","Matted Dimensions: 61 × 76 cm.|~|Plate Dimensions: 38 × 54 cm.","1 negative","No. 1232. WATKINS' New Series. 26 New Montgomery Street, San Francisco.|~|Mission, San Carlos Del Carmelo.  Monterey County, California, Established June 3d, 1770.","b&w negative","Watkins' New Series No. 1232","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008c5td"
"Watkins (Carleton) Collection of Photographs.  Collection 599","ark:/21198/zz0008c5vx","ark:/21198/zz0008c1zj","2","Completed","Work","Masters/dlmasters/watkins/masters/21198-zz0008c5vx-1-master.tif","32","","","Mission San Carlos Borromeo (Carmel, Calif.)","Watkins, Carleton E., 1829-1916","","Carleton Watkins Collection of Photographs. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections","Mammoth plates|~|Albumen prints","unknown","still image","unknown","US","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","Catholic church--missions--photographs","clus_0599_MissionSanCarlosdelCarmelo_SCW49|~|SCW49","Mission, San Carlos Del Carmelo.  No. 1233. WATKINS' New Series. [negative copy]","circa 1882","Plate Dimensions: 38 × 54 cm.|~|Matted Dimensions: 50 x 65 cm.","1 negative","No. 1233. WATKINS' New Series. 26 New Montgomery Street, San Francisco.|~|Mission, San Carlos Del Carmelo.  Monterey County, California, Established June 3d, 1770.  View looking West, with glimpse of Carmel Bay.","b&w negative","Watkins' New Series No. 1233","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008c5vx"
"Watkins (Carleton) Collection of Photographs.  Collection 599","ark:/21198/zz0008c5wf","ark:/21198/zz0008c1zj","2","Completed","Work","Masters/dlmasters/watkins/masters/21198-zz0008c5wf-1-master.tif","33","","","San Juan Bautista (Mission : San Juan Bautista, Calif.)","Watkins, Carleton E., 1829-1916","","Carleton Watkins Collection of Photographs. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections","Mammoth plates|~|Albumen prints","unknown","still image","unknown","US","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","Catholic church--missions--photographs","clus_0599_MissionSanJuanBautista_SCW50|~|SCW50","Mission, San Juan Bautista. No.1234. WATKINS' New Series. [negative copy]","circa 1882","Plate Dimensions: 38 × 54 cm.|~|Matted Dimensions: 50 x 65 cm.","1 negative","No. 1234. WATKINS' New Series. 26 New Montgomery Street, San Francisco.|~|San Benito County, California, Established June 24th, 1797.","b&w negative","Watkins' New Series No. 1234","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008c5wf"
"Watkins (Carleton) Collection of Photographs.  Collection 599","ark:/21198/zz0008c5xz","ark:/21198/zz0008c1zj","2","Completed","Work","Masters/dlmasters/watkins/masters/21198-zz0008c5xz-1-master.tif","34","","","Santa Clara Mission","Watkins, Carleton E., 1829-1916","","Carleton Watkins Collection of Photographs. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections","Mammoth plates|~|Albumen prints","unknown","still image","unknown","","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","Catholic church--missions--photographs","SCW51|~|clus_0599_MissionSantaClara_SCW51","Mission, Santa Clara. No. 1235. WATKINS' New Series. [negative copy]","circa 1882","Plate Dimensions: 38 × 54 cm.|~|Matted Dimensions: 50 x 65 cm.","1 negative","Mission, Santa Clara.  Santa Clara County, California, Established Jan. 18th, 1777.|~|No. 1235. WATKINS' New Series. 26 New Montgomery Street, San Francisco.","b&w negative","Watkins' New Series No. 1235","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008c5xz"
"Watkins (Carleton) Collection of Photographs.  Collection 599","ark:/21198/zz0008c5zg","ark:/21198/zz0008c1zj","2","Completed","Work","Masters/dlmasters/watkins/masters/21198-zz0008c5zg-1-master.tif","35","","","San Francisco de Asís Mission (San Francisco, Calif.)","Watkins, Carleton E., 1829-1916","","Carleton Watkins Collection of Photographs. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections","Mammoth plates|~|Albumen prints","unknown","still image","unknown","US","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","Catholic church--missions--photographs","clus_0599_MissionSanFranciscoDeAsis_SCW52|~|SCW52","Mission, San Francisco de Asis.  No. 1236. WATKINS' New Series. [negative copy]","circa 1882","Plate Dimensions: 38 × 54 cm.|~|Matted Dimensions: 50 x 65 cm.","1 negative","No. 1236. WATKINS' New Series. 26 New Montgomery Street, San Francisco.|~|Mission, San Francisco De Asis.  San Francisco County, California, Established Oct. 4th, 1776.","b&w negative","Watkins' New Series No. 1236","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008c5zg"
"Watkins (Carleton) Collection of Photographs.  Collection 599","ark:/21198/zz0008mmrs","ark:/21198/zz0008c1zj","2","Completed","Work","Masters/dlmasters/watkins/masters/21198-zz0008mmrs-1-master.tif","36","","","Mission San Jose (Alameda County, Calif.)","Watkins, Carleton E., 1829-1916","","Carleton Watkins Collection of Photographs. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections","Mammoth plates|~|Albumen prints","unknown","still image","unknown","US","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","Catholic church--missions--photographs","SCW53|~|clus_0599_MissionSanJose_SCW53","Mission, San Jose. No. 1237. WATKINS' New Series. [negative copy]","circa 1882","Plate Dimensions: 38 × 54 cm.|~|Matted Dimensions: 50 x 65 cm.","1 negative","No. 1237. WATKINS' New Series. 26 New Montgomery Street, San Francisco.|~|Mission, San Jose.  Alameda County, California, Established June 11th, 1797.","b&w negative","Watkins' New Series No. 1237","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008mmrs"
