Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Visibility,Duplicate,Delete in Title,Type.genre,Name.photographer,Type.typeOfResource,AltIdentifier.local,Title,Subject,Name.subject,Description.note,Summary,Date.creation,Coverage.geographic,Description.latitude,Description.longitude,Relation.isPartOf,Format.extent,AltTitle.other,Name.repository,Rights.servicesContact,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Borcherdt (Donn) Collection,ark:/21198/zz002jxwf3,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxwf3_2367369_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams085.tif|~|DB-085,"Chile - Village scene, between 1966-1967",Villages--Chile|~|Livestock--Chile,,Livestock beside a cart in a village.,,between 1966-1967,Chile,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxwf3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxwf3/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxwgm,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxwgm_2367453_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams108.tif|~|DB-108,"Chile - Shrine in garden, between 1966-1967",Shrines--Chile|~|Gardens--Chile,,Outdoor shrine with a statuette of the Virgin Mary and another religious statuette.,,between 1966-1967,Chile,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxwgm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxwgm/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxwh4,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxwh4_2367456_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,DB-109|~|cleth_196601_ams109.tif,"Chile - Willow tree, Donn Borcherdt with two women, between 1966-1967",Willows--Chile,"Borcherdt, Donn",,,between 1966-1967,Chile,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxwh4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxwh4/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxwjn,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxwjn_2367402_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams069.tif|~|DB-069,"Chile - Lake with hills, between 1966-1967",Lakes & ponds--Chile,,,,between 1966-1967,Chile,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxwjn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxwjn/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxwk5,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxwk5_2367513_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams123.tif|~|DB-123,"Chile - Ceramics shop, between 1966-1967",Potteries--Chile,,"Man and woman leaving a ceramics shop. A sign reads ""Ceramica Criolla.""",,between 1966-1967,Chile,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxwk5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxwk5/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxwmp,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxwmp_2367516_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams124.tif|~|DB-124,"Chile - Painted adobe houses of merchants or well-off ceramics craftsmen, between 1966-1967",Adobe buildings--Chile|~|Dwellings--Chile|~|Dirt roads--Chile,,Houses of craftsmen along a dirt road.|~|One house is seen in image ark no. zz002jxxj4.,,between 1966-1967,Chile,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxwmp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxwmp/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxwn6,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxwn6_2367526_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams125.tif|~|DB-125,"Chile - Ceramics shop, between 1966-1967",Potteries--Chile,,"Ceramics shop with a sign reading ""Ceramica Criolla.""",,between 1966-1967,Chile,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxwn6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxwn6/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxwpq,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxwpq_2367532_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,DB-126|~|cleth_196601_ams126.tif,"Chile - Painted adobe houses of merchants or well-off ceramics craftsmen, between 1966-1967",Adobe buildings--Chile|~|Dwellings--Chile|~|Dirt roads--Chile,,"A partially visible sign a a house probably reads ""Ceramica.""",,between 1966-1967,Chile,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxwpq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxwpq/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxwq7,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxwq7_2367540_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams127.tif|~|DB-127,"Chile - Willow tree, portrait of three people, between 1966-1967",Willows--Chile,,,,between 1966-1967,Chile,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxwq7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxwq7/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxwrr,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxwrr_2367549_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,DB-128|~|cleth_196601_ams128.tif,"Chile - Willow tree, young man portrait, between 1966-1967",Willows--Chile,,,,between 1966-1967,Chile,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxwrr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxwrr/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxws8,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxws8_2367552_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,DB-129|~|cleth_196601_ams129.tif,"Chile - Willow tree, woman, between 1966-1967",Willows--Chile,,,,between 1966-1967,Chile,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxws8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxws8/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxwts,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxwts_2367555_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams130.tif|~|DB-130,"Chile - Street scene, between 1966-1967",Dirt roads--Chile|~|Men--Chile,,Man walking on a dirt road beside a garden with a wattle fence.,,between 1966-1967,Chile,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxwts,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxwts/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxwv9,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxwv9_2367561_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams132.tif|~|DB-132,"Chile - Ceramics, examples, between 1966-1967",Potteries--Chile,,Bowls and animal figurines in a ceramics shop.,,between 1966-1967,Chile,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxwv9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxwv9/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxwwt,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxwwt_2367564_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams133.tif|~|DB-133,"Chile - Baskets for sale, with female companion, between 1966-1967",Baskets--Chile|~|Women--Chile,,,,between 1966-1967,Chile,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxwwt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxwwt/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxwxb,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxwxb_2367570_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,DB-134|~|cleth_196601_ams134.tif,"Chile (highway btwn. Pomaire & Santiago - View of ""fundo"" ranch), between 1966-1967",Ranches--Chile,,"View across tree tops towards the tile roof of a ranch building, with mountains in the distance.",,between 1966-1967,Pomaire (Chile),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxwxb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxwxb/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxwzv,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxwzv_2367573_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,DB-135|~|cleth_196601_ams135.tif,"Denmark - Flowers, between 1966-1967",Gardens|~|Lily ponds|~|Flowers,,Lily pond and flowers in the garden of a house.,,between 1966-1967,Denmark,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxwzv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxwzv/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxx0v,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxx0v_2367577_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams136.tif|~|DB-136,"Denmark - Flowers, between 1966-1967",Gardens,,Garden at a house.,,between 1966-1967,Denmark,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxx0v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxx0v/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxx1c,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxx1c_2367582_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,DB-137|~|cleth_196601_ams137.tif,"Denmark - Roses, between 1966-1967",Roses,,Garden at a house.,,between 1966-1967,Denmark,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxx1c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxx1c/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxx2w,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxx2w_2367588_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams138.tif|~|DB-138,"Denmark - Roses, between 1966-1967",Roses,,Garden at a house.,,between 1966-1967,Denmark,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxx2w,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxx2w/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxx3d,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxx3d_2367591_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,DB-139|~|cleth_196601_ams139.tif,"Denmark - Roses, between 1966-1967",Roses,,Garden at a house.,,between 1966-1967,Denmark,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxx3d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxx3d/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxx4x,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxx4x_2367594_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams140.tif|~|DB-140,"Denmark - Flowers and lily pond, between 1966-1967",Gardens|~|Lily ponds|~|Flowers,,Lily pond and flowers in the garden of a house.,,between 1966-1967,Denmark,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxx4x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxx4x/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxx5f,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxx5f_2367597_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams141.tif|~|DB-141,"Denmark - Roses, between 1966-1967",Roses,,Garden at a house.,,between 1966-1967,Denmark,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxx5f,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxx5f/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxx6z,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxx6z_2367600_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams142.tif|~|DB-142,"Denmark - Flowers, between 1966-1967",Gardens,,Garden at a house.,,between 1966-1967,Denmark,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxx6z,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxx6z/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxx7g,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxx7g_2367603_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams143.tif|~|DB-143,"Chile - Donn Borcherdt with birch tree, between 1966-1967",,"Borcherdt, Donn","Donn Borcherdt, wearing a red shirt.",,between 1966-1967,Chile,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxx7g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxx7g/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxx80,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxx80_2367615_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams145.tif|~|DB-145,"Denmark - Patio with woman, between 1966-1967",Patios,,Woman in a patio at a house.,,between 1966-1967,Denmark,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxx80,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxx80/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxx9h,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxx9h_2367609_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams144.tif|~|DB-144,"Denmark - Flowers, between 1966-1967",Gardens,,Garden at a house.,,between 1966-1967,Denmark,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxx9h,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxx9h/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxxb1,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxxb1_2367558_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams131.tif|~|DB-131,"Chile - Ceramics, examples, between 1966-1967",Potteries--Chile,,Outdoors display shelves at a ceramics shop with black-glazed pots.,,between 1966-1967,Chile,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxxb1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxxb1/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxxcj,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxxcj_2367498_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,DB-118|~|cleth_196601_ams118.tif,"Chile (Pomaire) - Ceramics, between 1966-1967",Pottery--Chile--Pomaire,,Two pieces of ceramic ware in the form of a rooster and a human head with a spout emerging from the top.,,between 1966-1967,Pomaire (Chile),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxxcj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxxcj/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxxd2,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxxd2_2367420_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,DB-100|~|cleth_196601_ams100.tif,"Chile - Roadside scene, between 1966-1967",Roads--Chile|~|Meadows--Chile,,"Roadside gutter lined with rocks, with a field on the left.",,between 1966-1967,Chile,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxxd2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxxd2/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxxfk,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxxfk_2367465_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams111.tif|~|DB-111,"Chile - Pottery figures, between 1966-1967",Pottery--Chile|~|Stores & shops--Chile,,Ceramic figurines of men wearing pointed hats.,,between 1966-1967,Chile,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxxfk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxxfk/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxxg3,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxxg3_2367470_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams112.tif|~|DB-112,"Chile - Pottery figures, between 1966-1967",Pottery--Chile|~|Stores & shops--Chile,,Ceramic figurines of men wearing pointed hats.,,between 1966-1967,Chile,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxxg3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxxg3/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxxhm,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxxhm_2367501_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,DB-119|~|cleth_196601_ams119.tif,"Chile (Pomaire) - Main street with ceramic shop, between 1966-1967",Potteries-Chile--Pomaire|~|Dirt roads-Chile--Pomaire,,,,between 1966-1967,Pomaire (Chile),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxxhm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxxhm/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxxj4,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxxj4_2367423_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams101.tif|~|DB-101,"Chile - House with car out front, between 1966-1967",Adobe buildings--Chile|~|Dwellings--Chile|~|Automobiles--Chile,,House of a ceramic craftsman.|~|The same house Is represented in image ark no. zz002jxwbj.,,between 1966-1967,Chile,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxxj4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxxj4/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxxkn,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxxkn_2367474_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams113.tif|~|DB-113,"Chile (Central Valley) - Coastal Range Mountains, between 1966-1967",Valleys--Chile|~|Farms--Chile,,Grain in a field in the Central Valley.,,between 1966-1967,Central Valley (Chile),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxxkn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxxkn/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxxm5,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxxm5_2367405_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams096.tif|~|DB-096,"Chile - Road, with horses and pack animals, between 1966-1967",Horses--Chile|~|Donkeys--Chile|~|Men--Chile,,,,between 1966-1967,Chile,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxxm5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxxm5/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxxnp,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxxnp_2367459_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,DB-110|~|cleth_196601_ams110.tif,"Chile - Woman, young man, and dog standing next to large pot, between 1966-1967",Pottery--Chile|~|Men--Chile|~|Women--Chile,,,,between 1966-1967,Chile,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxxnp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxxnp/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxxp6,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxxp6_2367504_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams120.tif|~|DB-120,"Chile - Willow tree, Donn Borcherdt portrait, between 1966-1967",Willows--Chile,"Borcherdt, Donn","Donn Borcherdt standing in front of a willow tree.|~|""Sauce que Llore"" - weeping willow tree, subject of famous Chilean folk song ""Chile Lindo.""",,between 1966-1967,Chile,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxxp6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxxp6/manifest
