Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Subject,Type.typeOfResource,Type.genre,Name.subject,Rights.copyrightStatus,Rights.rightsHolderContact,Coverage.geographic,Coverage.spatialLatitude,Name.fashionDesigner,Coverage.spatialLongitude,Name.photographer,Name.repository,Name.artist,Name.architect,Name.compiler,Rights.countryCreation,Rights.servicesContact,Language,Relation.hasVersion,Rights.permission,Publisher.publisherName,Relation.isPartOf,Name.illustrator,Alternate Identifier.local,Title,Description.caption,Date.creation,Format.extent,Format.medium,Format.dimensions,Date.normalized,Description.longitude,Description.latitude,Description.note,Description.adminnote,Description.contents,Description.abstract,Description.fundingNote,Alternate Identifier.OPAC,Alternate Identifier.url,Alternate Identifier.oclc,Bucketeer State,IIIF Access URL
Los Angeles Times Photographic Archive,ark:/21198/zz0002tv00,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00059440a.tif,,,,Costume--China|~|Asian American actresses|~|Asian American actors|~|Theatrical companies--California--Los Angeles|~|People|~|Arts|~|Culture,still image,news photographs,"Gott, Roland",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","Chinatown (Los Angeles, Calif.)",,,,,,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b3132_16648-1,"Roland Gott and Kwai On, actors in a theater company based in Los Angeles' Chinatown, 1939",,"June 21, 1939",1 photograph,b&w negative,10 x 12.5 cm.,1939-06-21,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002tv00
Los Angeles Times Photographic Archive,ark:/21198/zz0002tv1h,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00059441a.tif,,,,Costume--China|~|Asian American actresses|~|Asian American actors|~|Theatrical companies--California--Los Angeles|~|Arts|~|Culture,still image,news photographs,"Low, Bessie",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","Chinatown (Los Angeles, Calif.)",,,,,,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b3132_16648-2,"Members of China City theater troop in costume Los Angeles, circa 1939",,"June 21, 1939",1 photograph,b&w negative,10 x 12.5 cm.,1939-06-21,,,"Newspaper article identified from left; Raymond Cannon, Tom Gubbins (seated), Bessie Low, Bob Chin, Kwai On, Roland Gott, and Ernest Chin",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002tv1h
Los Angeles Times Photographic Archive,ark:/21198/zz0002tv21,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00178608a.tif,,,,"Motion picture actors and actresses--California--Los Angeles|~|Husband and wife--California, Southern|~|People",still image,news photographs,"Damita, LiLi, 1904-1994",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b3133_16758-1,"Actor Errol Flynn and wife LiLi Damita at Los Angeles airport, 1941","HAPPY LANDING-- Errol Flynn and LiLi Damita, his wife at Union Airport as he returned from Honolulu trip.","February 20, 1941",1 photograph,b&w negative,10 x 12.5 cm.,1941-02-20,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002tv21
Los Angeles Times Photographic Archive,ark:/21198/zz0002tv3j,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00059442a.tif,,,,Women's rights--California--Los Angeles County|~|Prostitution--California--Los Angeles|~|Demonstrations--California--Los Angeles County|~|Escort services--California--Los Angeles County|~|Traffic violations--California--Los Angeles County|~|People|~|Legal,still image,news photographs,"Bowron, Fletcher, $d 1887-1968",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b3134_16921-1,"Dolores Gunn, owner of an escort service shut down for prostitution receiving a parking ticket in Los Angeles, Calif., 1943",,"June 10, 1943",1 photograph,b&w negative,10 x 12.5 cm.,1943-06-10,-118.243192881345,34.0540811083564,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002tv3j
Los Angeles Times Photographic Archive,ark:/21198/zz0002tv42,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00330231a.tif,,,,Motion picture premieres--California--Los Angeles|~|Wizard of Oz (Motion picture : 1939)|~|Entertainment|~|Events,still image,news photographs,"Harburg, E. Y. (Edgar Yipsel), 1898-1981",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,"Wallace, Gordon Charles, $d 1909-1992",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b3135_17142,"Munchkins in costumes at film premiere of Wizard of Oz in Los Angeles, Calif., 1939",,"August 15, 1939",1 photograph,b&w negative,10 x 12.5 cm.,1939-08-15,-118.340896368026,34.1017663009714,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002tv42
Los Angeles Times Photographic Archive,ark:/21198/zz0002tv5k,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00178609a.tif,,,,Motion picture premieres--California--Los Angeles|~|Motion picture actors and actresses--California--Los Angeles|~|Motion picture actors and actresses--Clothing--California--Los Angeles|~|Entertainment|~|People,still image,news photographs,"Pickford, Mary, 1892-1979--Public appearances",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b3135_17153-1,"Actresses Mary Pickford, Lillian Gish and Louise Campbell with three other women at film premiere of  ""The Star Maker,"" 1939",,"August 21, 1939",1 photograph,b&w negative,10 x 12.5 cm.,1939-08-21,,,"Note from envelope states: ""Annis Edgin, Eileen Parke, Pauline Phillips, Mary Pickford, Lillian Gish and Louise Campbell at ""The Star Maker"" premiere""",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002tv5k
Los Angeles Times Photographic Archive,ark:/21198/zz0002tv63,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00059443a.tif,,,,Mid-autumn Festival|~|Ethnic costume--China|~|Chinese American children--California--Los Angeles County|~|Religion|~|Youth|~|Culture,still image,news photographs,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","Chinatown (Los Angeles, Calif.)",,,,,"University of California, Los Angeles. $b Library Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b3136_17402-1,"Girls in costume sit in front of Budda during Autumn Moon Festival in Los Angeles' Chinatown, 1939",,"September 15, 1939",1 photograph,b&w negative,10 x 12.5 cm.,1939-09-15,,,"Newspaper article identified from left, Ethel Wong, Lucile Fong, Marian Lee, Eleanor Lee, and Dorothy Lamb.",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002tv63
Los Angeles Times Photographic Archive,ark:/21198/zz0002tv7m,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00059444a.tif,,,,Chinese Americans--California--Los Angeles County|~|Mid-autumn Festival|~|Parades--California--Los Angeles|~|Parades--California--Los Angeles|~|Events|~|Lifestyle|~|Culture,still image,news photographs,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","Chinatown (Los Angeles, Calif.)",,,,,"University of California, Los Angeles. $b Library Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b3136_17402-2,"Parade float and marchers in Autumn Moon Festival in Los Angeles' Chinatown, 1941",,"August 14, 1941",1 photograph,b&w negative,10 x 12.5 cm.,1941-08-14,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002tv7m
Los Angeles Times Photographic Archive,ark:/21198/zz0002tv84,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00059445a.tif,,,,Automobiles--California--Los Angeles--Exhibitions|~|Automobiles--United States--1930-1940|~|Events|~|Lifestyle|~|Culture,still image,news photographs,"Pan Pacific Auditorium (Los Angeles, Calif.)",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b3137_17526,"Auto Show in Pan-Pacific Auditorium, Los Angeles, Calif., 1939",,"October 15, 1939",1 photograph,b&w negative,10 x 12.5 cm.,1939-10-15,-118.353626132011,34.0721909469594,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002tv84
Los Angeles Times Photographic Archive,ark:/21198/zz0002tv9n,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00178610a.tif,,,,Motion picture actors and actresses--California--Los Angeles|~|Boxers (Sports)--California--Los Angeles|~|Lifestyle|~|People,still image,news photographs,"Shearer, Norma, $d 1900-1983",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Arcadia (Calif.),,,,,,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b3139_17924-1,"Boxer Ceferino Garcia with actors George Raft and Norma Shearer at Santa Anita Racetrack, Calif., 1940","PICKING THE LONG SHOTS-- Ceferino Garcia, world's middleweight champ, stopped to compare notes with George Raft and Norma Shearer of flicker fame before the running of the Santa Anita Derby yesterday.","February 23, 1940",1 photograph,b&w negative,10 x 12.5 cm.,1940-02-23,-118.043492,34.139441,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002tv9n
Los Angeles Times Photographic Archive,ark:/21198/zz0002tvb5,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00178611a.tif,,,,"Motion picture actors and actresses--California--Los Angeles|~|Husband and wife--California, Southern|~|Lifestyle|~|People",still image,news photographs,"Jones, Buck, 1889-1942",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Arcadia (Calif.),,,,,,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b3139_17924-2,"Actor Buck Jones and wife Odelle at Santa Anita Racetrack, Calif., 1940",Buck Jones & wife at Santa Anita Derby,"February 23, 1940",1 photograph,b&w negative,10 x 12.5 cm.,1940-02-23,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002tvb5
Los Angeles Times Photographic Archive,ark:/21198/zz0002tvcp,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00330232a.tif,,,,Hotels--Food service|~|Dry-goods|~|Business,still image,news photographs,Quaker Oats Company,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b3140_18070,"Man stocking pantry of the Ambassador Hotel in Los Angeles, Calif., 1940",,"January 1, 1940",1 photograph,b&w negative,10 x 12.5 cm.,1940-01-01,-118.297004699707,34.0600192687453,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002tvcp
Los Angeles Times Photographic Archive,ark:/21198/zz0002tvd6,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00059446a.tif,,,,Strikes and lockouts--Clothing trade--California--Los Angeles|~|Clothing workers--Labor unions--California--Los Angeles|~|Women clothing workers--California--Los Angeles County|~|Thirty-five hour week--California--Los Angeles|~|Picketing--California--Los Angeles County|~|Women--Clothing & dress--California--Los Angeles--1940-1950|~|Activism,still image,news photographs,"Biltmore Hotel (Los Angeles, Calif.)",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b3141_18218,"International Ladies' Garment Workers' Union members dressed in evening gowns picket the Biltmore Hotel in Los Angeles, Calif., 1940",,"January 18, 1940",1 photograph,b&w negative,10 x 12.5 cm.,1940-01-18,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002tvd6
Los Angeles Times Photographic Archive,ark:/21198/zz0002tvfq,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00059447a.tif,,,,Catholic church buildings--California--Los Angeles|~|Catholic Church--Clergy|~|Religion,still image,news photographs,"Stevens, William Bertrand, 1884-1947",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles County (Calif.),,,,,,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b3142_18280,"Bishops standing before St. Christopher Catholic Church's Chapel Trailer, Calif., 1940","CHURCH ON WHEELS: Suffragan Bishop Robert B. Gooden, left; Archbishop John Charles Wand of Australia, center, and Bishop W. Bertrand Stevens standing before St. Christopher's Chapel Trailer dedicated yesterday to serve unchurched districts.","January 26, 1940",1 photograph,b&w negative,10 x 12.5 cm.,1940-01-26,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002tvfq
Los Angeles Times Photographic Archive,ark:/21198/zz0002tvg7,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00059448a.tif,,,,"Athletes--California, Southern|~|Indian athletes--California, Southern|~|People",still image,news photographs,"Thorpe, Jim, 1887-1953",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Inglewood (Calif.),,,,"Arnott, Andrew Hugh, $d 1905-1985",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b3142_18285-1,"Jim Thorpe at his home in Inglewood, Calif., 1940","MAN OF LETTERS: Jim Thorpe, one of the greatest athletes of all time, is launching a new career -- writing and lecturing. This series of character studies of the immortal Indian football, baseball and track star was taken at his modest home in Inglewood where he resides with his wife and four children.","February 2, 1940",1 photograph,b&w negative,10 x 12.5 cm.,1940-02-02,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002tvg7
Los Angeles Times Photographic Archive,ark:/21198/zz0002tvhr,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00059539a.tif,,,,"Unemployment--California--Los Angeles County|~|New Deal, 1933-1939 $z California $z Los Angeles County|~|Demonstrations--California--Los Angeles County|~|Economy|~|Activism",still image,news photographs,Science Research Associates,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles County (Calif.)--Economic conditions,,,,,,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b3143_18499-1,"Demonstration demanding more jobs on steps of Los Angeles City Hall, Calif., 1940","THOUSANDS MASS ON CITY HALL STEPS TO DEMAND MORE JOBS: More than 1000 persons assemble on City Hall steps under auspices of Workers' Alliance and Labor's Nonpartisan League, demanding ""jobs, not relief."" Their demonstration followed cuts in relief checks and layoffs in W.P.A. and S.R.A. Officials of the C.I.O. promised workers their aid in campaign.","March 24, 1940",1 photograph,b&w negative,10 x 12.5 cm.,1940-03-24,-118.243455737829,34.0542894426636,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002tvhr
Los Angeles Times Photographic Archive,ark:/21198/zz0002tvj8,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00059449a.tif,,,,Dolls--Japan--Exhibitions|~|Kimonos--California--Los Angeles|~|Japanese American women--California--Los Angeles County|~|Japanese Americans--Social life and customs|~|Culture,still image,news photographs,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","Little Tokyo (Los Angeles, Calif.)",,,,,"University of California, Los Angeles. $b Library Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b3143_18949-1,"Women with display at Japanese Doll Festival in Little Tokyo, Los Angeles, Calif., 1940",,"March 4, 1940",1 photograph,b&w negative,10 x 12.5 cm.,1940-03-04,,,"Newspaper article identified from left, Toshiko Nagamori, Jane Yoshizumi, Emmy Sumida, Louise Mizumoto, and Mayko Mizumoto",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002tvj8
Los Angeles Times Photographic Archive,ark:/21198/zz0002tvks,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00059451a.tif,,,,Motion picture actors and actresses--California--Los Angeles|~|Fruit trade--California--Los Angeles County|~|Foreign trade promotion--California--Los Angeles County|~|Business,still image,news photographs,"McGroarty, John Steven, 1862-1944.Just California",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.)--Commerce,,,,,,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b3146_19061-1,"Jane Wyman and Miss Foreign Trade Week, Jeanne Bishop during Foreign Trade Week in Los Angeles, Calif., 1940","FAIR SWAP: Jane Wyman, left, and Jeanne Bishop (Miss Foreign Trade Week) shown as they traded tropical and California fruit in what looks like a good exchange on eve of chamber gathering opening city-wide Foreign Trade Week observance.","May 21, 1940",1 photograph,b&w negative,10 x 12.5 cm.,1940-05-21,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002tvks
Los Angeles Times Photographic Archive,ark:/21198/zz0002tvm9,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00178612a.tif,,,,Motion picture actors and actresses--California--Los Angeles|~|Entertainment|~|People,still image,news photographs,"Welles, Orson, 1915-1985",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b3146_19108-1,"Actor-producer Orson Welles in publicity gag for Los Angeles Musical Fiesta, 1940","MAN FROM MARS' -- Orson Welles, actor-producer who startled world with his ""War of Worlds"" broadcast in 1938, pulls switch which will unleash fireworks at fiesta.","May 26, 1940",1 photograph,b&w negative,10 x 12.5 cm.,1940-05-26,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002tvm9
Los Angeles Times Photographic Archive,ark:/21198/zz0002tvnt,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00059452a.tif,,,,Catholic Church--Liturgy|~|Corpus Christi Festival $z California $z Los Angeles|~|Benediction|~|Religion,still image,news photographs,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,"University of California, Los Angeles. $b Library Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b3147_19125,"Crowd observing the Feast of Corpus Christi in Los Angeles, Calif., 1940","IN ANCIENT RITUAL: Section of the crowd of devout Catholics who yesterday observed the Feast of Corpus Christi shown as priest, with Holy Sacrament, pronounces the benediction.","May 27, 1940",1 photograph,b&w negative,10 x 12.5 cm.,1940-05-27,-118.168065547943,34.0406405193046,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002tvnt
Los Angeles Times Photographic Archive,ark:/21198/zz0002tvpb,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00059453a.tif,,,,"Kitchen appliances--Exhibitions|~|Household appliances, Electric--Exhibitions|~|Cookery, American|~|Lifestyle",still image,news photographs,"Pan Pacific Auditorium (Los Angeles, Calif.)",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,"Benedict, Marshall C.",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b3147_19156-1,"Ethyl Rogers demonstrating built-in electric oven at Home Show in Los Angeles, Calif., 1940",TURKEY IN OVEN: Ethyl Rogers makes use of modern built-in electric oven displayed at Home Show.,"May 26, 1940",1 photograph,b&w negative,10 x 12.5 cm.,1940-05-26,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002tvpb
Los Angeles Times Photographic Archive,ark:/21198/zz0002tvqv,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00059454a.tif,,,,Music festivals--California--Los Angeles County|~|Entertainment|~|People|~|Arts,still image,news photographs,"Welles, Orson, 1915-1985",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,"Benedict, Marshall C.",,,,,US,,zxx,Wikipedia submission,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b3147_19200-1,Actors Leo Carrillo and Orson Welles at Southern California Musical Fiesta in 1940,,"June 1, 1940",1 photograph,b&w negative,10 x 12.5 cm.,1940-06-01,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002tvqv
Los Angeles Times Photographic Archive,ark:/21198/zz0002tvrc,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00059455a.tif,,,,Commercial buildings--Earthquake effect|~|Earthquakes--California--Imperial|~|Earthquake damage $z California|~|Disaster,still image,news photographs,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Imperial (Calif.),,,,,"University of California, Los Angeles. $b Library Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b3147_19228-1,"Collapsed shops, shattered windows, broken telephone lines at Ninth St. after earthquake in Imperial, Calif., 1940","STREET SCENE: Apparently the epicenter of Saturday night's quake, the city of Imperial suffered heavily during temblors. Collapsed shops, shattered windows, broken telephone lines at Ninth St. and Imperial Ave., above.","May 20, 1940",1 photograph,b&w negative,10 x 12.5 cm.,1940-05-20,-115.568425655364,32.8485325191406,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002tvrc
