"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Name.repository","Title","Alt ID.local","Description.note"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0rws","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0185.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0185","uclalsc_2995564_0185",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0rx9","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0186.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0186","uclalsc_2995564_0186",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0rzt","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0187.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0187","uclalsc_2995564_0187",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0s0t","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0188.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0188","uclalsc_2995564_0188",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0s1b","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0189.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0189","uclalsc_2995564_0189",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0s2v","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0190.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0190","uclalsc_2995564_0190",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0s3c","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0191.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0191","uclalsc_2995564_0191",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0s4w","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0192.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0192","uclalsc_2995564_0192",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0s5d","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0193.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0193","uclalsc_2995564_0193",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0s6x","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0194.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0194","uclalsc_2995564_0194",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0s7f","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0195.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0195","uclalsc_2995564_0195",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0s8z","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0196.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0196","uclalsc_2995564_0196",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0s9g","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0197.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0197","uclalsc_2995564_0197",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0sb0","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0198.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0198","uclalsc_2995564_0198",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0sch","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0199.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0199","uclalsc_2995564_0199",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0sd1","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0200.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0200","uclalsc_2995564_0200",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0sfj","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0201.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0201","uclalsc_2995564_0201",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0sg2","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0202.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0202","uclalsc_2995564_0202",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0shk","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0203.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0203","uclalsc_2995564_0203",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0sj3","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0204.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0204","uclalsc_2995564_0204",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0skm","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0205.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0205","uclalsc_2995564_0205",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0sm4","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0206.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0206","uclalsc_2995564_0206",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0snn","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0207.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0207","uclalsc_2995564_0207",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0sp5","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0208.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0208","uclalsc_2995564_0208",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0sqp","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0209.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0209","uclalsc_2995564_0209",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0sr6","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0210.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0210","uclalsc_2995564_0210",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0ssq","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0211.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0211","uclalsc_2995564_0211",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0st7","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0212.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0212","uclalsc_2995564_0212",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0svr","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0213.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0213","uclalsc_2995564_0213",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0sw8","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0214.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0214","uclalsc_2995564_0214",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0sxs","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0215.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0215","uclalsc_2995564_0215",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0sz9","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0216.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0216","uclalsc_2995564_0216",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0t09","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0217.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0217","uclalsc_2995564_0217",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0t1t","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0218.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0218","uclalsc_2995564_0218",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0t2b","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0219.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0219","uclalsc_2995564_0219",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0t3v","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0220.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0220","uclalsc_2995564_0220",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0t4c","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0221.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0221","uclalsc_2995564_0221",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0t5w","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0222.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0222","uclalsc_2995564_0222",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0t6d","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0223.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0223","uclalsc_2995564_0223",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0t7x","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0224.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0224","uclalsc_2995564_0224",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0t8f","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0225.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0225","uclalsc_2995564_0225",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0t9z","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0226.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0226","uclalsc_2995564_0226",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0tbg","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0227.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0227","uclalsc_2995564_0227",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0tc0","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0228.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0228","uclalsc_2995564_0228",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0tdh","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0229.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0229","uclalsc_2995564_0229",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0tf1","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0230.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0230","uclalsc_2995564_0230",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0tgj","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0231.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0231","uclalsc_2995564_0231",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0th2","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0232.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0232","uclalsc_2995564_0232",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0tjk","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0233.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0233","uclalsc_2995564_0233",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0tk3","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0234.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0234","uclalsc_2995564_0234",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0tmm","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0235.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0235","uclalsc_2995564_0235",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0tn4","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0236.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0236","uclalsc_2995564_0236",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0tpn","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0237.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0237","uclalsc_2995564_0237",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0tq5","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0238.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0238","uclalsc_2995564_0238",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0trp","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0239.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0239","uclalsc_2995564_0239",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0ts6","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0240.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0240","uclalsc_2995564_0240",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0ttq","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0241.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0241","uclalsc_2995564_0241",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0tv7","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0242.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0242","uclalsc_2995564_0242",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0twr","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0243.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0243","uclalsc_2995564_0243",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0tx8","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0244.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0244","uclalsc_2995564_0244",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0tzs","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0245.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0245","uclalsc_2995564_0245",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0v0s","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0246.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0246","uclalsc_2995564_0246",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0v19","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0247.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0247","uclalsc_2995564_0247",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0v2t","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0248.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0248","uclalsc_2995564_0248",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0v3b","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0249.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0249","uclalsc_2995564_0249",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0v4v","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0250.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0250","uclalsc_2995564_0250",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0v5c","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0251.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0251","uclalsc_2995564_0251",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0v6w","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0252.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0252","uclalsc_2995564_0252",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0v7d","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0253.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0253","uclalsc_2995564_0253",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0v8x","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0254.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0254","uclalsc_2995564_0254",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0v9f","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0255.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0255","uclalsc_2995564_0255",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0vbz","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0256.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0256","uclalsc_2995564_0256",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0vcg","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0257.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0257","uclalsc_2995564_0257",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0vd0","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0258.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0258","uclalsc_2995564_0258",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0vfh","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0259.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0259","uclalsc_2995564_0259",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0vg1","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0260.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0260","uclalsc_2995564_0260",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0vhj","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0261.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0261","uclalsc_2995564_0261",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0vj2","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0262.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0262","uclalsc_2995564_0262",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0vkk","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0263.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0263","uclalsc_2995564_0263",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0vm3","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0264.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0264","uclalsc_2995564_0264",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0vnm","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0265.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0265","uclalsc_2995564_0265",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0vp4","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0266.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0266","uclalsc_2995564_0266",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0vqn","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0267.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0267","uclalsc_2995564_0267",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0vr5","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0268.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0268","uclalsc_2995564_0268",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0vsp","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0269.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0269","uclalsc_2995564_0269",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0vt6","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0270.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0270","uclalsc_2995564_0270",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0vvq","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0271.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0271","uclalsc_2995564_0271",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0vw7","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0272.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0272","uclalsc_2995564_0272",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0vxr","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0273.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0273","uclalsc_2995564_0273",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0vz8","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0274.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0274","uclalsc_2995564_0274",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0w08","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0275.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0275","uclalsc_2995564_0275",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0w1s","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0276.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0276","uclalsc_2995564_0276",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0w29","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0277.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0277","uclalsc_2995564_0277",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0w3t","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0278.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0278","uclalsc_2995564_0278",""
