Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,Type.genre,Subject.conceptTopic,Rights.copyrightStatus,Rights.permission,Rights.publicationStatus,Name.subject,Rights.servicesContact,Subject.category,Language,Name.repository,Name.photographer,Subject.descriptiveTopic,Rights.permissionNote,Relation.isPartOf,Name.creator,Date.creation,Date.normalized,Description.note,Coverage.geographic,Alt ID.local,Title,Format.dimensions,Format.extent,Description.latitude,Description.longitude,Local identifier,AltTitle.other,Finding Aid URL,Description.abstract,thumbnailImageName,masterImageName,Bucketeer State,IIIF Access URL,Representative Image,Masthead
Arkatov (James) Collection,ark:/21198/zz001hnppf,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hnppf_1297551_master.tif,,,,still image,Black-and-white photographs,Pianists $z United States,copyrighted,Y,unknown,"Hobgood, Laurence",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"August, 1997",1997-08,Black and white photograph of Laurence Hobgood playing a partially visible piano.,California--Los Angeles,uclamus_340_b1_f8,"Lawrence Hobgood playing the piano, Los Angeles, August, 1997 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hnppf_1297551_thumbnail.jpg,21198-zz001hnppf_1297551_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hnppf,,
Arkatov (James) Collection,ark:/21198/zz001hnpqz,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hnpqz_1297547_master.tif,,,,still image,Black-and-white photographs,Composers $z United States|~|Pianists $z United States,copyrighted,Y,unknown,"Hill, Andrew, $d 1931-2007",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"January, 2000",2000-01,Black and white photograph of American pianist and composer Andrew Hill at the piano.,California--Los Angeles,uclamus_340_b1_f8,"Andrew Hill playing piano, Los Angeles, January 2000 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hnpqz_1297547_thumbnail.jpg,21198-zz001hnpqz_1297547_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hnpqz,,
Arkatov (James) Collection,ark:/21198/zz001hp7wq,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hp7wq_1297734_master.tif,,,,still image,Black-and-white photographs,Vibraphonists--United States,copyrighted,Y,unknown,"Jackson, Milt",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"February, 1996",1996-02,"Black and white photograph of American jazz vibraphonist Milt ""Bags"" Jackson.",California--Los Angeles,uclamus_340_b1_f10,"Milt Jackson playing vibes  in Los Angeles, February 1996 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hp7wq_1297734_thumbnail.jpg,21198-zz001hp7wq_1297734_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hp7wq,,
Arkatov (James) Collection,ark:/21198/zz001hp7x7,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hp7x7_1297710_master.tif,,,,still image,Black-and-white photographs,Guitarists--United States,copyrighted,Y,unknown,,,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,,,Black and white photograph.  Unidentified guitarist.,California--Los Angeles,uclamus_340_b1_f9,Unidentified jazz guitarist [descriptive],8 x 10 in.,1 photograph: b & w,,,,,,,21198-zz001hp7x7_1297710_thumbnail.jpg,21198-zz001hp7x7_1297710_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hp7x7,,
Arkatov (James) Collection,ark:/21198/zz001hp7zr,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hp7zr_1297737_master.tif,,,,,still image|~|Black-and-white photographs,Vibraphonists--United States,copyrighted,Y,unknown,"Jackson, Milt",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"June, 1998",1998-06,"Black and white photograph of American jazz vibraphonist Milt ""Bags"" Jackson.",California--Los Angeles,uclamus_340_b1_f10,Milt Jackson playing vibes  in Los Angeles [descriptive],1 photograph : b&w|~|8 x 10 in.,,,,,,,,21198-zz001hp7zr_1297737_thumbnail.jpg,21198-zz001hp7zr_1297737_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hp7zr,,
Arkatov (James) Collection,ark:/21198/zz001hp80r,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hp80r_1297740_master.tif,,,,still image,Black-and-white photographs,Vibraphonists--United States,copyrighted,Y,unknown,"Jackson, Milt",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,1998-06,"June, 1998","Black and white photograph of American jazz vibraphonist Milt ""Bags"" Jackson.",California--Los Angeles,uclamus_340_b1_f10,Milt Jackson playing vibes  in Los Angeles [descriptive],1 photograph : b&w|~|8 x 10 in.,,,,,,,,21198-zz001hp80r_1297740_thumbnail.jpg,21198-zz001hp80r_1297740_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hp80r,,
Arkatov (James) Collection,ark:/21198/zz001hp818,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hp818_1297731_master.tif,,,,still image,Black-and-white photographs,Drummers (Musicians) $z United States|~|Double bassists $z United States|~|Vibraphonists--United States,copyrighted,Y,unknown,"Jackson, Milt|~|Heath, Albert|~|Catalina Bar & Grill|~|Clayton, John, $d 1952-",,Entertainment|~|People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Double basses|~|Vibraphones,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"February, 1996",1996-02,"Black and white photograph of American jazz vibraphonist Milt Jackson, American double bass player, composer, arranger, and bandleader John Clayton (brother of Jeff Clayton) and drummer Albert (Al) ""Tootie"" Heath.",California--Hollywood,uclamus_340_b1_f10,"Milt Jackson with John Clayton and Tootie Heath at the Catalina Bar & Grill in Hollywood, February 1996 [descriptive]",8 x 10 in.,1 photograph : b&w,34.1010156049,-118.3294004202,,,,,21198-zz001hp818_1297731_thumbnail.jpg,21198-zz001hp818_1297731_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hp818,,
Arkatov (James) Collection,ark:/21198/zz001hp82s,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hp82s_1297717_master.tif,,,,still image,Black-and-white photographs,Double bassists $z United States|~|Vibraphonists--United States,copyrighted,Y,unknown,"Jackson, Milt|~|Catalina Bar & Grill|~|Clayton, John, $d 1952-",,Entertainment|~|People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Double basses|~|Vibraphones,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"February, 1996",1996-02,"Black and white photograph of American jazz vibraphonist Milt ""Bags"" Jackson with American double bass player, composer, arranger, and bandleader John Clayton (brother of Jeff Clayton).",California--Hollywood,uclamus_340_b1_f10,"Milt Jackson with John Clayton at the Catalina Bar & Grill, Hollywood, February 1996 [descriptive]",8 x 10 in.,1 photograph : b&w,34.1010156049,-118.3294004202,,,,,21198-zz001hp82s_1297717_thumbnail.jpg,21198-zz001hp82s_1297717_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hp82s,,
Arkatov (James) Collection,ark:/21198/zz001hp839,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hp839_1297698_master.tif,,,,still image,Black-and-white photographs,Trumpet players $z United States,copyrighted,Y,unknown,"Isham, Mark",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Trumpets,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"April, 1998",1998-04,Black and white photograph of American trumpeter and composer Mark Isham playing the trumpet.,California--Los Angeles,uclamus_340_b1_f9,"Mark Isham playing trumpet in Los Angeles, April 1998 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hp839_1297698_thumbnail.jpg,21198-zz001hp839_1297698_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hp839,,
Arkatov (James) Collection,ark:/21198/zz001hp84t,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hp84t_1297728_master.tif,,,,still image,Black-and-white photographs,Double bassists $z United States,copyrighted,Y,unknown,"Hughart, Jim",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Double basses|~|Drums,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"February, 2000",2000-02,Black and white photograph of American double bass player Jim Hughart playing double bass and an unidentified man playing drums.,California--Los Angeles,,"Jim Hughart playing double bass and an unidentified drummer, Los Angeles [descriptive]",8 x 10 in.,1 photograph : b&w,,,uclamus_340_b1_f8,,,,21198-zz001hp84t_1297728_thumbnail.jpg,21198-zz001hp84t_1297728_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hp84t,,
Arkatov (James) Collection,ark:/21198/zz001hp85b,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hp85b_1297687_master.tif,,,,still image,Black-and-white photographs,Double bassists $z United States,copyrighted,Y,unknown,"Hughart, Jim",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Double basses,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"February, 2000",2000-02,Black and white photograph of American double bass player Jim Hughart playing the double bass.,California--Los Angeles,uclamus_340_b1_f8,"Jim Hughart playing the bass, Los Angeles, February 2000 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hp85b_1297687_thumbnail.jpg,21198-zz001hp85b_1297687_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hp85b,,
Arkatov (James) Collection,ark:/21198/zz001hp86v,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hp86v_1297723_master.tif,,,,still image,Black-and-white photographs,Vibraphonists--United States,copyrighted,,,"Jackson, Milt",,People|~|Arts,zxx,,"Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"February, 1996",1996-02,"Black and white photograph of American jazz vibraphonist Milt ""Bags"" Jackson.",California--Los Angeles,uclamus_340_b1_f10,"Milt Jackson playing vibes, Los Angeles, February 1996 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hp86v_1297723_thumbnail.jpg,21198-zz001hp86v_1297723_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hp86v,,
Arkatov (James) Collection,ark:/21198/zz001hp8kj,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hp8kj_1297765_master.tif,,,,still image,Black-and-white photographs,Tap dancers,copyrighted,,unknown,Jazz Tap Ensemble,,Entertainment|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Double basses|~|Drums,Y,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"July, 1999",1999-07,"Black and white photograph of the Jazz Tap Ensemble.  The photograph shows three unidentified members of the Jazz Tap Ensemble, an unidentified drummer, and an unidentified double bassist.",California--Los Angeles,uclamus_340_b1_f10,"Jazz Tap Ensemble dancing, Los Angeles, July 1999 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hp8kj_1297765_thumbnail.jpg,21198-zz001hp8kj_1297765_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hp8kj,,
Arkatov (James) Collection,ark:/21198/zz001hp8m2,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hp8m2_1297795_master.tif,,,,still image,color photographs,Double bassists $z United States,copyrighted,Y,unknown,UCLA Hammer Museum of Art and Cultural Center,,Entertainment|~|Events|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,[between 1986 and 2002?],1986/2002,Color photograph of an unidentified bassist performing at the Armand Hammer museum in Los Angeles.,California--Los Angeles,uclamus_340_b1_f10,Unidentified double bass player at the Armand Hammer Museum [descriptive],3.5 x 5 in.,1 photograph: color,,,,,,,21198-zz001hp8m2_1297795_thumbnail.jpg,21198-zz001hp8m2_1297795_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hp8m2,,
Arkatov (James) Collection,ark:/21198/zz001hp8nk,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hp8nk_1297756_master.tif,,,,still image,Black-and-white photographs,Jazz musicians $z United States|~|Pianists $z United States,copyrighted,Y,unknown,,,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"July, 1996",1996-07,Black and white photograph of American pianist and leader Ahmad Jamal. He has a white t shirt on with a white towel on his shoulder.,California--Los Angeles,uclamus_340_b1_f10,"Ahmad Jamal playing the piano in Los Angeles, July 1996 [descriptive]",8 x 10 in.,1 photograph: b&w,,,,,,,21198-zz001hp8nk_1297756_thumbnail.jpg,21198-zz001hp8nk_1297756_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hp8nk,,
Arkatov (James) Collection,ark:/21198/zz001hp8p3,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hp8p3_1297743_master.tif,,,,still image,Black-and-white photographs,Drummers (Musicians) $z United States|~|Double bassists $z United States|~|Vibraphonists--United States,copyrighted,Y,unknown,"Jackson, Milt|~|Clayton-Hamilton Jazz Orchestra|~|Hamilton, Jeff",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"June, 1998",1998-06,"Black and white photograph of American jazz vibraphonist Milt ""Bags"" Jackson with the Clayton-Hamilton Jazz Orchestra. Jeff Hamilton is on drums. An unidentified musician is playing double bass.",California--Los Angeles,uclamus_340_b1_f10,"Milt Jackson with the Clayton-Hamilton Jazz Orchestra, Los Angeles [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hp8p3_1297743_thumbnail.jpg,21198-zz001hp8p3_1297743_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hp8p3,,
Arkatov (James) Collection,ark:/21198/zz001hp8qm,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hp8qm_1297779_master.tif,,,,still image,color photographs,Pianists $z United States,copyrighted,Y,unknown,"Jolly, Pete, $d 1932-2004",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Pianos,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"July, 1999",1999-07,"Color photograph of Pete Jolly, American pianist.",California--Los Angeles,uclamus_340_b1_f10,"Pete Jolly playing the piano, Los Angeles, July 1999 [descriptive]",3.5 x 5 in.,1 photograph : color,,,,,,,21198-zz001hp8qm_1297779_thumbnail.jpg,21198-zz001hp8qm_1297779_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hp8qm,,
Arkatov (James) Collection,ark:/21198/zz001hp8r4,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hp8r4_1297746_master.tif,,,,still image,Black-and-white photographs,Vibraphonists--United States,copyrighted,Y,unknown,"Jackson, Milt|~|Hamilton, Jeff",,Entertainment|~|People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Drums|~|Pianos|~|Vibraphones,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"June, 1998",1998-06,"Black and white photograph of American jazz vibraphonist Milt ""Bags"" Jackson with the Clayton-Hamilton Jazz Orchestra. Jeff Hamilton is on drums. The other musicians in this large ensemble are unidentified.",California--Los Angeles,uclamsu_340_b1_f10,"Milt Jackson with the Clayton-Hamilton Jazz Orchestra, Los Angeles [descriptive]",8 x 10 in.|~|1 photograph : b&w,,,,,,,,21198-zz001hp8r4_1297746_thumbnail.jpg,21198-zz001hp8r4_1297746_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hp8r4,,
Arkatov (James) Collection,ark:/21198/zz001hp8sn,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hp8sn_1297800_master.tif,,,,still image,Black-and-white photographs,Pianists $z United States,copyrighted,Y,unknown,"Jolly, Pete, $d 1932-2004",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"July, 1999",1999-07,"Black and white photograph of American pianist, Pete Jolly, playing the piano.",California--Los Angeles,uclamus_340_b1_f10,"Pete Jolly playing the piano, Los Angeles, July 1999 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hp8sn_1297800_thumbnail.jpg,21198-zz001hp8sn_1297800_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hp8sn,,
Arkatov (James) Collection,ark:/21198/zz001hp8t5,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hp8t5_1297749_master.tif,,,,still image,Black-and-white photographs,Jazz musicians $z United States|~|Pianists $z United States,copyrighted,Y,unknown,"Jamal, Ahmad, $d 1930-",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"July, 1996",1996-07,Black and white photograph of American pianist and leader Ahmad Jamal.,California--Los Angeles,uclamus_340_b1_f10,"Ahmad Jamal playing the piano in Los Angeles, July 1996 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hp8t5_1297749_thumbnail.jpg,21198-zz001hp8t5_1297749_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hp8t5,,
Arkatov (James) Collection,ark:/21198/zz001hp8vp,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hp8vp_1297803_master.tif,,,,still image,Black-and-white photographs,Drummers (Musicians) $z United States|~|Trombonists $z United States,copyrighted,Y,unknown,"Jones, Elvin|~|Eubanks, Robin",,Entertainment|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Double basses|~|Trombones|~|Drums|~|Pianos|~|Saxophones,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"March, 1997",1997-03,"American drummer and bandleader Elvin Jones and his Jazz Machine performing in Los Angeles. The other musicians in the photo are unidentified, with the possible exception of Robin Eubanks on trombone.",California--Los Angeles,uclamus_340_b1_f10,"Elvin Jones Jazz Machine in Los Angeles, March 1997 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hp8vp_1297803_thumbnail.jpg,21198-zz001hp8vp_1297803_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hp8vp,,
Arkatov (James) Collection,ark:/21198/zz001hp8w6,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hp8w6_1297791_master.tif,,,,still image,color photographs,Double bassists $z United States,copyrighted,Y,unknown,UCLA Hammer Museum of Art and Cultural Center,,Entertainment|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Double basses,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,[between 1986 and 2002?],1986/2002,Color photograph of an unidentified double bassist.,California--Los Angeles,uclamus_340_b1_f10,Unidentified double bass player at the Armand Hammer Museum in Los Angeles [descriptive],3.5 x 5 in.,1 photograph: color,,,,,,,21198-zz001hp8w6_1297791_thumbnail.jpg,21198-zz001hp8w6_1297791_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hp8w6,,
Arkatov (James) Collection,ark:/21198/zz001hp8xq,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hp8xq_1297951_master.tif,,,,still image,Black-and-white photographs,Pianists $z California $z Los Angeles,copyrighted,Y,unknown,"Kellaway, Roger",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"February, 1999",1999-02,"Black and white photograph of American pianist, arranger, and composer Roger Kellaway playing piano.",California--Los Angeles,uclamus_340_b1_f11,"Roger Kellaway playing piano, Los Angeles [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hp8xq_1297951_thumbnail.jpg,21198-zz001hp8xq_1297951_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hp8xq,,
Arkatov (James) Collection,ark:/21198/zz001hp8z7,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hp8z7_1297810_master.tif,,,,still image,Black-and-white photographs,Drummers (Musicians) $z United States,copyrighted,Y,unknown,"Jones, Elvin",,People,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"February, 1996",1996-02,"Black and white photograph drummer and bandleader Elvin Jones, younger brother of musicians Hank and Thad Jones.",California--Los Angeles,uclamus_340_b1_f10,"Elvin Jones in Los Angeles, February 1996 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hp8z7_1297810_thumbnail.jpg,21198-zz001hp8z7_1297810_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hp8z7,,
Arkatov (James) Collection,ark:/21198/zz001hp907,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hp907_1297851_master.tif,,,,still image,Black-and-white photographs,Pianists $z California $z Los Angeles,copyrighted,Y,unknown,"Kellaway, Roger",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"February, 1999",1999-02,"Black and white photograph of American pianist, arranger, and composer Roger Kellaway playing piano.",California--Los Angeles,uclamus_340_b1_f11,"Roger Kellaway playing piano, Los Angeles [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hp907_1297851_thumbnail.jpg,21198-zz001hp907_1297851_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hp907,,
Arkatov (James) Collection,ark:/21198/zz001hp91r,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hp91r_1297886_master.tif,,,,still image,Black-and-white photographs,Pianists $z California $z Los Angeles,copyrighted,Y,unknown,"Kellaway, Roger",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"February, 1999",1999-02,"Black and white photograph of American pianist, arranger, and composer Roger Kellaway playing piano.",California--Los Angeles,uclamus_340_b1_f11,"Roger Kellaway playing piano, Los Angeles [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hp91r_1297886_thumbnail.jpg,21198-zz001hp91r_1297886_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hp91r,,
Arkatov (James) Collection,ark:/21198/zz001hp928,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hp928_1297970_master.tif,,,,still image,Black-and-white photographs,Pianists $z California $z Los Angeles,copyrighted,Y,unknown,"Kellaway, Roger",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"July, 1996",1996-07,"Black and white photograph of American pianist, arranger, and composer Roger Kellaway playing piano.",California--Los Angeles,uclamus_340_b1_f11,"Roger Kellaway playing piano, Los Angeles [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hp928_1297970_thumbnail.jpg,21198-zz001hp928_1297970_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hp928,,
Arkatov (James) Collection,ark:/21198/zz001hp93s,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hp93s_1297994_master.tif,,,,still image,Black-and-white photographs,Pianists $z California $z Los Angeles,copyrighted,Y,unknown,"Kellaway, Roger",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"February, 1999",1999-02,"Black and white photograph of American pianist, arranger, and composer Roger Kellaway playing piano.",California--Los Angeles,uclamus_340_b1_f11,"Roger Kellaway playing piano, Los Angeles [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hp93s_1297994_thumbnail.jpg,21198-zz001hp93s_1297994_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hp93s,,
