Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Subject,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Name.subject,Coverage.geographic,Relation.isPartOf,Publisher.publisherName,Rights.countryCreation,Rights.rightsHolderContact,Name.photographer,Relation.hasVersion,Rights.permission,Name.repository,Name.architect,Date.normalized,Alternate Identifier.local,Title,Description.note,Date.creation,Description.longitude,Description.latitude,Format.extent,Format.medium,Format.dimensions,Description.caption,Description.fundingNote,Alternate Identifier.url,Description.abstract,Bucketeer State,IIIF Access URL
Los Angeles Daily News Negatives,ark:/21198/zz0027xjr6,ark:/21198/zz00294nz8,2,Needs QA,Work,ladailynews/image/uclamss_1379_14988-21.tif,,,,Sports officiating $z California $z Los Angeles,still image,copyrighted,news photographs|~|cellulose nitrate film,"Los Angeles Memorial Coliseum (Los Angeles, Calif.)",Los Angeles (Calif.),"Los Angeles Daily News Negatives. Department of Special Collections, Charles E. Young Research Library, University of California at Los Angeles.",Los Angeles Daily News,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,Y,"University of California, Los Angeles. Library. Department of Special Collections",,1937-06-27,14988|~|uclamss_1387_14988-21,"Unidentified sports officials observing an event at a track meet at the Los Angeles Memorial Coliseum, Los Angeles, 1937",Unidentified sports officials observing an event at a track meet between Big Ten athletes and those of the Pacific Coast Conference at the Los Angeles Memorial Coliseum.,"June 27, 1937",,,1 photograph,b&w nitrate negative,,Text from original nitrate sleeve: Big Ten Track Meet vs. Pacific Coast,Access to this collection is generously supported by Arcadia funds.,,,failed,
Los Angeles Daily News Negatives,ark:/21198/zz0027xjt7,ark:/21198/zz00294nz8,2,Needs QA,Work,ladailynews/image/uclamss_1379_15037-02.tif,,,,Criminals $z California $z Los Angeles|~|Lawyers $z California $z Los Angeles|~|Legal,still image,copyrighted,news photographs|~|cellulose nitrate film,"Dyer, Albert, $d 1905-1938|~|Cuff, Ellery E., $d 1896-1988",Los Angeles (Calif.),"Los Angeles Daily News Negatives. Department of Special Collections, Charles E. Young Research Library, University of California at Los Angeles.",Los Angeles Daily News,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,Y,"University of California, Los Angeles. Library. Department of Special Collections",,1937-08-10,15037|~|uclamss_1387_15037-02,"Albert Dyer with his lawyer Ellery Cuff in court, Los Angeles, 1937","Confessed child-murderer Albert Dyer with his lawyer Ellery Cuff in court. Dyer lured three Inglewood girls to the hills, where he strangled them to death with his hands as well as rope. He was eventually found guilty and executed. From left to right, Ellery Cuff and Albert Dyer.","[circa August 10, 1937]",,,1 photograph,b&w nitrate negative,,,Access to this collection is generously supported by Arcadia funds.,,,failed,
Los Angeles Daily News Negatives,ark:/21198/zz00288rbs,ark:/21198/zz00294nz8,2,Needs QA,Work,ladailynews/image/uclamss_1379_14987-01.tif,,,,Bicycle racing $z California $ Los Angeles|~|Sports|~|Entertainment|~|Events,still image,copyrighted,news photographs|~|cellulose nitrate film,,Los Angeles (Calif.),"Los Angeles Daily News Negatives. Department of Special Collections, Charles E. Young Research Library, University of California at Los Angeles.",Los Angeles Daily News,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,Y,"University of California, Los Angeles. Library. Department of Special Collections",,1937-04-21,uclamss_1387_14987-01,"Cyclists compete in a six-day bicycle race at Pan-Pacific Auditorium, Los Angeles, 1937",Cyclists compete in a six-day bicycle race at Pan-Pacific Auditorium. The race included thirteen teams who competed in the 147 hour continuous ride. A 7-Up advertisement is painted on the track.,"April 21, 1937",,,1 photograph,b&w nitrate negative,,Text from original nitrate sleeve: Six-Day Bike Race.|~|Handwritten annotation from nitrate negative: 6-day bike race.,Access to this collection is generously supported by Arcadia funds.,,,failed,
Los Angeles Daily News Negatives,ark:/21198/zz00288rc9,ark:/21198/zz00294nz8,2,Needs QA,Work,ladailynews/image/uclamss_1379_14987-02.tif,,,,Bicycle racing $z California $ Los Angeles|~|Lifestyle,still image,copyrighted,news photographs|~|cellulose nitrate film,,Los Angeles (Calif.),"Los Angeles Daily News Negatives. Department of Special Collections, Charles E. Young Research Library, University of California at Los Angeles.",Los Angeles Daily News,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,Y,"University of California, Los Angeles. Library. Department of Special Collections",,1937-04-21,uclamss_1387_14987-02,"Cyclists practice on a dirt track for a six-day bicycle race at Pan-Pacific Auditorium, Los Angeles, 1937",Cyclists practice on a dirt track for a six-day bicycle race at Pan-Pacific Auditorium. The race included thirteen teams who competed in the 147 hour continuous ride.,"April 21, 1937",,,1 photograph,b&w nitrate negative,,Text from original nitrate sleeve: Six-Day Bike Race.|~|Handwritten annotation from nitrate negative: 6-day bike race.,Access to this collection is generously supported by Arcadia funds.,,,failed,
Los Angeles Daily News Negatives,ark:/21198/zz00288rdt,ark:/21198/zz00294nz8,2,Needs QA,Work,ladailynews/image/uclamss_1379_14987-03.tif,,,,Bicycle racing $z California $ Los Angeles|~|Sports|~|Lifestyle,still image,copyrighted,news photographs|~|cellulose nitrate film,,Los Angeles (Calif.),"Los Angeles Daily News Negatives. Department of Special Collections, Charles E. Young Research Library, University of California at Los Angeles.",Los Angeles Daily News,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,Y,"University of California, Los Angeles. Library. Department of Special Collections",,1937-04-21,14987|~|uclamss_1387_14987-03,"Cyclist competing in a six-day bicycle race at Pan-Pacific Auditorium receives a therapeutic massage, Los Angeles, 1937",Cyclist competing in a six-day bicycle race at Pan-Pacific Auditorium receives a therapeutic massage. The race included thirteen teams who competed in the 147 hour continuous ride.,"April 21, 1937",,,1 photograph,b&w nitrate negative,,Text from original nitrate sleeve: Six-Day Bike Race.|~|Handwritten annotation from nitrate negative: 6-day bike race.,Access to this collection is generously supported by Arcadia funds.,,,failed,
Los Angeles Daily News Negatives,ark:/21198/zz00288rfb,ark:/21198/zz00294nz8,2,Needs QA,Work,ladailynews/image/uclamss_1379_14987-04.tif,,,,Bicycle racing $z California $ Los Angeles|~|Landmarks|~|Sports|~|Events,still image,copyrighted,news photographs|~|cellulose nitrate film,,Los Angeles (Calif.),"Los Angeles Daily News Negatives. Department of Special Collections, Charles E. Young Research Library, University of California at Los Angeles.",Los Angeles Daily News,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,Y,"University of California, Los Angeles. Library. Department of Special Collections",,1937-04-21,uclamss_1387_14987-04,"Cyclists compete in a six-day bicycle race at Pan-Pacific Auditorium, Los Angeles, 1937",Cyclists compete in a six-day bicycle race at Pan-Pacific Auditorium. The race included thirteen teams who competed in the 147 hour continuous ride. A 7-Up advertisement is painted on the track.,"April 21, 1937",,,1 photograph,b&w nitrate negative,,Handwritten annotation from nitrate negative: 6-day bike race.|~|Text from original nitrate sleeve: Six-Day Bike Race.,Access to this collection is generously supported by Arcadia funds.,,,failed,
Los Angeles Daily News Negatives,ark:/21198/zz00288rgv,ark:/21198/zz00294nz8,2,Needs QA,Work,ladailynews/image/uclamss_1379_14987-05.tif,,,,Bicycle racing $z California $ Los Angeles|~|Lifestyle,still image,copyrighted,news photographs|~|cellulose nitrate film,,Los Angeles (Calif.),"Los Angeles Daily News Negatives. Department of Special Collections, Charles E. Young Research Library, University of California at Los Angeles.",Los Angeles Daily News,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,Y,"University of California, Los Angeles. Library. Department of Special Collections",,1937-04-21,uclamss_1387_14987-05,"Cyclists practice on a dirt track during a six-day bicycle race at Pan-Pacific Auditorium, Los Angeles, 1937",Cyclists practice on a dirt track during a six-day bicycle race at Pan-Pacific Auditorium. The race included thirteen teams who competed in the 147 hour continuous ride.,"April 21, 1937",,,1 photograph,b&w nitrate negative,,Handwritten annotation from nitrate negative: 6-day bike race.|~|Text from original nitrate sleeve: Six-Day Bike Race.,Access to this collection is generously supported by Arcadia funds.,,,failed,
Los Angeles Daily News Negatives,ark:/21198/zz00288rhc,ark:/21198/zz00294nz8,2,Needs QA,Work,ladailynews/image/uclamss_1379_14987-06.tif,,,,Bicycle racing $z California $ Los Angeles|~|Sports,still image,copyrighted,news photographs|~|cellulose nitrate film,,Los Angeles (Calif.),"Los Angeles Daily News Negatives. Department of Special Collections, Charles E. Young Research Library, University of California at Los Angeles.",Los Angeles Daily News,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,Y,"University of California, Los Angeles. Library. Department of Special Collections",,1937-04-21,uclamss_1387_14987-06,"Cyclists lie on the track during practice for  a six-day bicycle race at Pan-Pacific Auditorium, Los Angeles, 1937",Cyclists lie on the track during practice for  a six-day bicycle race at Pan-Pacific Auditorium. The race included thirteen teams who competed in the 147 hour continuous ride.,"April 21, 1937",,,1 photograph,b&w nitrate negative,,Text from original nitrate sleeve: Six-Day Bike Race.|~|Handwritten annotation from nitrate negative: 6-day bike race.,Access to this collection is generously supported by Arcadia funds.,,,failed,
Los Angeles Daily News Negatives,ark:/21198/zz00288rjw,ark:/21198/zz00294nz8,2,Needs QA,Work,ladailynews/image/uclamss_1379_14988-01.tif,,,,Track athletics $z California $z Pasadena|~|Sports spectators $z California $z Pasadena,still image,copyrighted,news photographs|~|cellulose nitrate film,,Pasadena (Calif.),"Los Angeles Daily News Negatives. Department of Special Collections, Charles E. Young Research Library, University of California at Los Angeles.",Los Angeles Daily News,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,Y,"University of California, Los Angeles. Library. Department of Special Collections",,1937-06-27,14988|~|uclamss_1387_14988-01,"Spectators at post-season track meet between the Big Ten and Pacific Coast conferences.  June 27, 1937.","Spectators at a post-season track meet between the Big Ten and the Pacific Coast conferences, conducted in the Rose Bowl on June 27, 1937.  The Pacific Coast conference won the meet, 92 to 44.","June 27, 1937",,,1 photograph,b&w nitrate negative,,Text from original nitrate sleeve:  Big Ten Track Meet vs. Pacific Coast|~|Handwritten annotation from nitrate negative:  Big Ten vs. Pac. Coast,Access to this collection is generously supported by Arcadia funds.,,,failed,
Los Angeles Daily News Negatives,ark:/21198/zz00288rkd,ark:/21198/zz00294nz8,2,Needs QA,Work,ladailynews/image/uclamss_1379_14990-01.tif,,,,Evidence (law)|~|Crime,still image,copyrighted,news photographs|~|cellulose nitrate film,,Inglewood (Calif.),"Los Angeles Daily News Negatives. Department of Special Collections, Charles E. Young Research Library, University of California at Los Angeles.",Los Angeles Daily News,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,Y,"University of California, Los Angeles. Library. Department of Special Collections",,1937-08-29,uclamss_1387_14990-01,"Clothes and shoes belonging to murder victims Madeline Everett, Melba Everett, and Jeanette Stephens, Inglewood, 1937","Clothes and shoes belonging to murder victims Madeline Everett, Melba Everett, and Jeanette Stephens. The girls were strangled by Albert Dyer, a crossing guard who hid their bodies in the hills.","[circa June 29, 1937]",,,1 photograph,b&w nitrate negative,,Text from original nitrate sleeve: Bodies found in Inglewood kidnap-murder Case; Madeline Everett; Melba Everett; Jeanette Stephens; Girls' shoes; Sisters' dresses|~|Handwritten annotation from nitrate negative: Murdered kids' clothes in Albert Dyer trial,Access to this collection is generously supported by Arcadia funds.,,,failed,
Los Angeles Daily News Negatives,ark:/21198/zz00288rmx,ark:/21198/zz00294nz8,2,Needs QA,Work,ladailynews/image/uclamss_1379_14990-02.tif,,,,Evidence (law)|~|Crime,still image,copyrighted,news photographs|~|cellulose nitrate film,,Inglewood (Calif.),"Los Angeles Daily News Negatives. Department of Special Collections, Charles E. Young Research Library, University of California at Los Angeles.",Los Angeles Daily News,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,Y,"University of California, Los Angeles. Library. Department of Special Collections",,1937-06-29,uclamss_1387_14990-02,"Dresses belonging to murder victims Madeline Everett, Melba Everett, and Jeanette Stephens, Inglewood, 1937","Dresses belonging to murder victims Madeline Everett, Melba Everett, and Jeanette Stephens. The girls were strangled by Albert Dyer, a crossing guard who hid their bodies in Baldwin Hills.","[circa June 29, 1937]",,,1 photograph,b&w nitrate negative,,Text from original nitrate sleeve: Bodies found in Inglewood kidnap-murder Case; Madeline Everett; Melba Everett; Jeanette Stephens; Girls' shoes; Sisters' dresses,Access to this collection is generously supported by Arcadia funds.,,,failed,
Los Angeles Daily News Negatives,ark:/21198/zz00288rnf,ark:/21198/zz00294nz8,2,Needs QA,Work,ladailynews/image/uclamss_1379_14990-03.tif,,,,Evidence (law)|~|Crime|~|Legal,still image,copyrighted,news photographs|~|cellulose nitrate film,,Inglewood (Calif.),"Los Angeles Daily News Negatives. Department of Special Collections, Charles E. Young Research Library, University of California at Los Angeles.",Los Angeles Daily News,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,Y,"University of California, Los Angeles. Library. Department of Special Collections",,1937-06-29,uclamss_1387_14990-03,"Unidentified man taking fingerprints from murder victim Melba Everett, Inglewood, 1937","An unidentified man taking fingerprints from murder victim Melba Everett. Everett was strangled by Albert Dyer, a crossing guard, and found in Baldwin Hills with her sister Madeline and their friend Jeanette Stephens.","[circa June 29, 1937]",,,1 photograph,b&w nitrate negative,,"Text from original nitrate sleeve: Bodies found in Inglewood kidnap-murder Case; Madeline Everett; Melba Everett; Jeanette Stephens; Girls' shoes; Sisters' dresses|~|Handwritten annotation from nitrate negative: Melba Everett, & Jeanette Stephens",Access to this collection is generously supported by Arcadia funds.,,,failed,
Los Angeles Daily News Negatives,ark:/21198/zz00288rpz,ark:/21198/zz00294nz8,2,Needs QA,Work,ladailynews/image/uclamss_1379_14990-04.tif,,,,Houses $z California $z Inglewood|~|Evidence (law)|~|Crime|~|Lifestyle|~|Environment,still image,copyrighted,news photographs|~|cellulose nitrate film,,Inglewood (Calif.),"Los Angeles Daily News Negatives. Department of Special Collections, Charles E. Young Research Library, University of California at Los Angeles.",Los Angeles Daily News,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,Y,"University of California, Los Angeles. Library. Department of Special Collections",,1937-06-29,uclamss_1387_14990-04,"Murder victim Jeanette Stephens' home, Inglewood, 1937","Murder victim Jeanette Stephens' home in Inglewood. A boy scout is sitting with a dog on the porch. Stephens was strangled by crossing guard Albert Dyer, and her body was discovered by boy scouts in Baldwin Hills along with her friends Melba and Madeline Everett.","[circa June 29, 1937]",,,1 photograph,b&w nitrate negative,,Handwritten annotation from nitrate negative: Jeanette Stephens' Home|~|Text from original nitrate sleeve: Bodies found in Inglewood kidnap-murder Case; Madeline Everett; Melba Everett; Jeanette Stephens; Girls' shoes; Sisters' dresses,Access to this collection is generously supported by Arcadia funds.,,,failed,
Los Angeles Daily News Negatives,ark:/21198/zz00288rqg,ark:/21198/zz00294nz8,2,Needs QA,Work,ladailynews/image/uclamss_1379_14990-05.tif,,,,Evidence (law)|~|Crime,still image,copyrighted,news photographs|~|cellulose nitrate film,,Inglewood (Calif.),"Los Angeles Daily News Negatives. Department of Special Collections, Charles E. Young Research Library, University of California at Los Angeles.",Los Angeles Daily News,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,Y,"University of California, Los Angeles. Library. Department of Special Collections",,1937-06-29,uclamss_1387_14990-05,"Photographs of shoes belonging to murder victims Madeline Everett, Melba Everett, and Jeanette Stephens, Inglewood, 1937","Photographs of shoes belonging to murder victims Madeline Everett, Melba Everett, and Jeanette Stephens. The girls were strangled by Albert Dyer, a crossing guard who hid their bodies in Baldwin Hills.","[circa June 29, 1937]",,,1 photograph,b&w nitrate negative,,Text from original nitrate sleeve: Bodies found in Inglewood kidnap-murder Case; Madeline Everett; Melba Everett; Jeanette Stephens; Girls' shoes; Sisters' dresses,Access to this collection is generously supported by Arcadia funds.,,,failed,
Los Angeles Daily News Negatives,ark:/21198/zz00288rr0,ark:/21198/zz00294nz8,2,Needs QA,Work,ladailynews/image/uclamss_1379_14991-01.tif,,,,Shrines $z California $z Inglewood|~|Crime|~|Events,still image,copyrighted,news photographs|~|cellulose nitrate film,,Inglewood (Calif.),"Los Angeles Daily News Negatives. Department of Special Collections, Charles E. Young Research Library, University of California at Los Angeles.",Los Angeles Daily News,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,Y,"University of California, Los Angeles. Library. Department of Special Collections",,1937-06-29,uclamss_1387_14991-01,"Shrine for murder victims Madeline and Melba Everett in their home, Inglewood, 1937","A shrine for murder victims Madeline and Melba Everett in their home. The Everett sisters were strangled by Albert Dyer, a crossing guard, along with their friend Jeanette Stephens.","[circa June 29, 1937]",,,1 photograph,b&w nitrate negative,,"Text from original nitrate sleeve: Everett (Madeline and Melba) - Stephens (Jeanette) murder case:  Crowd in front of Inglewood Police Station; Boy Scouts who found bodies- Winslow Smith, Bob Brown and Don Brown; Santa Monica Mounted Police; Everett Girls' bed; Everett Girls' pictures.|~|Handwritten annotation from nitrate negative: Everett sisters",Access to this collection is generously supported by Arcadia funds.,,,failed,
Los Angeles Daily News Negatives,ark:/21198/zz00288rsh,ark:/21198/zz00294nz8,2,Needs QA,Work,ladailynews/image/uclamss_1379_14991-02.tif,,,,Crowds $z California $z Inglewood|~|Crime,still image,copyrighted,news photographs|~|cellulose nitrate film,,Inglewood (Calif.),"Los Angeles Daily News Negatives. Department of Special Collections, Charles E. Young Research Library, University of California at Los Angeles.",Los Angeles Daily News,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,Y,"University of California, Los Angeles. Library. Department of Special Collections",,1937-06-09,uclamss_1387_14991-02,"Crowd gathered outside of the Inglewood Police Station in search of child murderer Albert Dyer, Inglewood, 1937","A crowd gathered in front of Inglewood Police Station seeking justice for the murders of Madeline and Melba Everett and Jeanette Stephens. Albert Dyer, a crossing guard, was found to be the culprit, and dumped the girls' bodies in Baldwin Hills after strangling them.","[circa June 29, 1937]",,,1 photograph,b&w nitrate negative,,"Text from original nitrate sleeve: Everett (Madeline and Melba) - Stephens (Jeanette) murder case:  Crowd in front of Inglewood Police Station; Boy Scouts who found bodies- Winslow Smith, Bob Brown and Don Brown; Santa Monica Mounted Police; Everett Girls' bed; Everett Girls' pictures.",Access to this collection is generously supported by Arcadia funds.,,,failed,
Los Angeles Daily News Negatives,ark:/21198/zz00288rt1,ark:/21198/zz00294nz8,2,Needs QA,Work,ladailynews/image/uclamss_1379_14991-03.tif,,,,Horses $z California $z Inglewood|~|Community service $z California $z Inglewood|~|Disaster|~|Youth,still image,copyrighted,news photographs|~|cellulose nitrate film,,Inglewood (Calif.),"Los Angeles Daily News Negatives. Department of Special Collections, Charles E. Young Research Library, University of California at Los Angeles.",Los Angeles Daily News,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,Y,"University of California, Los Angeles. Library. Department of Special Collections",,1937-06-29,uclamss_1387_14991-03,"Search party for missing girls Madeline and Melba Everett and Jeanette Stephens, Inglewood, 1937","A search party on horseback for missing girls Madeline and Melba Everett and Jeanette Stephens. The girls were found by boy scouts in Baldwin Hills after been strangled and dumped by Albert Dyer, a crossing guard.","[circa June 29, 1937]",,,1 photograph,b&w nitrate negative,,"Text from original nitrate sleeve: Everett (Madeline and Melba) - Stephens (Jeanette) murder case:  Crowd in front of Inglewood Police Station; Boy Scouts who found bodies- Winslow Smith, Bob Brown and Don Brown; Santa Monica Mounted Police; Everett Girls' bed; Everett Girls' pictures.",Access to this collection is generously supported by Arcadia funds.,,,failed,
Los Angeles Daily News Negatives,ark:/21198/zz00288rvj,ark:/21198/zz00294nz8,2,Needs QA,Work,ladailynews/image/uclamss_1379_14991-04.tif,,,,Community service $z California $z Inglewood|~|Crime|~|Youth,still image,copyrighted,news photographs|~|cellulose nitrate film,"Brown, Bob|~|Brown, Don|~|Smith, Winslow",Inglewood (Calif.),"Los Angeles Daily News Negatives. Department of Special Collections, Charles E. Young Research Library, University of California at Los Angeles.",Los Angeles Daily News,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,Y,"University of California, Los Angeles. Library. Department of Special Collections",,1937-06-29,14991|~|uclamss_1387_14991-04,"Three boy scouts who discovered the bodies of Albert Dyer's murder victims, Inglewood, 1937","The three boy scouts who discovered the bodies of murder victims Madeline and Melba Everett and Jeanette Stephens in Baldwin Hills standing next to a police chief. The boys are Don Brown, Bob Brown, and Winslow Smith.","[circa June 29, 1937]",,,1 photograph,b&w nitrate negative,,"Handwritten annotation from nitrate negative: Boy Scout and Chief Campbell- Scouts- Winslow Smith, Bob Brown, Dan Brown|~|Text from original nitrate sleeve: Everett (Madeline and Melba) - Stephens (Jeanette) murder case:  Crowd in front of Inglewood Police Station; Boy Scouts who found bodies- Winslow Smith, Bob Brown and Don Brown; Santa Monica Mounted Police; Everett Girls' bed; Everett Girls' pictures.",Access to this collection is generously supported by Arcadia funds.,,,failed,
Los Angeles Daily News Negatives,ark:/21198/zz00288rw2,ark:/21198/zz00294nz8,2,Needs QA,Work,ladailynews/image/uclamss_1379_14991-05.tif,,,,Crowds $z California $z Inglewood|~|Crime|~|Events,still image,copyrighted,news photographs|~|cellulose nitrate film,,Inglewood (Calif.),"Los Angeles Daily News Negatives. Department of Special Collections, Charles E. Young Research Library, University of California at Los Angeles.",Los Angeles Daily News,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,Y,"University of California, Los Angeles. Library. Department of Special Collections",,1937-06-29,uclamss_1387_14991-05,"Crowd gathered outside of the Inglewood Police Station in search of child murderer Albert Dyer, Inglewood, 1937","A crowd gathered in front of Inglewood Police Station seeking justice for the murders of Madeline and Melba Everett and Jeanette Stephens. Albert Dyer, a crossing guard, was found to be the culprit, and dumped the girls' bodies in Baldwin Hills after strangling them.","[circa June 29, 1937]",,,1 photograph,b&w nitrate negative,,"Text from original nitrate sleeve: Everett (Madeline and Melba) - Stephens (Jeanette) murder case:  Crowd in front of Inglewood Police Station; Boy Scouts who found bodies- Winslow Smith, Bob Brown and Don Brown; Santa Monica Mounted Police; Everett Girls' bed; Everett Girls' pictures.",Access to this collection is generously supported by Arcadia funds.,,,failed,
Los Angeles Daily News Negatives,ark:/21198/zz00288rxk,ark:/21198/zz00294nz8,2,Needs QA,Work,ladailynews/image/uclamss_1379_14995-01.tif,,,,Crime|~|People|~|Legal,still image,copyrighted,news photographs|~|cellulose nitrate film,"Dyer, Albert, $d 1905-1938",Inglewood (Calif.),"Los Angeles Daily News Negatives. Department of Special Collections, Charles E. Young Research Library, University of California at Los Angeles.",Los Angeles Daily News,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,Y,"University of California, Los Angeles. Library. Department of Special Collections",,1937-06-29,uclamss_1387_14995-01,"Detectives carrying child murderer Albert Dyer after he fainted during questioning, Inglewood, 1937",Detectives carrying child murderer Albert Dyer after he fainted during questioning. Dyer strangled three Inglewood girls and dumped their bodies in Baldwin Hills.,"[circa June 29, 1937]",,,1 photograph,b&w nitrate negative,,"Text from original nitrate sleeve: Dyer, Albert; At scene of Everett-Stephens murders - Inglewood; Under arrest; Being questioned; With Dr. Samuel Marcus; Alone|~|Handwritten annotation from nitrate negative: Albert Dyer",Access to this collection is generously supported by Arcadia funds.,,,failed,
Los Angeles Daily News Negatives,ark:/21198/zz00288rz3,ark:/21198/zz00294nz8,2,Needs QA,Work,ladailynews/image/uclamss_1379_14995-02.tif,,,,Criminals $z California $z Inglewood|~|Detectives $z California $z Inglewood|~|Crowds $z California $z Inglewood|~|Crime|~|People,still image,copyrighted,news photographs|~|cellulose nitrate film,"Dyer, Albert, $d 1905-1938",Inglewood (Calif.),"Los Angeles Daily News Negatives. Department of Special Collections, Charles E. Young Research Library, University of California at Los Angeles.",Los Angeles Daily News,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,Y,"University of California, Los Angeles. Library. Department of Special Collections",,1937-06-29,uclamss_1387_14995-02,"Albert Dyer being questioned by police after confessing to the murders of three schoolgirls, Inglewood, 1937",Albert Dyer being questioned by police in a crowded room after confessing to the murders of Inglewood schoolgirls Jeanette Stephens and Melba and Madeline Everett.,"[circa June 29, 1937]",,,1 photograph,b&w nitrate negative,,"Handwritten annotation from nitrate negative: Albert Dyer|~|Text from original nitrate sleeve: Dyer, Albert; At scene of Everett-Stephens murders - Inglewood; Under arrest; Being questioned; With Dr. Samuel Marcus; Alone",Access to this collection is generously supported by Arcadia funds.,,,failed,
