Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,Rights.copyrightStatus,Rights.permission,Rights.countryCreation,Rights.servicesContact,Type.genre,Rights.permissionNote,Name.subject,Subject,Rights.creatorPersonName,Rights.rightsHolderName,AltTitle.uniform,Relation.isPartOf,Name.photographer,Name.repository,Name.creator,Alt ID.local,Format.extent,Date.creation,Title,Description.note,Format.dimensions,Alt ID.url,Alt ID.OPAC,Description.abstract,Bucketeer State,IIIF Access URL
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0008nn4d,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0008nn4d-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Folk dancing--Mexico--San Antonino Castillo Velasco|~|Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"San Antonino Castillo de Velasco, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f6_17,1 slide in plastic mount,1985,"San Antonino Castillo, dancers, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008nn4d
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0008nn5x,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0008nn5x-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Tehuantepec, Isthmus of",,,"Tehuantepec Region de Istomo, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f8_1,1 slide in plastic mount,1985,"Tehuantepec, dancers, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008nn5x
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0008nn6f,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0008nn6f-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Folk dancing--Mexico--San Antonino Castillo Velasco|~|Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"San Antonino Castillo de Velasco, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f6_18,1 slide in plastic mount,1985,"San Antonino Castillo, dancers, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008nn6f
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0008nn7z,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0008nn7z-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Folk dancing--Mexico--San Antonino Castillo Velasco|~|Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"San Antonino Castillo de Velasco, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f6_3,1 slide in plastic mount,1985,"San Antonino Castillo, stacked vegetables and dancers, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008nn7z
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0008nn8g,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0008nn8g-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Tehuantepec, Isthmus of",,,"Tehuantepec Region de Istomo, 1982 & 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f9_24,1 slide in plastic mount,1982 or 1985,"Tehuantepec, man carrying fake fish chased by nets, 1982 or 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008nn8g
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0008nn90,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0008nn90-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Folk dancing--Mexico--San Antonino Castillo Velasco|~|Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"San Antonino Castillo de Velasco, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f6_19,1 slide in plastic mount,1985,"San Antonino Castillo, performers throwing gifts to spectators, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008nn90
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0008nnbh,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0008nnbh-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Tehuantepec, Isthmus of",,,"Tehuantepec Region de Istomo, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f8_6,1 slide in plastic mount,1985,"Tehuantepec, dancers, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008nnbh
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0008nnc1,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0008nnc1-1-master.tif,,,,still image,copyrighted,,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Tehuantepec, Isthmus of",,,"Tehuantepec Region de Istomo, 1982 & 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f9_25,1 slide in plastic mount,1982 or 1985,"Tehuantepec, man carrying fake fish chased by nets, 1982 or 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008nnc1
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0008nndj,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0008nndj-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Tlacolula de Matamoros",,,"Tehuantepec Region de Istomo, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f8_20,1 slide in plastic mount,1985,"Tehuantepec, dancers [blurred], 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008nndj
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0008nnf2,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0008nnf2-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Tehuantepec, Isthmus of",,,"Tehuantepec Region de Istomo, 1982 & 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f9_26,1 slide in plastic mount,1982 or 1985,"Tehuantepec, man carrying fake fish chased by nets, 1982 or 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008nnf2
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0008nngk,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0008nngk-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Tehuantepec, Isthmus of",,,"Tehuantepec Region de Istomo, 1982 & 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f9_1,1 slide in plastic mount,1982 or 1985,"Tehuantepec, dancers, 1982 or 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008nngk
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0008nnh3,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0008nnh3-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Tlacolula de Matamoros",,,"Tehuantepec Region de Istomo, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f8_7,1 slide in plastic mount,1985,"Tehuantepec, dancers standing in row applauding, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008nnh3
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0008nnjm,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0008nnjm-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Tehuantepec, Isthmus of",,,"Tehuantepec Region de Istomo, 1982 & 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f9_27,1 slide in plastic mount,1982 or 1985,"Tehuantepec, man carrying fake fish caught by net, 1982 or 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008nnjm
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0008nnk4,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0008nnk4-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Tehuantepec, Isthmus of",,,"Tehuantepec Region de Istomo, 1982 & 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f9_2,1 slide in plastic mount,1982 or 1985,"Tehuantepec, women dancers and banner, 1982 or 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008nnk4
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0008nnn5,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0008nnn5-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Tehuantepec, Isthmus of",,,"Tehuantepec Region de Istomo, 1982 & 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f9_3,1 slide in plastic mount,1982 or 1985,"Tehuantepec, dancers, 1982 or 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008nnn5
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0008nnpp,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0008nnpp-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Tehuantepec, Isthmus of",,,"Tehuantepec Region de Istomo, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f8_8,1 slide in plastic mount,1985,"Tehuantepec, woman throwing flowers to spectators, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008nnpp
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0008nnq6,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0008nnq6-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Tehuantepec, Isthmus of",,,"Tehuantepec Region de Istomo, 1982 & 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f9_28,1 slide in plastic mount,1982 or 1985,"Tehuantepec, man carrying fake fish chased by net, 1982 or 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008nnq6
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0008nnrq,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0008nnrq-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Tehuantepec, Isthmus of",,,"Tehuantepec Region de Istomo, 1982 & 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f9_4,1 slide in plastic mount,1982 or 1985,"Tehuantepec, woman dancer close-up, 1982 or 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008nnrq
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0008nns7,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0008nns7-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Tehuantepec, Isthmus of",,,"Tehuantepec Region de Istomo, 1982 & 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f9_29,1 slide in plastic mount,1982 or 1985,"Tehuantepec, man carrying fake fish chased by net, 1982 or 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008nns7
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0008nntr,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0008nntr-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Tehuantepec, Isthmus of",,,"Tehuantepec Region de Istomo, 1982 & 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f9_5,1 slide in plastic mount,1982 or 1985,"Tehuantepec, woman holding bowl of bread, 1982 or 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008nntr
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0008nnv8,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0008nnv8-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Tehuantepec, Isthmus of",,,"Tehuantepec Region de Istomo, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f8_9,1 slide in plastic mount,1985,"Tehuantepec, dancers, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008nnv8
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0008nnws,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0008nnws-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Tehuantepec, Isthmus of",,,"Tehuantepec Region de Istomo, 1982 & 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f9_30,1 slide in plastic mount,1982 or 1985,"Tehuantepec, man carrying fake fish, 1982 or 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008nnws
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0008nnx9,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0008nnx9-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Tehuantepec, Isthmus of",,,"Tehuantepec Region de Istomo, 1982 & 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f9_6,1 slide in plastic mount,1982 or 1985,"Tehuantepec, woman holding bowl of bread, 1982 or 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008nnx9
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0008nnzt,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0008nnzt-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Tehuantepec, Isthmus of",,,"Tehuantepec Region de Istomo, 1982 & 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f9_31,1 slide in plastic mount,1982 or 1985,"Tehuantepec, performers throwing gifts to spectators, 1982 or 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008nnzt
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0008np0t,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0008np0t-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Tehuantepec, Isthmus of",,,"Tehuantepec Region de Istomo, 1982 & 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f9_7,1 slide in plastic mount,1982 or 1985,"Tehuantepec, flowers decorating woman's hair close-up, 1982 or 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008np0t
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0008np1b,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0008np1b-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Tehuantepec, Isthmus of",,,"Tehuantepec Region de Istomo, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f8_10,1 slide in plastic mount,1985,"Tehuantepec, dancers, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008np1b
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0008np2v,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0008np2v-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Tehuantepec, Isthmus of",,,"Tehuantepec Region de Istomo, 1982 & 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f9_32,1 slide in plastic mount,1982 or 1985,"Tehuantepec, performers throwing gifts to spectators, 1982 or 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008np2v
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0008np3c,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0008np3c-1-master.tif,,,,still image,copyrighted,,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Tehuantepec, Isthmus of",,,"Tehuantepec Region de Istomo, 1982 & 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f9_8,1 slide in plastic mount,1982 or 1985,"Tehuantepec, girl handing object to spectators, 1982 or 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008np3c
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0008np4w,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0008np4w-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Tehuantepec, Isthmus of",,,"Tehuantepec Region de Istomo, 1982 & 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f9_33,1 slide in plastic mount,1982 or 1985,"Tehuantepec, performers throwing gifts to spectators, 1982 or 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008np4w
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0008np5d,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0008np5d-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Tehuantepec, Isthmus of",,,"Tehuantepec Region de Istomo, 1982 & 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f9_9,1 slide in plastic mount,1982 or 1985,"Tehuantepec, flowers decorating woman's hair close-up, 1982 or 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008np5d
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0008np6x,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0008np6x-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Tehuantepec, Isthmus of",,,"Tehuantepec Region de Istomo, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f8_11,1 slide in plastic mount,1985,"Tehuantepec, dancers [blurred], 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008np6x
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0008np7f,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0008np7f-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Folk dancing--Mexico--Juchitán de Zaragoza|~|Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"Juchitan - Istmo, 1982 & 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f10_1,1 slide in plastic mount,1982 or 1985,"Juchitan, women dancers, 1982 or 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008np7f
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0008np8z,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0008np8z-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Tehuantepec, Isthmus of",,,"Tehuantepec Region de Istomo, 1982 & 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f9_10,1 slide in plastic mount,1982 or 1985,"Tehuantepec, dancers, 1982 or 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008np8z
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0008np9g,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0008np9g-1-master.tif,,,,still image,copyrighted,Y,,,,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.",,,"Juchitan - Istmo, 1982 & 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-",,,clus_1713_b1_f10_2,1 slide in plastic mount,1982 or 1985,"Juchitan, women dancers, 1982 or 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008np9g
