Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Visibility,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Language,Subject.descriptiveTopic,Name.repository,Rights.permission,Relation.isPartOf,Name.subject,Subject.uniformTitle,Subject.conceptTopic,Name.producer,Name.photographer,Name.creator,Name.director,Title,Alt ID.local,Format.extent,Format.dimensions,Format.medium,Description.note,Description.longitude,Description.latitude,Description.caption,Date.created,Coverage.geographic,Date.normalized,Description.fundingNote,Alt ID.collection,AltTitle.other,Description.abstract,Finding Aid URL,Opac url,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Rotha (Paul) Papers,ark:/21198/zz002bz68t,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0111.tif,,,,,private,still image,copyrighted,Black-and-white photographs|~|aerial views|~|cellulose nitrate film,,Contact (Motion picture: 1933),"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",,,Documentary films,,,,,"Aerial view of mountainous area during the filming of Contact, [Pakistan?], 1932",0111|~|uclamss_2001_0111,1 photographic negative,"greater than 35mm, but less than 4 x 5 inches",b&w nitrate negative,"""Contact"" (1933) is a documentary film by Paul Rotha. Made for Imperial Airways and sponsored by Shell-Mex and BP Ltd, ""Contact"" shows the construction of an airplane and how air travel is opening up the world. It was filmed in England and along air routes in the Middle East, Africa and Athens|~|Aerial view of mountainous area, with shadow across plane window at right, during filming of Contact",,,"Text from nitrate negative sleeve: Mr. P. Rotha. Karachi, Gwadar, etc",November 1932-December 1932,Pakistan?,1932-11/1932-12,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz68t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz68t/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz69b,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0112.tif,,,,,private,still image,copyrighted,Black-and-white photographs|~|cellulose nitrate film,,Contact (Motion picture: 1933)|~|Handley Page H.P. 42 (Transport plane)|~|Forts & fortifications $z Pakistan,"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",Hanno (Transport plane)|~|Imperial Airways,,Documentary films,,,,,"Imperial Airways plane Hanno on ground during the filming of Contact, Karachi or Gwadar, 1932",0112|~|uclamss_2001_0112,1 photographic negative,"greater than 35mm, but less than 4 x 5 inches",b&w nitrate negative,"""Contact"" (1933) is a documentary film by Paul Rotha. Made for Imperial Airways and sponsored by Shell-Mex and BP Ltd, ""Contact"" shows the construction of an airplane and how air travel is opening up the world. It was filmed in England and along air routes in the Middle East, Africa and Athens|~|Imperial Airways plane Hanno on ground, photographed from front, with about 17 people, mostly men, standing on ground near plane, in bare flat landscape with wall and towers, possibly an ancient fort, in left background, during filming of ""Contact""|~|The ""Hanno"" H.P. 42 was a four-engine long-range biplane designed for Imperial Airways by Handley Page. The H.P. 42's were intended for long-range, Eastern routes.",,,"Text from nitrate negative sleeve: Mr. P. Rotha. Karachi, Gwadar, etc",November 1932-December 1932,Pakistan--Karachi or Gwadar,1932-11/1932-12,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz69b,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz69b/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz6bv,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0113.tif,,,,,private,still image,copyrighted,Black-and-white photographs|~|cellulose nitrate film,,Contact (Motion picture: 1933)|~|Airplane cockpits,"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",Imperial Airways,,Documentary films,,,,,"Cockpit of plane, Karachi or Gwadar during the filming of Contact, 1932",0113|~|uclamss_2001_0113,1 photographic negative,"greater than 35mm, but less than 4 x 5 inches",b&w nitrate negative,"""Contact"" (1933) is a documentary film by Paul Rotha. Made for Imperial Airways and sponsored by Shell-Mex and BP Ltd, ""Contact"" shows the construction of an airplane and how air travel is opening up the world. It was filmed in England and along air routes in the Middle East, Africa and Athens|~|Cockpit of plane, probably Imperial Airways, photographed from rear, with pilot's arm and some flight equipment visible, during filming of Contact",,,"Text from nitrate negative sleeve: Mr. P. Rotha. Karachi, Gwadar, etc",November 1932-December 1932,Pakistan--Karachi or Gwadar,1932-11/1932-12,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz6bv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz6bv/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz6cc,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0114.tif,,,,,private,still image,copyrighted,Black-and-white photographs|~|cellulose nitrate film,,Contact (Motion picture: 1933)|~|Forts & fortifications $z Pakistan,"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",,,Documentary films,,,,,"Wall and towers, Karachi or Gwadar, 1932",0114|~|uclamss_2001_0114,1 photographic negative,"greater than 35mm, but less than 4 x 5 inches",b&w nitrate negative,"Deteriorating wall and 2 towers, possibly an ancient fort, with shadow across airplane window at right, during filming of Contact|~|""Contact"" (1933) is a documentary film by Paul Rotha. Made for Imperial Airways and sponsored by Shell-Mex and BP Ltd, ""Contact"" shows the construction of an airplane and how air travel is opening up the world. It was filmed in England and along air routes in the Middle East, Africa and Athens",,,"Text from nitrate negative sleeve: Mr. P. Rotha. Karachi, Gwadar, etc",November 1932-December 1932,Pakistan--Karachi or Gwadar,1932-11/1932-12,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz6cc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz6cc/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz6dw,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0115.tif,,,,,private,still image,copyrighted,Black-and-white photographs|~|cellulose nitrate film,,Contact (Motion picture: 1933)|~|Airplane propellers,"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",Imperial Airways,,Documentary films,,,,,"Plane propeller and wings during the filming of Contact, Karachi or Gwadar, 1932",uclamss_2001_0115,1 photographic negative,"greater than 35mm, but less than 4 x 5 inches",b&w nitrate negative,"Plane propeller, in motion, and right wings, probably Imperial Airways, during filming of ""Contact""|~|""Contact"" (1933) is a documentary film by Paul Rotha. Made for Imperial Airways and sponsored by Shell-Mex and BP Ltd, ""Contact"" shows the construction of an airplane and how air travel is opening up the world. It was filmed in England and along air routes in the Middle East, Africa and Athens",,,"Text from nitrate negative sleeve: Mr. P. Rotha. Karachi, Gwadar, etc",November 1932-December 1932,Pakistan--Karachi or Gwadar,1932-11/1932-12,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz6dw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz6dw/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz6fd,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0116.tif,,,,,private,still image,copyrighted,Black-and-white photographs|~|cellulose nitrate film,,Contact (Motion picture: 1933),"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.","Rotha, Margaret Louise, $d 1909-1962",,Documentary films,,,,,"Margaret Rotha standing near wall, Karachi or Gwadar, 1932",0116|~|uclamss_2001_0116,1 photographic negative,"greater than 35mm, but less than 4 x 5 inches",b&w nitrate negative,"Margaret Rotha, holding hat, standing on rocky dirt area near light-colored wall, during filming of ""Contact""|~|""Contact"" (1933) is a documentary film by Paul Rotha. Made for Imperial Airways and sponsored by Shell-Mex and BP Ltd, ""Contact"" shows the construction of an airplane and how air travel is opening up the world. It was filmed in England and along air routes in the Middle East, Africa and Athens",,,"Text from nitrate negative sleeve: Mr. P. Rotha. Karachi, Gwadar, etc",1932,Pakistan--Karachi or Gwadar,1932,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz6fd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz6fd/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz6gx,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0117.tif,,,,,private,still image,copyrighted,Black-and-white photographs|~|cellulose nitrate film,,Contact (Motion picture: 1933)|~|Forts & fortifications $z Pakistan,"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",,,Documentary films,,,,,"Wall and tower, Karachi or Gwadar, 1932",0117|~|uclamss_2001_0117,1 photographic negative,"greater than 35mm, but less than 4 x 5 inches",b&w nitrate negative,"Deteriorating wall and tower, possibly an ancient fort, with sandy area, shadow, and footprints in foreground, during filming of Contact|~|""Contact"" (1933) is a documentary film by Paul Rotha. Made for Imperial Airways and sponsored by Shell-Mex and BP Ltd, ""Contact"" shows the construction of an airplane and how air travel is opening up the world. It was filmed in England and along air routes in the Middle East, Africa and Athens",,,"Text from nitrate negative sleeve: Mr. P. Rotha. Karachi, Gwadar, etc",November 1932-December 1932,Pakistan--Karachi or Gwadar,1932-11/1932-12,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz6gx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz6gx/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz6hf,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0118.tif,,,,,private,still image,copyrighted,Black-and-white photographs|~|cellulose nitrate film,,Contact (Motion picture: 1933),"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",,,Documentary films,,,,,"Woman in long skirt, [London?], 1932-1933",uclamss_2001_0118,1 photographic negative,"greater than 35mm, but less than 4 x 5 inches",b&w nitrate negative,"Woman in beret, dark blouse, and long skirt or wide pants, holding purse and rolled blanket, standing on rocky area with house, tree, and car in background, during filming of Contact|~|""Contact"" (1933) is a documentary film by Paul Rotha. Made for Imperial Airways and sponsored by Shell-Mex and BP Ltd, ""Contact"" shows the construction of an airplane and how air travel is opening up the world. It was filmed in England and along air routes in the Middle East, Africa and Athens",,,Text from nitrate negative sleeve: English,[November 1932-January 1933],England--London,1932-11/1933-01,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz6hf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz6hf/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz6jz,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0119.tif,,,,,private,still image,copyrighted,Black-and-white photographs|~|cellulose nitrate film,,Contact (Motion picture: 1933)|~|Handley Page H.P. 45 (Transport plane),"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.","Parker, Jack, $d b. 1885|~|Rotha, Paul, $d 1907-1984|~|Hengist (Transport plane)|~|Imperial Airways|~|Croydon Aerodrome",,Documentary films,,,,,"Filmmakers with ladder, platform, and camera near Imperial Airways plane Hengist during the filming of Contact, Croydon Airport, London, 1932",uclamss_2001_0119,1 photographic negative,"greater than 35mm, but less than 4 x 5 inches",b&w nitrate negative,"The ""Hengist"" H.P. 45 was a four-engine long-range biplane designed for Imperial Airways by Handley Page. The H.P. 45's were intended for European routes.|~|Ladder and platform, with cameraman Jack Parker standing on platform with camera, Paul Rotha seated on platform, 4 other men on ground, ladder, and plane, with nose of transport plane Hengist visible at right during the filming of ""Contact""|~|""Contact"" (1933) is a documentary film by Paul Rotha. Made for Imperial Airways and sponsored by Shell-Mex and BP Ltd, ""Contact"" shows the construction of an airplane and how air travel is opening up the world. It was filmed in England and along air routes in the Middle East, Africa and Athens",,,Text from nitrate negative sleeve: English,November 1932-December 1932,England--London,1932-11/1932-12,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz6jz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz6jz/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz6kg,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0120.tif,,,,,private,still image,copyrighted,Black-and-white photographs|~|cellulose nitrate film,,Contact (Motion picture: 1933)|~|Handley Page H.P. 45 (Transport plane),"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.","Parker, Jack, $d b. 1885|~|Hengist (Transport plane)|~|Imperial Airways|~|Croydon Aerodrome",,Documentary films,,,,,"Filmmakers with ladder, platform, and camera near Imperial Airways plane Hengist during the filming of Contact, Croydon Airport, London, 1932",uclamss_2001_0120,1 photographic negative,"greater than 35mm, but less than 4 x 5 inches",b&w nitrate negative,"Ladder and platform, with cameraman Jack Parker standing on platform with camera, 2 other men standing on ground, with nose of transport plane Hengist visible at left and buildings in background during the filming of ""Contact""|~|""Contact"" (1933) is a documentary film by Paul Rotha. Made for Imperial Airways and sponsored by Shell-Mex and BP Ltd, ""Contact"" shows the construction of an airplane and how air travel is opening up the world. It was filmed in England and along air routes in the Middle East, Africa and Athens|~|The ""Hengist"" H.P. 45 was a four-engine long-range biplane designed for Imperial Airways by Handley Page. The H.P. 45's were intended for European routes.",,,Text from nitrate negative sleeve: English,November 1932-December 1932,England--London,1932/11-1932/12,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz6kg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz6kg/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz6m0,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0121.tif,,,,,private,still image,copyrighted,Black-and-white photographs|~|cellulose nitrate film,,"Contact (Motion picture: 1933)|~|Architecture, Tudor $z England $z London","University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",,,Documentary films,,,,,"Tudor-style house, [London?], 1932-1933",uclamss_2001_0121,1 photographic negative,"greater than 35mm, but less than 4 x 5 inches",b&w nitrate negative,"""Contact"" (1933) is a documentary film by Paul Rotha. Made for Imperial Airways and sponsored by Shell-Mex and BP Ltd, ""Contact"" shows the construction of an airplane and how air travel is opening up the world. It was filmed in England and along air routes in the Middle East, Africa and Athens|~|Tudor-style house, one half-timbered side and one brick side visible, photographed during the filming of Contact",,,Text from nitrate negative sleeve: English,[November 1932-January 1933],England--London,1932-11/1933-01,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz6m0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz6m0/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz6nh,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0122.tif,,,,,private,still image,copyrighted,Black-and-white photographs|~|cellulose nitrate film,,Contact (Motion picture: 1933),"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.","Rotha, Paul, $d 1907-1984",,Documentary films,,,,,"Filmmaker Paul Rotha leaning on wall reading newspaper, Engand, 1932-1933",0122|~|uclamss_2001_0122,1 photographic negative,"greater than 35mm, but less than 4 x 5 inches",b&w nitrate negative,"""Contact"" (1933) is a documentary film by Paul Rotha. Made for Imperial Airways and sponsored by Shell-Mex and BP Ltd, ""Contact"" shows the construction of an airplane and how air travel is opening up the world. It was filmed in England and along air routes in the Middle East, Africa and Athens|~|Paul Rotha, in jacket and cuffed trousers, seated on blanket on rocky ground (ocean shore?), leaning on wall reading newspaper, with other parts of newspaper and leather pouch beside him, during filming of Contact",,,Text from nitrate negative sleeve: English,[November 1932-January 1933],England,1932-11/1933-01,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz6nh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz6nh/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz6p1,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0123.tif,,,,,private,still image,copyrighted,Black-and-white photographs|~|cellulose nitrate film,,Contact (Motion picture: 1933),"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",,,Documentary films,,,,,"Brick building with diamond-paned windows and British flag, [London?], 1932-1933",uclamss_2001_0123,1 photographic negative,"greater than 35mm, but less than 4 x 5 inches",b&w nitrate negative,"3-story brick building with diamond-paned windows, decorative chimneys, and scrollwork, partly covered with ivy or vines, flying British flag, photographed during filming of Contact|~|""Contact"" (1933) is a documentary film by Paul Rotha. Made for Imperial Airways and sponsored by Shell-Mex and BP Ltd, ""Contact"" shows the construction of an airplane and how air travel is opening up the world. It was filmed in England and along air routes in the Middle East, Africa and Athens",,,Text from nitrate negative sleeve: English,[November 1932-January 1933],England--London,1932-11/1933-01,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz6p1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz6p1/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz6qj,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0124.tif,,,,,private,still image,copyrighted,Black-and-white photographs|~|cellulose nitrate film,,Contact (Motion picture: 1933),"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.","Rotha, Paul, $d 1907-1984",,Documentary films,,,,,"Filmmaker Paul Rotha, photographed from low angle, [London?], 1932-1933",uclamss_2001_0124,1 photographic negative,"greater than 35mm, but less than 4 x 5 inches",b&w nitrate negative,"Paul Rotha, in dark polo shirt and light pants, hands on hips, photographed from low angle, with trees in background, during filming of Contact|~|""Contact"" (1933) is a documentary film by Paul Rotha. Made for Imperial Airways and sponsored by Shell-Mex and BP Ltd, ""Contact"" shows the construction of an airplane and how air travel is opening up the world. It was filmed in England and along air routes in the Middle East, Africa and Athens",,,Text from nitrate negative sleeve: English,[November 1932-January 1933],England--London,1932-11/1933-01,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz6qj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz6qj/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz6r2,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0125.tif,,,,,private,still image,copyrighted,Black-and-white photographs|~|cellulose nitrate film,,Contact (Motion picture: 1933),"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.","Rotha, Margaret Louise, $d 1909-1962",,Documentary films,,,,,"Margaret Rotha and unidentified woman, [London?], 1932-1933",uclamss_2001_0125,1 photographic negative,"greater than 35mm, but less than 4 x 5 inches",b&w nitrate negative,"Margaret Rotha, in light dress, and woman in dark blouse and light skirt, both holding rolled blankets, with trees and brick wall in background, photographed during filming of Contact|~|""Contact"" (1933) is a documentary film by Paul Rotha. Made for Imperial Airways and sponsored by Shell-Mex and BP Ltd, ""Contact"" shows the construction of an airplane and how air travel is opening up the world. It was filmed in England and along air routes in the Middle East, Africa and Athens",,,Text from nitrate negative sleeve: English,[November 1932-January 1933],England--London,1932-11/1933-01,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz6r2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz6r2/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz6sk,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0126.tif,,,,,private,still image,copyrighted,Black-and-white photographs|~|cellulose nitrate film,,Contact (Motion picture: 1933),"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.","Rotha, Margaret Louise, $d 1909-1962",,Documentary films,,,,,"Margaret Rotha and woman and man on bench, [London?], 1932-1933",uclamss_2001_0126,1 photographic negative,"greater than 35mm, but less than 4 x 5 inches",b&w nitrate negative,"""Contact"" (1933) is a documentary film by Paul Rotha. Made for Imperial Airways and sponsored by Shell-Mex and BP Ltd, ""Contact"" shows the construction of an airplane and how air travel is opening up the world. It was filmed in England and along air routes in the Middle East, Africa and Athens|~|Margaret Rotha, in light skirt and blouse, with woman in dark blouse and long skirt, purse on lap, and man in light polo shirt and cuffed trousers, lighting cigarette, all on bench in front of brick wall, with sign on wall reading, in part, ""in the hotel or garden please,"" photographed during filming of Contact",,,Text from nitrate negative sleeve: English,[November 1932-January 1933],England--London,1932-11/1933-01,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz6sk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz6sk/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz6t3,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0127.tif,,,,,private,still image,copyrighted,Black-and-white photographs|~|cellulose nitrate film,,Contact (Motion picture: 1933),"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",,,Documentary films,,,,,"Woman in long skirt, [London?], 1932-1933",uclamss_2001_0127,1 photographic negative,"greater than 35mm, but less than 4 x 5 inches",b&w nitrate negative,"Woman in dark blouse and long skirt or wide pants, holding purse and rolled blanket, standing on rocky area with house, wall, gate, and trees in background, during filming of Contact|~|""Contact"" (1933) is a documentary film by Paul Rotha. Made for Imperial Airways and sponsored by Shell-Mex and BP Ltd, ""Contact"" shows the construction of an airplane and how air travel is opening up the world. It was filmed in England and along air routes in the Middle East, Africa and Athens",,,Text from nitrate negative sleeve: English,[November 1932-January 1933],England--London,1932-11/1933-01,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz6t3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz6t3/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz6vm,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0128.tif,,,,,private,still image,copyrighted,Black-and-white photographs|~|cellulose nitrate film,,Contact (Motion picture: 1933)|~|Ice $z England $z London|~|Colonnades $z England $z London|~|Pools $z England $z London|~|Bridges $z England $z London,"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",,,Documentary films,,,,,"Pool with ice, [London?], 1932-1933",uclamss_2001_0128,1 photographic negative,"greater than 35mm, but less than 4 x 5 inches",b&w nitrate negative,"Rectangular pool, partly covered with ice, spanned by arched, vine-covered bridge, with vine-covered colonnade at right and trees in foreground, left, and background, photographed during filming of Contact|~|""Contact"" (1933) is a documentary film by Paul Rotha. Made for Imperial Airways and sponsored by Shell-Mex and BP Ltd, ""Contact"" shows the construction of an airplane and how air travel is opening up the world. It was filmed in England and along air routes in the Middle East, Africa and Athens",,,Text from nitrate negative sleeve: English,[November 1932-January 1933],England--London,1932-11/1933-01,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz6vm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz6vm/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz6w4,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0129.tif,,,,,private,still image,copyrighted,Black-and-white photographs|~|cellulose nitrate film,,Contact (Motion picture: 1933),"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.","Rotha, Margaret Louise, $d 1909-1962",,Documentary films,,,,,"Margaret Rotha and woman and man drinking on bench, [London?], 1932-1933",uclamss_2001_0129,1 photographic negative,"greater than 35mm, but less than 4 x 5 inches",b&w nitrate negative,"""Contact"" (1933) is a documentary film by Paul Rotha. Made for Imperial Airways and sponsored by Shell-Mex and BP Ltd, ""Contact"" shows the construction of an airplane and how air travel is opening up the world. It was filmed in England and along air routes in the Middle East, Africa and Athens|~|Margaret Rotha, in light skirt and blouse, with woman in dark blouse and long skirt, purse on lap, and man in light polo shirt and cuffed trousers, holding cigarette, all on bench in front of brick wall, all with drinks, with tray and bottle on bench, photographed during filming of Contact",,,Text from nitrate negative sleeve: English,[November 1932-January 1933],England--London,1932-11/1933-01,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz6w4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz6w4/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz6xn,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0130.tif,,,,,private,still image,copyrighted,Black-and-white photographs|~|cellulose nitrate film,,Contact (Motion picture: 1933),"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",,,Documentary films,,,,,"Brick houses with diamond-paned windows, [London?], 1932-1933",uclamss_2001_0130,1 photographic negative,"greater than 35mm, but less than 4 x 5 inches",b&w nitrate negative,"""Contact"" (1933) is a documentary film by Paul Rotha. Made for Imperial Airways and sponsored by Shell-Mex and BP Ltd, ""Contact"" shows the construction of an airplane and how air travel is opening up the world. It was filmed in England and along air routes in the Middle East, Africa and Athens|~|Three 3-story brick houses, with diamond-paned windows and decorative spires, with a man wearing a suit and holding a hat  standing in arched doorway of center house, with car in foreground, photographed during filming of Contact",,,Text from nitrate negative sleeve: English,[November 1932-January 1933],England--London,1932-11/1933-01,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz6xn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz6xn/manifest
