Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,Thumbnail,Type.typeOfResource,Type.genre,Subject,Name.repository,Name.creator,Name.subject,Subject geographic,Name.photographer,Rights.copyrightStatus,Date.creation,Date.normalized,Alt ID.local,Description.note,Coverage.temporal,Title,AltTitle.descriptive,Coverage.geographic,AltTitle.uniform,Alt ID.collection,Language,"Latitude, Longitude ",Relation.isPartOf,Format.dimensions,Format.medium ,Format.extent,AltTitle.creator
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hzjxj,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002hzjxj-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional|~|Group song,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan","Sylva, Mario",,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 5, 1938",1938-03-05,107.1.1|~|cleth_196906_amr6119_item01.wav|~|6119-1,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Cape Comorin.<br>Country of recording: India|~|Performer: Mario Sylva and chorus of eight men.|~|Percussion (beatkeeper). Vocal: Male leader and chorus.<br>Item time: 6:15 min.<br>Occasional pops and clicks. Recording a little distorted. 2 sec dropout at 2:23. Static from 4:L45 to end of item.",1938-1939,Subhamangala,,Cape Comorin (India),,,,,,,,06:15 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hzjz2,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002hzjz2-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional|~|Group song,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan","Sylva, Mario",,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 5, 1938",1938-03-05,cleth_196906_amr6119_item02.wav|~|6119-2|~|107.1.2,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Cape Comorin.<br>Country of recording: India|~|Percussion (beatkeeper). Vocal: Male leader and chorus.<br>Item time: 4:31 min.<br>Occasional pops and clicks. Recording a little distorted. 10-sec dropout at :45.|~|Performer: Mario Sylva and chorus of eight men.",1938-1939,Kapalpatu,,Cape Comorin (India),,,,,,,,04:31 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hzk1k,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002hzk1k-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 5, 1938",1938-03-05,cleth_196906_amr6119_item03.wav|~|6119-3|~|107.1.3,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Cape Comorin.<br>Country of recording: India|~|Percussion (beatkeeper). Vocal: Male solo.<br>Item time: 2:15 min.<br>A lot of static.",1938-1939,Ratnai Manakunda,,Cape Comorin (India),,,,,,,,02:15 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002j0bqd,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002j0bqd-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 5, 1938",1938-03-05,cleth_196906_amr6119_item04.wav|~|6119-4|~|107.1.4,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Cape Comorin.<br>Country of recording: India|~|Percussion (beatkeeper). Vocal: Male solo.<br>Item time: 1:30 min.<br>A lot of static.",1938-1939,Kaninanagalama (?),,Cape Comorin (India),,,,,,,,01:30 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002j0bxh,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002j0bxh-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional|~|Group song,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 5, 1938",1938-03-05,cleth_196906_amr6120_item01.wav|~|108.1.1|~|6120-1,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Cape Comorin.<br>Country of recording: India|~|Performers: Girls chorus|~|Sticks; Plucked string instrument. Vocal: Girls chorus.<br>Item time: 1:11 min.<br>Recording speed not constant. Occasional pops.",1938-1939,Tankankal vasangini,Kolatam (sticks),Cape Comorin (India),,,,,,,,01:11 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002j0bz1,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002j0bz1-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional|~|Group song,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 5, 1938",1938-03-05,cleth_196906_amr6120_item02.wav|~|108.1.2|~|6120-2,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Cape Comorin.<br>Country of recording: India|~|Performers: Girls chorus|~|Sticks; Plucked string instrument. Vocal: Girls chorus.<br>Item time: 2:21 min.<br>Recording speed not constant. Occasional pops. Recording level drops at :50. Low level continues to the end of the item.",1938-1939,Divijadarashanam,Kolatam (sticks),Cape Comorin (India),,,,,,,,02:21 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002j21hv,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002j21hv-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional|~|Group song,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 5, 1938",1938-03-05,6120-3|~|cleth_196906_amr6120_item03.wav|~|108.1.3,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Cape Comorin.<br>Country of recording: India|~|Vocal: Female (girls?) chorus.<br>Item time: 3:03 min.<br>Occasional pops. Severely distorted signal at around 2:30; sounds like bleedthrough?|~|Performers: Girls chorus",1938-1939,St. Joseph,Christian,Cape Comorin (India),,,,,,,,03:03 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002j21kw,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002j21kw-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional|~|Group song,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 5, 1938",1938-03-05,6120-4|~|108.1.4|~|cleth_196906_amr6120_item04.wav,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Cape Comorin.<br>Country of recording: India|~|Bowed drone. Vocal: Two males in antiphony. At 2:45, Drum and male chorus enter.<br>Item time: 11:05 min.<br>Occasional dropouts and static after 4:00. Ends abruptly.|~|Performers: Girls chorus",1938-1939,Villupatu; Prayer to Ganapati,Religious,Cape Comorin (India),,,,,,,,11:05 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002j21qz,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002j21qz-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional|~|Group song,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 5, 1938",1938-03-05,6120-5|~|cleth_196906_amr6120_item05.wav|~|108.1.5,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Cape Comorin.<br>Country of recording: India|~|Percussion (beatkeeper); Drum; Bowed drone. Vocal: Male leader and chorus.<br>Item time: 2:00 min.<br>Begins abruptly. Exremely distorted for first 40 sec. Ends abruptly.",1938-1939,Thanksgiving (Chorus) Guru Kumaraswami of Kottara,,Cape Comorin (India),,,,,,,,02:00 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002j21v1,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002j21v1-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 5, 1938",1938-03-05,cleth_196906_amr6120_item06.wav|~|6120-6|~|108.1.6,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Cape Comorin.<br>Country of recording: India|~|Vocal: Two females (?)<br>Item time: 6:16 min.<br>First item ends at 1:04. Followed by ambient noise and dropout (about 25 sec). 2nd item has two major dropouts: about 6 sec at about 1:25 and a 15-sec dropout at about 2:50.|~|Performers: Perari Ma and Ucchmali?",1938-1939,Two death laments by Perari Ma,Death|~|Lament,Cape Comorin (India),,,,,,,,06:16 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002j21wj,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002j21wj-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional|~|Group song,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 5, 1938",1938-03-05,6121-1|~|109.1.1|~|cleth_196906_amr6121_item01.wav,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Cape Comorin.<br>Country of recording: India|~|Percussion (beatkeeper and drum); Drone. Vocal: Male leader and chorus.<br>Item time: 4:57 min.<br>Music begins at about :12. Occasional pitch warble.",1938-1939,Villupatu from Kottara: Birth of Shasta,,Cape Comorin (India),,,,,,,,04:57 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002j8vmp,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002j8vmp-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional|~|Group song,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 5, 1938",1938-03-05,109.1.2|~|cleth_196906_amr6121_item02.wav|~|6121-2,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Cape Comorin.<br>Country of recording: India|~|Percussion (beatkeeper and drum); Drone. Vocal: Male leader and chorus.<br>Item time: 2:17 min.<br>Continuation of story from Archive Master Item 6121-1. Occasional pitch warble.",1938-1939,Villupatu from Kottara: Birth of Shasta (cont.),,Cape Comorin (India),,,,,,,,02:17 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002j8vn6,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002j8vn6-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional|~|Group song,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 5, 1938",1938-03-05,cleth_196906_amr6121_item03.wav|~|6121-3|~|109.1.3,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Cape Comorin.<br>Country of recording: India|~|Percussion (beatkeeper and drum); Drone. Vocal: Male leader and chorus.<br>Item time: 5:03 min.<br>Occasional pitch warble.",1938-1939,Shiva stotra,,Cape Comorin (India),,,,,,,,05:03 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002j8vpq,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002j8vpq-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 5, 1938",1938-03-05,109.1.4|~|6121-4|~|cleth_196906_amr6121_item04.wav,"Performers: Perari Ma and Ucchmali|~|Vocal: Two females<br>Item time: 3:07 min.<br>A lot of static. Occasional pops and clicks. Ends abruptly.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Cape Comorin.<br>Country of recording: India",1938-1939,Death laments,Death|~|Lament,Cape Comorin (India),,,,,,,,03:07 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002j8vq7,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002j8vq7-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 6, 1938",1938-03-06,109.1.5|~|cleth_196906_amr6121_item05.wav|~|6121-5,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Kovilam (Cape Comorin).<br>Country of recording: India|~|<br>Item time: 1:56 min.<br>Distorted at the beginning of the item. Static. Occasional pops and skips. A little pitch warble.",1938-1939,Final stage (station?) of the Cross,Roman Catholic music of Lent,Cape Comorin (India),,,,,,,,01:56 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002j8vrr,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002j8vrr-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional|~|Group song,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 6, 1938",1938-03-06,6121-6|~|109.1.6|~|cleth_196906_amr6121_item06.wav,"Vocal: Large mixed chorus with children and adults.<br>Item time: 1:43 min.<br>Based on old French tune ""Que ne suis-je la Fougere."" Begins abruptly. A lot of . Static and pops. Occasional pitch warble. Some signal dropout towards the end of the item. Ends abruptly.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Kovilam (Cape Comorin).<br>Country of recording: India",1938-1939,Unknown,Hymn based on old French tune|~|Tamil Church hymn,Cape Comorin (India),,,tam Tamil,,,,,01:43 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002j8vs8,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002j8vs8-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 6, 1938",1938-03-06,6121-7|~|cleth_196906_amr6121_item07.wav|~|109.1.7,"Vocal: Two females.<br>Item time: 3:14 min.<br>A little distorted with some static as well. Ends abruptly.|~|Performers: Perari Ma and Ucchimali|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Kovilam (Cape Comorin).<br>Country of recording: India",1938-1939,Death wail,Lament?|~|Death,Cape Comorin (India),,,,,,,,03:14 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002j8vts,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002j8vts-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,"Ragas $z India, South ","University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan","Srinivasan, R. ",,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 11, 1938",1938-03-11,cleth_196906_amr6122_item01.wav|~|110.1.1|~|6122-1,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Trivandrum.<br>Country of recording: India|~|Vocal: Male solo.<br>Item time: 2:41 min.<br>Singing starts at :10. Static and hiss.|~|Performer: Professor R. Srinivasan",1938-1939,Anandakalipu addressed to the Divine Name,Raga Nathanamakriya,Trivandrum (India),,,,,,,,02:41 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002j8vv9,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002j8vv9-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,"Ragas $z India, South ","University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan","Srinivasan, R. ",,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 11, 1938",1938-03-11,6122-2|~|110.1.2|~|cleth_196906_amr6122_item02.wav,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Trivandrum.<br>Country of recording: India|~|Vocal: Male solo.<br>Item time: 0:43 min.<br>Continuation of Archive Master Item 6122-1. Begins abruptly. Lots of static and hiss. Dropouts through :30. Ends abruptly.|~|Performer: Professor R. Srinivasan",1938-1939,Anandakalipu addressed to the Divine Name (cont.),Raga Nathanamakriya,Trivandrum (India),,,,,,,,00:43 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002j8vwt,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002j8vwt-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan","Srinivasan, R. ",,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 11, 1938",1938-03-11,cleth_196906_amr6122_item03.wav|~|6122-3|~|110.1.3,"Vocal: Male solo.<br>Item time: 1:21 min.<br>False start? Some static and hiss.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Trivandrum.<br>Country of recording: India|~|Performer: Professor R. Srinivasan",1938-1939,Ramayana,,Trivandrum (India),,,,,,,,01:21 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002j8vxb,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002j8vxb-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan","Srinivasan, R. ",,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 11, 1938",1938-03-11,cleth_196906_amr6122_item04.wav|~|6122-4|~|110.1.4,"Performer: Professor R. Srinivasan|~|Vocal: Male solo.<br>Item time: 2:40 min.<br>Some static.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Trivandrum.<br>Country of recording: India",1938-1939,Kaweri (Shindo - cindo),,Trivandrum (India),,,,,,,,02:40 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002j8vzv,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002j8vzv-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan","Srinivasan, R. ",,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 11, 1938",1938-03-11,6122-5|~|110.1.5|~|cleth_196906_amr6122_item05.wav,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Trivandrum.<br>Country of recording: India|~|Vocal: Male solo.<br>Item time: 3:00 min.<br>Static and hiss. Occasional pops.|~|Performer: Professor R. Srinivasan",1938-1939,"Kaweri (cinde, b)",,Trivandrum (India),,,,,,,,03:00 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002j8w0v,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002j8w0v-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan","Srinivasan, R. ",,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 11, 1938",1938-03-11,110.1.6|~|cleth_196906_amr6122_item06.wav|~|6122-6,"Vocal: Male solo.<br>Item time: 3:48 min.<br>Some static. Signal becomes weak at times. Numerous recording anomalies.|~|Performer: Professor R. Srinivasan|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Trivandrum.<br>Country of recording: India",1938-1939,"Kaweri (cinde, c)",,Trivandrum (India),,,,,,,,03:48 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002j8w1c,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002j8w1c-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan","Srinivasan, R. ",,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 11, 1938",1938-03-11,cleth_196906_amr6122_item07.wav|~|6122-7|~|110.1.7,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Trivandrum.<br>Country of recording: India|~|Performer: Professor R. Srinivasan|~|Vocal: Male solo.<br>Item time: 3:28 min.<br>Static. Some recording anomalies.",1938-1939,"Kaweri (cinde, d)",,Trivandrum (India),,,,,,,,03:28 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002j8w2w,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002j8w2w-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan","Srinivasan, R. ",,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 11, 1938",1938-03-11,110.1.8|~|cleth_196906_amr6122_item08.wav|~|6122-8,"Performer: Professor R. Srinivasan|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Trivandrum.<br>Country of recording: India|~|Vocal: Male solo.<br>Item time: 3:15 min.<br>Static.",1938-1939,Pambe,,Trivandrum (India),,,,,,,,03:15 min. ,
