Object Type,Parent ARK,Item ARK,File name,local ID,Title,Publisher.place,Contributor.editor,volume | issue,Date.created (single),Date.created,Language | code,TypeOfResource,Genre,PhysicalDescription.extent,Institution/Repository,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Note.content,Subject.topic
Work,ark:/21198/z1bc6271,ark:/21198/z1xd34gg,ihc_bohemia_19201003.pdf,ihc_bohemia_19201003,Revista Bohemia 1920-10-03,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 11 | no. 40,1920-10-03,3 de octubre de 1920,spa,text,magazines (periodicals),40 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1sn2cq9,ihc_bohemia_19201010.pdf,ihc_bohemia_19201010,Revista Bohemia 1920-10-10,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 11 | no. 41,1920-10-10,10 de octubre de 1920,spa,text,magazines (periodicals),40 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1nw1n00,ihc_bohemia_19201017.pdf,ihc_bohemia_19201017,Revista Bohemia 1920-10-17,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 11 | no. 42,1920-10-17,17 de octubre de 1920,spa,text,magazines (periodicals),40 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1j69kmf,ihc_bohemia_19201024.pdf,ihc_bohemia_19201024,Revista Bohemia 1920-10-24,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 11 | no. 43,1920-10-24,24 de octubre de 1920,spa,text,magazines (periodicals),40 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1df8tx5,ihc_bohemia_19201031.pdf,ihc_bohemia_19201031,Revista Bohemia 1920-10-31,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 11 | no. 44,1920-10-31,31 de octubre de 1920,spa,text,magazines (periodicals),36 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z18p839k,ihc_bohemia_19201107.pdf,ihc_bohemia_19201107,Revista Bohemia 1920-11-07,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 11 | no. 45,1920-11-07,7 de noviembre de 1920,spa,text,magazines (periodicals),38 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z14x7bkv,ihc_bohemia_19201114.pdf,ihc_bohemia_19201114,Revista Bohemia 1920-11-14,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 11 | no. 46,1920-11-14,14 de noviembre de 1920,spa,text,magazines (periodicals),38 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1156kvf,ihc_bohemia_19201121.pdf,ihc_bohemia_19201121,Revista Bohemia 1920-11-21,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 11 | no. 47,1920-11-21,21 de noviembre de 1920,spa,text,magazines (periodicals),36 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1wd639n,ihc_bohemia_19201128.pdf,ihc_bohemia_19201128,Revista Bohemia 1920-11-28,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 11 | no. 48,1920-11-28,28 de noviembre de 1920,spa,text,magazines (periodicals),36 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1rn5bkx,ihc_bohemia_19201205.pdf,ihc_bohemia_19201205,Revista Bohemia 1920-12-05,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 11 | no. 49,1920-12-05,5 de diciembre de 1920,spa,text,magazines (periodicals),36 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1n03987,ihc_bohemia_19201212.pdf,ihc_bohemia_19201212,Revista Bohemia 1920-12-12,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 11 | no. 50,1920-12-12,12 de diciembre de 1920,spa,text,magazines (periodicals),22 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1h72jjh,ihc_bohemia_19201219.pdf,ihc_bohemia_19201219,Revista Bohemia 1920-12-19,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 11 | no. 51,1920-12-19,19 de diciembre de 1920,spa,text,magazines (periodicals),36 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1cg1sv7,ihc_bohemia_19201226.pdf,ihc_bohemia_19201226,Revista Bohemia 1920-12-26,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 11 | no. 52,1920-12-26,26 de diciembre de 1920,spa,text,magazines (periodicals),34 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z17q1266,ihc_bohemia_19210102.pdf,ihc_bohemia_19210102,Revista Bohemia 1921-01-02,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 01,1921-01-02,2 de enero de 1921,spa,text,magazines (periodicals),30 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z13z09f1,ihc_bohemia_19210109.pdf,ihc_bohemia_19210109,Revista Bohemia 1921-01-09,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 02,1921-01-09,9 de enero de 1921 ,spa,text,magazines (periodicals),36 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1059jpm,ihc_bohemia_19210116.pdf,ihc_bohemia_19210116,Revista Bohemia 1921-01-16,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 03,1921-01-16,16 de enero de 1921,spa,text,magazines (periodicals),34 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1vd926q,ihc_bohemia_19210123.pdf,ihc_bohemia_19210123,Revista Bohemia 1921-01-23,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 04,1921-01-23,23 de enero de 1921 ,spa,text,magazines (periodicals),32 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1qr70vv,ihc_bohemia_19210130.pdf,ihc_bohemia_19210130,Revista Bohemia 1921-01-30,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 05,1921-01-30,30 de enero de 1921 ,spa,text,magazines (periodicals),36 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1m0686r,ihc_bohemia_19210206.pdf,ihc_bohemia_19210206,Revista Bohemia 1921-02-06,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 06,1921-02-06,6 de febrero de 1921,spa,text,magazines (periodicals),32 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1g75hhg,ihc_bohemia_19210213.pdf,ihc_bohemia_19210213,Revista Bohemia 1921-02-13,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 07,1921-02-13,13 de febrero de 1921,spa,text,magazines (periodicals),32 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1bg4rt6,ihc_bohemia_19210220.pdf,ihc_bohemia_19210220,Revista Bohemia 1921-02-20,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 08,1921-02-20,20 de febrero de 1921,spa,text,magazines (periodicals),32 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z16q411c,ihc_bohemia_19210227.pdf,ihc_bohemia_19210227,Revista Bohemia 1921-02-27,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 09,1921-02-27,27 de febrero de 1921,spa,text,magazines (periodicals),32 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z12z3886,ihc_bohemia_19210306.pdf,ihc_bohemia_19210306,Revista Bohemia 1921-03-06,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 10,1921-03-06,6 de marzo de 1921,spa,text,magazines (periodicals),32 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1z62rst,ihc_bohemia_19210313.pdf,ihc_bohemia_19210313,Revista Bohemia 1921-03-13,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 11,1921-03-13,13 de marzo de 1921,spa,text,magazines (periodicals),30 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1tj0qdx,ihc_bohemia_19210320.pdf,ihc_bohemia_19210320,Revista Bohemia 1921-03-20,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 12,1921-03-20,20 de marzo de 1921 ,spa,text,magazines (periodicals),32 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1pr9zq3,ihc_bohemia_19210403.pdf,ihc_bohemia_19210403,Revista Bohemia 1921-04-03,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 14,1921-04-03,3 de abril de 1921 ,spa,text,magazines (periodicals),30 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1k0972c,ihc_bohemia_19210410.pdf,ihc_bohemia_19210410,Revista Bohemia 1921-04-10,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 15,1921-04-10,10 de abril de 1921 ,spa,text,magazines (periodicals),32 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1f78gbn,ihc_bohemia_19210417.pdf,ihc_bohemia_19210417,Revista Bohemia 1921-04-17,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 16,1921-04-17,17 de abril de 1921 ,spa,text,magazines (periodicals),32 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z19g7qmx,ihc_bohemia_19210423.pdf,ihc_bohemia_19210424,Revista Bohemia 1921-04-24,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 17,1921-04-24,24 de abril de 1921 ,spa,text,magazines (periodicals),32 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z15q6zt9,ihc_bohemia_19210501.pdf,ihc_bohemia_19210501,Revista Bohemia 1921-05-01,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 18,1921-05-01,1 de mayo de 1921,spa,text,magazines (periodicals),34 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z11z674t,ihc_bohemia_19210508.pdf,ihc_bohemia_19210508,Revista Bohemia 1921-05-08,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 19,1921-05-08,8 de mayo de 1921,spa,text,magazines (periodicals),32 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1x94f1q,ihc_bohemia_19210515.pdf,ihc_bohemia_19210515,Revista Bohemia 1921-05-15,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 20,1921-05-15,15 de mayo de 1921,spa,text,magazines (periodicals),32 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1sj3pcw,ihc_bohemia_19210522.pdf,ihc_bohemia_19210522,Revista Bohemia 1921-05-22,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 21,1921-05-22,22 de mayo de 1921 ,spa,text,magazines (periodicals),32 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1ns2xq2,ihc_bohemia_19210529.pdf,ihc_bohemia_19210529,Revista Bohemia 1921-05-29,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 22,1921-05-29,29 de mayo de 1921,spa,text,magazines (periodicals),32 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1j1260f,ihc_bohemia_19210605.pdf,ihc_bohemia_19210605,Revista Bohemia 1921-06-05,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 23,1921-06-05,5 de junio de 1921,spa,text,magazines (periodicals),32 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1d81f6t,ihc_bohemia_19210612.pdf,ihc_bohemia_19210612,Revista Bohemia 1921-06-12,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 24,1921-06-12,12 de junio de 1921 ,spa,text,magazines (periodicals),30 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z18h0pfn,ihc_bohemia_19210619.pdf,ihc_bohemia_19210619,Revista Bohemia 1921-06-19,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 25,1921-06-19,19 de junio de 1921 ,spa,text,magazines (periodicals),32 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z14q9xqc,ihc_bohemia_19210626.pdf,ihc_bohemia_19210626,Revista Bohemia 1921-06-26,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 26,1921-06-26,26 de junio de 1921,spa,text,magazines (periodicals),32 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1127wc7,ihc_bohemia_19210703.pdf,ihc_bohemia_19210703,Revista Bohemia 1921-07-03,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 27,1921-07-03,3 de julio de 1921,spa,text,magazines (periodicals),32 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1w97czt,ihc_bohemia_19210710.pdf,ihc_bohemia_19210710,Revista Bohemia 1921-07-10,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 28,1921-07-10,10 de julio de 1921,spa,text,magazines (periodicals),24 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1rj6n8z,ihc_bohemia_19210717.pdf,ihc_bohemia_19210717,Revista Bohemia 1921-07-17,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 29,1921-07-17,17 de julio de 1921 ,spa,text,magazines (periodicals),30 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1ms5wkp,ihc_bohemia_19210724.pdf,ihc_bohemia_19210724,Revista Bohemia 1921-07-24,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 30,1921-07-24,24 de julio de 1921 ,spa,text,magazines (periodicals),21 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1h154sr,ihc_bohemia_19210731.pdf,ihc_bohemia_19210731,Revista Bohemia 1921-07-31,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 31,1921-07-31,31 de julio de 1921,spa,text,magazines (periodicals),32 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1c84d2f,ihc_bohemia_19210807.pdf,ihc_bohemia_19210807,Revista Bohemia 1921-08-07,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 32,1921-08-07,7 de agosto de 1921,spa,text,magazines (periodicals),26 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z17h3nbq,ihc_bohemia_19210814.pdf,ihc_bohemia_19210814,Revista Bohemia 1921-08-14,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 33,1921-08-14,14 de agosto de 1921 ,spa,text,magazines (periodicals),28 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z13v1kxz,ihc_bohemia_19210821.pdf,ihc_bohemia_19210821,Revista Bohemia 1921-08-21,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 34,1921-08-21,21 de agosto de 1921 ,spa,text,magazines (periodicals),28 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1030v8v,ihc_bohemia_19210828.pdf,ihc_bohemia_19210828,Revista Bohemia 1921-08-28,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 35,1921-08-28,28 de agosto de 1921,spa,text,magazines (periodicals),32 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1vb0bvf,ihc_bohemia_19210904.pdf,ihc_bohemia_19210904,Revista Bohemia 1921-09-04,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 36,1921-09-04,4 de septiembre de 1921 ,spa,text,magazines (periodicals),28 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1qj9m2p,ihc_bohemia_19210911.pdf,ihc_bohemia_19210911,Revista Bohemia 1921-09-11,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 37,1921-09-11,11 de septiembre de 1921 ,spa,text,magazines (periodicals),30 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1ks8v9h,ihc_bohemia_19210918.pdf,ihc_bohemia_19210918,Revista Bohemia 1921-09-18,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 38,1921-09-18,18 de septiembre de 1921,spa,text,magazines (periodicals),26 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1g183j1,ihc_bohemia_19210925.pdf,ihc_bohemia_19210925,Revista Bohemia 1921-09-25,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 39,1921-09-25,25 de septiembre de 1921 ,spa,text,magazines (periodicals),32 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1b87bw6,ihc_bohemia_19211002.pdf,ihc_bohemia_19211002,Revista Bohemia 1921-10-02,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 40,1921-10-02,2 de octubre de 1921 ,spa,text,magazines (periodicals),32 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z16m59jr,ihc_bohemia_19211009.pdf,ihc_bohemia_19211009,Revista Bohemia 1921-10-09,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 41,1921-10-09,9 de octubre de 1921 ,spa,text,magazines (periodicals),32 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z12v4jwx,ihc_bohemia_19211016.pdf,ihc_bohemia_19211016,Revista Bohemia 1921-10-16,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 42,1921-10-16,16 de octubre de 1921,spa,text,magazines (periodicals),30 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1z342g7,ihc_bohemia_19211023.pdf,ihc_bohemia_19211023,Revista Bohemia 1921-10-23,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 12 | no. 43,1921-10-23,23 de octubre de 1921,spa,text,magazines (periodicals),30 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
