Object Type,Title,Item ARK,Parent ARK,File Name,Item Sequence,Contents note,Date.created,Date.normalized,Format.extent,Genre,Language,Local identifier,Place of origin,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,viewingHint,Name.editor,Subject topic,volume | issue,IIIF Manifest URL
Work,Revista Bohemia 1910-05-07,ark:/21198/z12v4jsk,ark:/21198/z1bc6271,,,,7 de mayo de 1910,1910-05-06,15 pages,magazines (periodicals),spa,ihc_bohemia_19100507,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 01,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12v4jsk/manifest
Work,Revista Bohemia 1921-07-10,ark:/21198/z1w97czt,ark:/21198/z1bc6271,,,,10 de julio de 1921,1921-07-10,24 pages,magazines (periodicals),spa,ihc_bohemia_19210710,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 12 | no. 28,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1w97czt/manifest
Work,Revista Bohemia 1921-07-17,ark:/21198/z1rj6n8z,ark:/21198/z1bc6271,,,,17 de julio de 1921 ,1921-07-17,30 pages,magazines (periodicals),spa,ihc_bohemia_19210717,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 12 | no. 29,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rj6n8z/manifest
Work,Revista Bohemia 1921-07-24,ark:/21198/z1ms5wkp,ark:/21198/z1bc6271,,,,24 de julio de 1921 ,1921-07-24,21 pages,magazines (periodicals),spa,ihc_bohemia_19210724,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 12 | no. 30,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ms5wkp/manifest
Work,Revista Bohemia 1921-07-31,ark:/21198/z1h154sr,ark:/21198/z1bc6271,,,,31 de julio de 1921,1921-07-31,32 pages,magazines (periodicals),spa,ihc_bohemia_19210731,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 12 | no. 31,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1h154sr/manifest
Work,Revista Bohemia 1921-08-07,ark:/21198/z1c84d2f,ark:/21198/z1bc6271,,,,7 de agosto de 1921,1921-08-07,26 pages,magazines (periodicals),spa,ihc_bohemia_19210807,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 12 | no. 32,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1c84d2f/manifest
Work,Revista Bohemia 1921-08-14,ark:/21198/z17h3nbq,ark:/21198/z1bc6271,,,,14 de agosto de 1921 ,1921-08-14,28 pages,magazines (periodicals),spa,ihc_bohemia_19210814,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 12 | no. 33,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17h3nbq/manifest
Work,Revista Bohemia 1921-08-21,ark:/21198/z13v1kxz,ark:/21198/z1bc6271,,,,21 de agosto de 1921 ,1921-08-21,28 pages,magazines (periodicals),spa,ihc_bohemia_19210821,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 12 | no. 34,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13v1kxz/manifest
Work,Revista Bohemia 1921-08-28,ark:/21198/z1030v8v,ark:/21198/z1bc6271,,,,28 de agosto de 1921,1921-08-28,32 pages,magazines (periodicals),spa,ihc_bohemia_19210828,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 12 | no. 35,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1030v8v/manifest
Work,Revista Bohemia 1921-09-04,ark:/21198/z1vb0bvf,ark:/21198/z1bc6271,,,,4 de septiembre de 1921 ,1921-09-04,28 pages,magazines (periodicals),spa,ihc_bohemia_19210904,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 12 | no. 36,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vb0bvf/manifest
Work,Revista Bohemia 1921-09-11,ark:/21198/z1qj9m2p,ark:/21198/z1bc6271,,,,11 de septiembre de 1921 ,1921-09-11,30 pages,magazines (periodicals),spa,ihc_bohemia_19210911,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 12 | no. 37,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qj9m2p/manifest
Work,Revista Bohemia 1921-09-18,ark:/21198/z1ks8v9h,ark:/21198/z1bc6271,,,,18 de septiembre de 1921,1921-09-18,26 pages,magazines (periodicals),spa,ihc_bohemia_19210918,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 12 | no. 38,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ks8v9h/manifest
Work,Revista Bohemia 1921-09-25,ark:/21198/z1g183j1,ark:/21198/z1bc6271,,,,25 de septiembre de 1921 ,1921-09-25,32 pages,magazines (periodicals),spa,ihc_bohemia_19210925,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 12 | no. 39,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1g183j1/manifest
Work,Revista Bohemia 1921-10-02,ark:/21198/z1b87bw6,ark:/21198/z1bc6271,,,,2 de octubre de 1921 ,1921-10-02,32 pages,magazines (periodicals),spa,ihc_bohemia_19211002,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 12 | no. 40,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1b87bw6/manifest
Work,Revista Bohemia 1921-10-09,ark:/21198/z16m59jr,ark:/21198/z1bc6271,,,,9 de octubre de 1921 ,1921-10-09,32 pages,magazines (periodicals),spa,ihc_bohemia_19211009,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 12 | no. 41,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16m59jr/manifest
Work,Revista Bohemia 1921-10-16,ark:/21198/z12v4jwx,ark:/21198/z1bc6271,,,,16 de octubre de 1921,1921-10-16,30 pages,magazines (periodicals),spa,ihc_bohemia_19211016,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 12 | no. 42,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12v4jwx/manifest
Work,Revista Bohemia 1921-10-23,ark:/21198/z1z342g7,ark:/21198/z1bc6271,,,,23 de octubre de 1921,1921-10-23,30 pages,magazines (periodicals),spa,ihc_bohemia_19211023,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 12 | no. 43,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z342g7/manifest
Work,Revista Bohemia 1921-10-30,ark:/21198/z1tb39q2,ark:/21198/z1bc6271,,,,30 de octubre de 1921,1921-10-30,32 pages,magazines (periodicals),spa,ihc_bohemia_19211030,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 12 | no. 44,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tb39q2/manifest
Work,Revista Bohemia 1921-11-06,ark:/21198/z1pk2jxf,ark:/21198/z1bc6271,,,,6 de noviembre de 1921,1921-11-06,32 pages,magazines (periodicals),spa,ihc_bohemia_19211106,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 12 | no. 45,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pk2jxf/manifest
Work,Revista Bohemia 1921-11-13,ark:/21198/z1jt1t5p,ark:/21198/z1bc6271,,,,13 de noviembre de 1921 ,1921-11-13,28 pages,magazines (periodicals),spa,ihc_bohemia_19211113,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 12 | no. 46,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jt1t5p/manifest
Work,Revista Bohemia 1921-11-20,ark:/21198/z1f49rxx,ark:/21198/z1bc6271,,,,20 de noviembre de 1921 ,1921-11-20,32 pages,magazines (periodicals),spa,ihc_bohemia_19211120,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 12 | no. 47,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1f49rxx/manifest
Work,Revista Bohemia 1921-11-27,ark:/21198/z19c915j,ark:/21198/z1bc6271,,,,27 de noviembre de 1921 ,1921-11-27,32 pages,magazines (periodicals),spa,ihc_bohemia_19211127,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 12 | no. 48,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19c915j/manifest
Work,Revista Bohemia 1921-12-04,ark:/21198/z15m88hq,ark:/21198/z1bc6271,,,,4 de diciembre de 1921 ,1921-12-04,34 pages,magazines (periodicals),spa,ihc_bohemia_19211204,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 12 | no. 49,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15m88hq/manifest
Work,Revista Bohemia 1921-12-11,ark:/21198/z11v7hs0,ark:/21198/z1bc6271,,,,11 de diciembre de 1921 ,1921-12-11,32 pages,magazines (periodicals),spa,ihc_bohemia_19211211,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 12 | no. 50,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11v7hs0/manifest
Work,Revista Bohemia 1921-12-18,ark:/21198/z1x3719d,ark:/21198/z1bc6271,,,,18 de diciembre de 1921 ,1921-12-18,30 pages,magazines (periodicals),spa,ihc_bohemia_19211218,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 12 | no. 51,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1x3719d/manifest
Work,Revista Bohemia 1921-12-25,ark:/21198/z1sb68hs,ark:/21198/z1bc6271,,,,25 de diciembre de 1921,1921-12-25,32 pages,magazines (periodicals),spa,ihc_bohemia_19211225,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 12 | no. 52,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sb68hs/manifest
Work,Revista Bohemia 1922-01-01,ark:/21198/z1nk5hs2,ark:/21198/z1bc6271,,,,1 de enero de 1922,1922-01-01,32 pages,magazines (periodicals),spa,ihc_bohemia_19220101,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 13 | no. 01,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1nk5hs2/manifest
Work,Revista Bohemia 1922-01-08,ark:/21198/z1hx3gd5,ark:/21198/z1bc6271,,,,8 de enero de 1922,1922-01-08,32 pages,magazines (periodicals),spa,ihc_bohemia_19220108,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 13 | no. 02,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hx3gd5/manifest
Work,Revista Bohemia 1922-01-15,ark:/21198/z1d52qpr,ark:/21198/z1bc6271,,,,15 de enero de 1922,1922-01-15,28 pages,magazines (periodicals),spa,ihc_bohemia_19220115,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 13 | no. 03,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1d52qpr/manifest
Work,Revista Bohemia 1922-01-22,ark:/21198/z18d201q,ark:/21198/z1bc6271,,,,22 de enero de 1922,1922-01-22,28 pages,magazines (periodicals),spa,ihc_bohemia_19220122,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 13 | no. 04,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18d201q/manifest
Work,Revista Bohemia 1922-01-29,ark:/21198/z14n17cw,ark:/21198/z1bc6271,,,,29 de enero de 1922,1922-01-29,28 pages,magazines (periodicals),spa,ihc_bohemia_19220129,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 13 | no. 05,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14n17cw/manifest
Work,Revista Bohemia 1922-02-05,ark:/21198/z10w0gk8,ark:/21198/z1bc6271,,,,5 de febrero de 1922,1922-02-05,28 pages,magazines (periodicals),spa,ihc_bohemia_19220205,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 13 | no. 06,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10w0gk8/manifest
Work,Revista Bohemia 1922-02-12,ark:/21198/z1w4003p,ark:/21198/z1bc6271,,,,12 de febrero de 1922,1922-02-12,28 pages,magazines (periodicals),spa,ihc_bohemia_19220212,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 13 | no. 07,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1w4003p/manifest
Work,Revista Bohemia 1922-02-19,ark:/21198/z1rb97bz,ark:/21198/z1bc6271,,,,19 de febrero de 1922,1922-02-19,28 pages,magazines (periodicals),spa,ihc_bohemia_19220219,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 13 | no. 08,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rb97bz/manifest
Work,Revista Bohemia 1922-02-26,ark:/21198/z1mp761z,ark:/21198/z1bc6271,,,,26 de febrero de 1922,1922-02-26,28 pages,magazines (periodicals),spa,ihc_bohemia_19220226,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 13 | no. 09,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1mp761z/manifest
Work,Revista Bohemia 1922-03-05,ark:/21198/z1gx6f97,ark:/21198/z1bc6271,,,,3 de marzo de 1922,1922-03-05,28 pages,magazines (periodicals),spa,ihc_bohemia_19220305,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 13 | no. 10,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gx6f97/manifest
Work,Revista Bohemia 1922-03-12,ark:/21198/z1c55pm8,ark:/21198/z1bc6271,,,,12 de marzo de 1922,1922-03-12,28 pages,magazines (periodicals),spa,ihc_bohemia_19220312,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 13 | no. 11,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1c55pm8/manifest
Work,Revista Bohemia 1922-03-19,ark:/21198/z17d4xzf,ark:/21198/z1bc6271,,,,19 de marzo de 1922,1922-03-19,28 pages,magazines (periodicals),spa,ihc_bohemia_19220319,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 13 | no. 12,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17d4xzf/manifest
Work,Revista Bohemia 1922-03-26,ark:/21198/z13n4662,ark:/21198/z1bc6271,,,,26 de marzo de 1922,1922-03-26,28 pages,magazines (periodicals),spa,ihc_bohemia_19220326,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 13 | no. 13,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13n4662/manifest
Work,Revista Bohemia 1922-04-02,ark:/21198/z1zw3png,ark:/21198/z1bc6271,,,,2 de abril de 1922,1922-04-02,27 pages,magazines (periodicals),spa,ihc_bohemia_19220402,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 13 | no. 14,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zw3png/manifest
Work,Revista Bohemia 1922-04-09,ark:/21198/z1v42xx2,ark:/21198/z1bc6271,,,,9 de abril de 1922,1922-04-09,28 pages,magazines (periodicals),spa,ihc_bohemia_19220409,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 13 | no. 15,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1v42xx2/manifest
Work,Revista Bohemia 1922-04-16,ark:/21198/z1qg0wnh,ark:/21198/z1bc6271,,,,16 de abril de 1922,1922-04-16,28 pages,magazines (periodicals),spa,ihc_bohemia_19220416,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 13 | no. 16,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qg0wnh/manifest
Work,Revista Bohemia 1922-04-23,ark:/21198/z1kq04x5,ark:/21198/z1bc6271,,,,23 de abril de 1922,1922-04-23,28 pages,magazines (periodicals),spa,ihc_bohemia_19220423,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 13 | no. 17,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1kq04x5/manifest
Work,Revista Bohemia 1922-04-30,ark:/21198/z1fx9d86,ark:/21198/z1bc6271,,,,30 de abril de 1922,1922-04-30,28 pages,magazines (periodicals),spa,ihc_bohemia_19220430,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 13 | no. 18,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fx9d86/manifest
Work,Revista Bohemia 1922-05-07,ark:/21198/z1b58njs,ark:/21198/z1bc6271,,,,7 de mayo de 1922,1922-05-07,28 pages,magazines (periodicals),spa,ihc_bohemia_19220507,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 13 | no. 19,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1b58njs/manifest
Work,Revista Bohemia 1922-05-14,ark:/21198/z16d7wt2,ark:/21198/z1bc6271,,,,14 de mayo de 1922,1922-05-14,28 pages,magazines (periodicals),spa,ihc_bohemia_19220514,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 13 | no. 20,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16d7wt2/manifest
Work,Revista Bohemia 1922-05-21,ark:/21198/z12n7517,ark:/21198/z1bc6271,,,,21 de mayo de 1922,1922-05-21,28 pages,magazines (periodicals),spa,ihc_bohemia_19220521,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 13 | no. 21,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12n7517/manifest
Work,Revista Bohemia 1922-05-28,ark:/21198/z1xw6njj,ark:/21198/z1bc6271,,,,28 de mayo de 1922,1922-05-28,28 pages,magazines (periodicals),spa,ihc_bohemia_19220528,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 13 | no. 22,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xw6njj/manifest
Work,Revista Bohemia 1922-06-04,ark:/21198/z1t74m6d,ark:/21198/z1bc6271,,,,4 de junio de 1922,1922-06-04,26 pages,magazines (periodicals),spa,ihc_bohemia_19220604,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 13 | no. 23,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1t74m6d/manifest
