"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Visibility","Thumbnail","Type.typeOfResource","Type.genre","Subject","Name.repository","Name.creator","Name.subject","Subject geographic","Name.photographer","Rights.statementLocal","Rights.copyrightStatus","Date.creation","Date.normalized","Alt ID.local","Description.note","Subject temporal","Title","AltTitle.descriptive","Coverage.geographic","AltTitle.uniform","AltIdentifier.local","Language","Description.latitude","Description.longitude","Relation.isPartOf","Format.dimensions","Format.medium","Format.extent","AltTitle.creator","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002hg5cp","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002hg5cp_2259542_master.tif","","","","","","still image","slides (photographs)","","University of California, Los Angeles. Ethnomusicology Archive","","","","","","","1984","1984","na84-1_slides_roll05_frame021","Slide taken in 1984 when Nazir Jairazbhoy and Amy Catlin-Jairazbhoy visited the sites of A. A. Bake’s 1938 fieldwork in India.","","NA84-1 Slides: Roll 05, Frame 21","","","","","","","","","","","1 slide","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hg5cp","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hg5cp/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002hg5d6","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002hg5d6_2259485_master.tif","","","","","","still image","slides (photographs)","","University of California, Los Angeles. Ethnomusicology Archive","","","","","","","1984","1984","na84-1_slides_roll05_frame002","Slide taken in 1984 when Nazir Jairazbhoy and Amy Catlin-Jairazbhoy visited the sites of A. A. Bake’s 1938 fieldwork in India.","","NA84-1 Slides: Roll 05, Frame 02","","","","","","","","","","","1 slide","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hg5d6","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hg5d6/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002hg5fq","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002hg5fq_2259563_master.tif","","","","","","still image","slides (photographs)","","University of California, Los Angeles. Ethnomusicology Archive","","","","","","","1984","1984","na84-1_slides_roll05_frame028","Slide taken in 1984 when Nazir Jairazbhoy and Amy Catlin-Jairazbhoy visited the sites of A. A. Bake’s 1938 fieldwork in India.","","NA84-1 Slides: Roll 05, Frame 28","","","","","","","","","","","1 slide","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hg5fq","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hg5fq/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002hg5g7","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002hg5g7_2259488_master.tif","","","","","","still image","slides (photographs)","","University of California, Los Angeles. Ethnomusicology Archive","","Jairazbhoy, Nazir Ali, 1927-2009|~|Catlin-Jairazbhoy, Amy","","","","","1984","1984","na84-1_slides_roll05_frame003","Slide taken in 1984 when Nazir Jairazbhoy and Amy Catlin-Jairazbhoy visited the sites of A. A. Bake’s 1938 fieldwork in India.","","NA84-1 Slides: Roll 05, Frame 03   [Nazir Jairazbhoy and Amy Catlin-Jairazbhoy]","","","","","","","","","","","1 slide","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hg5g7","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hg5g7/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002hg5hr","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002hg5hr_2259569_master.tif","","","","","","still image","slides (photographs)","","University of California, Los Angeles. Ethnomusicology Archive","","","","","","","1984","1984","na84-1_slides_roll05_frame030","Slide taken in 1984 when Nazir Jairazbhoy and Amy Catlin-Jairazbhoy visited the sites of A. A. Bake’s 1938 fieldwork in India.","","NA84-1 Slides: Roll 05, Frame 30","","","","","","","","","","","1 slide","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hg5hr","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hg5hr/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002hg5j8","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002hg5j8_2259530_master.tif","","","","","","still image","slides (photographs)","","University of California, Los Angeles. Ethnomusicology Archive","","","","","","","1984","1984","na84-1_slides_roll05_frame017","Slide taken in 1984 when Nazir Jairazbhoy and Amy Catlin-Jairazbhoy visited the sites of A. A. Bake’s 1938 fieldwork in India.","","NA84-1 Slides: Roll 05, Frame 17","","","","","","","","","","","1 slide","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hg5j8","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hg5j8/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002hg5ks","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002hg5ks_2259497_master.tif","","","","","","still image","slides (photographs)","","University of California, Los Angeles. Ethnomusicology Archive","","","","","","","1984","1984","na84-1_slides_roll05_frame006","Slide taken in 1984 when Nazir Jairazbhoy and Amy Catlin-Jairazbhoy visited the sites of A. A. Bake’s 1938 fieldwork in India.","","NA84-1 Slides: Roll 05, Frame 06","","","","","","","","","","","1 slide","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hg5ks","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hg5ks/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002hg5m9","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002hg5m9_2259554_master.tif","","","","","","still image","slides (photographs)","","University of California, Los Angeles. Ethnomusicology Archive","","","","","","","1984","1984","na84-1_slides_roll05_frame025","Slide taken in 1984 when Nazir Jairazbhoy and Amy Catlin-Jairazbhoy visited the sites of A. A. Bake’s 1938 fieldwork in India.","","NA84-1 Slides: Roll 05, Frame 25","","","","","","","","","","","1 slide","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hg5m9","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hg5m9/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002hg5nt","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002hg5nt_2259500_master.tif","","","","","","still image","slides (photographs)","","University of California, Los Angeles. Ethnomusicology Archive","","","","","","","1984","1984","na84-1_slides_roll05_frame007","Slide taken in 1984 when Nazir Jairazbhoy and Amy Catlin-Jairazbhoy visited the sites of A. A. Bake’s 1938 fieldwork in India.","","NA84-1 Slides: Roll 05, Frame 07","","","","","","","","","","","1 slide","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hg5nt","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hg5nt/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002hg5pb","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002hg5pb_2259587_master.tif","","","","","","still image","slides (photographs)","","University of California, Los Angeles. Ethnomusicology Archive","","","","","","","1984","1984","na84-1_slides_roll05_frame036","Slide taken in 1984 when Nazir Jairazbhoy and Amy Catlin-Jairazbhoy visited the sites of A. A. Bake’s 1938 fieldwork in India.","","NA84-1 Slides: Roll 05, Frame 36","","","","","","","","","","","1 slide","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hg5pb","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hg5pb/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002hg5qv","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002hg5qv_2259515_master.tif","","","","","","still image","slides (photographs)","","University of California, Los Angeles. Ethnomusicology Archive","","","","","","","1984","1984","na84-1_slides_roll05_frame012","Slide taken in 1984 when Nazir Jairazbhoy and Amy Catlin-Jairazbhoy visited the sites of A. A. Bake’s 1938 fieldwork in India.","","NA84-1 Slides: Roll 05, Frame 12","","","","","","","","","","","1 slide","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hg5qv","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hg5qv/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002hg5rc","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002hg5rc_2259503_master.tif","","","","","","still image","slides (photographs)","","University of California, Los Angeles. Ethnomusicology Archive","","","","","","","1984","1984","na84-1_slides_roll05_frame008","Slide taken in 1984 when Nazir Jairazbhoy and Amy Catlin-Jairazbhoy visited the sites of A. A. Bake’s 1938 fieldwork in India.","","NA84-1 Slides: Roll 05, Frame 08","","","","","","","","","","","1 slide","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hg5rc","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hg5rc/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002hg5sw","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002hg5sw_2259551_master.tif","","","","","","still image","slides (photographs)","","University of California, Los Angeles. Ethnomusicology Archive","","","","","","","1984","1984","na84-1_slides_roll05_frame024","Slide taken in 1984 when Nazir Jairazbhoy and Amy Catlin-Jairazbhoy visited the sites of A. A. Bake’s 1938 fieldwork in India.","","NA84-1 Slides: Roll 05, Frame 24","","","","","","","","","","","1 slide","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hg5sw","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hg5sw/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002hg5td","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002hg5td_2259494_master.tif","","","","","","still image","slides (photographs)","","University of California, Los Angeles. Ethnomusicology Archive","","","","","","","1984","1984","na84-1_slides_roll05_frame005","Slide taken in 1984 when Nazir Jairazbhoy and Amy Catlin-Jairazbhoy visited the sites of A. A. Bake’s 1938 fieldwork in India.","","NA84-1 Slides: Roll 05, Frame 05","","","","","","","","","","","1 slide","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hg5td","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hg5td/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002hg5vx","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002hg5vx_2259581_master.tif","","","","","","still image","slides (photographs)","","University of California, Los Angeles. Ethnomusicology Archive","","Jairazbhoy, Nazir Ali, 1927-2009|~|Catlin-Jairazbhoy, Amy","","","","","1984","1984","na84-1_slides_roll05_frame034","Slide taken in 1984 when Nazir Jairazbhoy and Amy Catlin-Jairazbhoy visited the sites of A. A. Bake’s 1938 fieldwork in India.","","NA84-1 Slides: Roll 05, Frame 34   [Nazir Jairazbhoy and Amy Catlin-Jairazbhoy]","","","","","","","","","","","1 slide","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hg5vx","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hg5vx/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002hg5wf","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002hg5wf_2259524_master.tif","","","","","","still image","slides (photographs)","","University of California, Los Angeles. Ethnomusicology Archive","","","","","","","1984","1984","na84-1_slides_roll05_frame015","Slide taken in 1984 when Nazir Jairazbhoy and Amy Catlin-Jairazbhoy visited the sites of A. A. Bake’s 1938 fieldwork in India.","","NA84-1 Slides: Roll 05, Frame 15","","","","","","","","","","","1 slide","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hg5wf","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hg5wf/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002hg5xz","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002hg5xz_2259512_master.tif","","","","","","still image","slides (photographs)","","University of California, Los Angeles. Ethnomusicology Archive","","","","","","","1984","1984","na84-1_slides_roll05_frame011","Slide taken in 1984 when Nazir Jairazbhoy and Amy Catlin-Jairazbhoy visited the sites of A. A. Bake’s 1938 fieldwork in India.","","NA84-1 Slides: Roll 05, Frame 11","","","","","","","","","","","1 slide","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hg5xz","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hg5xz/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002hg5zg","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002hg5zg_2259548_master.tif","","","","","","still image","slides (photographs)","","University of California, Los Angeles. Ethnomusicology Archive","","","","","","","1984","1984","na84-1_slides_roll05_frame023","Slide taken in 1984 when Nazir Jairazbhoy and Amy Catlin-Jairazbhoy visited the sites of A. A. Bake’s 1938 fieldwork in India.","","NA84-1 Slides: Roll 05, Frame 23","","","","","","","","","","","1 slide","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hg5zg","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hg5zg/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002hg60g","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002hg60g_2259482_master.tif","","","","","","still image","slides (photographs)","","University of California, Los Angeles. Ethnomusicology Archive","","","","","","","1984","1984","na84-1_slides_roll05_frame001","Slide taken in 1984 when Nazir Jairazbhoy and Amy Catlin-Jairazbhoy visited the sites of A. A. Bake’s 1938 fieldwork in India.","","NA84-1 Slides: Roll 05, Frame 01","","","","","","","","","","","1 slide","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hg60g","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hg60g/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002hg610","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002hg610_2259578_master.tif","","","","","","still image","slides (photographs)","","University of California, Los Angeles. Ethnomusicology Archive","","Jairazbhoy, Nazir Ali, 1927-2009|~|Catlin-Jairazbhoy, Amy","","","","","1984","1984","na84-1_slides_roll05_frame033","Slide taken in 1984 when Nazir Jairazbhoy and Amy Catlin-Jairazbhoy visited the sites of A. A. Bake’s 1938 fieldwork in India.","","NA84-1 Slides: Roll 05, Frame 33   [Nazir Jairazbhoy and Amy Catlin-Jairazbhoy]","","","","","","","","","","","1 slide","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hg610","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hg610/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002hg62h","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002hg62h_2259506_master.tif","","","","","","still image","slides (photographs)","","University of California, Los Angeles. Ethnomusicology Archive","","","","","","","1984","1984","na84-1_slides_roll05_frame009","Slide taken in 1984 when Nazir Jairazbhoy and Amy Catlin-Jairazbhoy visited the sites of A. A. Bake’s 1938 fieldwork in India.","","NA84-1 Slides: Roll 05, Frame 09","","","","","","","","","","","1 slide","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hg62h","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hg62h/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002hg631","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002hg631_2259856_master.tif","","","","","","still image","slides (photographs)","","University of California, Los Angeles. Ethnomusicology Archive","","","","","","","1984","1984","na84-1_slides_roll09_frame013","Slide taken in 1984 when Nazir Jairazbhoy and Amy Catlin-Jairazbhoy visited the sites of A. A. Bake’s 1938 fieldwork in India.","","NA84-1 Slides: Roll 09, Frame 13","","","","","","","","","","","1 slide","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hg631","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hg631/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002hg64j","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002hg64j_2259862_master.tif","","","","","","still image","slides (photographs)","","University of California, Los Angeles. Ethnomusicology Archive","","","","","","","1984","1984","na84-1_slides_roll09_frame015","Slide taken in 1984 when Nazir Jairazbhoy and Amy Catlin-Jairazbhoy visited the sites of A. A. Bake’s 1938 fieldwork in India.","","NA84-1 Slides: Roll 09, Frame 15","","","","","","","","","","","1 slide","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hg64j","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hg64j/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002hg652","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002hg652_2259623_master.tif","","","","","","still image","slides (photographs)","","University of California, Los Angeles. Ethnomusicology Archive","","","","","","","1984","1984","na84-1_slides_roll06_frame012","Slide taken in 1984 when Nazir Jairazbhoy and Amy Catlin-Jairazbhoy visited the sites of A. A. Bake’s 1938 fieldwork in India.","","NA84-1 Slides: Roll 06, Frame 12","","","","","","","","","","","1 slide","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hg652","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hg652/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002hg66k","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002hg66k_2259596_master.tif","","","","","","still image","slides (photographs)","","University of California, Los Angeles. Ethnomusicology Archive","","","","","","","1984","1984","na84-1_slides_roll06_frame003","Slide taken in 1984 when Nazir Jairazbhoy and Amy Catlin-Jairazbhoy visited the sites of A. A. Bake’s 1938 fieldwork in India.","","NA84-1 Slides: Roll 06, Frame 03","","","","","","","","","","","1 slide","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hg66k","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hg66k/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002hg673","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002hg673_2259724_master.tif","","","","","","still image","slides (photographs)","","University of California, Los Angeles. Ethnomusicology Archive","","","","","","","1984","1984","na84-1_slides_roll08_frame007","Slide taken in 1984 when Nazir Jairazbhoy and Amy Catlin-Jairazbhoy visited the sites of A. A. Bake’s 1938 fieldwork in India.","","NA84-1 Slides: Roll 08, Frame 07","","","","","","","","","","","1 slide","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hg673","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hg673/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002hg68m","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002hg68m_2259799_master.tif","","","","","","still image","slides (photographs)","","University of California, Los Angeles. Ethnomusicology Archive","","","","","","","1984","1984","na84-1_slides_roll08_frame032","Slide taken in 1984 when Nazir Jairazbhoy and Amy Catlin-Jairazbhoy visited the sites of A. A. Bake’s 1938 fieldwork in India.","","NA84-1 Slides: Roll 08, Frame 32","","","","","","","","","","","1 slide","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hg68m","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hg68m/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002hg694","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002hg694_2259868_master.tif","","","","","","still image","slides (photographs)","","University of California, Los Angeles. Ethnomusicology Archive","","","","","","","1984","1984","na84-1_slides_roll09_frame017","Slide taken in 1984 when Nazir Jairazbhoy and Amy Catlin-Jairazbhoy visited the sites of A. A. Bake’s 1938 fieldwork in India.","","NA84-1 Slides: Roll 09, Frame 17","","","","","","","","","","","1 slide","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hg694","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hg694/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002hg6bn","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002hg6bn_2259620_master.tif","","","","","","still image","slides (photographs)","","University of California, Los Angeles. Ethnomusicology Archive","","","","","","","1984","1984","na84-1_slides_roll06_frame011","Slide taken in 1984 when Nazir Jairazbhoy and Amy Catlin-Jairazbhoy visited the sites of A. A. Bake’s 1938 fieldwork in India.","","NA84-1 Slides: Roll 06, Frame 11","","","","","","","","","","","1 slide","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hg6bn","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hg6bn/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002hg6c5","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002hg6c5_2259593_master.tif","","","","","","still image","slides (photographs)","","University of California, Los Angeles. Ethnomusicology Archive","","","","","","","1984","1984","na84-1_slides_roll06_frame002","Slide taken in 1984 when Nazir Jairazbhoy and Amy Catlin-Jairazbhoy visited the sites of A. A. Bake’s 1938 fieldwork in India.","","NA84-1 Slides: Roll 06, Frame 02","","","","","","","","","","","1 slide","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hg6c5","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hg6c5/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002hg6dp","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002hg6dp_2259721_master.tif","","","","","","still image","slides (photographs)","","University of California, Los Angeles. Ethnomusicology Archive","","","","","","","1984","1984","na84-1_slides_roll08_frame006","Slide taken in 1984 when Nazir Jairazbhoy and Amy Catlin-Jairazbhoy visited the sites of A. A. Bake’s 1938 fieldwork in India.","","NA84-1 Slides: Roll 08, Frame 06","","","","","","","","","","","1 slide","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hg6dp","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hg6dp/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002hg6f6","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002hg6f6_2259817_master.tif","","","","","","still image","slides (photographs)","","University of California, Los Angeles. Ethnomusicology Archive","","","","","","","1984","1984","na84-1_slides_roll09_frame002","Slide taken in 1984 when Nazir Jairazbhoy and Amy Catlin-Jairazbhoy visited the sites of A. A. Bake’s 1938 fieldwork in India.","","NA84-1 Slides: Roll 09, Frame 02","","","","","","","","","","","1 slide","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hg6f6","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hg6f6/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002hg6gq","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002hg6gq_2259871_master.tif","","","","","","still image","slides (photographs)","","University of California, Los Angeles. Ethnomusicology Archive","","","","","","","1984","1984","na84-1_slides_roll09_frame019","Slide taken in 1984 when Nazir Jairazbhoy and Amy Catlin-Jairazbhoy visited the sites of A. A. Bake’s 1938 fieldwork in India.","","NA84-1 Slides: Roll 09, Frame 19","","","","","","","","","","","1 slide","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hg6gq","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hg6gq/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002hg6h7","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002hg6h7_2259617_master.tif","","","","","","still image","slides (photographs)","","University of California, Los Angeles. Ethnomusicology Archive","","","","","","","1984","1984","na84-1_slides_roll06_frame010","Slide taken in 1984 when Nazir Jairazbhoy and Amy Catlin-Jairazbhoy visited the sites of A. A. Bake’s 1938 fieldwork in India.","","NA84-1 Slides: Roll 06, Frame 10","","","","","","","","","","","1 slide","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hg6h7","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hg6h7/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002hg6jr","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002hg6jr_2259590_master.tif","","","","","","still image","slides (photographs)","","University of California, Los Angeles. Ethnomusicology Archive","","","","","","","1984","1984","na84-1_slides_roll06_frame001","Slide taken in 1984 when Nazir Jairazbhoy and Amy Catlin-Jairazbhoy visited the sites of A. A. Bake’s 1938 fieldwork in India.","","NA84-1 Slides: Roll 06, Frame 01","","","","","","","","","","","1 slide","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hg6jr","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hg6jr/manifest"
