Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,viewingHint,Visibility,Delete in Title,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Name.creator,Language,Subject.conceptTopic,Rights.permission,Subject geographic,Author,Name.cartographer,Name.repository,Name.subject,Title,Coverage.geographiccoordinates,Publisher.publisherName,Description.note,Publisher.placeOfOrigin,Format.extent,Coverage.geographic,Alt ID.oclc,AltIdentifier.callNo,Alt ID.catalogRecordNumber,Opac url,Coverage.geoscale,AltTitle.descriptive,Alt ID.local,Note,Date.creation,Date.normalized,Alt ID.lccn,Description.abstract,IIIF Manifest URL
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c12g9,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c12g9%2Fmc723v9b,cartographic,map,copyrighted,unknown,Automobile Club of Southern California.,eng,,,"Arrowhead, Lake (San Bernardino County, Calif. : Lake)--Maps|~|San Bernardino Mountains (Calif.)--Maps|~|Big Bear Lake (San Bernardino County, Calif.)--Maps",,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Road map of the San Bernardino Mountain resorts,,The Club,"""366.""|~|Automobile Club of Southern California.|~|""Map no. 1521.""|~|Relief represented by hachures.|~|Panel title.|~|Includes text and indexes to streets, recreation facilities and points of interest.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6002523"">UCLA Catalog Record</a>",Los Angeles|~|cau,"3 maps on 1 sheet ; sheet 53 x 38 cm., folded to 27 x 10 cm.","Big Bear Lake (San Bernardino County, Calif.)|~|San Bernardino Mountains (Calif.)|~|Arrowhead, Lake (San Bernardino County, Calif. : Lake)",25156061,G4362.S195E63 1936 .A8,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6002523,35000|~|150000|~|55000,Orange belt cities to the San Bernardino Mountain resorts,G4362_S195E63_1936_A8_a,,[1936?],,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c12g9/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c12v0,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c12v0%2Fgd38sb25,cartographic,map,copyrighted,,California State Automobile Association.,eng,Roads--California--Maps|~|Roads--Nevada--Maps,,"Tahoe, Lake, Region (Calif. and Nev.)--Maps",,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Automobile roads from Sacramento and Stockton to Lake Tahoe and vicinity,,California State Automobile Association,"Text, and 2 distance listes on verso.|~|Relief represented by spot heights.|~|Includes distance list, 2 insets, and notes.|~|""926.""|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6614970"">UCLA Catalog Record</a>",San Francisco|~|cau,1 map : col. ; 43 x 31 cm.,"Nevada|~|California|~|Tahoe, Lake, Region (Calif. and Nev.)",701368333,G4362 (.000) .P2 575 CSAA 1926?,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6614970,570000,Lake Tahoe and vicinity,G4362_000_P2_500_CSAA_1926_a,,1929,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c12v0/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c12zj,ark:/21198/zz0028tr8x,3,Pending,Work,,,,,private,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c12zj%2Fzd57hb92,cartographic,map,copyrighted,unknown,"Lawson, J. T.",eng,"Mines and mineral resources--California, Northern--Maps",,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Lawson's map from actual survey of the gold, silver & quicksilver regions of upper California",,California State Library,"Relief represented by hachures.|~|""Engraved in stone by Edw. Herrlein.""|~|by J.T. Lawson ; together with a miniature map of the United States, Mexico, and South America showing the different routs [sic] to California &c. &c.|~|Includes inset.|~|Oriented with north to the left.|~|Original published: N[ew] Y[ork] : Dewitt & Davenport, [1849?].|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2058417"">UCLA Catalog Record</a>","nyu|~|[Sacramento, Calif.?]","1 map : photocopy, mounted on linen ; 38 x 55 cm.","California, Northern",26644161,G4362 (.000) .Upper Cal. H2 670 Lawson 1849,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2058417,630000,,G4362_000_Upper_Cal_H2_670_Lawson_1849_a,,1849|~|1931,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c12zj/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1312,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1312%2F8d79228c,cartographic,map,pd,unknown,"Ord, Edward Otho Cresap. 1818-1883.",eng,Gold mines and mining--California--Maps|~|Mercury mines and mining--California--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Topographical sketch of the gold & quicksilver district of California, July 25th, 1848",southernmost:N0370000|~|easternmost:W1200000|~|northernmost:N0401500|~|westernmost:W1230000,s.n.,"Relief represented by hachures.|~|E.O.C.O.|~|Negative.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2560426"">UCLA Catalog Record</a>",xxu|~|[United States,1 map : photocopy ; 54 x 39 cm.,California,26774468,G4362 (.010) 600 EOCO 1848,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2560426,600000,,G4362_010_600_EOCO_1848_a,,1848,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1312/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c138p,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c138p%2Fd7715c2q,cartographic,map,pd_usfed,unknown,United States. War Dept.,eng,Geology--California--Pacific Coast--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Geological plan of the Coast Range of California from San Francisco Bay to Los Angeles, along the route explored by Lieut. John G. Parke, Corps of Topl. Engrs., to connect with the routes near the 35Â° & 32Â° parallels of north latitude, 1855-1856, prepared to accompany the report of Thomas Antisell, M.D., geologist of the expedition",,War Dept.,"At head of title: U.S. Pacific Rail Road Expl. & Surveys.|~|Reproduced from map no. 1 in v. 7 of Reports of explorations and surveys to ascertain the most practicable and economical route for a railroad from the Mississippi River to the Pacific Ocean.|~|""House executive documents, 33rd Congress, 2nd session, no. 91, pt. 7.""|~|""No. 1.""|~|Negative.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1505626"">UCLA Catalog Record</a>","[Washington, D.C.]|~|dcu",1 map : photocopy ; 41 x 27 cm.,California|~|Pacific Coast,27048330,G4362 (.030) .C5 1550 USPRE+S 1856,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1505626,,,G4362_030_C5_1550_USPRES_1856_a,,1857,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c138p/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c143k,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c143k%2F6q37m41v,cartographic,map,unknown,unknown,,eng,,,San Francisco Bay Area (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Bay of San Francisco and Napa Valley,,,"<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2797920"">UCLA Catalog Record</a>",,,,,G4362 (.060) A3 NS MSCo ND,,,,Showing Steamer and Electric Railroad Routes of the Monticello Steamship Co. and San Francisco Vallejo and Napa Valley Electric R.R. Co.,G4362_060_A3_NS_MSCo_ND_a,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c143k/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1443,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1443%2Fgz165d37,cartographic,map,unknown,unknown,"California. Division of Mines.|~|Huey, Arthur S. (Arthur Sidney).|~|United States. Office of Strategic Services. Research and Analysis Branch.",eng,Faults (Geology)--California--Alameda County--Maps|~|Geology--California--Alameda County--Maps|~|Faults (Geology)--California--San Joaquin County--Maps|~|Geology--California--San Joaquin County--Maps,,Poland--Administrative and political divisions--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Germany, eastern border regions : administrative divisions",westernmost:W1214500|~|southernmost:NO373000|~|northernmost:NO374500|~|easternmost:E0220000|~|northernmost:N0550000|~|westernmost:E0140000|~|southernmost:N0500000|~|easternmost:W1213000,"State of California, Dept. of Natural Resources, Division of Mines|~|R & A, OSS","Relief represented by contours.|~|""Revision of Highway 50 and railroads ... 1943.""|~|by Arthur S. Huey.|~|Map is plate 1 from California Division of Mines, Bulletin 140.|~|""Geology surveyed in 1934-36.""|~|Inset: Major administrative divisions.|~|""July 1, 1944 information is shown within the 1937 Germany boundary only.""|~|Dated: 22 March 1945.|~|Base map by U.S.G.S. ""Ed. of June 1907, reprinted 1941.""|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6576910"">UCLA Catalog Record</a>","cau|~|[Sacramento]|~|dcu|~|[Washington, D.C.]",1 map : col. ; 45 x 36 cm.|~|1 map : col. ; 27 x 23 cm.,California|~|Poland|~|Alameda County|~|San Joaquin County,31633179,G4362 (.060) .C5 62 CDMG 1936 plate 1,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6576910,62500|~|2570000,,G4362_060_C5_62_CDMG_1936_sheet1,Provisional ed.,1945|~|[1948],,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1443/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1464,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1464%2Ffm780d9r,cartographic,map,copyrighted,,California State Automobile Association.,eng,,,Monterey Bay Region (Calif.)--Road maps|~|San Francisco Bay Area (Calif.)--Road maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Automobile roads from San Francisco and Oakland to Big Basin, Santa Cruz, Monterey, Del Monte, Salinas and peninsula points",,The Association,"Includes mileage table.|~|""3-30.""|~|Relief represented by spot heights.|~|copyright by California State Automobile Association.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=805520"">UCLA Catalog Record</a>","cau|~|San Francisco, Calif","1 map : col. ; 43 x 31 cm., folded to 24 x 9 cm.",Monterey Bay Region (Calif.)|~|San Francisco Bay Area (Calif.),21735170,G4362 (.060).P2 275 CSAA 1930,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=805520,360000,,G4362_060_P2_275_CSAA_1930_a,,1930,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1464/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c149p,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c149p%2Fh977v62g,cartographic,map,pd_usfed,,"East Bay Regional Park District (Calif.).|~|Vail, Elbert M.",eng,Parks--California--San Francisco Bay Area--Maps|~|Outdoor recreation--California--East Bay Regional Park District--Maps,,Charles Lee Tilden Regional Park (Calif.)--Maps|~|East Bay Regional Park District (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Charles Lee Tilden Regional Park,,East Bay Regional Park District,"Inset: Index map.|~|Shows camps, buildings, roads, trails, and natural features.|~|Oriented with north toward upper left.|~|Text on verso: permit to use Park lands.|~|Map on verso: The East Bay Regional park District: how to approach the natural parks from the cities and towns below them, 1939, prepared by Elbert M. Vail.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6606384"">UCLA Catalog Record</a>","cau|~|Oakland, Calif",1 map ; 24 x 41 cm.,California|~|Charles Lee Tilden Regional Park (Calif.)|~|East Bay Regional Park District (Calif.)|~|San Francisco Bay Area,682759641,G4362 (.061C) .G52 ns EBRPD 1939,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6606384,,East Bay Regional Park District playground map,G4362_061C_G52_N5_EBRPD_1939_a,,1939,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c149p/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c14b6,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c14b6%2F5g813r6b,cartographic,spa|~|map,pd,unknown,"Camacho y Brenes, José.",,Harbors--California--San Francisco Bay Area--Maps--Early works to 1800,,San Francisco Bay Area (Calif.)--Maps--Early works to 1800,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Plano del puerto de Sn. Francisco,,[s.n.],"Reproduced from map no. 8 in: The maps of San Francisco Bay, from the Spanish discovery in 1769 to the American occupation / by Neal Harlow.|~|Relief represented by hachures.|~|lebantado ultimamente por los pilotos de esta carrera, delineado por Josef. Camacho, piloto primero, del numero dela Rl. Arma., anÌƒo 1779.|~|Negative.|~|Oriented with north toward the upper right.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=808771"">UCLA Catalog Record</a>","cau|~|[Berkeley, Calif.?]","1 map : photocopy, mounted on cotton ; 43 x 55 cm.",San Francisco Bay Area|~|San Francisco Bay Area (Calif.)|~|California,27051443,G4362 (.061) 1779,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=808771,132000,,G4362_061_1779_a,,1779,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c14b6/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c14hs,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c14hs%2Fnt81qq8h,cartographic,map,pd,unknown,"Geological Survey (U.S.).|~|Lawson, Andrew C. (Andrew Cowper). 1861-1952.",eng,Geology--California--Marin County--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Tamalpais quadrangle, California",northernmost:N0380000|~|westernmost:W1224500|~|southernmost:N0374500|~|easternmost:W1223000,U.S. Geological Survey,"""Surveyed 1896 to 1910.|~|Geology on topographic base; relief shown by contours and spot heigts.|~|Map is plate from: Geologic atlas of the United States, : San Francisco folio, no. 193.|~|Geology by Andrew C. Lawson assisted at various times by students of the University of California.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6788522"">UCLA Catalog Record</a>",dcu|~|[Washington],1 map : col. ; 45 x 36 cm.,California|~|Marin County,21647108,G4362 (.061) .C5 62 USGS 1913 1 of 4,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6576887,62500,,G4362_061_C5_62_USGS_1913_sheet1,Ed. of Sept. 1913.,1913,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c14hs/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c14j9,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c14j9%2F9t30qx0b,cartographic,map,pd,unknown,"Cañizares, José de.",eng,Harbors--California--San Francisco Bay Area--Maps--Early works to 1800,,San Francisco Bay Area (Calif.)--Maps--Early works to 1800,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Plano del puerto de San Francisco,,s.n.,"Map attributed to JoseÌ� de CanÌƒizares.|~|Reproduced from Map no. 4 in: The Maps of San Francisco Bay, from the Spanish discovery in 1769 to the American occupation / by Neal Harlow.|~|Oriented with north toward upper left.|~|Relief represented by shading.|~|Indexed.|~|Negative.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=813555"">UCLA Catalog Record</a>","[Berkeley, Calif.?]|~|cau","1 map : photocopy, mounted on cotton ; 54 x 43 cm.",San Francisco Bay Area|~|San Francisco Bay Area (Calif.)|~|California,27051428,G4362 (.061) NS ND,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=813555,300000,,G4362_061_NS_ND_a,,[1776],,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c14j9/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c14wg,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c14wg%2Fgh14sd2g,cartographic,map,pd_usfed,unknown,,eng,,,"Ventura County (Calif.)--Maps|~|California, Southern--Maps|~|Santa Barbara (Calif.)--Maps",,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Southern California Sheet No. 3,,,,,,"California, Southern",,G4362 (.020) 250 USGS 1910,,,,,G4362_020_250_USGS_1910_1931_sheet3_copy1_a,,1910,1910,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c14wg/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1574,ark:/21198/zz0028tr8x,3,Pending,Work,,,,,private,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1574%2Fdv55jq9x,cartographic,map|~|Pictorial maps.|~|Aerial views.,copyrighted,unknown,Southern California Edison Company.,eng,Electric utilities--California--Maps,,California--Aerial views,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,pictorial map of the Edison electrical service system in central and southern California,,Southern California Edison Co.,"Panorama.|~|Relief represented pictorially.|~|Includes text and col. ill.|~|Text and ill. on verso.|~|Panel title: A souvenir pictorial map of central and southern California, showing the electrical system of the Southern California Edison Company Ltd.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3229921"">UCLA Catalog Record</a>","[Los Angeles, Calif.]|~|cau","1 view : col. ; 44 x 60 cm., folded to 24 x 11 cm.",California,26897082,G4362 (.020) .N3 SCEC 1935,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3229921,,"Souvenir pictorial map of central and southern California, showing the electrical system of the Southern California Edison Company Ltd",G4362_020_N3_SCEC_1935_a,,c1935,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1574/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c15c6,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c15c6%2Fmv32vg32,cartographic,map,unknown,unknown,"Ferguson, G. A.|~|R.A. McNally.",eng,"Roads--California, Southern--Maps",,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Automobile road map of Southern California,,R.A. McNally,"Indexes on verso.|~|""G.A. Ferguson.""|~|Relief represented by hachures.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2790994"">UCLA Catalog Record</a>","cau|~|Los Angeles, Calif","1 map ; 56 x 82 cm., folded to 21 x 11 cm.","California, Southern",,G4362 (.020) .P2 c.910 R.A. McN. 192-?,,,910000,,G4362_020_P2_c910_RAMcN_192_a,,192u,1920/1929,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c15c6/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c15f7,ark:/21198/zz0028tr8x,3,Pending,Work,,,,,private,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c15f7%2F2242nb6p,cartographic,map,copyrighted,unknown,,eng,"Roads--California, Southern--Maps",,"California, Southern--Maps",,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Maps of Southern California,,Hill Pub. Co.,"Includes index to cities and towns; list of mountain resorts, beaches and places of general interest in Southern California; places of interest and apporximate distance from San Diego; and 22 ancillary maps of best roads for entering and leaving important towns.|~|Cover title.|~|Maps on cover: Main roads leading into Los Angeles -- Best roads to Los Angeles beaches.|~|Relief represented by hachures.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6599551"">UCLA Catalog Record</a>",Los Angeles|~|cau,"2 maps : both sides, col. ; 36 x 62 cm. or smaller, on sheet 51 x 71 cm., folded to 17 x 12 cm. in cover.","California, Southern",696833717,G4362 (.020) .P2 VAR HPC 1930,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6599551,,,G4362_020_P2_VAR_HPC_1930_a,,[1930?],,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c15f7/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c15js,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c15js%2F6b815690,cartographic,map,pd_usfed,,"Smith, A. M.|~|Rosendorn, P. A.|~|United States. Bureau of Reclamation.",eng,Irrigation--California--Central Valley--Maps,,Central Valley (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Central Valley Project, California",,Bureau of Reclamation,"Includes text and location map.|~|""Map no. 40-14.""|~|prepared in the Washington Office [by] P.A. Rosendorn, chief draftsman ; drawn by A.M. Smith.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6601013"">UCLA Catalog Record</a>","dcu|~|Washington, D.C",1 map : col. ; 51 x 36 cm.,Central Valley (Calif.)|~|California,28093703,G4362 (.070) .N44 1.4M BR 1940,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6601013,1400000,,G4362_070_140_N44_BR_1940_a,,1940,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c15js/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c15sd,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c15sd%2F1w370j3g,cartographic,map,pd,unknown,California. Commission of Public Works.,eng,Drainage districts--California--Sacramento River Valley--Maps|~|Drainage--California--Sacramento River Valley--Maps,,Sacramento River Valley--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Sacramento Drainage District,,Commission of Public Works,"Relief represented by contours.|~|Includes table of ""Approximate area in district boundary"" by county, in acres.|~|Covers area from Chico to Antioch.|~|Contour interval 10 feet.|~|Shows rivers, basins, sloughs, ranchos, railroads, township and section lines.|~|""H.J. Furley, Draughtsman.""|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6603287"">UCLA Catalog Record</a>",[Sacramento?]|~|cau,1 map on 3 sheets ; 156 x 66 cm. on sheets 60 x 78 cm. or smaller.,California|~|Sacramento River Valley,698135303,G4362 (.071) .C315 126 CPW 1906,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6603287,126720,,G4362_071_C315_126_CPW_1906_sheet1,,1906,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c15sd/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1600,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1600%2Fg636wn9f,cartographic,map,pd,unknown,"Britton & Co.|~|Arrowsmith, A. T.",eng,Canals--California--American River Valley--Maps|~|Railroads--California--American River Valley--Maps,,American River Valley (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Map of the American River and Natoma Water and Mining compys. canals,,Lith. Britton & Co.,"Shows California Central and Sacramento Valley railroads in addition to canals adjacent to the North and South forks of the American River.|~|Relief represented by hachures.|~|A.T. Arrowsmith.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6605669"">UCLA Catalog Record</a>",S[an] F[rancisco]|~|cau,1 map : cloth ; 76 x 52 cm.,American River Valley|~|California|~|American River Valley (Calif.),698502598,G4362 (.071) .P53 Arrow- smith ND,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6605669,52000,Map of the American River and Natoma Water and Mining companys' canals,G4362_071_P53_Arrowsmith_ND_a,,[ca. 1860?],,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1600/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c165k,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c165k%2Fb8516b2d,cartographic,map,pd_usfed,unknown,,eng,,,San Joaquin Valley (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Types of Farming Areas - Lower San Joaquin Valley 1930 Sheet 1,,,,,,San Joaquin Valley (Calif.),,G4362 (.072) J1 960 USDA 1935 sheet1,,,,,G4362_072_J1_960_USDA_1935_sheet1,,1935,1935,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c165k/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c16sw,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c16sw%2Fcr065133,cartographic,map,unknown,,Automobile Club of Southern California.,eng,Roads--California--Maps|~|Roads--Nevada--Maps,,California--Maps|~|Nevada--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Automobile road map of the east central section of California and a portion of Nevada,,The Club,"Panel title.|~|Copyright by the Automobile Club of Southern California.|~|""0315,"" ""1363.""|~|Mileage table on verso.|~|Oriented with north towards upper right.|~|Relief represented by shading.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=534232"">UCLA Catalog Record</a>",Los Angeles|~|cau,"1 map : col. ; 83 x 33 cm., folded to 36 x 11 cm.",Nevada|~|California,23593666,G4362 (.080) .G52 1MIL,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=534232,840000,East central section of California and a portion of Nevada,G4362_080_G52_1MIL_a,,[1915?],,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c16sw/manifest
