Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,IIIF Access URL,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Name.subject,Subject,Name.architect,Language,Name.creator,Name.artist,Name.sculptor,Name.photographer,Name.repository,Relation.isPartOf,Alt ID.local,Title,Description.note,Description.fundingNote,Format.extent,Format.medium,Coverage.geographic,Description.caption,Date.normalized,Date.creation,Coverage.spatialLatitude,Coverage.spatialLongitude,Format.dimensions
"West (H. H.), Collection Number 1998",ark:/21198/zz002j4n8t,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_c045_001.tif,,,,,still image,color photographs|~|color film (film),copyrighted,"West, Mertie Whitaker, $d 1875-1972|~|Odell Lake Lodge",Lodges $z Oregon $z Odell Lake|~|Deschutes National Forest (Or.),,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_c045_001,"Mertie West stands on the porch of the Odell Lake Resort Lodge, Odell Lake, 1942","Photograph of Mertie West standing on the porch of the Odell Lake Resort Lodge in Oregon. A driveway arcs across the bottom edge. Beyond it, the ranch-style lodge stands. It is viewed at a slight, right-facing angle from the front and stretches beyond the frame at right. The front porch sits off-center to the right. Mertie West stands on the right side of the covered porch and looks to camera. Trees stand nearby in the background and cast shadows onto the lodge's roof and driveway. Three punched holes line the bottom edge.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,color negative,Oregon--Odell Lake,"Text from negative sleeve: Color 45 Yellowstone trip. Tuesday, June 30, 1942. Odell Lake Resort. 1. Mertie West on the porch of the Odell Lake Resort Lodge. 1 film.",1942-06-30,"June 30, 1942",,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j4n9b,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_c046_001.tif,,,,,still image,color photographs|~|color film (film),copyrighted,"West, Mertie Whitaker, $d 1875-1972",Crater Lake (Or.)|~|Crater Lake National Park (Or.)|~|Animal feeding $z Oregon $z Crater Lake National Park|~|Chipmunks $z Oregon $z Crater Lake National Park|~|Observation decks $z Oregon $z Crater Lake National Park|~|Parapets $z Oregon $z Crater Lake National Park,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_c046_001,"Mertie West watches a girl feed a chipmunk while overlooking Crater Lake, Crater Lake National Park, 1942","Photograph of Mertie West watching a girl feed a chipmunk along Crater Lake's rim. Mertie West stands, off-center to the left, and in profile, facing righ. Behind her, a stone parapet enters frame at right and stretches across the image, stopping just beyond Mertie. Mertie looks back and to the right, towards a girl sitting along the wall. The girl sits in profile, facing left. She looks down towards her lap, where a chipmunk has climbed onto her leg. She holds a hand out towards the chipmunk. Between the left frame and the left end of a parapet, a signpost stands, it reads, ""NATIONAL PARK SERVICE CRATER WALL TRAIL LENGTH OF TRAIL [??] MILES [??] 45 MINUTES EACH WAY ELEVATION HERE [??] ELEVATION AT LAKE [??] WATER SURFACE [??] DEPTH [??] FEET LAKE [???] DEPARTMENT OF THE INTERIOR."" Behind the sign, a cluster of pines stands at left. Crater Lake sits in the distance at right; the pines obscure it at left. Its distant rim stretches across the background. Five punched holes dot the bottom edge.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,color negative,Oregon--Crater Lake National Park,"Text from negative sleeve: Color 46 Yellowstone trip. Wednesday, July 1, 1942. Crater Lake. 1. A view down into the canyon of Annie River. 2. Our Buick at Crater Lake checking sta. 3. The big snow bank at Crater Lake and our Buick on the other side of it. 4. The lake from near the Lodge. We ate our lunch here. 5. Crater Lake and the Island. 6. Mertie West feeding a chipmunk and 2 crows. 7. Mertie West watching a girl feeding a squirrel. 7 films.",1942-07-01,"July 1, 1942",,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j4nbv,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_c046_002.tif,,,,,still image,color photographs|~|color film (film),copyrighted,"West, Mertie Whitaker, $d 1875-1972",Crater Lake (Or.)|~|Crater Lake National Park (Or.)|~|Birds $z Oregon|~|Animal feeding $z Oregon $z Crater Lake National Park|~|Chipmunks $z Oregon $z Crater Lake National Park|~|Observation decks $z Oregon $z Crater Lake National Park|~|Parapets $z Oregon $z Crater Lake National Park,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_c046_002,"Mertie West feeds a chipmunk and 2 birds while overlooking Crater Lake, Crater Lake National Park, 1942","Photograph of Mertie West sitting on a parapet along Crater Lake's rim and feeding a few animals. The stone wall stretches along the bottom third of the image. At right, Mertie West sits on the wall, in profile, facing left. She looks slightly down while holds a small bag (presumably of food) in her lap. A chipmunk crawls up next to her. A couple of birds (Clark's woodpeckers?) also stand on the wall, to the left of Mertie. Immediately behind the wall, a cluster of pines grow along the left edge. Crater Lake stretches across the mid-ground and is lined by its rim. A mountain rises beyond the rim in the distance at right. Five punched holes dot the bottom edge.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,color negative,Oregon--Crater Lake National Park,"Text from negative sleeve: Color 46 Yellowstone trip. Wednesday, July 1, 1942. Crater Lake. 1. A view down into the canyon of Annie River. 2. Our Buick at Crater Lake checking sta. 3. The big snow bank at Crater Lake and our Buick on the other side of it. 4. The lake from near the Lodge. We ate our lunch here. 5. Crater Lake and the Island. 6. Mertie West feeding a chipmunk and 2 crows. 7. Mertie West watching a girl feeding a squirrel. 7 films.",1942-07-01,"July 1, 1942",,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j4ncc,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_c046_003.tif,,,,,still image,color photographs|~|color film (film),copyrighted,,Landscapes (Representations)|~|Crater Lake (Or.)|~|Crater Lake National Park (Or.)|~|Islands $z Oregon|~|Volcanoes $z Oregon $z Crater Lake National Park,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_c046_003,"Wizard Island rises from Crater Lake, Crater Lake National Park, 1942","Photograph of Wizard Island rising from Crater Lake. The camera looks over and across the lake. Crater Lakes occupies the bottom half of the image. Off-center to the right, Wizard Island rises from the lake. Crater Lake's rim stretches across the background. Five punched holes dot the bottom edge.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,color negative,Oregon--Crater Lake National Park,"Text from negative sleeve: Color 46 Yellowstone trip. Wednesday, July 1, 1942. Crater Lake. 1. A view down into the canyon of Annie River. 2. Our Buick at Crater Lake checking sta. 3. The big snow bank at Crater Lake and our Buick on the other side of it. 4. The lake from near the Lodge. We ate our lunch here. 5. Crater Lake and the Island. 6. Mertie West feeding a chipmunk and 2 crows. 7. Mertie West watching a girl feeding a squirrel. 7 films.",1942-07-01,"July 1, 1942",,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j4ndw,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_c046_004.tif,,,,,still image,color photographs|~|color film (film),copyrighted,,Gates $x American $z Oregon $z Crater Lake National Park|~|Automobile travel $z Oregon|~|Crater Lake National Park (Or.)|~|Automobiles $x American $z Oregon $z Crater Lake National Park|~|Log buildings $z Oregon $z Crater Lake National Park|~|Kiosks $z Oregon $z Crater Lake National Park,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_c046_004,"H. H. West's Buick stopped at the entrance station, Crater Lake National Park, 1942","Photograph of H. H. West's Buick stopping at an entrance station in Crater Lake National Park. A road stretches across the bottom of the image on a slightly upward angle to the right. Left-of-center, the park's entrance station stands. The log kiosk is viewed at an angle. Green-trimmed, paned glass windows wrap around the building and a door stands open at center. A sign is posted beneath the window that sits second-from-left. Its text reads, ""CRATER LAKE 6 MILES --> [...]."" In front and to the right of the kiosk, H. H. West's green Buick is parked. It is viewed at an angle from the rear and the side, facing right. Behind the kiosk and car, pines cover a hillside that rises across the background. Four punched holes dot the bottom edge at right.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,color negative,Oregon--Crater Lake National Park,"Text from negative sleeve: Color 46 Yellowstone trip. Wednesday, July 1, 1942. Crater Lake. 1. A view down into the canyon of Annie River. 2. Our Buick at Crater Lake checking sta. 3. The big snow bank at Crater Lake and our Buick on the other side of it. 4. The lake from near the Lodge. We ate our lunch here. 5. Crater Lake and the Island. 6. Mertie West feeding a chipmunk and 2 crows. 7. Mertie West watching a girl feeding a squirrel. 7 films.",1942-07-01,"July 1, 1942",,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j4nfd,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_c046_005.tif,,,,,still image,color photographs|~|color film (film),copyrighted,,Crater Lake National Park (Or.)|~|Automobiles $x American $z Oregon $z Crater Lake National Park|~|Snow $z Oregon $z Crater Lake National Park|~|Parking lots $z Oregon $z Crater Lake National Park,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_c046_005,"H. H. West's Buick parked beyond a large snowbank, Crater Lake National Park, 1942","Photograph of H. H. West's Buick parked in a lot beyond a large snowbank at Crater Lake National Park. The snowbank occupies the foreground and lower two-thirds of the image. It slopes up at left. Behind the snowbank, an almost-empty parking lot sits. H. H. West's Buick is parked in the distance at center. It is viewed at an angle from the side and faces left. A woman (probably Mertie West) stands in front of the car. In front of her, a large snow pile sits in the middle of the lot. Another car sits at right. Pines line the back edge of the lot. Snow dusts mountains that rise across the background. Five punched holes dot the bottom edge.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,color negative,Oregon--Crater Lake National Park,"Text from negative sleeve: Color 46 Yellowstone trip. Wednesday, July 1, 1942. Crater Lake. 1. A view down into the canyon of Annie River. 2. Our Buick at Crater Lake checking sta. 3. The big snow bank at Crater Lake and our Buick on the other side of it. 4. The lake from near the Lodge. We ate our lunch here. 5. Crater Lake and the Island. 6. Mertie West feeding a chipmunk and 2 crows. 7. Mertie West watching a girl feeding a squirrel. 7 films.",1942-07-01,"July 1, 1942",,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j4ngx,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_c046_006.tif,,,,,still image,color photographs|~|color film (film),copyrighted,,Landscapes (Representations)|~|Crater Lake National Park (Or.)|~|Rock formations $z Oregon $z Crater Lake National Park|~|Canyons $z Oregon $z Crater Lake National Park,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_c046_006,"View looking through a canyon lined by volcanic spires, Crater Lake National Park, 1942","Photograph looking across a canyon that is lined by volcanic spires in Crater Lake National Park. The camera looks out across the valley from above. Pines stand in the foregroun. Beyond and below the trees, the canyon weaves into the distance at right. A canyon wall stretches across the image from the left. Volcanic spires rise along the canyon wall's slope. More pines grow across the canyon's far rim. A snow-covered mountain is visible in the far distance at right. Three punched holes line the left edge.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,color negative,Oregon--Crater Lake National Park,"Text from negative sleeve: Color 46 Yellowstone trip. Wednesday, July 1, 1942. Crater Lake. 1. A view down into the canyon of Annie River. 2. Our Buick at Crater Lake checking sta. 3. The big snow bank at Crater Lake and our Buick on the other side of it. 4. The lake from near the Lodge. We ate our lunch here. 5. Crater Lake and the Island. 6. Mertie West feeding a chipmunk and 2 crows. 7. Mertie West watching a girl feeding a squirrel. 7 films.",1942-07-01,"July 1, 1942",,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j4nhf,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_c046_007.tif,,,,,still image,color photographs|~|color film (film),copyrighted,,Landscapes (Representations)|~|Crater Lake (Or.)|~|Crater Lake National Park (Or.)|~|Snow $z Oregon $z Crater Lake National Park,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_c046_007,"Crater Lake, viewed from its rim, Crater Lake National Park, 1942","Photograph of Crater Lake, as viewed from its rim. The near rim of the lake is blanketed in snow and stretches across the bottom edge. Pines at right line the rim as it slopes downward and away from camera. Beyond the near trees, Crater Lake stretches across and occupies the majority of the image. Its distant rim rises from the lake as it stretches across the background. Five punched holes dot the bottom edge.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,color negative,Oregon--Crater Lake National Park,"Text from negative sleeve: Color 46 Yellowstone trip. Wednesday, July 1, 1942. Crater Lake. 1. A view down into the canyon of Annie River. 2. Our Buick at Crater Lake checking sta. 3. The big snow bank at Crater Lake and our Buick on the other side of it. 4. The lake from near the Lodge. We ate our lunch here. 5. Crater Lake and the Island. 6. Mertie West feeding a chipmunk and 2 crows. 7. Mertie West watching a girl feeding a squirrel. 7 films.",1942-07-01,"July 1, 1942",,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j4njz,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_c047_001.tif,,,,,still image,color photographs|~|color film (film),copyrighted,"West, Mertie Whitaker, $d 1875-1972",Views|~|Automobile travel $z Oregon|~|Upper Klamath Lake (Or.)|~|Automobiles $x American $z Oregon $z Klamath Falls,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_c047_001,"Mertie West stands by the Buick while looking across Klamath Lake, Klamath Falls vicinity, 1942","Photograph of Mertie West standing by the Wests' Buick while stopped beside Klamath Lake. In the foreground, a road enters frame from the lower right corner and stretches back towards the left. On the far side of the road, H. H. West's Buick is parked at a pullout. It sits to the right and is viewed at an angle from the side, facing left. Mertie West stands to the right of the car and faces towards the right. Beyond the roadside pullout, Klamath Lake stretches across the image and into the distance. Low mountains are visible beyond its distant bank. Five punched holes dot the bottom edge.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,color negative,Oregon--Klamath Falls,"Text from negative sleeve: Color 47 Yellowstone trip. Wednesday, July 1, 1942. Klamath Lake. 1. Our Buick on the banks of Klamath Lake Mertie West standing at rear of it. 1 film",1942-07-01,"July 1, 1942",,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j4nkg,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_c048_001.tif,,,,,still image,color photographs|~|color film (film),copyrighted,"West, Mertie Whitaker, $d 1875-1972",Protestant churches $z Oregon $z Jacksonville|~|Plaques $z Oregon $z Jacksonville,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_c048_001,"Mertie West poses beside the stone monument in front of the Protestant church, Jacksonville, 1942","Photograph of Mertie West standing in front of the Protestant church (current day St. Andrew's Anglican Church) in Jacksonville and posing next to a stone monument. The front of the church enters frame at left and stretches back on an angle to the right, occupying the majority of the background. A short set of wooden steps ascend from the right and towards the front door at center. A sign above the double doors reads, ""FIRST PROTESTANT CHURCH WEST OF ROCKY MTS. BUILT IN SOUTHERN OREGON 1854."" In front the church, Mertie West stands near the lower left corner, beside a stone monument. She looks to camera as she rests a hand atop the stone. To the left of her, the commemorative stone stands in the lower left corner. A plaque affixed to it reads, ""DEDICATED TO THE MEMORY OF REV. JOSEPH S. SMITH AND THE NOBLE PIONEERS WHO ORGANIZED THIS CHURCH JUNE [?], 1854 1854 1935."" Trees stands in the distance at right. Five punched holes dot the right edge.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,color negative,Oregon--Jacksonville,"Text from negative sleeve: Color 48 Yellowstone trip. Thursday, July 2, 1942. Jacksonville, Oregon. 1. The Main Street in Jacksonville, Oregon. 2. One of the oldest, if not the oldest building in Jacksonville, Oregon. A stone in the wall above the door says ""1855."" Sign in window says this building was used by pioneers as a refuge from Indian raids. Used now as a museum. Indian baskets in the left window. 3. The old Methodist Church at Jacksonville Oregon, with Mertie West by the big stone monument. Tablet says oldest Protestant Church west of the Rocky Mountains. 3 films.",1942-07-02,"July 2, 1942",42.315127,-122.965222,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j4nm0,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_c048_002.tif,,,,,still image,color photographs|~|color film (film),copyrighted,,Cities & towns $z Oregon|~|Historic buildings $z Oregon $z Jacksonville,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_c048_002,"Old building and museum, viewed close-up, Jacksonville, 1942","Close-up view of an old building, that functions as a museum, standing in Jacksonville, Oregon. The photograph appears to tilt downward to the left. The building stands at center and is viewed from the front. The building is of brick construction with 2 doors at center. A window sits on the other side of each door. Above the shared lintel, a carved stone sits. The roof is of wood construction and slants upward to the right where it meets another building (partial view). The building at right stands, at least, 2-stories tall and extends out-of-frame. Native American baskets are on display in the window at left. Five punched holes dot the bottom edge.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,color negative,Oregon--Jacksonville,"Text from negative sleeve: Color 48 Yellowstone trip. Thursday, July 2, 1942. Jacksonville, Oregon. 1. The Main Street in Jacksonville, Oregon. 2. One of the oldest, if not the oldest building in Jacksonville, Oregon. A stone in the wall above the door says ""1855."" Sign in window says this building was used by pioneers as a refuge from Indian raids. Used now as a museum. Indian baskets in the left window. 3. The old Methodist Church at Jacksonville Oregon, with Mertie West by the big stone monument. Tablet says oldest Protestant Church west of the Rocky Mountains. 3 films.",1942-07-02,"July 2, 1942",42.314197,-122.968725,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j4nnh,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_c048_003.tif,,,,,still image,color photographs|~|color film (film),copyrighted,,Views|~|Cities & towns $z Oregon,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_c048_003,"View looking northwest along East California Street, Jacksonville, 1942","Photograph downtown Jacksonville, Oregon, as viewed from the side of East California Street, looking northwest. East California Street enters frame in the near distance at left and stretches back on an angle towards center. To the right of and parallel to it, the road's shoulder spans the width of the bottom edge. Several buildings line the left side of the road as it stretches into the distance. Coca-Cola advertisements are visible on a few of the buildings at center. Buildings lining the right side of the road are hidden in shadows cast by the surrounding trees. A tree-covered hillside rises in the far distance, off-center to the right. Five punched holes dot the bottom edge.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,color negative,Oregon--Jacksonville,"Text from negative sleeve: Color 48 Yellowstone trip. Thursday, July 2, 1942. Jacksonville, Oregon. 1. The Main Street in Jacksonville, Oregon. 2. One of the oldest, if not the oldest building in Jacksonville, Oregon. A stone in the wall above the door says ""1855."" Sign in window says this building was used by pioneers as a refuge from Indian raids. Used now as a museum. Indian baskets in the left window. 3. The old Methodist Church at Jacksonville Oregon, with Mertie West by the big stone monument. Tablet says oldest Protestant Church west of the Rocky Mountains. 3 films.",1942-07-02,"July 2, 1942",42.314110,-122.967127,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j4np1,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_c049_001.tif,,,,,still image,color photographs|~|color film (film),copyrighted,"West, Mertie Whitaker, $d 1875-1972",Oregon Caves National Monument (Or.)|~|Visitors' centers $z Oregon $z Oregon Caves National Monument|~|Animal feeding $z Oregon $z Oregon Caves National Monument|~|Chipmunks $z Oregon $z Oregon Caves National Monument,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_c049_001,"Mertie West feeds chipmunks at the visitors' center, Oregon Caves National Mounument, 1942","Photograph of Mertie West feeding a chipmunk while sitting on a stone parapet in front of the Oregon Caves Visitors Center. Mertie West sits on a low, stone wall at center. The wall extends across the image from left to the right. Mertie sits with legs crossed in front of her and looks down towards her lap. A chipmunk sits on her knee. She holds up one arm over the chipmunk and with her other hand she holds a bag of food. Behind Mertie, steps lead up to the lodge-styled visitors center. The building extends across the background on an angle. Across the first floor, all the doors stand open and a shingle roof hangs over them. Small windows line the second story. Five punched holes line the right edge.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,color negative,Oregon--Oregon Caves National Monument,"Text from negative sleeve: Color 49 Yellowstone trip. Thursday, July 2, 1942. Oregon Caves. 1. Mertie West feeding the chipmunks at the Oregon Caves. 1 film.",1942-07-02,"July 2, 1942",42.098240,-123.407170,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j4nqj,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_c050_001.tif,,,,,still image,color photographs|~|color film (film),copyrighted,,Automobile travel $z California|~|Automobiles $x American $z California $z Del Norte County|~|Customhouses $z California $z Del Norte County|~|Automobile inspections $z California $z Del Norte County,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_c050_001,"H. H. West's Buick parked in front of the inspection station at the Oregon-California state line, [Del Norte County vicinity], 1942","Photograph of H. H. West's Buick parked in front of the inspection station near the Oregon-California state border. H. H. West's green Buick sits in the near distance, off-center to the right. It is viewed from the front and is parked on a drive in front of the checking station. The driveway enters frame at left and extends to the right, just past the Buick. Behind H. H.'s Buick, the large checking station stands, off-center to the left. It appears to be of log and wood construction. Its tall, steeply slanted roof is shaped like a trapezoid and is covered in wooden shingles. A portal stands open at the center of the building and is capped by a triangular pent roof. Beneath the portal, a car is visible driving through the checking station. Five punched holes dot the bottom edge.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,color negative,California--Del Norte County,"Text from negative sleeve: Color 50 Yellowstone trip. Thursday, July 2, 1942. Crescent City, California. 1. The checking and inspection station on the Highway at the Oregon-California State line. Our Buick at the shed. 1 film.",1942-07-02,"July 2, 1942",,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j4nr2,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_c051_001.tif,,,,,still image,color photographs|~|color film (film),copyrighted,,Meadows $z California|~|United States Highway 101|~|Automobile travel $z California|~|Farms $z California $z Orick,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_c051_001,"Small farm sitting along the Redwood Highway, Orick, 1942","Photograph of a small farm sitting nestled along the side of the Redwood Highway (U.S. 101) in Orick. The highway stretches along the bottom edge. Beyond it, a wire fence lines the front edge of the farm. A farm house and barn sit back from the road at center. A meadow stretches across the mid-ground and occupies the gap between the highway and the structures. The house sits in front of the barn and faces the camera. The barn sits behind and to the left of it; it faces slightly right. Short trees line the back edge of the property and much larger pines stand behind them, occupying the background. Five punched holes line the bottom edge.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,color negative,California--Orick,"Text from negative sleeve: Color 51 Yellowstone trip. Friday, July 3, 1942. Orick, California. 1. One of many little farms nestled away in meadows and bends along the Redwood Highway. 1 film.",1942-07-03,"July 3, 1942",,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j4nsk,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_c052_001.tif,,,,,still image,color photographs|~|black-and-white photographs|~|color film (film),copyrighted,"West, Mertie Whitaker, $d 1875-1972",Cliffs $z California |~|Views|~|Roads $z California|~|Automobile travel $z California|~|Scenic overlooks $z California $z Eureka|~|Automobiles $x American $z California $z Eureka,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_c052_001,"Mertie West stands beside the Wests' Buick at a scenic overlook along the highway, Eureka vicinity, 1942","Photograph of Mertie West standing beside Wests' Buickat an overlook along the highway. The highway and overlook sit below camera level. The highway enters frame from the lower right corner and stretches across the image on an angle. On the far side of the road, a turnout enters frame at right. H. H. West's green Buick is parked, just right-of-center, in the turnout. It sits in profile, facing left. Beyond and to the right of the Buick, Mertie West stands along the overlook's far edge. The ocean stretches across the image and into the distance beyond the overlook. Cliffs jut into the water from the left and rock formations rise from the water at center. Five punched holes dot the bottom edge.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,color negative,California--Eureka,"Text from negative sleeve: Color 52 Yellowstone trip. Friday, July 3, 1942. Near Eureka, California. 1. Scenery along the Highway near Eureka, California. Mertie West out looking over the cliffs; our Buick by road. 2. A close up of Mertie West on the cliff 2 films.",1942-07-03,"July 3, 1942",,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j4nt3,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_c052_002.tif,,,,,still image,Portrait photographs|~|color photographs|~|color film (film),copyrighted,"West, Mertie Whitaker, $d 1875-1972",Cliffs $z California |~|Scenic overlooks $z California $z Eureka,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_c052_002,"Mertie West looks out over the seaside cliffs, Eureka vicinity, 1942","A close-up photograph of Mertie West standing at a scenic overlook near Eureka. Tall grasses grow along the bottom edge. Mertie stands in profile, facing left, along the image's right edge. Beyond and below Mertie, the ocean stretches into the distance. Cliffs jut into the ocean from the left edge. Utility lines pass overhead. Five punched holes dot the right edge.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,color negative,California--Eureka,"Text from negative sleeve: Color 52 Yellowstone trip. Friday, July 3, 1942. Near Eureka, California. 1. Scenery along the Highway near Eureka, California. Mertie West out looking over the cliffs; our Buick by road. 2. A close up of Mertie West on the cliff 2 films.",1942-07-03,"July 3, 1942",,,
