Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Visibility,Type.typeOfResource,Rights.copyrightStatus,Name.subject,Subject.descriptiveTopic,Language,Name.repository,Rights.permission,Type.genre,Name.photographer,Name.creator,Relation.isPartOf,Name.collector,Name.architect,Subject.conceptTopic,Date.creation,Date.normalized,Description.longitude,Title,AltTitle.uniform,Alt ID.local,Format.extent,Description.latitude,Description.note,Coverage.geographic,Description.fundingNote,Format.dimensions,AltTitle.other,Alternate Identifier.local,Description.abstract,Description.caption,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b177p,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_1419_b0244.tif,,,,,private,still image,copyrighted,,Sheep $z California,zxx,"University of California, Los Angeles. $b Library Special Collections",N,panoramas|~|landscapes (representations)|~|black-and-white photographs|~|cellulose nitrate film,,,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Business|~|Environment,[circa 1900],1900,,"Large flock of sheep in a field, San Joaquin Valley, circa 1900",,uclamss_1756_1419_b0244,1 photograph : b&w,,A large flock of sheep lying in a field in the San Joaquin Valley.,San Joaquin Valley (Calif.),Access to this collection is generously supported by Arcadia funds.,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b177p,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b177p/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b1786,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_1590_b0206.tif,,,,,private,still image,copyrighted,"Royal Presidio Chapel (Monterey, Calif.)",Cathedrals $z California $z Monterey|~|Bell towers $z California $z Carmel|~|Historic buildings $z California $z Monterey,zxx,"University of California, Los Angeles. $b Library Special Collections",N,exterior views|~|black-and-white photographs|~|cellulose nitrate film,,,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.",,,Government|~|Landmarks|~|Religion,[circa 1890],1890,,"Royal Presidio Chapel, Monterey, circa 1890",,uclamss_1756_1590_b0206,1 photograph : b&w,-121.89032524824142|~|36.595785249014874,"Exterior view of the front of the Cathedral; a priest stands behind an open arched metal gate and picket fence.|~|Also known as the Cathedral of San Carlos Borromeo, the Royal Presidio Chapel is a Roman Catholic cathedral built in 1794. It is the oldest continuously operating parish and the oldest stone building in California. It is the only existing presidio chapel in California and the only existing building in the original Monterey Presidio. The church was founded by the Franciscan Father Junípero Serra as the chapel of Mission San Carlos Borromeo de Carmelo on June 3, 1770. Father Serra first established the original mission in Monterey at this location on June 3, 1770, near the native village of Tamo. However, Father Serra became engaged in a power struggle with Military Governor Pedro Fages, who was headquartered at the Presidio of Monterey.  Serra relocated the mission to its current location in the present-day town of Carmel. The new mission was named Mission San Carlos Borromeo de Carmelo",Monterey (Calif.),Access to this collection is generously supported by Arcadia funds.,5.5 x 3.5 inches,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b1786,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b1786/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b179q,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_1920_b0397.tif,,,,,private,still image,copyrighted,"Mission San Gabriel Arcangel (San Gabriel, Calif.)",Missions $z California $z San Gabriel|~|Historic buildings $z California $z San Gabriel,zxx,"University of California, Los Angeles. $b Library Special Collections",N,exterior views|~|black-and-white photographs|~|cellulose nitrate film,,,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Landmarks|~|Religion|~|Culture,[circa 1900],1900,-118.10658931732178,"Mission San Gabriel Arcangel, view towards east facade and cemetery wall, San Gabriel, circa 1900",,uclamss_1756_1920_b0397,1 photograph : b&w,,"The east, main, facade of Mission San Gabriel Arcangel, and the cemetery wall and entrance beyond. Stucco has eroded from the walls to reveal brick underneath.",San Gabriel (Calif.)|~|34.09657792204885,Access to this collection is generously supported by Arcadia funds.,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b179q,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b179q/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b17b7,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_1921_b0398.tif,,,,,private,still image,copyrighted,"Mission San Gabriel Arcangel (San Gabriel, Calif.)",Missions $z California $z San Gabriel|~|Bell towers $z California $z San Gabriel|~|Historic buildings $z California $z San Gabriel,zxx,"University of California, Los Angeles. $b Library Special Collections",N,black-and-white photographs|~|cellulose nitrate film,,,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Landmarks|~|Religion|~|Culture,[circa 1900],1900,-118.10712575912475,"Mission San Gabriel Arcangel, largest bell, San Gabriel, circa 1900",,uclamss_1756_1921_b0398,1 photograph : b&w,34.09674672705404,"A close-up of the largest bell at the Mission San Gabriel Arcangel, located at the east end of the south side. The bell is tarnished and hangs from decaying wood. An inscription on the bell is visible, reading ""1830.""",San Gabriel (Calif.),Access to this collection is generously supported by Arcadia funds.,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b17b7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b17b7/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b17cr,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_1922_b0396.tif,,,,,private,still image,copyrighted,,Orchards $z California $z Whittier|~|Walnuts ,zxx,"University of California, Los Angeles. $b Library Special Collections",N,landscapes (representations)|~|black-and-white photographs|~|cellulose nitrate film,,,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Business|~|Environment,[undated],,,Walnut grove in Whittier,,uclamss_1756_1922_b0396,1 photograph : b&w,,A bountiful walnut grove. A sack of walnuts is visible underneath a tree.,Whittier (Calif.),Access to this collection is generously supported by Arcadia funds.,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b17cr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b17cr/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b17d8,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_1923_b0395.tif,,,,,private,still image,copyrighted,,Orchards $z California $z Whittier|~|Walnuts ,zxx,"University of California, Los Angeles. $b Library Special Collections",N,black-and-white photographs|~|cellulose nitrate film,"Pierce, C. C. $q (Charles C.), $d1861-1946",,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.",,,Business|~|Environment,[between 1898 and 1934],1898/1934,,"Walnut grove, Whittier",,uclamss_1756_1923_b0395,1 photograph : b&w,,A bountiful walnut grove.,Whittier (Calif.),Access to this collection is generously supported by Arcadia funds.,6.5 x 8.5 inches,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b17d8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b17d8/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b17fs,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_1924_b0399.tif,,,,,private,still image,copyrighted,"Mission San Gabriel Arcangel (San Gabriel, Calif.)",Missions $z California $z San Gabriel|~|Baptisteries $z California $z San Gabriel|~|Historic buildings $z California $z San Gabriel,zxx,"University of California, Los Angeles. $b Library Special Collections",N,interior views|~|black-and-white photographs|~|cellulose nitrate film,,,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Landmarks|~|Religion|~|Culture,[circa 1906],1906,-118.10682535171509,"Mission San Gabriel Arcangel, Baptistery, San Gabriel, circa 1906",,uclamss_1756_1924_b0399,1 photograph : b&w,34.09679114936785,"View towards the baptistery of Mission San Gabriel. The baptismal font, on a pedestal, is a hammered copper basin that was brought to the mission before 1771. There is a wooden bench just outside the alcove.",San Gabriel (Calif.),Access to this collection is generously supported by Arcadia funds.,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b17fs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b17fs/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b17g9,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_2838_b0322.tif,,,,,private,still image,copyrighted,"Los Angeles City Hall (Los Angeles, Calif.)",City & town halls $z California $z Los Angeles|~|Carriages & coaches $x American $z California $z Los Angeles,zxx,"University of California, Los Angeles. $b Library Special Collections",N,exterior views|~|black-and-white photographs|~|cellulose nitrate film,"Pierce, C. C. $q (Charles C.), $d1861-1946",,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Government|~|Legal,[circa 1888],1888,-118.24717998504638,"Los Angeles City Hall, circa 1888",,uclamss_1756_2838_b0322,1 photograph : b&w,34.05157494540658,"The old Romanesque style Los Angeles City Hall from a view looking south on Broadway between Second Street and Third Street. Horse-drawn carriages are visible parked at the curb, and another moves by in a blur. The building was demolished after the  new city hall was completed in 1928.",Los Angeles (Calif.),Access to this collection is generously supported by Arcadia funds.,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b17g9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b17g9/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b17ht,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_2891_b0404.tif,,,,,private,still image,copyrighted,"Friday Morning Club House (Los Angeles, Calif.)",Clubhouses $z California $z Los Angeles,zxx,"University of California, Los Angeles. $b Library Special Collections",N,exterior views|~|black-and-white photographs|~|cellulose nitrate film,,,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Lifestyle|~|Culture,[circa 1900],1900,,"Exterior of the Friday Morning Club House, Los Angeles, circa 1900",,2891|~|uclamss_1756_2891_b0404,1 photograph : b&w,,"Exterior view of the Friday Morning Club House on the corner of Figueroa Street and Ninth Street. A sign over the main entry reads ""Women's Club House.""",Los Angeles (Calif.),Access to this collection is generously supported by Arcadia funds.,6.5 x 8.5 inches,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b17ht,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b17ht/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b17jb,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_3002_b0234.tif,,,,,private,still image,copyrighted,"Hugo Reid Adobe (Arcadia, Calif.)","Bells $z California $z Arcadia|~|Adobe houses $z California $z Arcadia|~|Rancho Santa Anita (Arcadia, Calif.)|~|Ranches $z California $z Arcadia",zxx,"University of California, Los Angeles. $b Library Special Collections",N,black-and-white photographs|~|cellulose nitrate film,"Pierce, C. C. $q (Charles C.), $d1861-1946",,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Landmarks|~|Entertainment|~|Religion,[circa 1900-1903],1900/1903,-118.05300146341324,"Hugo Reid Adobe and old mission bell at Rancho Santa Anita, Arcadia, circa 1900-1903",,3002|~|uclamss_1756_3002_b0234,1 photograph : b&w,34.140422585602074,"At the time the photograph was taken, the adoabe was the residence of Elias J. (""Lucky"") Baldwin. Originally a ranch of the Mission San Gabriel Archangel, founded in 1771, the Rancho Santa Anita had many owners after the secularization of the the missions in 1833. The photograph shows a view of a walkway bordered by Eucalyptus trees that were planted by owner William Wolfskill in 1865. To the left a wall of the 1839 adobe house of first post 1833 owner, Hugo Reid, can be seen, with the wood framed wing added by owner Elias Jackson Baldwin in 1879 visible in the background. Also visible is a ""mission"" bell hanging from a small, wooden structure at the end of the walkway.",Arcadia (Calif.),Access to this collection is generously supported by Arcadia funds.,6.5 x 8.5 inches,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b17jb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b17jb/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b17kv,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_3338_b0391.tif,,,,,private,still image,copyrighted,"Southern Pacific Arcade Depot (Los Angeles, Calif.)",Railroad stations $z California $z Los Angeles,zxx,"University of California, Los Angeles. $b Library Special Collections",N,black-and-white photographs|~|cellulose nitrate film,,,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Transportation,,,-118.23911190032959,"Fifth Street looking east toward the Southern Pacific Arcade Depot, Los Angeles, circa 1890",,uclamss_1756_3338_b0391,1 photograph : b&w,34.041440647072186,"View facing east down fifth street toward the Southern Pacific Arcade Depot. A Blue Line streetcar is visible near the Depot far down the street. Utility poles line the dirt street and tracks on both sides. In the background, a building at right has a sign on it reading ""Narcisse House"". The Depot building dominates the background at left.",Los Angeles (Calif.),Access to this collection is generously supported by Arcadia funds.,6.5 x 8.5 inches,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b17kv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b17kv/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b17mc,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_3858_b0194.tif,,,,,private,still image,copyrighted,,Palms $z California $z San Diego|~|Farming $z Santa Barbara $z California,zxx,"University of California, Los Angeles. $b Library Special Collections",N,black-and-white photographs|~|cellulose nitrate film,,,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Environment,[circa 1888],1888,,"Twin palms in old town San Diego, San Diego, circa 1888",,uclamss_1756_3858_b0194,1 photograph : b&w,,Twin palm trees in old town San Diego. The palms are surrounded by a small picket fence with a rail fence in front of it.,San Diego (Calif.),Access to this collection is generously supported by Arcadia funds.,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b17mc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b17mc/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b17nw,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_5003_c0047.tif,,,,,private,still image,copyrighted,"W. B. Guyton Tire & Rubber Co. (Los Angeles, Calif.)",Tire industry $z California $z Los Angeles,zxx,"University of California, Los Angeles. $b Library Special Collections",N,exterior views|~|black-and-white photographs|~|cellulose nitrate film,,,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Business,[circa 1920 and 1934],1920/1934,,"View towards the showroom for Swinehart Tires, W. B. Guyton Tire & Rubber Co., Los Angeles, circa 1920-1934",,uclamss_1756_5003_c0047,1 photograph : b&w,,"View towards showroom for W. B. Guyton Tire & Rubber Co., Swinehart Tires, on street corner with tires on display in the windows. The street address ""1157"" is on the window above the entrance. Professional publications begin to announce the ""agency connection"" between W. B. Guyton Tire & Rubber Company and Swinehart Tires, located at 1013 Main St. Los Angeles, in 1912",Los Angeles (Calif.),Access to this collection is generously supported by Arcadia funds.,8 x 10 inches,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b17nw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b17nw/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b17pd,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_5029_c0048.tif,,,,,private,still image,copyrighted,Collins Steel Studding $z California,Steel industry $z California,zxx,"University of California, Los Angeles. $b Library Special Collections",N,black-and-white photographs|~|cellulose nitrate film,,,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Business,,,,"Exterior view of the business location of Collins Steel Studding, circa 1920-1930",,uclamss_1756_5029_c0048,1 photograph : b&w,,"View towards a large open double-doorway of the brick building housing the Collins Steel Studding. A man holding a structure with long metal rods is standing at the doorway. On the wall above the door the name of the business is painted as well as the address ""685"". The front corner of a care is visible on the right",(Calif.),Access to this collection is generously supported by Arcadia funds.,8 x 10 inches,5029,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b17pd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b17pd/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b17qx,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_7162_c0079.tif,,,,,private,still image,copyrighted,"Mulholland, William, 1855-1935",Water supply $z California,zxx,"University of California, Los Angeles. $b Library Special Collections",N,landscapes (representations)|~|black-and-white photographs|~|cellulose nitrate film,,,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,People|~|Environment,[between 1905 and 1928],1905/1928,,"William Mulholland (possibly) in mountain ravine with water pipe construction, California, between 1905 and 1928",,uclamss_1756_7162_c0079,1 photograph : b&w,,"View into a mountain ravine with utility poles and where a water pipe system appears to be under construction. Two men are in the ravine; one is mostly hidden by a utility pole and the other is possibly William Mulholland. The man is  standing with his hands on his hips, is wearing dark pants, a dark open vest, a light shirt and neck tie and a wide-brimmed hat. A parked car is on the left.",(Calif.),Access to this collection is generously supported by Arcadia funds.,7 x 10.75 inches,7162,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b17qx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b17qx/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b17rf,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_7400_c0080.tif,,,,,private,still image,copyrighted,,Horses $z California|~|Carts & wagons $x American $z California|~|Agricultural equipment $z California|~|Agricultural laborers $z California,zxx,"University of California, Los Angeles. $b Library Special Collections",N,black-and-white photographs|~|cellulose nitrate film,,,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Business|~|Environment,,,,"Four horses harnessed to carts, plow, and two farm workers",,uclamss_1756_7400_c0080,1 photograph : b&w,,"Four horses harnessed to carts and wearnig blinders, attended by two farm workers wearing trousers, belts, button-down shirts, shoes and hats. The cart on the left carries a water (?) tank and on the right is a plow or other farm equipment. There is a power line and utility pole in the background",(Calif.),Access to this collection is generously supported by Arcadia funds.,7 x 11 inches,7400,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b17rf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b17rf/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b17sz,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_xxxx_b0037.tif,,,,,private,still image,copyrighted,"Kneen's Kamp (Topanga, Calif.)",Cabins $z California $z Topanga|~|Tourist camps & hostels $z California $z Topanga,zxx,"University of California, Los Angeles. $b Library Special Collections",N,black-and-white photographs|~|cellulose nitrate film,,,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Environment,[circa 1923-1928],1923/1928,,"Kneen's Kamp in Topanga Canyon, Topanga, circa 1923-1928",,uclamss_1756_xxxx_b0037,1 photograph : b&w,,"Kneen's Kamp, homestead of the Kneen family in Topanga Canyon. Two wooden cabins are visible; one to the left of the photograph and one in the foreground on the right. Two women are sitting on the porch in the structure on the left.",Topanga (Calif.),Access to this collection is generously supported by Arcadia funds.,6.75 x 5 inches,"Kneen's Camp, Topanga, Cal.",,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b17sz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b17sz/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b17tg,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_xxxx_b0038.tif,,,,,private,still image,copyrighted,"Outside Inn (Topanga, Calif.)",Lodges $z California $z Topanga|~|Canyons $z California $z Topanga|~|Topanga (Calif.) ,zxx,"University of California, Los Angeles. $b Library Special Collections",N,black-and-white photographs|~|cellulose nitrate film,,,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Business|~|Environment,[circa 1920],1920,,"The Outside Inn, located in Topanga Canyon, Topanga, circa 1920",,uclamss_1756_xxxx_b0038,1 photograph : b&w,,"The Outside Inn, an inn located in Topanga Canyon on Topanga Canyon Boulevard between Highvale and Robinson Road. One of the inn's windows is open and light is shining from within. Two young boys are visible behind the foliage to the left of the photograph.",Topanga (Calif.),Access to this collection is generously supported by Arcadia funds.,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b17tg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b17tg/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b17v0,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_xxxx_b0040.tif,,,,,private,still image,copyrighted,,San Fernando Valley (Calif.)|~|Roads $z California $z Topanga|~|Automobiles $z California $z Topanga|~|Valleys $z California $z San Fernando|~|Topanga (Calif.) ,zxx,"University of California, Los Angeles. $b Library Special Collections",N,black-and-white photographs|~|aerial views|~|cellulose nitrate film,"Taylor, $e photographer",,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Transportation|~|Environment,[circa 1923-1928],1923/1928,-118.60651016235351,"Birdseye view of the San Fernando Valley from the Topanga Canyon Blvd., Topanga, circa 1923-1928",,uclamss_1756_xxxx_b0040,1 photograph : b&w,34.14349274755083,Birdseye view of the San Fernando Valley from the Topanga Canyon Blvd. with a wooden guard rail. An automobile is visible traveling along the road in the bottom left of the photograph.,Topanga (Calif.),Access to this collection is generously supported by Arcadia funds.,6.75 x 5 inches,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b17v0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b17v0/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b17wh,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_xxxx_b0041.tif,,,,,private,still image,copyrighted,,San Fernando Valley (Calif.)|~|Roads $z California $z Topanga|~|Canyons $z California $z Topanga|~|Topanga (Calif.) ,zxx,"University of California, Los Angeles. $b Library Special Collections",N,landscapes (representations)|~|black-and-white photographs|~|aerial views|~|cellulose nitrate film,"Taylor, $e photographer",,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Transportation|~|Environment,[circa 1923-1928],1923/1928,,"Three aerial photographs of Topanga Canyon Road in the Santa Monica Mountains, Topanga, circa 1923-1928",,uclamss_1756_xxxx_b0041,1 photograph : b&w,,"Three aerial photographs of Topanga Canyon Road, with a wooden guard rail, in the Santa Monica Mountains. The bottom photograph shows an automobile on the road and a view of the San Fernando Valley",Topanga (Calif.),Access to this collection is generously supported by Arcadia funds.,6.75 x 5 inches,"Lower photograph: San Fernando Valley, 25, Topanga Road|~|Middle photograph: c[opyright] Taylor, LA|~|Upper photograph: Topanga Canyon Road",,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b17wh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b17wh/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b17x1,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_xxxx_b0042.tif,,,,,private,still image,copyrighted,,Resorts $z California $z Topanga |~|Topanga (Calif.) ,zxx,"University of California, Los Angeles. $b Library Special Collections|~|Topanga Mineral Springs (Topanga, Calif.)",N,exterior views|~|black-and-white photographs|~|cellulose nitrate film,,,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Culture|~|Environment,1920/1930|~|[circa 1920-1930],,-118.59089970588684,"Topanga Mineral Springs, Topanga, circa 1920-1930",,uclamss_1756_xxxx_b0042,1 photograph : b&w,34.1230939477952,"View towards the Topanga Mineral Springs accommodations, located on N. Topanga Canyon Blvd. at the intersection with Santa Maria Rd.",Topanga (Calif.),Access to this collection is generously supported by Arcadia funds.,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b17x1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b17x1/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b17zj,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_xxxx_b0043.tif,,,,,private,still image,copyrighted,,San Fernando Valley (Calif.)|~|Roads $z California $z Topanga|~|Automobiles $z California $z Topanga|~|Canyons $z California $z Topanga,zxx,"University of California, Los Angeles. $b Library Special Collections",N,landscapes (representations)|~|black-and-white photographs|~|cellulose nitrate film,,,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Transportation,[circa 1923-1928],1923/1928,,"Eight photographs of Topanga Canyon Road, with views towards the San Fernando Valley, Topanga, circa 1923-1928",,uclamss_1756_xxxx_b0043,1 photograph : b&w,,"Eight photographs of Topanga Canyon Road, with a wooden guard rail, with some views towards the San Fernando Valley. An automobile is visible in two of the photographs.",Topanga (Calif.),Access to this collection is generously supported by Arcadia funds.,,"Row 1, left: Topanga, Cal.|~|Row 1, right: 20. San Fernando Valley from Topanga Road|~|Row 2, left: Topanga Road, Topanga summit, '23|~|Row 2, right: Topanga, San Fernando Road, San Fernando Valley, 25, Topanga Road|~|Row 3, left: Topanga Canyon|~|Row 3, right: Topanga Canyon, Topanga Road|~|Row 4, left: Topanga Canyon, 34. Topanga Canyon Cal.",,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b17zj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b17zj/manifest
