Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Author,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Language,Rights.publicationStatus,Subject,Relation.isPartOf,Name.subject,Name.illustrator,Name.creator,Name.photographer,Coverage.geographic,Name.repository,Name.engraver,Name.printer,Title,Description.note,Alt ID.local,Date.normalized,Date.creation,AltTitle.other,Description.caption,Format.dimensions,Format.extent,Description.contents,Publisher.placeOfOrigin,Alt ID.oclc,Publisher.publisherName,Description.caption,AltTitle.translated,Opac url,AltTitle.uniform,Description.tableOfContents
Rare Books (YRL Special Collections),ark:/21198/zz002j9hm9,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_143.tif,143,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_143.tif,,uclalsc_6918156_143,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9hnt,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_144.tif,144,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_144.tif,,uclalsc_6918156_144,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9hpb,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_145.tif,145,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_145.tif,,uclalsc_6918156_145,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9hqv,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_146.tif,146,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_146.tif,,uclalsc_6918156_146,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9hrc,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_147.tif,147,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_147.tif,,uclalsc_6918156_147,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9hsw,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_148.tif,148,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_148.tif,,uclalsc_6918156_148,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9htd,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_149.tif,149,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_149.tif,,uclalsc_6918156_149,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9hvx,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_150.tif,150,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_150.tif,,uclalsc_6918156_150,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9hwf,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_151.tif,151,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_151.tif,,uclalsc_6918156_151,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9hxz,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_152.tif,152,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_152.tif,,uclalsc_6918156_152,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9hzg,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_153.tif,153,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_153.tif,,uclalsc_6918156_153,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9j0g,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_154.tif,154,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_154.tif,,uclalsc_6918156_154,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9j10,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_155.tif,155,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_155.tif,,uclalsc_6918156_155,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9j2h,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_156.tif,156,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_156.tif,,uclalsc_6918156_156,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9j31,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_157.tif,157,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_157.tif,,uclalsc_6918156_157,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9j4j,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_158.tif,158,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_158.tif,,uclalsc_6918156_158,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9j52,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_159.tif,159,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_159.tif,,uclalsc_6918156_159,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9j6k,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_160.tif,160,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_160.tif,,uclalsc_6918156_160,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9j73,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_161.tif,161,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_161.tif,,uclalsc_6918156_161,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9j8m,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_162.tif,162,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_162.tif,,uclalsc_6918156_162,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9j94,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_163.tif,163,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_163.tif,,uclalsc_6918156_163,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9jbn,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_164.tif,164,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_164.tif,,uclalsc_6918156_164,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9jc5,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_165.tif,165,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_165.tif,,uclalsc_6918156_165,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9jdp,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_166.tif,166,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_166.tif,,uclalsc_6918156_166,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9jf6,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_167.tif,167,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_167.tif,,uclalsc_6918156_167,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9jgq,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_168.tif,168,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_168.tif,,uclalsc_6918156_168,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9jh7,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_169.tif,169,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_169.tif,,uclalsc_6918156_169,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9jjr,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_170.tif,170,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_170.tif,,uclalsc_6918156_170,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9jk8,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_171.tif,171,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_171.tif,,uclalsc_6918156_171,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9jms,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_172.tif,172,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_172.tif,,uclalsc_6918156_172,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9jn9,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_173.tif,173,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_173.tif,,uclalsc_6918156_173,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9jpt,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_174.tif,174,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_174.tif,,uclalsc_6918156_174,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9jqb,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_175.tif,175,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_175.tif,,uclalsc_6918156_175,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9jrv,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_176.tif,176,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_176.tif,,uclalsc_6918156_176,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9jsc,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_177.tif,177,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_177.tif,,uclalsc_6918156_177,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9jtw,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_178.tif,178,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_178.tif,,uclalsc_6918156_178,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9jvd,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_179.tif,179,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_179.tif,,uclalsc_6918156_179,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9jwx,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_180.tif,180,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_180.tif,,uclalsc_6918156_180,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9jxf,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_181.tif,181,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_181.tif,,uclalsc_6918156_181,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9jzz,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_182.tif,182,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_182.tif,,uclalsc_6918156_182,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9k0z,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_183.tif,183,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_183.tif,,uclalsc_6918156_183,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9k1g,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_184.tif,184,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_184.tif,,uclalsc_6918156_184,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9k20,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_185.tif,185,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_185.tif,,uclalsc_6918156_185,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9k3h,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_186.tif,186,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_186.tif,,uclalsc_6918156_186,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9k41,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_187.tif,187,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_187.tif,,uclalsc_6918156_187,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9k5j,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_188.tif,188,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_188.tif,,uclalsc_6918156_188,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9k62,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_189.tif,189,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_189.tif,,uclalsc_6918156_189,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9k7k,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_190.tif,190,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_190.tif,,uclalsc_6918156_190,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9k83,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_191.tif,191,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_191.tif,,uclalsc_6918156_191,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9k9m,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_192.tif,192,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_192.tif,,uclalsc_6918156_192,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9kb4,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_193.tif,193,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_193.tif,,uclalsc_6918156_193,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9kcn,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_194.tif,194,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_194.tif,,uclalsc_6918156_194,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9kd5,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_195.tif,195,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_195.tif,,uclalsc_6918156_195,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9kfp,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_196.tif,196,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_196.tif,,uclalsc_6918156_196,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9kg6,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_197.tif,197,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_197.tif,,uclalsc_6918156_197,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9khq,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_198.tif,198,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_198.tif,,uclalsc_6918156_198,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9kj7,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_199.tif,199,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_199.tif,,uclalsc_6918156_199,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9kkr,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_200.tif,200,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_200.tif,,uclalsc_6918156_200,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9km8,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_201.tif,201,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_201.tif,,uclalsc_6918156_201,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9kns,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_202.tif,202,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_202.tif,,uclalsc_6918156_202,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9kp9,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_203.tif,203,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_203.tif,,uclalsc_6918156_203,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9kqt,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_204.tif,204,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_204.tif,,uclalsc_6918156_204,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9krb,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_205.tif,205,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_205.tif,,uclalsc_6918156_205,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9ksv,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_206.tif,206,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_206.tif,,uclalsc_6918156_206,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9ktc,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_207.tif,207,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_207.tif,,uclalsc_6918156_207,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9kvw,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_208.tif,208,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_208.tif,,uclalsc_6918156_208,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9kwd,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_209.tif,209,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_209.tif,,uclalsc_6918156_209,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9kxx,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_210.tif,210,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_210.tif,,uclalsc_6918156_210,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9kzf,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_211.tif,211,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_211.tif,,uclalsc_6918156_211,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9m0f,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_212.tif,212,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_212.tif,,uclalsc_6918156_212,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9m1z,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_213.tif,213,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_213.tif,,uclalsc_6918156_213,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9m2g,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_214.tif,214,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_214.tif,,uclalsc_6918156_214,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9m30,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_215.tif,215,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_215.tif,,uclalsc_6918156_215,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9m4h,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_216.tif,216,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_216.tif,,uclalsc_6918156_216,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9m51,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_217.tif,217,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_217.tif,,uclalsc_6918156_217,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9m6j,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_218.tif,218,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_218.tif,,uclalsc_6918156_218,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9m72,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_219.tif,219,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_219.tif,,uclalsc_6918156_219,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9m8k,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_220.tif,220,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_220.tif,,uclalsc_6918156_220,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9m93,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_221.tif,221,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_221.tif,,uclalsc_6918156_221,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9mbm,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_222.tif,222,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_222.tif,,uclalsc_6918156_222,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9mc4,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_223.tif,223,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_223.tif,,uclalsc_6918156_223,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9mdn,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_224.tif,224,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_224.tif,,uclalsc_6918156_224,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9mf5,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_225.tif,225,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_225.tif,,uclalsc_6918156_225,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9mgp,ark:/21198/zz002j9bpx,10,Completed with minimal metadata,Page,rarebook/masters/srgb/uclalsc_6918156_226.tif,226,,,,,,,private,,,pd,,,,,,,,,,,,,,uclalsc_6918156_226.tif,,uclalsc_6918156_226,,,,,,,,,,,,,,,
