Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,Filename,Item Sequence,IIIF Access URL,Rights.copyrightStatus,Subject,Subject.uniformTitle,Name.subject,Rights.countryCreation,Language,Name.repository,Type.typeOfResource,Rights.permission,Name.creator,Name.interviewer,Type.genre,Name.sponsor,Date.creation,Relation.isPartOf,Title,AltIdentifier.local,Opac url,Description.fundingNote,Finding Aid URL,Date.normalized,Format.extent,Summary,Description.note,Rights.servicesContact,Coverage.geographic,Description.latitude,Description.longitude,Relation.relatedTo,media.duration,media.format,IIIF Manifest URL,Waveform
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvznm,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_060_005_a|~|uclapasc_342_060_005_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvznm%2Fkm71mw63,copyrighted,,,L.T.D. (Musical group),,,"University of California, Los Angeles. Library Special Collections",sound recording,,,"Pitts, Leonard",sound recording,,circa 1978 August,,"""L.T.D. by Leonard Pitts""","Collection PASC 342, Box 60",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1978-08-01,(1 audiocassette; Duration: 01:05:09),,"Transcribed from container: ""L.T.D. by Leonard Pitts 1978 August.""

There is content on side A and B.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvzp4,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_060_006_a|~|uclapasc_342_060_006_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvzp4%2Fxt710n37,copyrighted,,,"Jones, James Earl",,,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,1976 March 5,,Interview with James Earl Jones,"Collection PASC 342, Box 60",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1976-03-05,(1 audiocassette; Duration: 00:57:17),,"Transcribed from container: ""James Earl Jones."" 

On side A, James Earl Jones talks about growing up in Mississippi; being raised by his grandmother, who was a Black militant; growing up in the Methodist church and his own ""spiritual death""; his first acting role on Broadway; what he believes the keys to success are; the canonization of American leaders, like Malcolm X, Martin Luther King, Jr., Booker T. Washington, and others; his roles in films The River Niger, The UFO Incident, and The Bingo Long Traveling All- Stars &amp; Motor Kings; and his personal hobbies in addition to his world stardom. 

On side B, Jones answers, ""who is the real James Earl Jones?""; his Oscar nomination; and what he'd do if he could retire tomorrow. ","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvzqn,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_060_007_a,,,copyrighted,,,,,,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,1977 December 11,,"""Right on Time, R. Jones/S. Mills""","Collection PASC 342, Box 60",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1977-12-11,(1 audiocassette; Duration: 00:13:33),,"Transcribed from container: ""Right on Time, R. Jones/S. Mills."" 

""R. Jones"" refers to Regina Jones. On this tape, the speaker reads different letters written to Fitz Bartley, Ron Dungee, Don Mack, Al Green, Bruce Toliman, Leonard, Steve Ivory, Vicky Whickam, and a Judy.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvzr5,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_060_008_a|~|uclapasc_342_060_008_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvzr5%2Fzn07rf0h,copyrighted,,,"Tyson, Cicely",,,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,1976 March 3,,Interview with Cicely Tyson,"Collection PASC 342, Box 60",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1976-03-03,(1 audiocassette; Duration: 01:24:54),,"Transcribed from container: ""Cicely Tyson 1976 March 3."" 

On side A, Cicely Tyson talks about her strict upbringing in the church, her spiritual journey, and discovering what God means to her. She discusses what she enjoys about acting; her insight on peoples' attraction to theater and film; imagination versus concentrtion; and what she learned from starring as Jane Pittman in The Autobiography of Miss Jane Pittman. 

On side B, Tyson discusses her process of decompressing or detoxing after playing a role; The River Niger storyline; how she feels about recieving an Oscar; and if she would consider writing her own scripts. ","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvzsp,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_060_009_a|~|uclapasc_342_060_009_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvzsp%2Fgj697n5z,copyrighted,,,"Laws, Ronnie|~|Stargard (Musical group)",,,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,1977 February 5,,Interview with Aretha Franklin by Regina Jones,"Collection PASC 342, Box 60",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1977-02-05,(1 audiocassette; Duration: 00:57:24),,"Transcribed from container: ""Aretha Franklin 1977 February 5."" 

On side A, Regina Jones interviews Aretha Franklin. She discusses what motivates her to write a song; the Amazing Grace album; acting in films and what appeals her to acting; what motivates her in her career; how she feels when people say that an upcoming artist is the new Chaka Khan, Natalie Cole, or Aretha Franklin; how she feels about the new gospel trends of Reverend Jessie Jacks; her favorite artists to listen to; who she trusts to critique her music; family and living in Encino; her reaction to the poem Nikki Giovanni wrote about her; her weight loss; a recent interview with Essence magazine; and watching Roots as a historical moment. 

On side B, Franklin talks about if she would ever write a music score for a movie; what she does in her down time; her favorite songs that she's written; her family and marriage with Norman; the time it took to produce Sparkle; and what her biggest challenge is at this stage in her career.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvzt6,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_060_010_a|~|uclapasc_342_060_010_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvzt6%2F8m048p0f,copyrighted,,,"Franklin, Aretha",,,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,circa 1978 December,,"""Ronnie Laws and Stargard by Mike Terry"" ","Collection PASC 342, Box 60",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1978-12-01,(1 audiocassette; Duration: 00:51:40),,"Transcribed from container: ""Ronnie Laws and Stargard by Mike Terry."" 

Stargard is on side 1; Ronnie Laws is on side 2.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvzvq,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_060_011_a|~|uclapasc_342_060_011_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvzvq%2Fvx118h6t,copyrighted,,,"McCoo, Marilyn|~|Davis, Billy, $c Jr.",,,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,circa 1978 November,,"""Marilyn McCoo and Billy Davis, Jr. by Mike Terry""","Collection PASC 342, Box 60",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1978-11-01,(1 audiocassette; Duration: 01:01:54),,"Transcribed from container: ""Marilyn McCoo and Billy Davis, Jr. by Mike Terry 1978 November."" ","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvzw7,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_060_012_a,,,copyrighted,,,Ohio Players (Musical group),,,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,1978 November 21,,Interview with members of the Ohio Players by Marc Shapiro,"Collection PASC 342, Box 60",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1978-11-21,(1 audiocassette; Duration: 00:26:00),,"Transcribed from container: ""Ohio Players by Marc Shapiro 1978 November 21."" 

On this tape, a member of the Ohio Players discusses defining funk and what it takes to make funk music. They speak to whether fans influence the types of songs that the group produces; problems with Mercury Records: the reasoning behind their recent shows at smaller locations, like the Roxy. There is a second interview which commences at 15:30. Bobby, a member of the Ohio Players, talks about how things are going at CBS; what he thinks of newer artists compared to those making music in 1962; whether he's a fan or not of fusion of music; and his newborn baby girl. ","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvzxr,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_060_013_a|~|uclapasc_342_060_013_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvzxr%2Fzx02sd6d,copyrighted,,,,,,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,1977 Novemeber 29,,"""Tom Nemly on Black films""","Collection PASC 342, Box 60",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1977-11-29,(1 audiocassette; Duration: 01:02:46),,"Transcribed from container: ""Tom Nemly on Black films.""

There is content on side A and B.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvzz8,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_060_014_a|~|uclapasc_342_060_014_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvzz8%2F7c54gx1d,copyrighted,,,Mandré,,,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,circa 1977,,"""Mandre interview and Christmas celebrity survey""","Collection PASC 342, Box 60",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1977,(1 audiocassette; Duration: 00:52:42),,"Transcribed from container: ""Mandre interview and Christmas celebrity survey ca. 1977."" 

There is content on side A and B.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dw00q,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_060_015_a|~|uclapasc_342_060_015_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw00q%2Fbr18gh2p,copyrighted,,,"Spencer, Danielle, 1965-|~|Pryor, Richard",,,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,undated,,Interview with Danielle Spencer and recording from Richard Pryor's press conference,"Collection PASC 342, Box 60",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,,(1 audiocassette: Duration: 01:02:15),,"Transcribed from container: ""Richard Pryor press conference and Danielle Spencer undated."" 

On side A, at the beginning of the tape, Danielle Spencer talks about American Bandstand and Soul Train; artists to whom she enjoys listening; and her general dislike of concerts. The interviewer also mentions working on a cover issue about women in the industry. Beginning at 6:59, on side A, is a press conference with Richard Pryor. Pryor discusses the issue with censorship on television and limits to his creative freedom. At 9:00, a clip is shown of Pryor's advertisement for his new show. Pryor then discusses the issue the network had with this clip, and he continues to answer the press's questions about other reasons why the network may have censored his clip. 

On side B, a cast member of What's Happening! discusses what it's like to be 11 or 12 and working, how they like acting, and keeping up with childhood and school while working.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dw017,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_060_016_a,,,copyrighted,,,"McGuire, Deborah",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,"Jones, Regina",sound recording,,circa 1977,,Conversation between Debbie Pryor and Regina Jones,"Collection PASC 342, Box 60",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1977,(1 audiocassette; Duration: 00:03:05),,"Transcribed from container: ""Debbie Pryor by Regina Jones, 1977.""  

On this tape, Debbie Pryor speaks to Regina Jones and inquires about errors she felt were published in an article by Lennard J. Pitts in the George Benson issue of SOUL Magazine. Jones assures Pryor that the quotes were taken verbatim from Richard Pryor's press conference. ","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dw02r,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_060_017_a,,,copyrighted,,,"Rolle, Esther",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,"Terry, Mike",sound recording,,circa August 1978,,"""Esther Rolle by Mike Terry; unidentified man on David Bowie and James Brown; unidentified celebrities on their most memorable Christmas""","Collection PASC 342, Box 60",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1978-08-01,(1 audiocassette; Duration: 00:31:03),,"Transcribed from container: ""Esther Rolle by Mike Terry, August 1979; unidentified man on David Bowie and James Brown, undated; unidentified celebrities on their most memorable Christmas, undated.""","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dw038,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_061_001_a|~|uclapasc_342_061_001_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw038%2F4j332w12,copyrighted,,,"Tyrrell, Jim",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,"Jones, Regina",sound recording,,1977 April,,Interview with Jim Tyrrell by Regina Jones,"Collection PASC 342, Box 61",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1977-04-01,(1 audiocassette; Duration: 00:37:42),,"Transcribed from container: ""Jim Tyrrell by Regina Jones, April 1977."" 

On side A, Jim Tyrell talks to Regina Jones about suggestions for a SOUL Magazine marketing campaign. 

On side B, Jones and Tyrell discuss how family is doing. Jones shares that she wants to do an issue on Teddy Pendergrass.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dw04s,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_061_002_b|~|uclapasc_342_061_002_a,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw04s%2Fzz40vn47,copyrighted,,,"Ross, Diana, $d 1944-",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,"Pitts, Leonard",sound recording,,circa 1977,,"""Diana Ross by Leonard Pitts, Los Angeles""","Collection PASC 342, Box 61",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1977,(1 audiocassette; Duration: 02:01:03),,"Transcribed from container: ""Diana Ross by Leonard Pitts, Los Angeles, ca. 1977."" 

There is content on side A and B.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",Los Angeles (Calif.),,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dw059,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_061_003_a|~|uclapasc_342_061_003_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw059%2Fb205n134,copyrighted,,,"Mathis, Johnny|~|De Cordova, Frederick, $d 1910-2001|~|Williams, Deniece",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,"Spiegelman, Judy",sound recording,,1978 May 24,,"""Johnny Mathis and Deniece Williams by Judy Spiegelman; Frederick de Cordova (?) by Judy Spiegelman"" ","Collection PASC 342, Box 61",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1978-05-24,(1 audiocassette; Duration: 00:43:22),,"Transcribed from container: ""Johnny Mathis and Deniece Williams by Judy Spiegelman, May 24, 1978; Frederick de Cordova (?) by Judy Spiegelman, ca. May 1978."" 

There is content on side A and B.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dw06t,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_061_004_a|~|uclapasc_342_061_004_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw06t%2Fjv023v5w,copyrighted,,,"Schultz, Michael, $d 1938-",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,"Spiegelman, Judy",sound recording,,1978 April 19,,"""Michael Schultz by Judy Spiegelman"" ","Collection PASC 342, Box 61",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1978-04-19,(1 audiocassette; Duration: 01:02:48),,"Transcribed from container: ""Michael Schultz by Judy Spiegelman, April 19 1978."" 

There is content on side A and B.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dw07b,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_061_005_a|~|uclapasc_342_061_005_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw07b%2Fc242j567,copyrighted,,,"Tavares (Musical group)|~|Tavares, Ralph Vierra|~|Tavares, Arthur ""Pooch""|~|Whitfield, Norman|~|Tavares, Antone ""Chubby""|~|Tavares, Perry ""Tiny""",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,"Johnson, Connie",sound recording,,circa 1976,,"""Tavares by Connie Johnson; Norman Whitfield by Connie Johnson""","Collection PASC 342, Box 61",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1976,(1 audiocassette; Duration: 01:02:51),,"Transcribed from container: ""Tavares by Connie Johnson, undated; Norman Whitfield by Connie Johnson, ca. 1976 (?)."" 

There is content on side A and B.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",Los Angeles (Calif.),,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dw08v,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_061_006_a|~|uclapasc_342_061_006_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw08v%2F06498m99,copyrighted,,,"Three Degrees (Musical group)|~|White, Verdine|~|Holiday, Valerie|~|Sun (musical group)|~|Ferguson, Sheila, $d 1947-|~|Scott, Helen",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,"Shapiro, Marc",sound recording,,circa 1976 December,,Interviews with Verdine White and Sun and The Three Degrees by Marc Shapiro ,"Collection PASC 342, Box 61",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1976-12-01,(1 audiocassette; Duration: 01:03:40),,Verdine White and Sun is on side A. The Three Degrees is on side B.,"Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",Los Angeles (Calif.),,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dw09c,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_061_007_b|~|uclapasc_342_061_007_a,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw09c%2Fb347g70x,copyrighted,,,"Steinberg, Irwin|~|Green, Al, $d 1946-|~|Pitts, Leonard",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,"Spiegelman, Judy",sound recording,,circa 1978,," Interviews with Mr. Steinberg, Leonard Pitts, and Al Green","Collection PASC 342, Box 61",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1978,(1 audiocassette; Duration: 01:36:57),,"Transcribed from container: Mr Steinberg, LPJ, and Al Green. 

On side A, Judy Spiegelman, managing editor of SOUL magazine, speaks to Mr. Steinberg verifying the rumor that he is leaving Mercury Reords. They discuss a new ""Men Behind the Music"" issue of SOUL. This interview with Mr. Steinberg ends at 1:34. At 2:00, an interview with Leonard Pitts begins, where there is a discussion about how he remains objective in his writing. The interview with Pitts ends at 6:44. The remainder of side A is an interview with Al Green. He speaks about movie critics; Jet magazine; religious emblems; working with Universal music and Memphis Sound; crossover gospel artists; his opinion on Reverend Ike's take on gospel music; his children; whether he'll be touring in the near future; and whether he believes that people that come to his church are attracted more to the brand of Al Green or to God. 

On side B, Green shares his feelings about universal music; being comapred to Sam Cooke and Otis Redding; family; being out in public and being noticed; his planned trip to Africa; and whether he wishes to offer financial help as a reverend to those suffering against apartheid in South Africa. ","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",Los Angeles (Calif.),,,,,,,
