Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Type.typeOfResource,Type.genre,Subject,Name.repository,Name.creator,Name.photographer,Rights.copyrightStatus,Date.creation,Alt ID.local,Description.note,Coverage.temporal,Title,Format.dimensions,Coverage.geographic,AltTitle.descriptive,AltTitle.uniform,Alt ID.collection,Relation.isPartOf,Format.extent,AltTitle.creator
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg6dp,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg6dp_2259721_master.tif,,,,,,,,,,,,,na84-1_slides_roll08_frame006,,,"NA84-1 Slides: Roll 08, Frame 06",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg6f6,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg6f6_2259817_master.tif,,,,,,,,,,,,,na84-1_slides_roll09_frame002,,,"NA84-1 Slides: Roll 09, Frame 02",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg6gq,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg6gq_2259871_master.tif,,,,,,,,,,,,,na84-1_slides_roll09_frame019,,,"NA84-1 Slides: Roll 09, Frame 19",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg6h7,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg6h7_2259617_master.tif,,,,,,,,,,,,,na84-1_slides_roll06_frame010,,,"NA84-1 Slides: Roll 06, Frame 10",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg6jr,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg6jr_2259590_master.tif,,,,,,,,,,,,,na84-1_slides_roll06_frame001,,,"NA84-1 Slides: Roll 06, Frame 01",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg6k8,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg6k8_2259614_master.tif,,,,,,,,,,,,,na84-1_slides_roll06_frame009,,,"NA84-1 Slides: Roll 06, Frame 09",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg6ms,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg6ms_2259629_master.tif,,,,,,,,,,,,,na84-1_slides_roll06_frame014,,,"NA84-1 Slides: Roll 06, Frame 14",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg6n9,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg6n9_2259718_master.tif,,,,,,,,,,,,,na84-1_slides_roll08_frame005,,,"NA84-1 Slides: Roll 08, Frame 05",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg6pt,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg6pt_2259823_master.tif,,,,,,,,,,,,,na84-1_slides_roll09_frame002b,,,"NA84-1 Slides: Roll 09, Frame 02b",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg6qb,ark:/21198/zz002gcntd,1,In progress,Work,,,,,,,,,,,,,,na84-1_slides_roll09_frame021,,,"NA84-1 Slides: Roll 09, Frame 21",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg6rv,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg6rv_2259611_master.tif,,,,,,,,,,,,,na84-1_slides_roll06_frame008,,,"NA84-1 Slides: Roll 06, Frame 08",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg6sc,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg6sc_2259733_master.tif,,,,,,,,,,,,,na84-1_slides_roll08_frame010,,,"NA84-1 Slides: Roll 08, Frame 10",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg6tw,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg6tw_2259715_master.tif,,,,,,,,,,,,,na84-1_slides_roll08_frame004,,,"NA84-1 Slides: Roll 08, Frame 04",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg6vd,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg6vd_2259832_master.tif,,,,,,,,,,,,,na84-1_slides_roll09_frame005,,,"NA84-1 Slides: Roll 09, Frame 05",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg6wx,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg6wx_2259608_master.tif,,,,,,,,,,,,,na84-1_slides_roll06_frame007,,,"NA84-1 Slides: Roll 06, Frame 07",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg6xf,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg6xf_2259820_master.tif,,,,,,,,,,,,,na84-1_slides_roll09_frame002a,,,"NA84-1 Slides: Roll 09, Frame 02a",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg6zz,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg6zz_2259712_master.tif,,,,,,,,,,,,,na84-1_slides_roll08_frame003,,,"NA84-1 Slides: Roll 08, Frame 03",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg70z,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg70z_2259826_master.tif,,,,,,,,,,,,,na84-1_slides_roll09_frame003,,,"NA84-1 Slides: Roll 09, Frame 03",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg71g,ark:/21198/zz002gcntd,1,In progress,Work,,,,,,,,,,,,,,na84-1_slides_roll09_frame023,,,"NA84-1 Slides: Roll 09, Frame 23",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg720,ark:/21198/zz002gcntd,1,In progress,Work,,,,,,,,,,,,,,na84-1_slides_roll09_frame027,,,"NA84-1 Slides: Roll 09, Frame 27",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg73h,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg73h_2259841_master.tif,,,,,,,,,,,,,na84-1_slides_roll09_frame008,,,"NA84-1 Slides: Roll 09, Frame 08",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg741,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg741_2259605_master.tif,,,,,,,,,,,,,na84-1_slides_roll06_frame006,,,"NA84-1 Slides: Roll 06, Frame 06",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg75j,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg75j_2259838_master.tif,,,,,,,,,,,,,na84-1_slides_roll09_frame007,,,"NA84-1 Slides: Roll 09, Frame 07",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg762,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg762_2259647_master.tif,,,,,,,,,,,,,na84-1_slides_roll06_frame020,,,"NA84-1 Slides: Roll 06, Frame 20",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg77k,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg77k_2259680_master.tif,,,,,,,,,,,,,na84-1_slides_roll06_frame031,,,"NA84-1 Slides: Roll 06, Frame 31",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg783,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg783_2259730_master.tif,,,,,,,,,,,,,na84-1_slides_roll08_frame009,,,"NA84-1 Slides: Roll 08, Frame 09",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg79m,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg79m_2259602_master.tif,,,,,,,,,,,,,na84-1_slides_roll06_frame005,,,"NA84-1 Slides: Roll 06, Frame 05",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg7b4,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg7b4_2259644_master.tif,,,,,,,,,,,,,na84-1_slides_roll06_frame019,,,"NA84-1 Slides: Roll 06, Frame 19",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg7cn,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg7cn_2259811_master.tif,,,,,,,,,,,,,na84-1_slides_roll08_frame036,,,"NA84-1 Slides: Roll 08, Frame 36",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg7d5,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg7d5_2259709_master.tif,,,,,,,,,,,,,na84-1_slides_roll08_frame002,,,"NA84-1 Slides: Roll 08, Frame 02",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg7fp,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg7fp_2259844_master.tif,,,,,,,,,,,,,na84-1_slides_roll09_frame009,,,"NA84-1 Slides: Roll 09, Frame 09",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg7g6,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg7g6_2259641_master.tif,,,,,,,,,,,,,na84-1_slides_roll06_frame018,,,"NA84-1 Slides: Roll 06, Frame 18",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg7hq,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg7hq_2259677_master.tif,,,,,,,,,,,,,na84-1_slides_roll06_frame030,,,"NA84-1 Slides: Roll 06, Frame 30",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg7j7,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg7j7_2259727_master.tif,,,,,,,,,,,,,na84-1_slides_roll08_frame008,,,"NA84-1 Slides: Roll 08, Frame 08",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg7kr,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg7kr_2259599_master.tif,,,,,,,,,,,,,na84-1_slides_roll06_frame004,,,"NA84-1 Slides: Roll 06, Frame 04",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg7m8,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg7m8_2259638_master.tif,,,,,,,,,,,,,na84-1_slides_roll06_frame017,,,"NA84-1 Slides: Roll 06, Frame 17",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg7ns,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg7ns_2259808_master.tif,,,,,,,,,,,,,na84-1_slides_roll08_frame035,,,"NA84-1 Slides: Roll 08, Frame 35",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg7p9,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg7p9_2259706_master.tif,,,,,,,,,,,,,na84-1_slides_roll08_frame001,,,"NA84-1 Slides: Roll 08, Frame 01",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg7qt,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg7qt_2259850_master.tif,,,,,,,,,,,,,na84-1_slides_roll09_frame011,,,"NA84-1 Slides: Roll 09, Frame 11",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg7rb,ark:/21198/zz002gcntd,1,In progress,Work,,,,,,,,,,,,,,na84-1_slides_roll09_frame026,,,"NA84-1 Slides: Roll 09, Frame 26",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg7sv,ark:/21198/zz002gcntd,1,In progress,Work,,,,,,,,,,,,,,na84-1_slides_roll09_frame034,,,"NA84-1 Slides: Roll 09, Frame 34",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg7tc,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg7tc_2259805_master.tif,,,,,,,,,,,,,na84-1_slides_roll08_frame034,,,"NA84-1 Slides: Roll 08, Frame 34",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg7vw,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg7vw_2259739_master.tif,,,,,,,,,,,,,na84-1_slides_roll08_frame012,,,"NA84-1 Slides: Roll 08, Frame 12",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg7wd,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg7wd_2259703_master.tif,,,,,,,,,,,,,na84-1_slides_roll06_frame038,,,"NA84-1 Slides: Roll 06, Frame 38",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg7xx,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg7xx_2259674_master.tif,,,,,,,,,,,,,na84-1_slides_roll06_frame029,,,"NA84-1 Slides: Roll 06, Frame 29",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg7zf,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg7zf_2259635_master.tif,,,,,,,,,,,,,na84-1_slides_roll06_frame016,,,"NA84-1 Slides: Roll 06, Frame 16",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg80f,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg80f_2259700_master.tif,,,,,,,,,,,,,na84-1_slides_roll06_frame037,,,"NA84-1 Slides: Roll 06, Frame 37",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg81z,ark:/21198/zz002gcntd,1,In progress,Work,,,,,,,,,,,,,,na84-1_slides_roll09_frame024,,,"NA84-1 Slides: Roll 09, Frame 24",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg82g,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg82g_2259659_master.tif,,,,,,,,,,,,,na84-1_slides_roll06_frame024,,,"NA84-1 Slides: Roll 06, Frame 24",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg830,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg830_2259671_master.tif,,,,,,,,,,,,,na84-1_slides_roll06_frame028,,,"NA84-1 Slides: Roll 06, Frame 28",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg84h,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg84h_2259632_master.tif,,,,,,,,,,,,,na84-1_slides_roll06_frame015,,,"NA84-1 Slides: Roll 06, Frame 15",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg851,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg851_2259694_master.tif,,,,,,,,,,,,,na84-1_slides_roll06_frame035,,,"NA84-1 Slides: Roll 06, Frame 35",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg86j,ark:/21198/zz002gcntd,1,In progress,Work,,,,,,,,,,,,,,na84-1_slides_roll09_frame025,,,"NA84-1 Slides: Roll 09, Frame 25",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg872,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg872_2259656_master.tif,,,,,,,,,,,,,na84-1_slides_roll06_frame023,,,"NA84-1 Slides: Roll 06, Frame 23",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg88k,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg88k_2259668_master.tif,,,,,,,,,,,,,na84-1_slides_roll06_frame027,,,"NA84-1 Slides: Roll 06, Frame 27",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg893,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg893_2259754_master.tif,,,,,,,,,,,,,na84-1_slides_roll08_frame017,,,"NA84-1 Slides: Roll 08, Frame 17",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg8bm,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg8bm_2259691_master.tif,,,,,,,,,,,,,na84-1_slides_roll06_frame034,,,"NA84-1 Slides: Roll 06, Frame 34",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg8c4,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg8c4_2259874_master.tif,,,,,,,,,,,,,na84-1_slides_roll09_frame020,,,"NA84-1 Slides: Roll 09, Frame 20",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg8dn,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg8dn_2259653_master.tif,,,,,,,,,,,,,na84-1_slides_roll06_frame022,,,"NA84-1 Slides: Roll 06, Frame 22",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg8f5,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg8f5_2259665_master.tif,,,,,,,,,,,,,na84-1_slides_roll06_frame026,,,"NA84-1 Slides: Roll 06, Frame 26",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg8gp,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg8gp_2259697_master.tif,,,,,,,,,,,,,na84-1_slides_roll06_frame036,,,"NA84-1 Slides: Roll 06, Frame 36",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg8h6,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg8h6_2259688_master.tif,,,,,,,,,,,,,na84-1_slides_roll06_frame033,,,"NA84-1 Slides: Roll 06, Frame 33",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg8jq,ark:/21198/zz002gcntd,1,In progress,Work,,,,,,,,,,,,,,na84-1_slides_roll09_frame028,,,"NA84-1 Slides: Roll 09, Frame 28",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg8k7,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg8k7_2259650_master.tif,,,,,,,,,,,,,na84-1_slides_roll06_frame021,,,"NA84-1 Slides: Roll 06, Frame 21",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg8mr,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg8mr_2259662_master.tif,,,,,,,,,,,,,na84-1_slides_roll06_frame025,,,"NA84-1 Slides: Roll 06, Frame 25",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg8n8,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg8n8_2259626_master.tif,,,,,,,,,,,,,na84-1_slides_roll06_frame013,,,"NA84-1 Slides: Roll 06, Frame 13",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg8ps,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg8ps_2259685_master.tif,,,,,,,,,,,,,na84-1_slides_roll06_frame032,,,"NA84-1 Slides: Roll 06, Frame 32",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg8q9,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg8q9_2259778_master.tif,,,,,,,,,,,,,na84-1_slides_roll08_frame025,,,"NA84-1 Slides: Roll 08, Frame 25",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg8rt,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg8rt_2259802_master.tif,,,,,,,,,,,,,na84-1_slides_roll08_frame033,,,"NA84-1 Slides: Roll 08, Frame 33",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg8sb,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg8sb_2259751_master.tif,,,,,,,,,,,,,na84-1_slides_roll08_frame016,,,"NA84-1 Slides: Roll 08, Frame 16",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg8tv,ark:/21198/zz002gcntd,1,In progress,Work,,,,,,,,,,,,,,na84-1_slides_roll09_frame036,,,"NA84-1 Slides: Roll 09, Frame 36",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg8vc,ark:/21198/zz002gcntd,1,In progress,Work,,,,,,,,,,,,,,na84-1_slides_roll09_frame022,,,"NA84-1 Slides: Roll 09, Frame 22",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg8ww,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg8ww_2259775_master.tif,,,,,,,,,,,,,na84-1_slides_roll08_frame024,,,"NA84-1 Slides: Roll 08, Frame 24",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg8xd,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg8xd_2259829_master.tif,,,,,,,,,,,,,na84-1_slides_roll09_frame004,,,"NA84-1 Slides: Roll 09, Frame 04",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg8zx,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg8zx_2259748_master.tif,,,,,,,,,,,,,na84-1_slides_roll08_frame015,,,"NA84-1 Slides: Roll 08, Frame 15",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg90x,ark:/21198/zz002gcntd,1,In progress,Work,,,,,,,,,,,,,,na84-1_slides_roll09_frame035,,,"NA84-1 Slides: Roll 09, Frame 35",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg91f,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg91f_2259859_master.tif,,,,,,,,,,,,,na84-1_slides_roll09_frame014,,,"NA84-1 Slides: Roll 09, Frame 14",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg92z,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg92z_2259772_master.tif,,,,,,,,,,,,,na84-1_slides_roll08_frame023,,,"NA84-1 Slides: Roll 08, Frame 23",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg93g,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg93g_2259793_master.tif,,,,,,,,,,,,,na84-1_slides_roll08_frame030,,,"NA84-1 Slides: Roll 08, Frame 30",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg940,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg940_2259745_master.tif,,,,,,,,,,,,,na84-1_slides_roll08_frame014,,,"NA84-1 Slides: Roll 08, Frame 14",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg95h,ark:/21198/zz002gcntd,1,In progress,Work,,,,,,,,,,,,,,na84-1_slides_roll09_frame033,,,"NA84-1 Slides: Roll 09, Frame 33",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg961,ark:/21198/zz002gcntd,1,In progress,Work,,,,,,,,,,,,,,na84-1_slides_roll09_frame018,,,"NA84-1 Slides: Roll 09, Frame 18",,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002hg97j,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/image/21198-zz002hg97j_2259769_master.tif,,,,,,,,,,,,,na84-1_slides_roll08_frame022,,,"NA84-1 Slides: Roll 08, Frame 22",,,,,,,,
