Object Type,Title,File Name,Item Sequence,Thumbnail,Item ARK,Parent ARK,collection.physical,Local identifier,volume/year,issue,Date.created,Date.normalized,Summary,Format.extent,Format.medium,Genre,Language,Name.creator,Place of origin,Publisher.publisherName,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,Subject,viewingHint,Contributor,IIIF Manifest URL
Work,Atoka: Kehinsokun,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1544p9n,ark:/21198/z18s6qbr,ark:/21198/z1jd6x7k|~|ark:/21198/z13b7wpn,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan","ias_meap_1972_h_0032|~|vol. 37, no. 4; series 110",vol. 37,no. 4; series 110,September 1972,1972-09,Atoka: Yoruba photoplay drama about a very wealthy man who is also an armed robber.,36 pages,Photoplay Magazine,newspapers,yor,West African Book Publishers Limited,Lagos,West African Book Publishers Limited,West African Book Publishers Limited,text,copyrighted,www.wabp.com.ng; info@wabp.com.ng,"Nigeria, Southern|~|Periodicals|~|Performing arts|~|Drama|~|Fiction",paged,Hubert Ogunde,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18s6qbr/manifest
Work,Atoka: Kehinsokun,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hb15z0,ark:/21198/z1515zns,ark:/21198/z1jd6x7k|~|ark:/21198/z13b7wpn,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan","ias_meap_1972_h_0033|~|vol. 37, no. 4; series 111",vol. 37,no. 4; series 111,October 1972,1972-10,Atoka: Yoruba photoplay drama about a very wealthy man who is also an armed robber.,36 pages,Photoplay Magazine,newspapers,yor,West African Book Publishers Limited,Lagos,West African Book Publishers Limited,West African Book Publishers Limited,text,copyrighted,www.wabp.com.ng; info@wabp.com.ng,"Nigeria, Southern|~|Periodicals|~|Performing arts|~|Drama|~|Fiction",paged,Hubert Ogunde,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1515zns/manifest
Work,Atoka: Kehinsokun,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vd903j,ark:/21198/z11856zw,ark:/21198/z1jd6x7k|~|ark:/21198/z13b7wpn,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan","ias_meap_1972_h_0034|~|vol. 37, no. 4; series 112",vol. 37,no. 4; series 112,October 1972,1972-10,Atoka: Yoruba photoplay drama about a very wealthy man who is also an armed robber.,35 pages,Photoplay Magazine,newspapers,yor,West African Book Publishers Limited,Lagos,West African Book Publishers Limited,West African Book Publishers Limited,text,copyrighted,www.wabp.com.ng; info@wabp.com.ng,"Nigeria, Southern|~|Periodicals|~|Performing arts|~|Drama|~|Fiction",paged,Hubert Ogunde,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11856zw/manifest
Work,Atoka: Baba Keresi,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b878tg,ark:/21198/z1wh4qgm,ark:/21198/z1jd6x7k|~|ark:/21198/z13b7wpn,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan","ias_meap_1972_h_0035|~|vol. 38, no. 1; series 113",vol. 38,no. 1; series 113,December 1972,1972-12,Atoka: Yoruba photoplay comedy about Christmas.,36 pages,Photoplay Magazine,newspapers,yor,West African Book Publishers Limited,Lagos,West African Book Publishers Limited,West African Book Publishers Limited,text,copyrighted,www.wabp.com.ng; info@wabp.com.ng,"Nigeria, Southern|~|Periodicals|~|Performing arts|~|Drama|~|Fiction",paged,Adebayo Faleti ati egbe Alebiosu se,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wh4qgm/manifest
Work,Atoka: Baba Keresi,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pc533c,ark:/21198/z1rr3zqf,ark:/21198/z1jd6x7k|~|ark:/21198/z13b7wpn,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan","ias_meap_1972_h_0036|~|vol. 38, no. 2; series 114",vol. 38,no. 2; series 114,December 1972,1972-12,Atoka: Yoruba photoplay comedy about Christmas.,35 pages,Photoplay Magazine,newspapers,yor,West African Book Publishers Limited,Lagos,West African Book Publishers Limited,West African Book Publishers Limited,text,copyrighted,www.wabp.com.ng; info@wabp.com.ng,"Nigeria, Southern|~|Periodicals|~|Performing arts|~|Drama|~|Fiction",paged,Adebayo Faleti ati egbe Alebiosu se,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rr3zqf/manifest
Work,Atoka: Kehinsokun,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1573crd,ark:/21198/z1n31xdr,ark:/21198/z1jd6x7k|~|ark:/21198/z13b7wpn,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan","ias_meap_1972_h_0059|~|vol. 37, no. 2; series 108",vol. 37,no. 2; series 108,August 1972,1972-08,Atoka: Yoruba photoplay drama about a very wealthy man who is also an armed robber.,36 pages,Photoplay Magazine,newspapers,yor,West African Book Publishers Limited,Lagos,West African Book Publishers Limited,West African Book Publishers Limited,text,copyrighted,www.wabp.com.ng; info@wabp.com.ng,"Nigeria, Southern|~|Periodicals|~|Performing arts|~|Drama|~|Fiction",paged,Hubert Ogunde,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1n31xdr/manifest
Work,Atoka: Aiye Soro,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hd9wd7,ark:/21198/z1hb15pd,ark:/21198/z1jd6x7k|~|ark:/21198/z13b7wpn,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan","ias_meap_1973_h_0037|~|vol. 39, no. 1; series 115",vol. 39,no. 1; series 115,January 1973,1973-01,Atoka: Yoruba photoplay drama about contestation for a throne by two rightful candidates who are certified by the Ifa oracle.,36 pages,Photoplay Magazine,newspapers,yor,West African Book Publishers Limited,Lagos,West African Book Publishers Limited,West African Book Publishers Limited,text,copyrighted,www.wabp.com.ng; info@wabp.com.ng,"Nigeria, Southern|~|Periodicals|~|Performing arts|~|Drama|~|Fiction",paged,Oyin Adejobi,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hb15pd/manifest
Work,Atoka: Aiye Soro,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vh7pmt,ark:/21198/z1ck0dx7,ark:/21198/z1jd6x7k|~|ark:/21198/z13b7wpn,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan","ias_meap_1973_h_0038|~|vol. 39, no. 2; series 116",vol. 39,no. 2; series 116,January 1973,1973-01,Atoka: Yoruba photoplay drama about contestation for a throne by two rightful candidates who are certified by the Ifa oracle.,36 pages,Photoplay Magazine,newspapers,yor,West African Book Publishers Limited,Lagos,West African Book Publishers Limited,West African Book Publishers Limited,text,copyrighted,www.wabp.com.ng; info@wabp.com.ng,"Nigeria, Southern|~|Periodicals|~|Performing arts|~|Drama|~|Fiction",paged,Oyin Adejobi,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ck0dx7/manifest
Work,Atoka: Aiye Soro,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16m57hg,ark:/21198/z17s9p6c,ark:/21198/z1jd6x7k|~|ark:/21198/z13b7wpn,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan","ias_meap_1973_h_0039|~|vol. 39, no. 3; series 117",vol. 39,no. 3; series 117,February 1973,1973-02,Atoka: Yoruba photoplay drama about contestation for a throne by two rightful candidates who are certified by the Ifa oracle.,36 pages,Photoplay Magazine,newspapers,yor,West African Book Publishers Limited,Lagos,West African Book Publishers Limited,West African Book Publishers Limited,text,copyrighted,www.wabp.com.ng; info@wabp.com.ng,"Nigeria, Southern|~|Periodicals|~|Performing arts|~|Drama|~|Fiction",paged,Oyin Adejobi,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17s9p6c/manifest
Work,Atoka: Feso Jaiye,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jq31q2,ark:/21198/z1418xjv,ark:/21198/z1jd6x7k|~|ark:/21198/z13b7wpn,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan","ias_meap_1973_h_0040|~|vol. 40, no. 1; series 118",vol. 40,no. 1; series 118,February 1973,1973-02,Atoka: Yoruba photoplay drama about a hardworking man and his wasteful wife.,35 pages,Photoplay Magazine,newspapers,yor,West African Book Publishers Limited,Lagos,West African Book Publishers Limited,West African Book Publishers Limited,text,copyrighted,www.wabp.com.ng; info@wabp.com.ng,"Nigeria, Southern|~|Periodicals|~|Performing arts|~|Drama|~|Fiction",paged,Kola Ogunmola ati awon elere re (and his theatre company),https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1418xjv/manifest
Work,Atoka: Feso Jaiye,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11k1bh9,ark:/21198/z10885s2,ark:/21198/z1jd6x7k|~|ark:/21198/z13b7wpn,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan","ias_meap_1973_h_0041|~|vol. 40, no. 2; series 119",vol. 40,no. 2; series 119,March 1973,1973-03,Atoka: Yoruba photoplay drama about a hardworking man and his wasteful wife.,34 pages,Photoplay Magazine,newspapers,yor,West African Book Publishers Limited,Lagos,West African Book Publishers Limited,West African Book Publishers Limited,text,copyrighted,www.wabp.com.ng; info@wabp.com.ng,"Nigeria, Southern|~|Periodicals|~|Performing arts|~|Drama|~|Fiction",paged,Kola Ogunmola ati awon elere re (and his theatre company),https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10885s2/manifest
Work,Atoka: Gorodomu,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n60n32,ark:/21198/z1vh7pb7,ark:/21198/z1jd6x7k|~|ark:/21198/z13b7wpn,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan","ias_meap_1973_h_0042|~|vol. 41, No 1; series 120",vol. 41,No 1; series 120,March 1973,1973-03,Atoka: Yoruba photoplay comedy about three lazy friends.,36 pages,Photoplay Magazine,newspapers,yor,West African Book Publishers Limited,Lagos,West African Book Publishers Limited,West African Book Publishers Limited,text,copyrighted,www.wabp.com.ng; info@wabp.com.ng,"Nigeria, Southern|~|Periodicals|~|Performing arts|~|Drama|~|Fiction",paged,Ola Omonitan,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vh7pb7/manifest
Work,Atoka: Gorodomu,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz108863h,ark:/21198/z1qv5n0s,ark:/21198/z1jd6x7k|~|ark:/21198/z13b7wpn,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan","ias_meap_1973_h_0043|~|vol. 41, No 2; series 121",vol. 41,No 2; series 121,April 1973,1973-04,Atoka: Yoruba photoplay comedy about three lazy friends.,36 pages,Photoplay Magazine,newspapers,yor,West African Book Publishers Limited,Lagos,West African Book Publishers Limited,West African Book Publishers Limited,text,copyrighted,www.wabp.com.ng; info@wabp.com.ng,"Nigeria, Southern|~|Periodicals|~|Performing arts|~|Drama|~|Fiction",paged,Ola Omonitan,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qv5n0s/manifest
Work,Atoka: Otun Akogun,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bg4psx,ark:/21198/z1m34w6g,ark:/21198/z1jd6x7k|~|ark:/21198/z13b7wpn,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan","ias_meap_1973_h_0044|~|vol. 42, no. 1; series 122",vol. 42,no. 1; series 122,April 1973,1973-04,Atoka: Yoruba photoplay about a discord between a king and his war general.,36 pages,Photoplay Magazine,newspapers,yor,West African Book Publishers Limited,Lagos,West African Book Publishers Limited,West African Book Publishers Limited,text,copyrighted,www.wabp.com.ng; info@wabp.com.ng,"Nigeria, Southern|~|Periodicals|~|Performing arts|~|Drama|~|Fiction",paged,Duro Ladipo,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1m34w6g/manifest
Work,Atoka: Otun Akogun,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pk2gxm,ark:/21198/z1gb44g4,ark:/21198/z1jd6x7k|~|ark:/21198/z13b7wpn,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan","ias_meap_1973_h_0045|~|vol. 42, no. 3; series 124",vol. 42,no. 3; series 124,May 1973,1973-05,Atoka: Yoruba photoplay about a discord between a king and his war general.,36 pages,Photoplay Magazine,newspapers,yor,West African Book Publishers Limited,Lagos,West African Book Publishers Limited,West African Book Publishers Limited,text,copyrighted,www.wabp.com.ng; info@wabp.com.ng,"Nigeria, Southern|~|Periodicals|~|Performing arts|~|Drama|~|Fiction",paged,Duro Ladipo,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gb44g4/manifest
Work,Atoka: Otun Akogun,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11p01vq,ark:/21198/z1bk3csv,ark:/21198/z1jd6x7k|~|ark:/21198/z13b7wpn,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan","ias_meap_1973_h_0046|~|vol. 42, no. 4; series 125",vol. 42,no. 4; series 125,June 1973,1973-06,Atoka: Yoruba photoplay about a discord between a king and his war general.,36 pages,Photoplay Magazine,newspapers,yor,West African Book Publishers Limited,Lagos,West African Book Publishers Limited,West African Book Publishers Limited,text,copyrighted,www.wabp.com.ng; info@wabp.com.ng,"Nigeria, Southern|~|Periodicals|~|Performing arts|~|Drama|~|Fiction",paged,Duro Ladipo,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bk3csv/manifest
Work,Atoka: Nwon ro pe were ni,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cr7v37,ark:/21198/z16t2n4f,ark:/21198/z1jd6x7k|~|ark:/21198/z13b7wpn,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan","ias_meap_1973_h_0047|~|vol. 43, no. 1; series 126",vol. 43,no. 1; series 126,June 1973,1973-06,Atoka: Yoruba photoplay about two intimate friends who later betray one another.,35 pages,Photoplay Magazine,newspapers,yor,West African Book Publishers Limited,Lagos,West African Book Publishers Limited,West African Book Publishers Limited,text,copyrighted,www.wabp.com.ng; info@wabp.com.ng,"Nigeria, Southern|~|Periodicals|~|Performing arts|~|Drama|~|Fiction",paged,Adebayo Faleti,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16t2n4f/manifest
Work,Atoka: Nwon ro pe were ni,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vm6d20,ark:/21198/z1321wck,ark:/21198/z1jd6x7k|~|ark:/21198/z13b7wpn,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan","ias_meap_1973_h_0048|~|vol. 43, no. 2; series 127",vol. 43,no. 2; series 127,July 1973,1973-07,Atoka: Yoruba photoplay about two intimate friends who later betray one another.,36 pages,Photoplay Magazine,newspapers,yor,West African Book Publishers Limited,Lagos,West African Book Publishers Limited,West African Book Publishers Limited,text,copyrighted,www.wabp.com.ng; info@wabp.com.ng,"Nigeria, Southern|~|Periodicals|~|Performing arts|~|Drama|~|Fiction",paged,Adebayo Faleti,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1321wck/manifest
Work,Atoka: Nwon ro pe were ni,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16t2nfg,ark:/21198/z1z91cw8,ark:/21198/z1jd6x7k|~|ark:/21198/z13b7wpn,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan","ias_meap_1973_h_0049|~|vol. 43, no. 3; series 128",vol. 43,no. 3; series 128,July 1973,1973-07,Atoka: Yoruba photoplay about two intimate friends who later betray one another.,37 pages,Photoplay Magazine,newspapers,yor,West African Book Publishers Limited,Lagos,West African Book Publishers Limited,West African Book Publishers Limited,text,copyrighted,www.wabp.com.ng; info@wabp.com.ng,"Nigeria, Southern|~|Periodicals|~|Performing arts|~|Drama|~|Fiction",paged,Adebayo Faleti,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z91cw8/manifest
Work,Atoka: Nwon ro pe were ni,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jx0fqz,ark:/21198/z1tm9bm5,ark:/21198/z1jd6x7k|~|ark:/21198/z13b7wpn,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan","ias_meap_1973_h_0050|~|vol. 43, no. 4; series 129",vol. 43,no. 4; series 129,August 1973,1973-08,Atoka: Yoruba photoplay about two intimate friends who later betray one another.,35 pages,Photoplay Magazine,newspapers,yor,West African Book Publishers Limited,Lagos,West African Book Publishers Limited,West African Book Publishers Limited,text,copyrighted,www.wabp.com.ng; info@wabp.com.ng,"Nigeria, Southern|~|Periodicals|~|Performing arts|~|Drama|~|Fiction",paged,Adebayo Faleti,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tm9bm5/manifest
Work,Atoka: Nwon ro pe were ni,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11r8r9z,ark:/21198/z1pv8kv0,ark:/21198/z1jd6x7k|~|ark:/21198/z13b7wpn,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan","ias_meap_1973_h_0051|~|vol. 43, no. 5; series 130",vol. 43,no. 5; series 130,August 1973,1973-08,Atoka: Yoruba photoplay about two intimate friends who later betray one another.,35 pages,Photoplay Magazine,newspapers,yor,West African Book Publishers Limited,Lagos,West African Book Publishers Limited,West African Book Publishers Limited,text,copyrighted,www.wabp.com.ng; info@wabp.com.ng,"Nigeria, Southern|~|Periodicals|~|Performing arts|~|Drama|~|Fiction",paged,Adebayo Faleti,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pv8kv0/manifest
Work,Atoka: Eni awi fun,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hm7978,ark:/21198/z1k37v23,ark:/21198/z1jd6x7k|~|ark:/21198/z13b7wpn,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan","ias_meap_1973_h_0052|~|vol. 44, no. 1; series 131",vol. 44,no. 1; series 131,August 1973,1973-08,Atoka: Yoruba photoplay about   a farmer who is poor and has a tolerant wife who endures hardship with him but is later rejected when the man has money.,36 pages,Photoplay Magazine,newspapers,yor,West African Book Publishers Limited,Lagos,West African Book Publishers Limited,West African Book Publishers Limited,text,copyrighted,www.wabp.com.ng; info@wabp.com.ng,"Nigeria, Southern|~|Periodicals|~|Performing arts|~|Drama|~|Fiction",paged,Ayinla Olumegbon,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1k37v23/manifest
Work,Atoka: Eni awi fun,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vq53dd,ark:/21198/z1fb73c6,ark:/21198/z1jd6x7k|~|ark:/21198/z13b7wpn,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan","ias_meap_1973_h_0053|~|vol. 44, no. 2; series 132",vol. 44,no. 2; series 132,August 1973,1973-08,Atoka: Yoruba photoplay about a farmer who is poor and has a tolerant wife who endures hardship with him but is later rejected when the man has money,36 pages,Photoplay Magazine,newspapers,yor,West African Book Publishers Limited,Lagos,West African Book Publishers Limited,West African Book Publishers Limited,text,copyrighted,www.wabp.com.ng; info@wabp.com.ng,"Nigeria, Southern|~|Periodicals|~|Performing arts|~|Drama|~|Fiction",paged,Ayinla Olumegbon,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fb73c6/manifest
Work,Atoka: Eni awi fun,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16t2ngx,ark:/21198/z19k6bpx,ark:/21198/z1jd6x7k|~|ark:/21198/z13b7wpn,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan","ias_meap_1973_h_0054|~|vol. 44, no. 3; series 133",vol. 44,no. 3; series 133,September 1973,1973-09,Atoka: Yoruba photoplay about a farmer who is poor and has a tolerant wife who endures hardship with him but is later rejected when the man has money.,36 pages,Photoplay Magazine,newspapers,yor,West African Book Publishers Limited,Lagos,West African Book Publishers Limited,West African Book Publishers Limited,text,copyrighted,www.wabp.com.ng; info@wabp.com.ng,"Nigeria, Southern|~|Periodicals|~|Performing arts|~|Drama|~|Fiction",paged,Ayinla Olumegbon,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19k6bpx/manifest
Work,Atoka: Otun Akogun,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k09530,ark:/21198/z15t5kz6,ark:/21198/z1jd6x7k|~|ark:/21198/z13b7wpn,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan","ias_meap_1973_h_0060|~|vol. 42, no. 2; series 123",vol. 42,no. 2; series 123,May 1973,1973-05,Atoka: Yoruba photoplay about a discord between a king and his war general.,36 pages,Photoplay Magazine,newspapers,yor,West African Book Publishers Limited,Lagos,West African Book Publishers Limited,West African Book Publishers Limited,text,copyrighted,www.wabp.com.ng; info@wabp.com.ng,"Nigeria, Southern|~|Periodicals|~|Performing arts|~|Drama|~|Fiction",paged,Duro Ladipo,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15t5kz6/manifest
Work,Atoka: Olowo Banka,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x36zbn,ark:/21198/z1224v6r,ark:/21198/z1jd6x7k|~|ark:/21198/z13b7wpn,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan","ias_meap_1974_h_0055|~|vol. 45, no. 1; series 134",vol. 45,no. 1; series 134,January 1974,1974-01,Atoka: Yoruba photoplay about a young man who is addicted to gambling.,36 pages,Photoplay Magazine,newspapers,yor,West African Book Publishers Limited,Lagos,West African Book Publishers Limited,West African Book Publishers Limited,text,copyrighted,www.wabp.com.ng; info@wabp.com.ng,"Nigeria, Southern|~|Periodicals|~|Performing arts|~|Drama|~|Fiction",paged,Isola Ogunsola,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1224v6r/manifest
Work,Atoka: Olowo Banka,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1864h79,ark:/21198/z1xd325m,ark:/21198/z1jd6x7k|~|ark:/21198/z13b7wpn,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan","ias_meap_1974_h_0056|~|vol. 45, no. 2; series 135",vol. 45,no. 2; series 135,January 1974,1974-01,Atoka: Yoruba photoplay about a young man who is addicted to gambling.,36 pages,Photoplay Magazine,newspapers,yor,West African Book Publishers Limited,Lagos,West African Book Publishers Limited,West African Book Publishers Limited,text,copyrighted,www.wabp.com.ng; info@wabp.com.ng,"Nigeria, Southern|~|Periodicals|~|Performing arts|~|Drama|~|Fiction",paged,Isola Ogunsola,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xd325m/manifest
Work,Atoka: Olowo Banka,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m929fw,ark:/21198/z1sn29fw,ark:/21198/z1jd6x7k|~|ark:/21198/z13b7wpn,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan","ias_meap_1974_h_0057|~|vol. 45, no. 3; series 136",vol. 45,no. 3; series 136,February 1974,1974-02,Atoka: Yoruba photoplay about a young man who is addicted to gambling.,36 pages,Photoplay Magazine,newspapers,yor,West African Book Publishers Limited,Lagos,West African Book Publishers Limited,West African Book Publishers Limited,text,copyrighted,www.wabp.com.ng; info@wabp.com.ng,"Nigeria, Southern|~|Periodicals|~|Performing arts|~|Drama|~|Fiction",paged,Isola Ogunsola,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sn29fw/manifest
Work,Atoka: Olowo Banka,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zg8t1t,ark:/21198/z1nw1jpq,ark:/21198/z1jd6x7k|~|ark:/21198/z13b7wpn,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan","ias_meap_1974_h_0058|~|vol. 45, no. 4; series 137",vol. 45,no. 4; series 137,February 1974,1974-02,Atoka: Yoruba photoplay about a young man who is addicted to gambling.,36 pages,Photoplay Magazine,newspapers,yor,West African Book Publishers Limited,Lagos,West African Book Publishers Limited,West African Book Publishers Limited,text,copyrighted,www.wabp.com.ng; info@wabp.com.ng,"Nigeria, Southern|~|Periodicals|~|Performing arts|~|Drama|~|Fiction",paged,Isola Ogunsola,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1nw1jpq/manifest
