Object Type,Item ARK,Parent ARK,File Name,Title,AltTitle.translated,AltTitle.other,collection.physical,Contents note,Date.created,Date.normalized,Contributor,Name.producer,Format.extent,issue,Format.medium,Resource type,Genre,Language,Local identifier,Name.creator,Place of origin,Publisher.publisherName,Repository,Rights.copyrightStatus,Rights.rightsHolderContact,Subject
Work,ark:/21198/z1gj1jfk,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0217.wav,Obatala,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Duro Ladipo and His National Theatre Group,"Institute of African Studies, University of Ibadan",24 mins 04 secs,,Reel-to-Reel Tape,sound recording,sound recordings,yor,4,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Performing arts festivals"
Work,ark:/21198/z1bs0snz,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0218.wav,Kilba Dancers from Adamawa 1,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,March 1967,1967-03,Frank Speed,"Institute of African Studies, University of Ibadan",10mins 1sec,,,sound recording,sound recordings,hbb,798,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Adamawa State|~|Folk Music Festivals|~|Performing Arts
Work,ark:/21198/z17101xx,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0220.wav,Kilba Dancers from Adamawa 1,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,March 1967,1967-03,Frank Speed,"Institute of African Studies, University of Ibadan",9mins 38secs,,,sound recording,sound recordings,hbb,798,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Adamawa State|~|Folk Festival|~|Folk Dance Music|~|Performing Arts|~|Arts and Culture|~|History
Work,ark:/21198/z13b80nt,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0221.wav,Dumas Dancers from Kaduna,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,March 1967,1967-03,Frank Speed,"Institute of African Studies, University of Ibadan",15mins 41secs,,,sound recording,sound recordings,hau,798,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Kaduna State|~|Folk Festival|~|Folk Dance Music|~|Performing Arts|~|Arts and Culture|~|History
Work,ark:/21198/z1zk7h5j,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0260.wav,Ogbe Ose,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",08 mins 38 secs,1,Reel-to-Reel Tape,sound recording,sound recordings,yor,235,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture |~|Recitations"
Work,ark:/21198/z1tt6rcx,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0261.wav,Ogbe Ofun,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",20 mins 34 secs,2,Reel-to-Reel Tape,sound recording,sound recordings,yor,235,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture |~|Recitations"
Work,ark:/21198/z1q260pb,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0263.wav,ObaraBogbe,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",22 mins 24 secs,,Reel-to-Reel Tape,sound recording,sound recordings,yor,7,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture |~|Recitations"
Work,ark:/21198/z1k9580g,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0266.wav,Okanran Sade,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",19 mins 58 secs,,Reel-to-Reel Tape,sound recording,sound recordings,yor,8,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture |~|Recitations"
Work,ark:/21198/z1fj4h8r,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0268.wav,Ogundabede,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",37 mins 91 secs,,Reel-to-Reel Tape,sound recording,sound recordings,yor,242,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture |~|Recitations"
Work,ark:/21198/z19s3rhk,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0271.wav,Osayeku,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",24 mins 49 secs,,Reel-to-Reel Tape,sound recording,sound recordings,yor,265,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture |~|Recitations"
Work,ark:/21198/z1641q6w,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0276.wav,Ikayeku,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",19 mins 13 secs,,Reel-to-Reel Tape,sound recording,sound recordings,yor,266,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture |~|Recitations"
Work,ark:/21198/z12c0zhm,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0278.wav,Oturupon Oyeku,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",32 mins 36 secs,,Reel-to-Reel Tape,sound recording,sound recordings,yor,267,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations"
Work,ark:/21198/z1xm0g08,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0280.wav,Ifa Explanation,,Otuayepin,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",20 mins 11 secs,,Reel-to-Reel Tape,sound recording,sound recordings,yor,,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations"
Work,ark:/21198/z1st9q80,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0281.wav,Ifa Explanation,,Ateeyeku,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",14 mins 14 secs,,Reel-to-Reel Tape,sound recording,sound recordings,yor,,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations"
Work,ark:/21198/z1p28zmg,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0293.wav,Otuayepin,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Frank Sofed,"Institute of African Studies, University of Ibadan",20 mins 11 secs,67,Reel-to-Reel Tape,sound recording,sound recordings,yor,268,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations"
Work,ark:/21198/z1j986w4,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0294.wav,Ateeyeku,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Frank Sofed,"Institute of African Studies, University of Ibadan",14 mins 13 secs,68,Reel-to-Reel Tape,sound recording,sound recordings,yor,268,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations"
Work,ark:/21198/z1dj7g4c,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0335.wav,Ejiogbe,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",14 mins 15 secs,1,Reel-to-Reel Tape,sound recording,sound recordings,yor,1,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations"
Work,ark:/21198/z18w5dtz,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0336.wav,Oyeku Mejeeji,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",07 mins 23 secs,2,Reel-to-Reel Tape,sound recording,sound recordings,yor,1,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations"
Work,ark:/21198/z1544p2h,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0337.wav,Iwori  Mejeeji,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",05 mins 39 secs,3,Reel-to-Reel Tape,sound recording,sound recordings,yor,1,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations"
Work,ark:/21198/z11c3x9b,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0338.wav,Odi Mejeeji,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",14 mins 15 secs,4,Reel-to-Reel Tape,sound recording,sound recordings,yor,1,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations"
Work,ark:/21198/z1wm3dvg,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0344.wav,Irosun Meji,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",10 mins 40 secs,5,Reel-to-Reel Tape,sound recording,sound recordings,yor,2,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations"
Work,ark:/21198/z1rv2p62,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0345.wav,Owonrin Meji,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",05 mins 16 secs,6,Reel-to-Reel Tape,sound recording,sound recordings,yor,2,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations"
Work,ark:/21198/z1n31xf6,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0346.wav,Obara Mejeeji,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",06 mins 52 secs,7,Reel-to-Reel Tape,sound recording,sound recordings,yor,2,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations"
Work,ark:/21198/z1hb15qv,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0347.wav,Okanran Meji,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",04 mins 00 secs,8,Reel-to-Reel Tape,sound recording,sound recordings,yor,2,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations"
Work,ark:/21198/z1cn94d9,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0348.wav,Osa Meji,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",05 mins 01 secs,9,Reel-to-Reel Tape,sound recording,sound recordings,yor,2,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations"
Work,ark:/21198/z17w8cn4,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0349.wav,Ogunda Meji,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",12 mins 56 secs,10,Reel-to-Reel Tape,sound recording,sound recordings,yor,3,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations"
Work,ark:/21198/z1447mw8,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0350.wav,Ika Mejeeji,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",05 mins 23 secs,11,Reel-to-Reel Tape,sound recording,sound recordings,yor,3,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations"
Work,ark:/21198/z10c6w6d,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0351.wav,Ologbon Meji,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",07 mins 41 secs,12,Reel-to-Reel Tape,sound recording,sound recordings,yor,3,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations"
Work,ark:/21198/z1vm6cq3,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0352.wav,Otua Meji,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",06 mins 11 secs,13,Reel-to-Reel Tape,sound recording,sound recordings,yor,3,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations"
Work,ark:/21198/z1qv5n17,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0353.wav,Otua Meji Continues,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",08 mins 08 secs,13,Reel-to-Reel Tape,sound recording,sound recordings,yor,4,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations"
Work,ark:/21198/z1m34w7x,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0354.wav,Eji Elemere,,Irete Meji,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",06 mins 13 secs,14,Reel-to-Reel Tape,sound recording,sound recordings,yor,4,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations"
Work,ark:/21198/z1gf2v0t,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0355.wav,Ose Mejeeji,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",12 mins 22 secs,15,Reel-to-Reel Tape,sound recording,sound recordings,yor,4,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations"
Work,ark:/21198/z1bp238g,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0356.wav,Orangun Mejeeji,,Ofun Meji,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",05 mins 46 secs,16,Reel-to-Reel Tape,sound recording,sound recordings,yor,4,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations"
Work,ark:/21198/z16x1bh9,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0357.wav,Ogbe Oyeku,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",06 mins 57 secs,17,Reel-to-Reel Tape,sound recording,sound recordings,yor,5,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations"
Work,ark:/21198/z1350ktb,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0358.wav,Ogbe Weyin,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",07 mins 08 secs,18,Reel-to-Reel Tape,sound recording,sound recordings,yor,5,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations"
Work,ark:/21198/z1zd03cw,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0359.wav,Ogbeedi,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",11 mins 42 secs,19,Reel-to-Reel Tape,sound recording,sound recordings,yor,5,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations"
Work,ark:/21198/z1tm9bnm,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0360.wav,Ogbedawoosun,,Ogbefidiosunlele,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",11 mins 23 secs,20,Reel-to-Reel Tape,sound recording,sound recordings,yor,5,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations"
Work,ark:/21198/z1pz7995,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0361.wav,Ogbehunle,,Ogbewonrin,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",10 mins 46 secs,21,Reel-to-Reel Tape,sound recording,sound recordings,yor,5,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations"
Work,ark:/21198/z1k66jm6,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0362.wav,Ogbebarada,,Ogbebara,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",10 mins 15 secs,22,Reel-to-Reel Tape,sound recording,sound recordings,yor,5,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations"
Work,ark:/21198/z1ff5sv1,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0363.wav,Iwori Kosun,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",05 mins 24 secs,1,Reel-to-Reel Tape,sound recording,sound recordings,yor,27,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations"
Work,ark:/21198/z19p523n,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0364.wav,Iwori Owonrin,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",06 mins 39 secs,2,Reel-to-Reel Tape,sound recording,sound recordings,yor,27,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations"
Work,ark:/21198/z15x49dc,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0365.wav,Iwori Obere,,Iwori Obara,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",08 mins 15 secs,3,Reel-to-Reel Tape,sound recording,sound recordings,yor,27,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations"
Work,ark:/21198/z1253jqd,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0366.wav,Iwori Orinkan,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",06 mins 07 secs,4,Reel-to-Reel Tape,sound recording,sound recordings,yor,27,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations"
Work,ark:/21198/z1xd3262,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0367.wav,Iwori Aweda,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",04 mins 04 secs,5,Reel-to-Reel Tape,sound recording,sound recordings,yor,27,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations"
Work,ark:/21198/z1sr10wn,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0368.wav,Iwori Osa,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",02 mins 01 secs,6,Reel-to-Reel Tape,sound recording,sound recordings,yor,27,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations"
Work,ark:/21198/z1p00846,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0396.wav,Kaburu from Niger,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1972,1972,Frank Speed,"Institute of African Studies, University of Ibadan",13 mins 15 secs,,Reel-to-Reel Tape,sound recording,sound recordings,nup,595,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria|~|Folk music festivals|~|Performing arts festivals|~|Songs, Nupe"
Work,ark:/21198/z1j69hcg,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0397.wav,Bid-bid from Bauchi,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Frank Speed,"Institute of African Studies, University of Ibadan",12 mins 08 secs,,Reel-to-Reel Tape,sound recording,sound recordings,hau,595,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Folk music festivals|~|Performing arts festivals
Work,ark:/21198/z1df8rnr,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0398.wav,Irete Njeru,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,June 1967,1967-06,Frank Sired,"Institute of African Studies, University of Ibadan",53 mins 19 secs,,Reel-to-Reel Tape,sound recording,sound recordings,yor,311,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest |~|Cultural Heritage"
Work,ark:/21198/z18p810q,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0402.wav,Otuaolounwo,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,June 1967,1967-06,Frank Sofed,"Institute of African Studies, University of Ibadan",1 hr 5 secs,,Reel-to-Reel Tape,sound recording,sound recordings,yor,310,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest |~|Cultural Heritage"
Work,ark:/21198/z14x7880,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0450.wav,Ikagbemi,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",23 mins 19 secs,,Reel-to-Reel Tape,sound recording,sound recordings,yor,243,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations|~|Intellectuals--Interviews"
