Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Visibility,viewingHint,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.creatorCorporate,Subject,Name.subject,Language,Name.photographer,Name.interviewer,Name.creator,Name.interviewee,Name.contributor,Publisher.publisherName,Format.extent,Relation.isPartOf,Title,Date.creation,Description.abstract,Coverage.geographic,Description.tableOfContents,AltTitle.uniform,Description.note,Alt ID.local,Publisher.placeOfOrigin,Format.medium,Description.caption,Format.dimensions,Relation.hasPart,IIIF Manifest URL
Mental Health Archive,ark:/21198/zz001d3jfg,ark:/21198/zz001d36st,1,In progress,Work,,68,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tm92d5,private,individuals,,,,,ASOC Transformation Documents|~|Mental health services--California--Los Angeles County--Budget,,eng,,,"Allen, Jim",,,,,DMH Database,CSS Implementational Positions,05-09-2006|~|05-09-2006 7:46 A.M.,E-mail of Staffing attachments listing the CSS Positions in Plan and Budget (FY 2006-2007),,,CSS Positions in Plans and Budget,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001d3jfg-1-master.pdf,DMH,E-mail,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d3jfg/manifest
Mental Health Archive,ark:/21198/zz001d3jg0,ark:/21198/zz001d36st,1,In progress,Work,,69,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12538hd,private,individuals,,manuscripts (document genre),,,ASOC Transformation Documents|~|Mental health services--California--Los Angeles County--Transformation,none given,eng,,,,,,,,DMH Database,ASOC Curtailment Transformation Recommendations,05-31-2006,"ASOC Revised Curtailment/Transformation Recomendations May 31, 2006",Los Angeles County,,"ASOC Revised Curtailment/Transformation Recomendations May 31, 2006",,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001d3jg0-1-master.pdf,DMH,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d3jg0/manifest
Mental Health Archive,ark:/21198/zz001d3jhh,ark:/21198/zz001d36st,1,In progress,Work,,80,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nw18gq,private,individuals,,data tables,,,ASOC Transformation Documents|~|Mental health services--California--Los Angeles County--Budget,,eng,,,none given,,,Maria Funk,,DMH Database,Costs Per Client,Unknown,Note of Cost for the Client enrolled in the AB 2304 Program,Los Angeles County,,Number of Client Enrollend in AB 2304 Program,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001d3jhh-1-master.pdf,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d3jhh/manifest
Mental Health Archive,ark:/21198/zz001d3jj1,ark:/21198/zz001d36st,1,In progress,Work,,83,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j40ht6,private,individuals,text,,,,ASOC Transformation Documents|~|Mentally ill--Recovery--California--Los Angeles County,,eng,,,"Allen, Jim",,,,,DMH Database,DMH Incarcerated Women With Mental Health Issues Reentering the Workforce,05-31-2006,"DMH Colaberation with LASD, NIMH and USAG regarding Reintegration of Women with Mental Health Problem",Los Angeles County,,"DMH Colaberation with LASD, NIMH and USAG regarding Reintegration of Women with Mental Health Problems",,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001d3jj1-1-master.pdf,DMH,Letter,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d3jj1/manifest
Mental Health Archive,ark:/21198/zz001d3jkj,ark:/21198/zz001d36st,1,In progress,Work,,86,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1df8gd9,private,individuals,,manuscripts (document genre),,,ASOC Transformation Documents|~|Mental health services--California--Los Angeles County--Transformation,none given,eng,,,,,,,,DMH Database,ASOC EBT Cards,Unknown,Overview listing how Cash and Food Benefits will be transferred to an Electronic Benefits Transfer (EBT) card.,Los Angeles County,,ASOC Transformation Monety Management--Proposed Use of EBT Cards,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001d3jkj-1-master.pdf,DMH,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d3jkj/manifest
Mental Health Archive,ark:/21198/zz001d3jm2,ark:/21198/zz001d36st,1,In progress,Work,,85,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1156794,private,individuals,,manuscripts (document genre),,,ASOC Transformation Documents|~|Mental health services--California--Los Angeles County--Budget,,eng,,,none given,,,,,DMH Database,ACHSA Proposal for Allocation of MHSA CSS Money,Unknown,Proposed Principles of how the MHSA CSS dollars are to be allocated.,Los Angeles County,,MHSA Draft Allocation principles,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001d3jm2-1-master.pdf,DMH,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d3jm2/manifest
Mental Health Archive,ark:/21198/zz001d3jnk,ark:/21198/zz001d36st,1,In progress,Work,,91,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mw47d7,private,individuals,text,,,,ASOC Transformation Documents|~|Mental Health Services $z California,,eng,,,none given,,,Adult Workgroup Systems Capacity Comittee,,DMH Database,Adult Systems Capacity Committee on the Criteria for Systems Capacity Investment,Unknown,Adult Workgroup SCC Dfaft Criteria Questions for determining System Capacity Investments,Los Angeles County,,Adult Workgroup SCC Dfaft Criteria Questions for determining System Capacity Investments,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001d3jnk-1-master.pdf,,Outline,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d3jnk/manifest
Mental Health Archive,ark:/21198/zz001d3jp3,ark:/21198/zz001d36st,1,In progress,Work,,97,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h7261n,private,individuals,,manuscripts (document genre),,,ASOC Transformation Documents|~|Mental health services--California--Los Angeles County--Transformation,,eng,,,none given,,,,,DMH Database,ASOC Plan Comprehensive *trx* *tms* Wellness in DO,Unknown,Plan proposal for the Wellness plan transition on Directly-run DMH Facilities,Los Angeles County,,ASOC Plan for the Development of Enrolee-Based Comprehensive Treatment Teams and Wellness Programs in Directly-Operated DMH Facilities,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001d3jp3-1-master.pdf,DMH,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d3jp3/manifest
Mental Health Archive,ark:/21198/zz001d3jqm,ark:/21198/zz001d36st,1,In progress,Work,,82,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz105965r,private,individuals,text,,,,ASOC Transformation Documents|~|Mental health services--California--Los Angeles County--Transformation,none given,eng,,,,,,,,DMH Database,ASOC Transformation List of Critical Areas,Unknown,Listing of ACT Critical Coverage Areas for the ASOC Transformation,Los Angeles County,,ASOC Transformation Preliminary List of Critical Areas,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001d3jqm-1-master.pdf,DMH,Outline,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d3jqm/manifest
Mental Health Archive,ark:/21198/zz001d3jr4,ark:/21198/zz001d36st,1,In progress,Work,,87,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vd8pp2,private,individuals,,data tables,,,ASOC Transformation Documents|~|Mental health services--California--Los Angeles County--Transformation,,eng,,,none given,,,DMH,,DMH Database,ASOC Transformation Plan,Unknown,ASOC Plan Flowchart,California,,ASOC Plan Flowchart,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001d3jr4-1-master.pdf,,Flowchart,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d3jr4/manifest
Mental Health Archive,ark:/21198/zz001d3jsn,ark:/21198/zz001d36st,1,In progress,Work,,90,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qr6nbm,private,individuals,,manuscripts (document genre),,,ASOC Transformation Documents|~|Mental health services--California--Los Angeles County--Transformation,none given,eng,,,,,,,,DMH Database,ASOC Workgroup System Capacity Subcommittee Recommendations,Unknown,ASOC System Capacity Sub-Comittee Recommendations Draft,Los Angeles County,,ASOC System Capacity Sub-Comittee Recommendations Draft,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001d3jsn-1-master.pdf,DMH,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d3jsn/manifest
Mental Health Archive,ark:/21198/zz001d3jt5,ark:/21198/zz001d36st,1,In progress,Work,,93,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16q3nhq,private,individuals,text,,,,ASOC Transformation Documents|~|Mentally ill--Care--California--Los Angeles County,,eng,,,,,,,,DMH Database,Collaborative Housing Liaisons,Unknown,Information on how Collaborative Housing Liaisons will interact with the Collaborative Living Operators and other Special Focuses (if needed.),Los Angeles County,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001d3jt5-1-master.pdf,Unknown Los Angeles County Coalition,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d3jt5/manifest
Mental Health Archive,ark:/21198/zz001d3jvp,ark:/21198/zz001d36st,1,In progress,Work,,94,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z62d9d,private,individuals,,manuscripts (document genre),,,ASOC Transformation Documents|~|Mental health services--California--Los Angeles County,none given,eng,,,,,,A California Public Benefit Corporation,,DMH Database,Congregate Support Homes in MHSA Concept Paper,Unknown,proposal to convert housing to Congregate Housing,Los Angeles County,,A Concept Paper The Role of Congregate Support Homes in theMHSA,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001d3jvp-1-master.pdf,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d3jvp/manifest
Mental Health Archive,ark:/21198/zz001d3jw6,ark:/21198/zz001d36st,1,In progress,Work,,98,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19g7c32,private,individuals,,manuscripts (document genre),,,ASOC Transformation Documents|~|Mental health services--California--Los Angeles County,,eng,,,,,,,,DMH Database,Creating an Integrated and Seamless System of Care,Unknown,Long Beach Geographic Initiative (GI) Model for a Mental Health Service Delivery within Distinct Geographic Areas,Los Angeles County,,"DMH Creating an Integrated and Seamless System of Care for Children and families, Adults, and Older Adults",,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001d3jw6-1-master.pdf,DMH,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d3jw6/manifest
Mental Health Archive,ark:/21198/zz001d3jxq,ark:/21198/zz001d36st,1,In progress,Work,,101,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x942hf,private,individuals,,manuscripts (document genre),,,ASOC Transformation Documents|~|Mentally ill--Care--California--Los Angeles County,,eng,,,none given,,,,,DMH Database,Housing Opportunities FSP Investment Recommendations Fiscal Year 05-06,06-08-2005,An Approach to Congregate Housing via Prop. 63,Los Angeles County,,Prop 63 Housing Opportunities,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001d3jxq-1-master.pdf,DMH,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d3jxq/manifest
Mental Health Archive,ark:/21198/zz001d3jz7,ark:/21198/zz001d36st,1,In progress,Work,,80,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18h09wx,private,individuals,text,,,,ASOC Transformation Documents|~|Mentally ill--Care--California--Los Angeles County,none given,eng,,,,,,,,DMH Database,Intensive Residential Services,Unknown,Description of Intensive Residential Services Program,Los Angeles County,,DMH Intensive Residential Services Program,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001d3jz7-1-master.pdf,DMH,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d3jz7/manifest
Mental Health Archive,ark:/21198/zz001d3k07,ark:/21198/zz001d36st,1,In progress,Work,,81,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14q9k6h,private,individuals,,manuscripts (document genre),,,ASOC Transformation Documents|~|Mentally ill--Advocacy--California--Los Angeles County,none given,eng,,,,,,,,DMH Database,Mental Health Court Recommendations,Unknown,Court suggestions for the Los Angeles County Mentally ill when involved in the criminal justice system.,Los Angeles County,,DMH Mental Health Court Recommendations,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001d3k07-1-master.pdf,DMH,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d3k07/manifest
Mental Health Archive,ark:/21198/zz001d3k1r,ark:/21198/zz001d36st,1,In progress,Work,,82,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w971gd,private,individuals,text,,,,ASOC Transformation Documents|~|Mentally ill--Care--California--Los Angeles County,,eng,,,,,,Path Partners,,Path Partners,PATH Hollywood Interim Housing,Unknown,"Path: Hollywood's listing of Emergency ""Interim Housing"" for Los Angeles County.",Los Angeles County,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001d3k1r-1-master.pdf,,Letter,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d3k1r/manifest
Mental Health Archive,ark:/21198/zz001d3k28,ark:/21198/zz001d36st,1,In progress,Work,,83,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rj68s4,private,individuals,,data tables,,,ASOC Transformation Documents|~|Mental health services--California--Los Angeles County--Budget,none given,eng,,,,,,PIF,,DMH Database,PIF Proposal Collection of Client Outcomes,Unknown,The Productivity and Investment Fund (PIF) Proposal Chart of Client Outcome Data,Los Angeles County,,Potential Options: PIF Proposal Collection of Client Outcomes,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001d3k28-1-master.pdf,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d3k28/manifest
Mental Health Archive,ark:/21198/zz001d3k3s,ark:/21198/zz001d36st,1,In progress,Work,,84,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ms5j38,private,individuals,,manuscripts (document genre),,,ASOC Transformation Documents|~|Mental health services--California--Los Angeles County--Transformation,none given,eng,,,,,,,,DMH Database,Proposal for Transformation,Unknown,"ASOC Proposal to include alternate treatment models (FSP, ACT, Clubhouse and Wellness Centers)",Los Angeles County,,"Proposal for Transformation of Adult Delivery System to Include FSP, ACT, Clubhouse, and Welness Centers",,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001d3k3s-1-master.pdf,DMH,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d3k3s/manifest
Mental Health Archive,ark:/21198/zz001d3k49,ark:/21198/zz001d36st,1,In progress,Work,,85,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13v17fj,private,individuals,,text,,,ASOC Transformation Documents|~|Mental health services--California--Los Angeles County--Transformation,none given,eng,,,,,,,,DMH Database,ROL Workshop Brainstorm LA County,Unknown,Brainstorming Outline for the Recovery Oriented Leadership (ROL) Workshop.,Los Angeles County,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001d3k3s-1-master.pdf,ROL Workshop,Outline,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d3k49/manifest
Mental Health Archive,ark:/21198/zz001d4mgd,ark:/21198/zz001d36st,1,In progress,Work,,3,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vb00c1,private,individuals,text,,pd_holder,,Mentally ill--Care--California--Los Angeles County|~|Mentally ill--Advocacy--California--Los Angeles County|~|National Association for the Mentally Ill NAMI|~|Schizophrenia,,eng,,"Nelligan, Amanda|~|Meldrum, Marcia",,"March, Stella",,UCLA Center for History Culture and Neuroscience,46 p.,DMH Archive|~|Los Angeles County Department of Mental Health Archive,Interview of Stella March,2009|~|1920-2009,,"New York, WWII Pacific, and Los Angeles",Family and Education; With the Red Cross in World War II; Early Career in Advertising; Development of Son’s Illness; Becoming his Case Manager; Marvin Southard’s Different Approach; Founding of NAMI; Don Richardson; Stigma Busters; SEAR Objectives; Stigma and Housing Issues; In Our Own Voice and its Impact; Media Portrayals of Mental Illness; Daughter’s Work in Art Therapy; MHSA; Importance of Early Intervention; Working with DMH; NAMI Goals v. MHA Goals; Lobbying; Henry Waxman; Mentors and Influences; The System Leadership Team; Importance of Federal Match for Case Management; Directly-Operated v. Contract Clinics; Vision for the Future; Medication Issues; Speaking up for Clients and Family Members; Closing Comments on NAMI,DMH Oral History Interview with Stella March,,,,,"Mrs. Stella March was an early founder and organizer of NAMI in California.  She graduated from Hunter College, worked with the Red Cross in the Pacific in World War II, organizing shows for the troops, and as an advertising and radio copywriter in New York, Miami, and Los Angeles.  Her son's illness sparked her involvement in NAMI and she has been an advocate for increased research funding and better housing for the mentally ill since 1979, working on both the national and local level.  She is especially noted for her work in StigmaBusters, reducing stigmatizing images of the mentally ill in the popular media, and in NAMI educational programs, such as In Our Own Voice.",,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4mgd/manifest
Mental Health Archive,ark:/21198/zz001d4mkz,ark:/21198/zz001d36st,1,In progress,Work,,13,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x07z83,private,individuals,,data tables,,,ASOC Transformation Documents|~|Mental health services--California--Los Angeles County--Budget,,eng,,,none given,,,DMH,,DMH Database,MHSA Transformation Budget Summary,03-23-2006,"DMH Downtown, San Pedro and Five FSP partial staffing budget summary table FY 2006-2007.",Los Angeles County,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001d4mkz-1-master.pdf,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d4mkz/manifest
Mental Health Archive,ark:/21198/zz001dz8x2,ark:/21198/zz001d36st,1,In progress,Work,,5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fj4753,private,individuals,text,,pd_holder,,Mentally ill--Care--California--Los Angeles County|~|Mental health services--California--Los Angeles County|~|Mentally ill--Advocacy--California--Los Angeles County|~|Pacific Clinics|~|Mental Health Services--California--Los Angeles County--Contract Clinics,,eng,,"Padwa, Howard|~|Meldrum, Marcia",,"Mandel, Susan",,UCLA Center for History Culture and Neuroscience,34 p.,DMH Archive|~|Los Angeles County Department of Mental Health Archive,Interview of Susan Mandel,2009|~|ca. 1960-2009,,Alameda County; Los Angeles County,Education and Early Career in Oakland; Director of Mental Health for Alameda County; County v. Contract Clinics; CEO of Pacific Clinics; Meeting the Needs; Working with LAC-DMH; Merger with Portals; Comprehensive Community Care; The CCMHA; Working with Consumers and Family Members; Closing Comments,DMH Oral History Interview with Susan Mandel,,,,,"Susan Mandel earned her doctorate in psychology from the University of Cincinnati in 1968.  She worked as a staff psychologist at Alameda County Hospital prior to becoming Director of Mental Health for the County in 1975.  In 1980, she became CEO of Pasadena Child Guidance Clinics, which became Pacific Clinics in 1987, and oversaw its growth from a small non-profit with a budget under $1 million to a large, multi-cultural network of clinics with a budget of nearly $100 million.  In 2007, Pacific Clinics merged with Portals.  Mandel has been active on the State Mental Health Planning Council and on the California Council of Community Mental Health Agencies.",,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dz8x2/manifest
Mental Health Archive,ark:/21198/zz001dzbg9,ark:/21198/zz001d36st,1,In progress,Work,,106,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12538k9,private,individuals,,manuscripts (document genre),pd_holder,,AB 2034 Documents|~|Mentally ill--Care--California--Los Angeles County|~|Mental health services--California--Los Angeles County|~|Mental Health Services--California--Los Angeles County--DMH Clinics|~|Mental Health Services--California--Los Angeles County--Contract Clinics,,eng,,,,,,UCLA Center for History Culture and Neuroscience,10 p.,DMH Archive|~|County of Los Angeles/Department of Mental Health -- MJ Southard Files,Integrated Services for Homeless Adults Program,"January 10, 2001|~|2001",,Los Angeles County,,,Describes AB 34 programs and provides statistics and stories to show the success of the bill.,AB34 Award Nomination,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dzbg9/manifest
Mental Health Archive,ark:/21198/zz001dzbht,ark:/21198/zz001d36st,1,In progress,Work,,107,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rr3pkb,private,individuals,,manuscripts (document genre),pd_holder,,ASOC Transformation Documents|~|Mentally ill--Care--California--Los Angeles County|~|Mental health services--California--Los Angeles County|~|Mental Health Services--California--Los Angeles County--DMH Clinics|~|Mental Health Services--California--Los Angeles County--Contract Clinics,,eng,,,"Southard, Marvin",,,"UCLA Center for History, Culture, & Neuroscience",1 p.,DMH Archive|~|County of Los Angeles/Department of Mental Health -- MJ Southard Files,AB 34 Booklet: Finding Our Way Home,"January 22, 2001|~|2001",,Los Angeles County,,,"Memo about the booklet, ""Finding Our Way Home,"" which explains AB 34 programs.  Notes that the booklet should benefit staff, clients, and the community.",B34 Booklet Goes With Photos,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dzbht/manifest
Mental Health Archive,ark:/21198/zz001dzbjb,ark:/21198/zz001d36st,1,In progress,Work,,108,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n02xvx,private,individuals,,manuscripts (document genre),pd_holder,,ASOC Transformation Documents|~|Mental health services--California--Los Angeles County--Budget|~|Mental Health Services--Law and Legislation--California|~|Mental Health Services--California--Los Angeles County--DMH Clinics|~|Mental Health Services--California--Los Angeles County--Contract Clinics,,eng,,,"Allen, Jim",,,"UCLA Center for History, Culture, & Neuroscience",48 p.,DMH Archive|~|County of Los Angeles/Department of Mental Health -- MJ Southard Files,AB 34 Outcomes Presentation,"February 15, 2001|~|2001",,Los Angeles County,,,1.  Thank-you notes for people involved with the AB 34 Program Steering Commitee.Page 9 scanned upside-down.2.  Attachment with Directions to Twin Towers Correctional Facility3.  Attachment explains AB 34 program outcomes.,AB 34 Outcomes|~|AB 2034 Steering Workplan,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dzbjb/manifest
Mental Health Archive,ark:/21198/zz001dzbkv,ark:/21198/zz001d36st,1,In progress,Work,,109,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f49dhd,private,individuals,,manuscripts (document genre),pd_holder,,ASOC Transformation Documents|~|Mentally ill--Care--California--Los Angeles County|~|Mental health services--California--Los Angeles County--Budget|~|Mental Health Services--Law and Legislation--California|~|Mental Health Services $z California|~|Mental Health Services--California--Los Angeles County--Contract Clinics,,eng,,,"Southard, Marvin",,"Allen, Jim","UCLA Center for History, Culture, & Neuroscience",5 p.,DMH Archive|~|County of Los Angeles/Department of Mental Health -- MJ Southard Files,Transfer of AB 2034 Funds to CIMH,"February 21, 2001...February 27, 2001|~|2001",,California,,,1.  Letter to CIMH regarding its request for DMH funds to implement AB 2034.2.  Memo to Dr. Southard regarding CIMH request for DMH funds.3.  Email from CIMH with questions about DMH funds.,AB 2034 LA DMH CIMH,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dzbkv/manifest
Mental Health Archive,ark:/21198/zz001dzbmc,ark:/21198/zz001d36st,1,In progress,Work,,110,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sb5x3w,private,individuals,,manuscripts (document genre),pd_holder,,ASOC Transformation Documents|~|Mentally ill--Care--California--Los Angeles County|~|Homeless persons--Housing--California--Los Angeles County|~|Incarceration|~|Mental Health Services--Law and Legislation--California|~|Mental health services--California--Los Angeles County|~|Mentally ill--Data--California--Los Angeles County|~|Homeless persons--Services for--California--Los Angeles County,,eng,,,,,,"UCLA Center for History, Culture & Neuroscience",2 p.,DMH Archive|~|County of Los Angeles/Department of Mental Health -- MJ Southard Files,Overview of Proposed AB 34/2034 Services at Bell Shelter,"March 22, 2001|~|2001",,Los Angeles County,,,Describes success achieved with AB 34/2034 programs and explains services that might be provided at Bell Shelter.,AB 34 2034B Bell Shelter,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dzbmc/manifest
Mental Health Archive,ark:/21198/zz001dzc4m,ark:/21198/zz001d36st,1,In progress,Work,,111,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hx340n,private,individuals,,manuscripts (document genre),pd_holder,,ASOC Transformation Documents|~|Mental Disorders|~|Jails $z California $z Los Angeles County|~|Crime--California--Los Angeles County|~|Homeless persons--California--Los Angeles County|~|Homeless persons--Housing--California--Los Angeles County|~|Mental Health Services--Law and Legislation--California|~|Mental illness--Assessment,,eng,,,,,,"UCLA Center for History, Culture, & Neuroscience",1 p.,DMH Archive|~|County of Los Angeles/Department of Mental Health -- MJ Southard Files,"Charges, Disposition and Diagnosis of AB 34/2034 Clients Released from Twin Towers Correctional Facility","March 22, 2001|~|2001",,Los Angeles County,,,"Table showing charges, living situation upon release from jail, and psychiatric diagnosis",AB 34 2034 Twin Towers Jail,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dzc4m/manifest
Mental Health Archive,ark:/21198/zz001dzc54,ark:/21198/zz001d36st,1,In progress,Work,,112,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d52c87,private,individuals,,manuscripts (document genre),pd_holder,,AB 2034 Documents|~|Jails $z California $z Los Angeles County|~|Homeless persons--Housing--California--Los Angeles County|~|Employment|~|Incarceration|~|Mental Health Services--Law and Legislation--California|~|Mental Health Services--California--Los Angeles County--Contract Clinics,,eng,,,,,"Funk, Maria","UCLA Center for History, Culture, & Neuroscience",8 p.,DMH Archive|~|County of Los Angeles/Department of Mental Health -- MJ Southard Files,AB 2034 Program Status Report,"March 27, 2001",,Los Angeles County,,,"1.  Update on AB 20342.  Table of contract provider enrollment 2000-20013.  Inmate Reception Center (IRC) procedure for the release of AB 2034 clients4.  AB 2034 program outcomes for jail referred clients, November 1, 1999 - February 28, 2001Page 8 scanned upside-down.",AB 2034 Status Report,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dzc54/manifest
Mental Health Archive,ark:/21198/zz001dzc6n,ark:/21198/zz001d36st,1,In progress,Work,,113,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c55b59,private,individuals,,manuscripts (document genre),pd_holder,,AB 2034 Documents|~|Jails $z California $z Los Angeles County|~|Incarceration|~|Mental Health Services--Law and Legislation--California|~|Mental Health Services $z California,,eng,,,,,"Funk, Maria","UCLA Center for History, Culture, & Neuroscience",1 p.,DMH Archive|~|County of Los Angeles/Department of Mental Health -- MJ Southard Files,AB 34/2034 Enrollment and Disenrollment Data for Jail Referred Clients,"April 5, 2001|~|2001",,Los Angeles County,,,"Enrollment and disenrollment numbers for AB 34/2034 clients, November 1, 1999 - March 30, 2001",AB 34 2034 Jail Enroll Disenroll,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dzc6n/manifest
Mental Health Archive,ark:/21198/zz001dzc75,ark:/21198/zz001d36st,1,In progress,Work,,114,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17d4khg,private,individuals,,manuscripts (document genre),pd_holder,,AB 2034 Documents|~|Mental health services--California--Los Angeles County--Budget|~|Mental Health Services--Law and Legislation--California|~|Mental Health Services $z California,,eng,,,"Lemonds, Dee",,,"UCLA Center for History, Culture, & Neuroscience",1 p.,DMH Archive|~|County of Los Angeles/Department of Mental Health -- MJ Southard Files,Rollover of Current Year AB 2034 Funds,"May 24, 2001|~|2001",,Los Angeles County,,,Letter regarding rollover of AB 2034 funds from fiscal year 2000-2001,AB 2034 Rollover Lemonds,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dzc75/manifest
